date, pm25, pm10, so2, co
2017/4/14, 16, , , 4
2017/4/15, 29, , , 3
2017/4/16, 40, , , 1
2017/4/17, 16, , , 2
2017/4/18, 15, , , 2
2017/4/19, 23, , , 3
2017/4/20, 34, , , 2
2017/4/21, 20, , , 2
2017/4/22, 18, , , 2
2017/4/23, 13, , , 3
2017/4/24, 29, , , 2
2017/4/25, 16, , , 2
2017/4/26, 21, , , 3
2017/4/27, 46, , , 4
2017/4/28, 49, , , 4
2017/4/29, 47, , , 2
2017/4/30, 17, , , 2
2017/5/1, 26, , , 2
2017/5/2, 32, , , 1
2017/5/3, 10, , , 2
2017/5/4, 15, , , 2
2017/5/5, 20, , , 2
2017/5/6, 24, , , 2
2017/5/7, 13, , , 1
2017/5/8, 14, , , 2
2017/5/9, 22, , , 2
2017/5/10, 16, , , 2
2017/5/11, 22, , , 2
2017/5/12, 15, , , 1
2017/5/13, 15, , , 1
2017/5/14, 10, , , 1
2017/5/15, 10, , , 2
2017/5/16, 19, , , 5
2017/5/17, 51, , , 5
2017/5/18, 67, , , 3
2017/5/19, 47, , , 2
2017/5/20, 20, , , 3
2017/5/21, 24, , , 2
2017/5/22, 21, , , 3
2017/5/23, 31, , , 3
2017/5/24, 33, , , 2
2017/5/25, 15, , , 1
2017/5/26, 15, , , 2
2017/5/27, 13, , , 2
2017/5/28, 16, , , 1
2017/5/29, 17, , , 2
2017/5/30, 23, , 1, 2
2017/5/31, 17, , , 2
2017/6/1, 25, , , 3
2017/6/2, 22, , , 2
2017/6/3, 20, , , 2
2017/6/4, 18, , , 2
2017/6/5, 38, , , 1
2017/6/6, 8, , , 2
2017/6/7, 14, , , 3
2017/6/8, 29, , , 3
2017/6/9, 23, , , 4
2017/6/10, 40, , , 5
2017/6/11, 51, , , 4
2017/6/12, 60, , , 3
2017/6/16, 28, , , 2
2017/6/17, 28, , , 2
2017/6/18, 33, , , 2
2017/6/19, 46, , , 2
2017/6/20, 23, , , 3
2017/6/21, 35, , , 3
2017/6/22, 33, , , 4
2017/6/23, 58, , , 2
2017/6/24, 28, , , 3
2017/6/25, 29, , , 2
2017/6/26, 21, , , 2
2017/6/27, 35, , , 1
2017/6/28, 18, , , 3
2017/6/29, 38, , , 3
2017/6/30, 53, , , 3
2017/1/2, 43, , , 2
2017/1/3, 17, , , 2
2017/1/4, 21, , , 2
2017/1/5, 26, , , 2
2017/1/6, 41, , , 2
2017/1/7, 34, , , 2
2017/1/8, 29, , , 3
2017/1/9, 26, , 1, 6
2017/1/10, 56, , , 4
2017/1/11, 44, , , 4
2017/1/12, 49, , , 2
2017/1/13, 26, , , 2
2017/1/14, 24, , , 4
2017/1/15, 56, , , 6
2017/1/16, 63, , , 4
2017/1/17, 67, , , 2
2017/1/18, 25, , , 3
2017/1/19, 24, , , 3
2017/1/20, 24, , , 5
2017/1/21, 56, , , 5
2017/1/22, 51, , , 2
2017/1/23, 11, , , 1
2017/1/24, 9, , , 2
2017/1/25, 13, , , 4
2017/1/26, 40, , , 2
2017/1/27, 12, , , 2
2017/1/28, 14, , , 3
2017/1/29, 38, , , 2
2017/1/30, 27, , , 2
2017/1/31, 27, , , 3
2017/2/1, 38, , , 2
2017/2/2, 25, , , 2
2017/2/3, 22, , , 2
2017/2/4, 29, , , 3
2017/2/5, 48, , , 2
2017/2/6, 35, , , 3
2017/2/7, 46, , , 3
2017/2/8, 35, , , 1
2017/2/9, 18, , , 2
2017/2/10, 22, , , 5
2017/2/11, 55, , , 3
2017/2/12, 38, , , 2
2017/2/13, 20, , , 4
2017/2/14, 33, , , 8
2017/2/15, 57, , , 1
2017/2/16, 15, , , 2
2017/2/17, 27, , , 6
2017/2/18, 60, , , 4
2017/2/19, 38, , , 2
2017/2/20, 26, , , 3
2017/2/21, 27, , , 5
2017/2/22, 46, , , 8
2017/2/23, 73, , , 4
2017/2/24, 36, , , 2
2017/2/25, 15, , , 1
2017/2/26, 16, , , 4
2017/2/27, 42, , , 4
2017/2/28, 44, , , 3
2017/3/1, 36, , , 1
2017/3/2, 17, , , 1
2017/3/3, 15, , , 1
2017/3/4, 16, , , 1
2017/3/5, 18, , , 3
2017/3/6, 29, , , 4
2017/3/7, 40, , , 2
2017/3/8, 27, , , 1
2017/3/9, 13, , , 1
2017/3/10, 14, , , 1
2017/3/11, 18, , , 1
2017/3/12, 20, , , 3
2017/3/13, 24, , , 2
2017/3/14, 9, , , 1
2017/3/15, 16, , , 2
2017/3/16, 22, , 1, 3
2017/3/20, 18, , , 3
2017/3/21, 36, , , 1
2017/3/22, 18, , 1, 3
2017/3/23, 19, , , 5
2017/3/24, 48, , , 5
2017/3/25, 53, , , 2
2017/3/26, 32, , , 4
2017/3/27, 32, , , 3
2017/3/28, 39, , , 2
2017/3/29, 16, , , 2
2017/3/30, 17, , , 2
2017/3/31, 18, , , 1
2018/12/31, , 7, , 2
2018/10/1, , 20, , 2
2020/1/1, , , , 3
2018/8/12, , , , 2
2018/9/28, , , , 3
2018/9/30, , , , 4
2017/6/13, , , 10, 3
2017/3/17, , , , 3
2018/8/9, , , , 3
2018/8/10, , , , 3
2018/8/11, , , , 2
2018/9/29, , , , 2
2018/1/4, , , , 1
2017/10/1, , , , 1
2017/10/2, , , , 3
2017/10/3, , , , 3
2017/10/13, , , , 2
2017/10/14, , , , 2
2017/10/15, , , , 3
2017/10/16, , , , 1
2017/10/17, , , , 2
2017/12/16, , , , 2
2017/12/17, , , , 2
2017/12/18, , , , 4
2017/9/8, , , , 2
2017/9/30, , , , 1
2017/6/14, , , , 2
2017/6/15, , , , 2
2017/1/1, , , , 4
2017/3/18, , , , 2
2017/3/19, , , , 2
