date, pm25, pm10, no2, co
2017/11/4, , , 13, 3
2017/11/5, , , 4, 2
2017/11/6, , , 5, 2
2017/11/7, , , 5, 5
2017/11/8, , , 9, 8
2017/11/9, , , 17, 7
2017/11/10, , , 21, 6
2017/11/11, , , 17, 5
2017/11/12, , , 10, 7
2017/11/13, , , 15, 7
2017/11/14, , , 13, 4
2017/11/15, , , 11, 7
2017/11/16, , , 17, 4
2017/11/17, , , 7, 3
2017/11/18, , , 4, 4
2017/11/19, , , 10, 5
2017/11/20, , , 14, 4
2017/11/21, , , 13, 6
2017/11/22, , , 14, 6
2017/11/23, , , 16, 7
2017/11/24, , , 22, 6
2017/11/25, , , 15, 7
2017/11/26, , , 17, 7
2017/11/27, , , 22, 5
2017/11/28, , , 12, 9
2017/11/29, , , 11, 5
2017/11/30, , , 12, 8
2017/12/1, , , 25, 6
2017/12/2, , , 16, 7
2017/12/3, , , 19, 3
2017/12/4, , , 4, 4
2017/12/5, , , 8, 4
2017/12/6, , , 10, 4
2017/12/7, , , 7, 6
2017/12/8, , , 17, 6
2017/12/9, , , 10, 7
2017/12/10, , , 12, 4
2017/12/11, , , 14, 2
2017/12/12, , , 5, 1
2017/12/13, , , 4, 5
2017/12/14, , , 10, 3
2017/12/15, , , 9, 4
2017/12/16, , , 10, 4
2017/12/17, , , 9, 6
2017/12/18, , , 11, 6
2017/12/19, , , 9, 6
2017/12/20, , , 11, 4
2017/12/21, , , 8, 2
2017/12/22, , , 4, 5
2017/12/23, , , 9, 4
2017/12/24, , , 6, 5
2017/12/25, , , 14, 4
2017/12/26, , , 10, 4
2017/12/27, , , 13, 5
2017/12/28, , , 14, 5
2017/12/29, , , 12, 4
2017/12/30, , , 7, 2
2017/12/31, , , 4, 
2017/7/1, , , 19, 3
2017/7/2, , , 14, 4
2017/7/3, , , 14, 3
2017/7/4, , , 12, 3
2017/7/5, , , 15, 3
2017/7/6, , , 17, 2
2017/7/7, , , 15, 4
2017/7/8, , , 17, 4
2017/7/9, , , 16, 4
2017/7/10, , , 19, 3
2017/7/11, , , 16, 3
2017/7/12, , , 14, 2
2017/7/13, , , 13, 3
2017/7/14, , , 18, 4
2017/7/15, , , 18, 3
2017/7/16, , , 18, 4
2017/7/17, , , 20, 4
2017/7/18, , , 21, 3
2017/7/19, , , 19, 3
2017/7/20, , , 16, 4
2017/7/21, , , 19, 4
2017/7/22, , , 14, 3
2017/7/23, , , 13, 3
2017/7/24, , , 18, 5
2017/7/25, , , 22, 5
2017/7/26, , , 16, 4
2017/7/27, , , 14, 4
2017/7/28, , , 14, 4
2017/7/29, , , 15, 3
2017/7/30, , , 12, 4
2017/7/31, , , 18, 4
2017/8/1, , , 21, 5
2017/8/2, , , 22, 3
2017/8/3, , , 16, 4
2017/8/4, , , 18, 4
2017/8/5, , , 18, 3
2017/8/6, , , 11, 3
2017/8/7, , , 14, 3
2017/8/8, , , 18, 5
2017/8/9, , , 24, 4
2017/8/10, , , 17, 2
2017/8/11, , , 8, 5
2017/8/12, , , 16, 5
2017/8/13, , , 14, 6
2017/8/14, , , 19, 5
2017/8/15, , , 17, 4
2017/8/16, , , 12, 4
2017/8/17, , , 14, 3
2017/8/18, , , 14, 4
2017/8/19, , , 10, 4
2017/8/20, , , 14, 5
2017/8/21, , , 15, 3
2017/8/22, , , 9, 4
2017/8/23, , , 16, 5
2017/8/24, , , 20, 5
2017/8/25, , , 17, 6
2017/8/26, , , 20, 4
2017/8/27, , , 14, 4
2017/8/28, , , 17, 3
2017/8/29, , , 16, 3
2017/8/30, , , 17, 4
2017/8/31, , , 15, 5
2017/9/1, , , 24, 5
2017/9/2, , , 21, 4
2017/9/3, , , 19, 3
2017/9/4, , , 12, 2
2017/9/5, , , 11, 
2017/9/9, , , 26, 4
2017/9/10, , , 20, 4
2017/9/11, , , 21, 3
2017/9/12, , , 19, 4
2017/9/13, , , 25, 6
2017/9/14, , , 33, 5
2017/9/15, , , 22, 5
2017/9/16, , , 18, 3
2017/9/17, , , 13, 3
2017/9/18, , , 15, 4
2017/9/19, , , 18, 3
2017/9/20, , , 18, 4
2017/9/21, , , 16, 4
2017/9/22, , , 16, 3
2017/9/23, , , 19, 3
2017/9/24, , , 18, 4
2017/9/25, , , 20, 
2017/9/26, , , 6, 3
2017/9/27, , , 6, 4
2017/9/28, , , 15, 5
2017/9/29, , , 21, 7
2017/9/30, , , 24, 4
2017/4/1, , , 10, 2
2017/4/2, , , 5, 3
2017/4/3, , , 6, 2
2017/4/4, , , 9, 2
2017/4/5, , , 3, 2
2017/4/6, , , 14, 4
2017/4/7, , , 25, 4
2017/4/8, , , 14, 3
2017/4/9, , , 10, 2
2017/4/10, , , 7, 3
2017/4/11, , , 17, 5
2017/4/12, , , 20, 4
2017/4/13, , , 16, 4
2017/4/14, , , 16, 4
2017/4/15, , , 13, 4
2017/4/16, , , 8, 4
2017/4/17, , , 16, 4
2017/4/18, , , 17, 4
2017/4/19, , , 15, 4
2017/4/20, , , 13, 2
2017/4/21, , , 7, 1
2017/4/22, , , 4, 3
2017/4/23, , , 9, 4
2017/4/24, , , 21, 4
2017/4/25, , , 13, 2
2017/4/29, , , 3, 1
2017/4/30, , , 1, 5
2017/5/1, , , 7, 4
2017/5/2, , , 22, 1
2017/5/3, , , 5, 1
2017/5/4, , , 3, 2
2017/5/5, , , 8, 4
2017/5/6, , , 16, 5
2017/5/7, , , 21, 4
2017/5/8, , , 23, 5
2017/5/9, , , 21, 5
2017/5/10, , , 20, 3
2017/5/11, , , 11, 1
2017/5/12, , , 5, 5
2017/5/13, , , 22, 4
2017/5/14, , , 19, 5
2017/5/15, , , 23, 4
2017/5/16, , , 17, 3
2017/5/17, , , 16, 4
2017/5/18, , , 17, 3
2017/5/19, , , 14, 2
2017/5/20, , , 2, 3
2017/5/21, , , 17, 4
2017/5/22, , , 20, 2
2017/5/23, , , 5, 3
2017/5/24, , , 7, 4
2017/5/25, , , 22, 4
2017/5/26, , , 15, 3
2017/5/27, , , 10, 1
2017/5/28, , , 4, 3
2017/5/29, , , 11, 4
2017/5/30, , , 22, 4
2017/5/31, , , 26, 4
2017/6/1, , , 21, 5
2017/6/2, , , 16, 5
2017/6/3, , , 17, 2
2017/6/4, , , 11, 3
2017/6/5, , , 13, 3
2017/6/6, , , 13, 3
2017/6/7, , , 20, 4
2017/6/8, , , 26, 4
2017/6/9, , , 24, 4
2017/6/10, , , 17, 4
2017/6/11, , , 13, 4
2017/6/12, , , 18, 4
2017/6/13, , , 16, 3
2017/6/14, , , 12, 4
2017/6/15, , , 15, 4
2017/6/16, , , 20, 4
2017/6/17, , , 14, 2
2017/6/18, , , 10, 3
2017/6/19, , , 20, 4
2017/6/20, , , 22, 4
2017/6/21, , , 25, 4
2017/6/22, , , 21, 2
2017/6/23, , , 13, 2
2017/6/24, , , 11, 3
2017/6/25, , , 19, 3
2017/6/26, , , 21, 4
2017/6/27, , , 21, 4
2017/6/28, , , 18, 4
2017/6/29, , , 17, 4
2017/6/30, , , 19, 4
2017/1/2, , , 7, 1
2017/1/3, , , 4, 3
2017/1/4, , , 14, 1
2017/1/5, , , 8, 3
2017/1/6, , , 11, 3
2017/1/7, , , 22, 3
2017/1/8, , , 20, 5
2017/1/9, , , 22, 6
2017/1/10, , , 9, 4
2017/1/11, , , 18, 2
2017/1/12, , , 9, 1
2017/1/13, , , 7, 2
2017/1/14, , , 8, 3
2017/1/15, , , 7, 2
2017/1/16, , , 3, 4
2017/1/17, , , 13, 6
2017/1/18, , , 23, 5
2017/1/19, , , 17, 3
2017/1/20, , , 11, 
2017/1/23, , , 24, 3
2017/1/24, , , 10, 1
2017/1/25, , , 3, 4
2017/1/26, , , 9, 1
2017/1/27, , , 7, 1
2017/1/28, , , 5, 5
2017/1/29, , , 8, 2
2017/1/30, , , 14, 7
2017/1/31, , , 26, 3
2017/2/1, , , 13, 2
2017/2/2, , , 10, 3
2017/2/3, , , 17, 4
2017/2/4, , , 16, 5
2017/2/5, , , 14, 3
2017/2/6, , , 9, 5
2017/2/7, , , 19, 2
2017/2/8, , , 9, 4
2017/2/9, , , 19, 4
2017/2/10, , , 17, 5
2017/2/11, , , 12, 2
2017/2/12, , , 7, 4
2017/2/13, , , 14, 3
2017/2/14, , , 8, 3
2017/2/15, , , 9, 2
2017/2/16, , , 10, 5
2017/2/17, , , 23, 4
2017/2/18, , , 16, 3
2017/2/19, , , 9, 5
2017/2/20, , , 21, 4
2017/2/21, , , 11, 5
2017/2/22, , , 21, 4
2017/2/23, , , 19, 1
2017/2/24, , , 1, 5
2017/2/25, , , 7, 2
2017/2/26, , , 6, 5
2017/2/27, , , 13, 4
2017/2/28, , , 13, 3
2017/3/1, , , 3, 5
2017/3/2, , , 8, 5
2017/3/3, , , 7, 4
2017/3/4, , , 6, 3
2017/3/5, , , 4, 3
2017/3/6, , , 3, 3
2017/3/7, , , 4, 4
2017/3/8, , , 8, 3
2017/3/9, , , 5, 3
2017/3/10, , , 6, 2
2017/3/11, , , 3, 3
2017/3/12, , , 4, 2
2017/3/13, , , 2, 3
2017/3/14, , , 6, 4
2017/3/15, , , 4, 4
2017/3/29, , , 2, 4
2017/3/30, , , 5, 4
2017/3/31, , , 14, 3
2018/1/17, , , , 5
2018/1/18, , , , 3
2018/1/19, , , , 5
2018/1/20, , , , 5
2018/1/21, , , , 3
2018/1/23, , , , 11
2017/10/28, , , , 3
2017/10/29, , , , 2
2017/10/30, , , , 5
2017/10/31, , , , 6
2017/11/1, , , , 4
2017/9/8, , , , 6
2017/4/26, , , , 5
2017/4/27, , , , 4
2017/4/28, , , , 1
2017/1/1, , , , 3
2017/1/22, , , , 5
2017/3/16, , , , 4
2017/3/17, , , , 4
2017/3/18, , , , 3
2017/3/19, , , , 3
2017/3/20, , , , 3
2017/3/21, , , , 4
2017/3/22, , , , 3
2017/3/23, , , , 3
2017/3/24, , , , 4
2017/3/25, , , , 4
2017/3/26, , , , 2
2017/3/27, , , , 4
2017/3/28, , , , 2
