date, pm25, pm10, o3, so2
2017/12/30, 36, , , 2
2017/12/31, 24, , , 1
2017/7/1, 20, , 33, 
2017/7/2, 27, , 36, 
2017/7/3, 33, , 44, 
2017/7/4, 40, , 44, 2
2017/7/5, 49, , 42, 
2017/7/6, 34, , 32, 
2017/7/7, 24, , 28, 
2017/7/8, 20, , 37, 
2017/7/9, 26, , 44, 
2017/7/10, 20, , 39, 
2017/7/11, 33, , 34, 
2017/7/12, 26, , 27, 
2017/7/13, 24, , 18, 
2017/7/14, 19, , 30, 
2017/7/15, 18, , 26, 
2017/7/16, 36, , 33, 1
2017/7/17, 27, , 36, 
2017/7/18, 35, , 35, 
2017/7/19, 32, , 35, 
2017/7/20, 17, , 35, 
2017/7/21, 44, , 38, 
2017/7/22, 35, , 36, 
2017/7/23, 32, , 31, 
2017/7/24, 21, , 35, 
2017/7/25, 25, , 31, 
2017/7/26, 34, , 30, 
2017/7/27, 31, , 28, 
2017/7/28, 29, , 27, 
2017/7/29, 29, , 34, 
2017/7/30, 34, , 39, 
2017/7/31, 31, , 41, 
2017/8/1, 36, , 37, 1
2017/8/2, 41, , 33, 
2017/8/3, 25, , 24, 
2017/8/4, 16, , 27, 
2017/8/5, 21, , 28, 
2017/8/6, 28, , 29, 
2017/8/7, 22, , 34, 
2017/8/8, 30, , 36, 
2017/8/9, 35, , 38, 
2017/8/10, 35, , 29, 
2017/8/11, 21, , 29, 
2017/8/12, 31, , 26, 
2017/8/13, 44, , 34, 2
2017/8/14, 38, , 36, 
2017/8/15, 37, , 40, 
2017/8/16, 39, , 26, 
2017/8/17, 18, , 27, 
2017/8/18, 36, , 34, 
2017/8/19, 52, , 35, 2
2017/8/20, 48, , 30, 
2017/8/21, 46, , 30, 
2017/8/22, 22, , 26, 
2017/8/23, 27, , 31, 
2017/8/24, 22, , 33, 
2017/8/25, 22, , 34, 
2017/8/26, 37, , 31, 
2017/8/27, 46, , 28, 
2017/8/28, 42, , 40, 
2017/8/29, 47, , 34, 
2017/8/30, 37, , 21, 
2017/8/31, 58, , 28, 
2017/9/1, 19, , 10, 
2017/9/2, 31, , , 
2017/9/3, 50, , , 2
2017/9/4, 67, , , 
2017/9/9, 19, , 38, 1
2017/9/10, 29, , 30, 
2017/9/11, 33, , 49, 
2017/9/12, 44, , 55, 2
2017/9/13, 45, , 48, 2
2017/9/14, 48, , 43, 1
2017/9/15, 40, , 40, 2
2017/9/16, 57, , 30, 1
2017/9/17, 31, , 32, 
2017/9/18, 18, , 44, 
2017/9/19, 31, , 37, 2
2017/9/20, 48, , 30, 
2017/9/21, 29, , 31, 
2017/9/22, 48, , 45, 2
2017/9/23, 56, , 50, 2
2017/9/24, 57, , 42, 1
2017/9/25, 49, , 31, 1
2017/9/26, 27, , 20, 
2017/9/27, 20, , 31, 
2017/9/28, 15, , 25, 1
2017/9/29, 21, , 31, 1
2017/9/30, 18, , 35, 2
2017/4/1, 37, , 34, 
2017/4/2, 43, , 27, 
2017/4/3, 40, , 36, 
2017/4/4, 27, , 31, 
2017/4/5, 17, , 36, 
2017/4/6, 15, , 39, 
2017/4/7, 19, , 45, 1
2017/4/8, 33, , 42, 
2017/4/9, 43, , 35, 
2017/4/10, 38, , 24, 
2017/4/11, 14, , 38, 
2017/4/12, 28, , 40, 
2017/4/13, 27, , 37, 
2017/4/14, 45, , 39, 
2017/4/15, 44, , 40, 
2017/4/16, 12, , 38, 
2017/4/17, 20, , 44, 
2017/4/18, 21, , 28, 
2017/4/19, 23, , 25, 
2017/4/20, 11, , 35, 
2017/4/21, 15, , 39, 
2017/4/22, 31, , 48, 
2017/4/23, 42, , 54, 
2017/4/24, 23, , 48, 2
2017/4/25, 27, , 31, 1
2017/4/26, 32, , 21, 
2017/4/27, 9, , 31, 
2017/4/28, 13, , 37, 
2017/4/29, 15, , 31, 1
2017/4/30, 9, , 27, 
2017/5/1, 9, , 37, 
2017/5/2, 12, , 39, 
2017/5/3, 18, , 43, 
2017/5/4, 23, , 38, 
2017/5/5, 17, , 34, 
2017/5/6, 16, , 38, 
2017/5/7, 19, , 42, 
2017/5/8, 20, , 36, 
2017/5/9, 18, , 35, 
2017/5/10, 44, , 45, 
2017/5/11, 51, , 45, 
2017/5/18, 13, , 30, 
2017/5/19, 14, , 28, 
2017/5/20, 23, , 25, 
2017/5/21, 22, , 35, 
2017/5/22, 19, , 36, 
2017/5/23, 23, , 25, 
2017/5/24, 19, , 42, 
2017/5/25, 34, , 39, 
2017/5/26, 49, , 41, 
2017/5/27, 40, , 39, 
2017/5/28, 25, , 32, 
2017/5/29, 22, , 33, 
2017/5/30, 14, , 36, 
2017/5/31, 17, , 41, 
2017/6/1, 23, , 53, 
2017/6/2, 40, , 49, 
2017/6/3, 42, , 54, 
2017/6/4, 27, , 35, 
2017/6/5, 32, , 37, 
2017/6/6, 15, , 44, 
2017/6/7, 22, , 47, 
2017/6/8, 22, , 48, 
2017/6/9, 43, , 49, 
2017/6/10, 47, , 48, 
2017/6/11, 43, , 41, 
2017/6/12, 44, , 45, 
2017/6/13, 19, , 36, 
2017/6/14, 26, , 46, 
2017/6/15, 21, , 54, 
2017/6/16, 17, , 42, 
2017/6/17, 17, , 30, 
2017/6/18, 17, , 29, 
2017/6/19, 13, , 36, 
2017/6/20, 14, , 46, 
2017/6/21, 25, , 33, 
2017/6/22, 34, , 37, 
2017/6/23, 21, , 29, 
2017/6/24, 15, , 20, 
2017/6/25, 16, , 22, 
2017/6/26, 17, , 31, 
2017/6/27, 19, , 36, 
2017/6/28, 24, , 35, 
2017/6/29, 17, , 41, 
2017/6/30, 14, , 35, 
2017/1/2, 61, , , 
2017/1/3, 48, , , 
2017/1/4, 21, , , 
2017/1/5, 33, , , 
2017/1/12, 27, , , 
2017/1/13, 38, , , 
2017/1/14, 73, , , 2
2017/1/15, 71, , , 
2017/1/16, 62, , , 
2017/1/17, 29, , , 
2017/1/18, 36, , , 
2017/1/19, 61, , , 
2017/1/20, 32, , , 
2017/1/21, 40, , , 
2017/1/22, 41, , , 
2017/1/23, 30, , , 
2017/1/24, 21, , , 
2017/1/25, 15, , , 
2017/1/26, 13, , , 
2017/1/27, 28, , , 
2017/1/28, 50, , , 
2017/1/29, 17, , , 
2017/1/30, 21, , , 
2017/1/31, 37, , , 
2017/2/1, 23, , , 
2017/2/2, 24, , , 
2017/2/3, 28, , , 
2017/2/4, 28, , , 
2017/2/5, 45, , , 1
2017/2/6, 70, , , 
2017/2/7, 55, , , 
2017/2/8, 21, , , 
2017/2/9, 26, , , 
2017/2/10, 40, , , 
2017/2/11, 53, , , 
2017/2/12, 34, , , 
2017/2/13, 25, , 28, 
2017/2/14, 19, , 33, 2
2017/2/15, 17, , 30, 1
2017/2/16, 27, , 29, 
2017/2/17, 55, , 31, 
2017/2/18, 28, , 33, 2
2017/2/19, 48, , 30, 2
2017/2/20, 69, , 24, 
2017/2/21, 28, , 31, 
2017/2/22, 29, , 21, 
2017/2/23, 21, , 29, 
2017/2/24, 11, , 31, 
2017/2/25, 27, , 30, 
2017/2/26, 24, , 19, 
2017/2/27, 35, , 11, 
2017/2/28, 51, , 31, 
2017/3/1, 19, , 34, 
2017/3/2, 23, , 36, 1
2017/3/3, 26, , 28, 1
2017/3/4, 43, , 28, 
2017/3/5, 48, , 28, 
2017/3/6, 30, , 35, 
2017/3/7, 20, , 34, 
2017/3/8, 11, , 32, 1
2017/3/9, 15, , 32, 
2017/3/10, 21, , 33, 
2017/3/11, 18, , 33, 
2017/3/12, 22, , 32, 
2017/3/13, 20, , 34, 
2017/3/14, 21, , 37, 
2017/3/15, 28, , 39, 
2017/3/16, 47, , 28, 
2017/3/17, 47, , 25, 
2017/3/18, 19, , 31, 
2017/3/19, 29, , 32, 
2017/3/20, 40, , 37, 
2017/3/21, 26, , 36, 
2017/3/22, 18, , 29, 
2017/3/23, 32, , 24, 
2017/3/24, 45, , 25, 
2017/3/25, 23, , 16, 
2017/3/26, 22, , 14, 
2017/3/27, 24, , 34, 
2017/3/28, 32, , 27, 
2017/3/29, 27, , 28, 
2017/3/30, 16, , 35, 
2017/3/31, 18, , 40, 1
2020/1/1, , 9, , 
2018/12/31, , 3, , 
2018/5/2, , , 24, 
2018/5/3, , , 44, 
2018/5/4, , , 46, 
2018/5/5, , , 41, 
2018/5/6, , , 46, 
2018/5/7, , , 53, 
2017/9/8, , , 27, 
2017/5/12, , , 45, 
2017/5/13, , , 37, 
2017/5/14, , , 46, 2
2017/5/15, , , 48, 1
2017/5/16, , , 44, 2
2017/5/17, , , 33, 
2017/11/10, , , , 1
2017/11/12, , , , 2
2017/1/6, , , , 1
2017/1/9, , , , 1
