date, pm25, pm10, o3, no2
2020/1/3, 51, 29, 21, 1
2020/1/4, 77, 48, 24, 
2020/1/5, 61, 35, 21, 
2020/1/6, 88, 54, 22, 1
2020/1/7, 162, 82, 20, 1
2020/1/8, 155, 80, 20, 1
2020/1/9, 61, 45, 23, 1
2020/1/10, 28, 20, 22, 2
2020/1/11, 22, 17, 23, 1
2020/1/12, 31, 20, 22, 
2020/1/13, 37, 23, 21, 1
2020/1/14, 42, 26, 21, 1
2020/1/15, 47, 27, 18, 1
2020/1/16, 30, 26, 18, 
2019/11/28, 13, 14, 13, 1
2019/11/29, 16, 19, 11, 2
2019/11/30, 15, 15, 12, 
2019/12/1, 11, 12, 20, 
2019/12/2, 15, 15, 22, 1
2019/12/3, 41, 33, 23, 1
2019/12/4, 43, 27, 24, 1
2019/12/5, 27, 17, 21, 1
2019/12/6, 16, 13, 18, 1
2019/12/7, 18, 11, 16, 1
2019/12/8, 10, 6, 16, 1
2019/12/9, 16, 9, 18, 2
2019/12/10, 26, 21, 18, 
2019/12/11, 23, 18, 20, 1
2019/12/12, 23, 18, 19, 1
2019/12/13, 54, 36, 21, 1
2019/12/14, 61, 31, 20, 1
2019/12/15, 35, 14, 21, 
2019/12/16, 41, 17, 20, 1
2019/12/17, 29, 14, 21, 2
2019/12/18, 36, 18, 23, 
2019/12/19, 42, 20, 21, 
2019/12/20, 45, 23, 21, 1
2019/12/21, 30, 12, 22, 1
2019/12/22, 42, 14, 23, 
2019/12/23, 66, 33, 21, 
2019/12/24, 79, 41, 24, 1
2019/12/25, 87, 47, 25, 
2019/12/26, 32, 12, 18, 
2019/12/27, 66, 31, 23, 
2019/12/28, 116, 59, 25, 
2018/4/1, 39, 41, 13, 
2018/4/2, 48, 73, 18, 1
2018/4/3, 79, 70, 18, 
2018/4/4, 62, 87, 17, 1
2018/4/5, 90, 81, 16, 2
2018/4/6, 48, 49, 14, 1
2018/4/7, 42, 41, 13, 1
2018/4/8, 29, 60, 14, 1
2018/4/9, 65, 64, 16, 1
2018/4/10, 63, 67, 17, 1
2018/4/11, 65, 58, 18, 
2018/4/12, 46, 55, 16, 
2018/4/13, 51, 52, 16, 
2018/4/14, 49, 54, 17, 
2018/4/15, 48, 54, 17, 1
2018/4/16, 42, 38, 18, 1
2018/4/17, 29, 23, 13, 
2018/3/6, 47, 35, 15, 
2018/3/7, 16, 40, 14, 
2018/3/8, 17, 35, 17, 
2018/3/9, 21, 42, 20, 1
2018/3/10, 14, 41, 22, 1
2018/3/11, 20, 40, 22, 
2018/3/12, 27, 40, 19, 1
2018/3/13, 38, 41, 18, 1
2018/3/14, 37, 35, , 1
2018/3/15, 27, 33, , 1
2018/3/16, 50, 48, , 1
2018/3/17, 56, 62, , 
2018/3/18, 29, 45, , 
2018/3/19, 25, 29, , 
2018/3/20, 25, 24, 51, 
2018/3/21, 33, 29, , 1
2018/3/22, 37, 33, 15, 1
2018/3/23, 38, 33, 18, 1
2018/3/24, 38, 31, 16, 
2018/3/25, 15, 8, 13, 1
2018/3/26, 35, 25, 13, 2
2018/3/27, 91, 73, 20, 1
2018/3/28, 89, 95, 22, 1
2018/3/29, 86, 79, 19, 1
2018/3/30, 69, 70, 19, 
2018/3/31, 45, 47, 16, 
2017/10/1, 46, 9, 10, 1
2017/10/2, 37, 16, 18, 1
2017/10/3, 47, 17, 16, 1
2017/10/4, 53, 12, 13, 1
2017/10/5, 38, 15, 19, 1
2017/10/6, 34, 22, 16, 1
2017/10/7, 49, 21, 15, 2
2017/10/8, 47, 18, 14, 2
2017/10/9, 42, 14, 17, 1
2017/10/10, 31, 24, 12, 2
2017/10/11, 41, 26, 13, 2
2017/10/12, 31, 30, 13, 1
2017/10/13, 40, 29, 15, 2
2017/10/14, 33, 20, 15, 
2017/10/15, 25, 22, 12, 2
2017/10/16, 28, 18, 14, 1
2017/10/17, 26, 17, 13, 2
2017/10/18, 32, 22, 13, 1
2017/10/19, 30, 24, 14, 1
2017/10/20, 26, 22, 14, 
2017/10/21, 35, 11, 15, 1
2017/10/22, 22, 16, 11, 1
2017/10/23, 34, 16, 11, 2
2017/10/24, 30, 17, 13, 1
2017/10/25, 39, 10, 14, 1
2017/10/26, 20, 16, 11, 2
2017/10/27, 41, 13, 13, 1
2017/10/28, 22, 13, 12, 
2017/10/29, 39, 12, 14, 1
2017/10/30, 21, 18, 16, 2
2017/10/31, 37, 10, 18, 1
2017/11/1, 23, 13, 14, 1
2017/11/2, 37, 13, 12, 2
2017/11/3, 31, 17, 11, 1
2017/11/4, 42, 12, 16, 1
2017/11/5, 28, 14, 16, 2
2017/11/6, 41, 13, 17, 2
2017/11/7, 33, 13, 15, 2
2017/11/8, 49, 19, 16, 1
2017/11/9, 52, 14, 15, 1
2017/11/10, 51, 13, 12, 1
2017/11/11, 62, 18, 14, 1
2017/11/12, 63, 13, 13, 1
2017/11/13, 53, 14, 12, 1
2017/11/14, 43, 15, 13, 1
2017/11/15, 45, 28, 13, 2
2017/11/16, 49, 26, 14, 1
2017/11/17, 56, 15, 14, 1
2017/11/18, 47, 15, 12, 2
2017/11/19, 46, 12, 12, 1
2017/11/20, 45, 15, 10, 1
2017/11/21, 44, 13, 12, 1
2017/11/22, 44, 20, 14, 1
2017/11/23, 51, 18, 13, 
2017/11/24, 42, 16, 13, 1
2017/11/25, 64, 10, 13, 1
2017/11/26, 316, 12, 14, 1
2017/11/27, 309, 17, 13, 1
2017/11/28, 195, 21, 18, 1
2017/11/29, 158, 19, 17, 2
2017/11/30, 28, 17, 15, 1
2017/12/1, 12, 23, 18, 2
2017/12/2, 23, 29, 15, 2
2017/12/3, 27, 23, 18, 3
2017/12/4, 23, 24, 26, 1
2017/12/5, 24, 33, 18, 2
2017/12/6, 28, 18, 18, 1
2017/12/7, 11, 18, 16, 3
2017/12/11, 28, 38, 19, 4
2017/12/12, 33, 16, 18, 2
2017/12/13, 32, 49, 18, 1
2017/12/14, 39, 47, 17, 1
2017/12/15, 17, 21, 14, 2
2017/12/22, 39, 14, 14, 1
2017/12/23, 33, 18, 22, 
2017/12/24, 22, 21, 20, 1
2017/12/25, 58, 55, 19, 1
2017/12/26, 28, 50, 18, 2
2017/12/27, 22, 61, 17, 1
2017/12/28, 71, 62, 16, 1
2017/12/29, 23, 37, 27, 1
2017/7/1, 26, 21, 12, 2
2017/7/2, 31, 20, 19, 1
2017/7/3, 32, 21, 20, 1
2017/7/4, 36, 21, 18, 2
2017/7/5, 45, 26, 18, 3
2017/7/6, 32, 15, 17, 1
2017/7/7, 23, 30, 16, 2
2017/7/8, 25, 35, 14, 1
2017/7/9, 26, 24, 16, 1
2017/7/10, 30, 25, 17, 1
2017/7/11, 32, 18, 15, 2
2017/7/12, 25, 14, 15, 2
2017/7/13, 19, 15, 13, 
2017/7/14, 17, 12, 13, 
2017/7/15, 15, 13, 17, 1
2017/7/16, 17, 22, 15, 3
2017/7/17, 25, 19, 19, 2
2017/7/18, 22, 18, 17, 2
2017/7/19, 23, 21, 19, 1
2017/7/20, 23, 18, 16, 2
2017/7/21, 21, 15, 18, 
2017/7/22, 25, 27, 16, 1
2017/7/23, 19, 15, 19, 1
2017/7/24, 11, 22, 17, 1
2017/7/25, 22, 21, 19, 1
2017/7/26, 17, 22, 20, 1
2017/7/27, 16, 25, 21, 2
2017/7/28, 27, 43, 20, 1
2017/7/29, 23, 25, 20, 2
2017/7/30, 18, 17, 17, 2
2017/7/31, 15, 17, 17, 2
2017/8/1, 20, 20, 18, 2
2017/8/2, 25, 25, 15, 3
2017/8/3, 35, 22, 18, 2
2017/8/4, 18, 25, 18, 1
2017/8/5, 21, 22, 18, 1
2017/8/6, 18, 30, 17, 1
2017/8/7, 18, 24, 19, 3
2017/8/8, 24, 25, 17, 2
2017/8/9, 17, 27, 16, 1
2017/8/10, 13, 27, 13, 1
2017/8/11, 19, 24, 12, 1
2017/8/12, 12, 23, 19, 1
2017/8/13, 11, 19, 18, 1
2017/8/14, 15, 16, 16, 2
2017/8/15, 22, 16, 16, 1
2017/8/16, 20, 20, 13, 1
2017/8/17, 27, 20, 15, 1
2017/8/18, 28, 15, 14, 2
2017/8/19, 31, 15, 15, 1
2017/8/20, 26, 19, 15, 1
2017/8/21, 24, 17, 13, 2
2017/8/22, 28, 15, 11, 1
2017/9/9, 43, 17, 18, 
2017/9/10, 17, 21, 18, 3
2017/9/11, 22, 19, 17, 2
2017/9/12, 10, 19, 17, 1
2017/9/13, 9, 12, 15, 1
2017/9/14, 7, 11, 14, 1
2017/9/15, 17, 14, 17, 2
2017/9/16, 16, 19, 21, 2
2017/9/17, 6, 20, 19, 2
2017/9/18, 8, 17, 17, 1
2017/9/19, 26, 15, 16, 2
2017/9/20, 30, 19, 17, 2
2017/9/21, 42, 21, 17, 
2017/9/22, 52, 13, 14, 2
2017/9/23, 40, 12, 12, 1
2017/9/24, 44, 24, 10, 2
2017/9/25, 62, 20, 11, 2
2017/9/26, 52, 17, 17, 2
2017/9/27, 46, 19, 16, 2
2017/9/28, 49, 16, 14, 2
2017/9/29, 42, 13, 12, 1
2017/9/30, 38, 10, 11, 1
2017/4/17, 72, 73, 15, 
2017/4/18, 89, 63, 15, 
2017/4/19, 61, 54, 14, 
2017/4/20, 45, 61, 14, 
2017/4/21, 60, 37, 12, 
2017/4/22, 35, 40, 10, 
2017/4/23, 37, 64, 14, 1
2017/4/24, 62, 37, 13, 
2017/4/25, 34, 41, 13, 
2017/4/26, 65, 33, 16, 1
2017/4/27, 108, 51, 15, 2
2017/5/4, 10, 11, 8, 3
2017/5/5, 13, 13, 11, 1
2017/5/6, 8, 10, 12, 1
2017/5/7, 9, 7, 6, 1
2017/5/8, 6, , , 
2017/6/30, 42, 19, 13, 2
2020/1/2, , 28, 21, 
2019/10/1, , 13, 14, 4
2019/10/2, , 16, 13, 1
2019/10/3, , 24, 14, 1
2019/10/4, , 15, 13, 1
2019/10/5, , 10, 13, 2
2019/10/6, , 9, 13, 2
2019/10/7, , 9, 14, 2
2019/10/8, , 15, 16, 1
2019/10/9, , 19, 19, 2
2019/10/10, , 20, 19, 2
