date, pm25, o3, no2, so2, co
2020/1/4, 207, 10, 24, 9, 
2020/1/5, 230, 3, 25, 11, 
2020/1/6, 215, 3, 27, 11, 
2020/1/7, 173, 2, 26, 9, 
2020/1/8, 164, 2, 25, 9, 
2020/1/9, 160, 2, 25, 10, 
2020/1/10, 183, 2, 26, 11, 
2020/1/11, 211, 3, 31, 11, 
2020/1/12, 247, 7, 31, 11, 
2020/1/13, 214, 5, 29, 9, 
2020/1/14, 224, 3, 28, 11, 
2020/1/15, 172, 4, 28, 10, 
2020/1/16, 162, 3, 27, 10, 
2019/10/3, 93, 5, 12, 6, 
2019/10/4, 76, 4, 14, 9, 
2019/10/5, 96, 10, 14, 7, 
2019/10/6, 105, 6, 17, 6, 
2019/10/7, 110, 6, 16, 7, 
2019/10/8, 95, 12, 17, 7, 
2019/10/9, 114, 11, 16, 7, 
2019/10/10, 108, 11, 16, 8, 
2019/10/11, 115, 16, 18, 7, 
2019/10/12, 136, 16, 17, 8, 
2019/10/13, 152, 14, 17, 7, 
2019/10/14, 152, 30, 16, 7, 
2019/10/15, 156, 20, 14, 6, 
2019/10/16, 154, 23, 13, 8, 
2019/10/17, 131, 23, 12, 9, 
2019/10/18, 112, 21, 13, 8, 
2019/10/19, 144, 16, 16, 8, 
2019/10/20, 149, 11, 19, 7, 
2019/10/21, 149, 6, 20, 7, 
2019/10/22, 136, 9, 19, 7, 
2019/10/23, 147, 13, 21, 7, 
2019/10/24, 157, 16, 19, 9, 
2019/10/25, 144, 15, 16, 6, 
2019/10/26, 117, 21, 17, 7, 
2019/10/27, 148, 32, 16, 7, 
2019/10/28, 180, 19, 17, 7, 
2019/10/29, 177, 20, 17, 8, 
2019/10/30, 189, 17, 18, 8, 
2019/10/31, 159, 28, 19, 7, 
2019/11/1, 164, 29, 18, 8, 
2019/11/2, 179, 6, 19, 6, 
2019/11/3, 198, 7, 19, 7, 
2019/11/4, 187, 7, 19, 8, 
2019/11/5, 168, 12, 17, 6, 
2019/11/6, 161, 18, 17, 6, 
2019/11/7, 149, 18, 19, 7, 
2019/11/8, 159, 8, 23, 8, 
2019/11/9, 142, 8, 24, 10, 
2019/11/10, 146, 16, 26, 7, 
2019/11/11, 163, 21, 27, 7, 
2019/11/12, 173, 23, 29, 7, 
2019/11/13, 193, 18, 27, 8, 
2019/11/14, 198, 10, 26, 6, 
2019/11/15, 195, 5, 27, 10, 
2019/11/16, 163, 6, 24, 8, 
2019/11/17, 110, 4, 24, 8, 
2019/11/18, 88, 5, 23, 8, 
2019/11/19, 109, 13, 24, 9, 
2019/11/20, 153, 14, 26, 7, 
2019/11/21, 164, 13, 24, 8, 
2019/11/22, 171, 6, 25, 8, 
2019/11/23, 169, 16, 33, 10, 
2019/11/24, 138, 22, 31, 16, 
2019/11/25, 156, 19, 23, 10, 
2019/11/26, 157, 23, 19, 9, 
2019/11/27, 157, 14, 20, 9, 
2019/11/28, 163, 11, 21, 9, 
2019/11/29, 106, 6, 22, 10, 
2019/11/30, 131, 3, 25, 9, 
2019/12/1, 105, 5, 27, 9, 
2019/12/2, 124, 5, 27, 10, 
2019/12/3, 124, 5, 30, 10, 
2019/12/4, 134, 7, 32, 8, 
2019/12/5, 166, 4, 33, 10, 
2019/12/6, 172, 5, 32, 10, 
2019/12/7, 164, 4, 30, 10, 
2019/12/8, 144, 3, 31, 10, 
2019/12/9, 147, 7, 32, 12, 
2019/12/10, 170, 5, 30, 10, 
2019/12/11, 184, 4, 27, 9, 
2019/12/12, 180, 2, 23, 9, 
2019/12/13, 147, 2, 22, 8, 
2019/12/14, 97, 9, 25, 10, 
2019/12/15, 141, 3, 23, 9, 
2019/12/16, 114, 3, 22, 9, 
2019/12/17, 95, 2, 11, 10, 
2019/12/18, 82, 6, 23, 36, 
2019/12/19, 182, , , , 
2019/12/22, 126, 3, 27, 7, 
2019/12/23, 143, 3, 26, 9, 
2019/12/24, 141, 4, 28, 9, 
2019/12/25, 157, 2, 24, 10, 
2019/12/26, 149, 3, 32, 7, 
2019/12/27, 170, 3, 25, 10, 
2019/12/28, 161, 2, 27, 7, 
2019/12/29, 154, , , , 
2019/7/1, 124, 1, 9, 5, 
2019/7/2, 137, 1, 7, 6, 
2019/7/3, 84, 1, 8, 5, 
2019/7/4, 94, 4, 7, 19, 
2019/7/5, 79, 5, 10, 16, 
2019/7/6, 80, 6, 9, 6, 
2019/7/7, 102, 6, 10, 5, 
2019/7/8, 94, 6, 8, 6, 
2019/7/9, 116, 6, 10, 5, 
2019/7/10, 129, 6, 7, 5, 
2019/7/11, 128, 6, 8, 7, 
2019/7/12, 114, 5, 7, 6, 
2019/7/13, 114, 5, 7, 6, 
2019/7/14, 107, 5, 7, 5, 
2019/7/15, 127, 5, 8, 6, 
2019/7/16, 113, 5, 7, 6, 
2019/7/17, 105, 5, 8, 4, 
2019/7/18, 117, 5, 10, 4, 
2019/7/19, 133, 5, 7, 5, 
2019/7/20, 109, 5, 8, 6, 
2019/7/21, 124, 5, 7, 5, 
2019/7/22, 118, 5, 10, 6, 
2019/7/23, 119, 5, 11, 6, 
2019/7/24, 90, 5, 8, 6, 
2019/7/25, 62, 5, 8, 6, 
2019/7/26, 80, 5, 8, 3, 
2019/7/27, 83, 5, 7, 6, 
2019/7/28, 87, 5, 7, 7, 
2019/7/29, 81, 5, 7, 7, 
2019/7/30, 83, 5, 7, 6, 
2019/7/31, 95, 5, 10, 6, 
2019/8/1, 111, 5, 8, 6, 
2019/8/2, 118, 5, 9, 9, 
2019/8/3, 130, 5, 9, 6, 
2019/8/4, 171, 5, 12, 6, 
2019/8/5, 177, 5, 12, 10, 
2019/8/6, 94, 9, 9, 10, 
2019/8/7, 83, 9, 8, 8, 
2019/8/8, 76, 5, 8, 10, 
2019/8/9, 89, 5, 7, 12, 
2019/8/10, 85, 9, 7, 13, 
2019/8/11, 84, 9, 8, 14, 
2019/8/12, 90, 5, 8, 9, 
2019/8/13, 102, 5, 8, 12, 
2019/8/14, 97, 5, 8, 10, 
2019/8/15, 77, 5, 6, 10, 
2019/8/16, 69, 5, 7, 15, 
2019/8/17, 62, 5, 7, 9, 
2019/8/18, 81, 5, 8, 12, 
2019/8/19, 105, 5, 10, 7, 
2019/8/20, 128, 5, 10, 14, 
2019/8/21, 146, 5, 9, 18, 
2019/8/22, 123, 5, 10, 16, 
2019/8/23, 153, 5, 9, 17, 
2019/8/24, 132, 5, 8, 8, 
2019/8/28, 98, 11, 8, 7, 
2019/8/29, 137, 3, 9, 13, 
2019/8/30, 97, 3, 7, 10, 
2019/8/31, 107, 2, 10, 9, 
2019/9/1, 104, 2, 8, 12, 
2019/9/2, 129, 1, 9, 12, 
2019/9/3, 114, , 10, 11, 
2019/9/4, 104, , 8, 13, 
2019/9/5, 79, , 7, 12, 
2019/9/6, 89, , 10, 12, 
2019/9/7, 72, , 7, 11, 
2019/9/8, 72, , 7, 12, 
2019/9/9, 79, , 7, 11, 
2019/9/10, 104, , 7, 11, 
2019/9/11, 114, , 9, 11, 
2019/9/12, 85, , 8, 9, 
2019/9/13, 65, , 7, 11, 
2019/9/14, 70, , 7, 12, 
2019/9/15, 71, , 8, 10, 
2019/9/16, 100, , 10, 11, 
2019/9/17, 97, , 9, 11, 
2019/9/18, 89, , 7, 11, 
2019/9/19, 70, 6, 7, 14, 
2019/9/20, 89, 15, 8, 14, 
2019/9/21, 88, 8, 10, 6, 
2019/9/22, 68, 6, 8, 7, 
2019/9/23, 71, 11, 9, 8, 
2019/9/24, 75, 9, 9, 6, 
2019/9/25, 80, 6, 9, 7, 
2019/9/26, 63, 4, 9, 6, 
2019/9/27, 55, 7, 9, 8, 
2019/9/28, 61, 4, 8, 7, 
2019/9/29, 58, , , , 
2019/4/1, 133, 5, 16, 5, 
2019/4/2, 147, 5, 14, 6, 
2019/4/3, 166, 5, 15, 7, 
2019/4/4, 160, 5, 15, 5, 
2019/4/5, 155, 5, 13, 8, 
2019/4/6, 120, 5, 5, 6, 
2019/4/7, 162, 5, 8, 6, 
2019/4/8, 132, 5, 8, 3, 
2019/4/9, 152, 5, 14, 6, 
2019/4/10, 165, 5, 15, 4, 
2019/4/11, 164, 5, 10, 3, 
2019/4/12, 153, 5, 7, 5, 
2019/4/13, 151, 5, 12, 9, 
2019/4/14, 146, 5, 16, 8, 
2019/4/15, 153, 5, 8, 7, 
2019/4/16, 140, 5, 9, 4, 
2019/4/17, 72, 5, 11, 4, 
2019/4/18, 93, 5, 13, 5, 
2019/4/19, 135, 5, 19, 5, 
2019/4/20, 139, 5, 26, 5, 
2019/4/21, 151, 5, 24, 6, 
2019/4/22, 155, 5, 21, 4, 
2019/4/23, 158, 5, 18, 4, 
2019/4/24, 161, 5, 15, 5, 
2019/4/25, 155, 5, 17, 8, 
2019/4/26, 148, 5, 19, 9, 
2019/4/27, 160, 5, 20, 10, 
2019/4/28, 150, 5, 26, 6, 
2019/4/29, 179, 5, 21, 4, 
2019/4/30, 159, 5, 20, 5, 
2019/5/1, 148, 5, 11, 7, 
2019/5/2, 165, 5, 7, 6, 
2019/5/3, 139, 25, 18, 17, 
2019/5/4, 153, 50, 26, 20, 
2019/5/5, 129, 62, 20, 28, 
2019/5/6, 122, 37, 19, 21, 
2019/5/7, 173, 34, 15, 25, 
2019/5/8, 157, 38, 15, 17, 
2019/5/9, 154, 54, 10, 25, 
2019/5/10, 129, 41, 20, 9, 
2019/5/11, 162, 30, 20, 6, 
2019/5/12, 175, 62, 11, 5, 
2019/5/13, 146, 32, 11, 3, 
2019/5/14, 206, 43, 11, 5, 
2019/5/15, 183, 47, 11, 5, 
2019/5/16, 152, 65, 10, 7, 
2019/5/17, 125, 17, 12, 7, 
2019/5/18, 100, 16, 14, 7, 
2019/5/19, 139, 21, 20, 5, 
2019/5/20, 144, 7, 12, 5, 
2019/5/21, 137, 6, 41, 20, 
2019/5/22, 122, 7, 13, 1, 
2019/5/23, 107, 7, 13, 3, 
2019/5/24, 112, 6, 15, 2, 
2019/5/25, 125, 5, 14, 6, 
2019/5/26, 125, 5, 19, 3, 
2019/5/27, 135, 3, 17, 3, 
2019/5/28, 131, 3, 19, 4, 
2019/5/29, 139, 5, 24, 3, 
2019/5/30, 156, 5, 15, 3, 
2019/5/31, 152, 8, 16, 3, 
2019/6/1, 146, 9, 7, 2, 
2019/6/2, 147, 8, 3, 3, 
2019/6/3, 164, 45, 12, 9, 
2019/6/4, 168, 53, 9, 5, 
2019/6/5, 161, 58, 12, 4, 
2019/6/6, 160, 35, 5, 5, 
2019/6/7, 134, 39, 11, 6, 
2019/6/8, 133, 73, 14, 4, 
2019/6/9, 171, 67, 16, 5, 
2019/6/10, 150, 80, 16, 9, 
2019/6/11, 175, 60, 10, 4, 
2019/6/12, 159, 63, 8, 6, 
2019/6/13, 153, 32, 13, 20, 
2019/6/14, 127, 28, 15, 5, 
2019/6/15, 141, 11, 10, 2, 
2019/6/16, 109, 4, 10, 3, 
2019/6/17, 119, 6, 13, 4, 
2019/6/18, 118, 1, 10, 4, 
2019/6/19, 108, 2, 10, 4, 
2019/6/20, 100, 1, 13, 4, 
2019/6/21, 132, 1, 11, 4, 
2019/6/22, 149, 1, 8, 3, 
2019/6/23, 96, 1, 8, 4, 
2019/6/24, 103, 2, 9, 4, 
2019/6/25, 115, 2, 11, 5, 
2019/6/26, 122, 2, 15, 3, 
2019/6/27, 138, 2, 22, 4, 
2019/6/28, 139, 1, 11, 4, 
2019/6/29, 127, 1, 9, 5, 
2019/6/30, 128, 1, 9, 3, 
2019/1/1, 347, 4, 32, 6, 
2019/1/2, 307, 4, 28, 5, 
2019/1/3, 324, 4, 26, 4, 
2019/1/4, 273, 4, 21, 5, 
2019/1/5, 270, 4, 17, 2, 
2019/1/6, 289, 4, 18, 4, 
2019/1/7, 250, 4, 17, 3, 
2019/1/8, 195, 4, 18, 3, 
2019/1/9, 205, 4, 23, 3, 
2019/1/10, 212, 4, 29, 6, 
2019/1/11, 293, 4, 31, 5, 
2019/1/12, 302, 4, 24, 3, 
2019/1/13, 314, 4, 12, 4, 
2019/1/14, 188, 4, 19, 4, 
2019/1/15, 180, 4, 29, 6, 
2019/1/16, 291, 4, 34, 4, 
2019/1/17, 296, 4, 30, 4, 
2019/1/18, 291, 4, 29, 6, 
2019/1/19, 268, 4, 28, 5, 
2019/1/20, 275, 4, 14, 4, 
2019/1/21, 204, 4, 13, 4, 
2019/1/22, 187, 5, 14, 6, 
2019/1/23, 201, 5, 12, 4, 
2019/1/24, 198, 5, 11, 4, 
2019/1/25, 160, 5, 14, 3, 
2019/1/26, 184, 5, 14, 2, 
2019/1/27, 171, 5, 13, 3, 
2019/1/28, 163, 5, 17, 6, 
2019/1/29, 169, 5, 20, 5, 
2019/1/30, 200, 5, 17, 7, 
2019/1/31, 207, 5, 13, 3, 
2019/2/1, 197, 5, 13, 5, 
2019/2/2, 246, 5, 14, 5, 
2019/2/3, 237, 6, 19, 5, 
2019/2/4, 240, 6, 17, 8, 
2019/2/5, 275, 5, 9, 5, 
2019/2/6, 179, 5, 5, 5, 
2019/2/7, 151, 12, 11, 3, 
2019/2/8, 130, 26, 16, 12, 
2019/2/9, 145, 33, 22, 6, 
2019/2/10, 179, 47, 22, 7, 
2019/2/11, 200, 62, 22, 6, 
2019/2/12, 229, 15, 21, 8, 
2019/2/13, 222, 11, 9, 11, 
2019/2/14, 196, 11, 10, 7, 
2019/2/15, 183, 6, 10, 5, 
2019/2/16, 184, 6, 15, 8, 
2019/2/17, 171, 6, 16, 7, 
2019/2/18, 182, 5, 11, 10, 
2019/2/19, 144, 5, 13, 9, 
2019/2/20, 180, 5, 9, 9, 
2019/2/21, 165, 5, 8, 8, 
2019/2/22, 153, 5, 9, 10, 
2019/2/23, 123, 5, 15, 5, 
2019/2/24, 160, 5, 16, 6, 
2019/2/25, 167, 5, 11, 7, 
2019/2/26, 133, 5, 11, 6, 
2019/2/27, 129, 5, 17, 7, 
2019/2/28, 143, 5, 20, 10, 
2019/3/1, 160, 5, 18, 6, 
2019/3/2, 187, 5, 9, 10, 
2019/3/3, 129, 5, 9, 5, 
2019/3/4, 145, 5, 12, 5, 
2019/3/5, 138, 5, 17, 8, 
2019/3/6, 141, 5, 23, 6, 
2019/3/7, 159, 5, 19, 6, 
2019/3/8, 167, 5, 14, 7, 
2019/3/9, 155, 5, 11, 8, 
2019/3/10, 151, 5, 11, 8, 
2019/3/11, 152, 5, 9, 4, 
2019/3/12, 153, 5, 13, 4, 
2019/3/13, 157, 5, 10, 5, 
2019/3/14, 170, 5, 12, 7, 
2019/3/15, 139, 5, 10, 8, 
2019/3/16, 137, 5, 13, 5, 
2019/3/17, 138, 5, 20, 7, 
2019/3/18, 168, 5, 19, 9, 
2019/3/19, 171, 5, 11, 9, 
2019/3/20, 141, 5, 5, 7, 
2019/3/21, 152, 5, 7, 8, 
2019/3/22, 135, 5, 11, 6, 
2019/3/23, 125, 5, 8, 8, 
2019/3/24, 136, 5, 11, 7, 
2019/3/25, 155, 5, 11, 3, 
2019/3/26, 147, 5, 18, 6, 
2019/3/27, 152, 5, 22, 5, 
2019/3/28, 170, 5, 17, 6, 
2019/3/29, 167, 5, 13, 8, 
2019/3/30, 163, 5, 13, 6, 
2019/3/31, 130, 5, 14, 4, 
2018/10/1, 133, 111, 51, 3, 
2018/10/2, 140, 93, 42, 8, 
2018/10/3, 123, 108, 41, 7, 
2018/10/4, 101, 109, 45, 5, 
2018/10/5, 128, 147, 47, 6, 
2018/10/6, 111, 181, 47, 7, 
2018/10/7, 142, 127, 52, 7, 
2018/10/8, 148, 72, 30, 7, 
2018/10/9, 126, , , , 
2018/10/11, 131, 304, 51, 57, 
2018/10/12, 134, 286, 136, 27, 
2018/10/13, 171, 175, 30, 10, 
2018/10/14, 169, 225, 40, 11, 
2018/10/15, 182, 174, 34, 4, 
2018/10/16, 171, 155, 32, 8, 
2018/10/17, 155, 125, 36, 9, 
2018/10/18, 172, 122, 33, 6, 
2018/10/19, 160, 165, 28, 8, 
2018/10/20, 178, 139, 24, 7, 
2018/10/21, 171, 137, 50, 30, 
2018/10/22, 176, 186, 55, 9, 
2018/10/23, 181, 110, 55, 17, 
2018/10/24, 169, 114, 33, 8, 
2018/10/25, 169, 122, 39, 37, 
2018/10/26, 185, 166, 46, 32, 
2018/10/27, 208, 170, 51, 12, 
2018/10/28, 210, 158, 61, 33, 
2018/10/29, 235, 229, 69, 26, 
2018/10/30, 277, 214, 54, 18, 
2018/10/31, 248, 500, 54, 15, 
2018/11/1, 245, 277, 51, 9, 
2018/11/2, 206, 125, 34, 37, 
2018/11/3, 168, 103, 32, 15, 
2018/11/4, 179, 113, 42, 17, 
2018/11/5, 290, 126, 50, 27, 
2018/11/6, 225, 135, 51, 27, 
2018/11/7, 201, 154, 68, 51, 
2018/11/8, 284, 168, 63, 33, 
2018/11/9, 327, 170, 62, 28, 
2018/11/10, 303, 171, 61, 20, 
2018/11/11, 288, 144, 62, 20, 
2018/11/12, 236, 133, 58, 22, 
2018/11/13, 222, 92, 25, 20, 
2018/11/14, 164, 104, 32, 17, 
2018/11/15, 184, 113, 41, 23, 
2018/11/16, 192, 71, 44, 18, 
2018/11/17, 196, 99, 62, 8, 
2018/11/18, 255, 145, 50, 15, 
2018/11/19, 217, 135, 66, 20, 
2018/11/20, 245, 141, 75, 24, 
2018/11/21, 244, 122, 74, 11, 
2018/11/22, 256, 121, 59, 14, 
