date, pm10, o3, no2
2020/1/2, 49, 11, 20
2020/1/3, 17, 23, 17
2020/1/4, 12, 17, 20
2020/1/5, 17, 17, 27
2020/1/6, 23, 6, 26
2020/1/7, 27, 10, 20
2020/1/8, 17, 4, 19
2020/1/9, 18, 16, 21
2020/1/10, 17, 21, 19
2020/1/11, 15, 18, 14
2020/1/12, 18, 17, 23
2020/1/13, 21, 12, 22
2020/1/14, 26, 15, 23
2020/1/15, 36, , 
2019/10/1, 12, 19, 25
2019/10/2, 10, 13, 12
2019/10/3, 9, 12, 22
2019/10/4, 18, 17, 12
2019/10/5, 13, 22, 18
2019/10/6, 12, 14, 33
2019/10/7, 23, 10, 24
2019/10/8, 18, 17, 21
2019/10/9, 19, 18, 21
2019/10/10, 13, 14, 17
2019/10/11, 14, 21, 21
2019/10/12, 15, 23, 19
2019/10/13, 20, 21, 23
2019/10/14, 22, 18, 29
2019/10/15, 38, 14, 23
2019/10/16, 23, 13, 22
2019/10/17, 17, 18, 22
2019/10/18, 14, 16, 21
2019/10/19, 13, 14, 22
2019/10/20, 22, 4, 26
2019/10/21, 41, 8, 25
2019/10/22, 29, 12, 24
2019/10/23, 30, 12, 24
2019/10/24, 51, 14, 25
2019/10/25, 28, 19, 18
2019/10/26, 15, 20, 15
2019/10/27, 14, 17, 27
2019/10/28, 16, 14, 25
2019/10/29, 17, 12, 39
2019/10/30, 24, 12, 35
2019/10/31, 35, 10, 25
2019/11/1, 36, 7, 20
2019/11/2, 17, 7, 15
2019/11/3, 20, 7, 25
2019/11/4, 19, 9, 25
2019/11/5, 14, 8, 23
2019/11/6, 16, 4, 22
2019/11/7, 21, 5, 22
2019/11/8, 28, 6, 19
2019/11/9, 30, 6, 20
2019/11/10, 28, 7, 23
2019/11/11, 26, 6, 23
2019/11/12, 27, 4, 25
2019/11/13, 33, 9, 23
2019/11/14, 29, 14, 18
2019/11/15, 35, 4, 20
2019/11/16, 31, 4, 17
2019/11/17, 29, 4, 23
2019/11/18, 30, 13, 22
2019/11/19, 19, 5, 26
2019/11/20, 24, 2, 20
2019/11/21, 45, 2, 21
2019/11/22, 35, 6, 13
2019/11/23, 39, 5, 12
2019/11/24, 42, 2, 15
2019/11/25, 49, , 18
2019/11/26, 39, 3, 21
