date, pm25, pm10
2020/1/6, 119, 41
2020/1/7, 113, 48
2020/1/8, 134, 39
2020/1/9, 107, 40
2020/1/10, 110, 41
2020/1/11, 118, 51
2020/1/12, 145, 46
2020/1/13, 124, 46
2020/1/14, 123, 45
2020/1/15, 125, 48
2020/1/16, 133, 
2019/10/24, 64, 27
2019/10/25, 85, 25
2019/10/26, 80, 23
2019/10/27, 76, 23
2019/10/28, 77, 
2019/10/31, 70, 27
2019/11/1, 86, 29
2019/11/2, 92, 
2019/11/4, 62, 20
2019/11/5, 70, 26
2019/11/6, 84, 34
2019/11/7, 101, 31
2019/11/8, 94, 23
2019/11/9, 76, 24
2019/11/10, 76, 22
2019/11/11, 74, 28
2019/11/12, 88, 26
2019/11/13, 81, 25
2019/11/14, 74, 31
2019/11/15, 91, 
2019/7/1, 65, 10
2019/7/2, 35, 
2019/7/5, 36, 5
2019/7/6, 15, 6
2019/7/7, 21, 6
2019/7/8, 21, 6
2019/7/9, 24, 6
2019/7/10, 21, 6
2019/7/11, 22, 6
2019/7/12, 21, 6
2019/7/13, 20, 5
2019/7/14, 19, 5
2019/7/15, 19, 
2019/4/1, 56, 
2019/4/2, 63, 
2019/4/3, 103, 
2019/4/4, 124, 
2019/4/5, 141, 
2019/4/6, 99, 
2019/4/7, 60, 
2019/4/8, 56, 
2019/4/9, 63, 
2019/4/10, 72, 
2019/4/11, 74, 
2019/4/12, 86, 
2019/4/13, 85, 
2019/4/14, 75, 
2019/4/15, 71, 
2019/4/16, 72, 
2019/4/17, 64, 
2019/4/18, 53, 
2019/4/19, 56, 
2019/4/20, 69, 
2019/4/21, 104, 
2019/4/22, 91, 
2019/4/23, 106, 
2019/4/24, 101, 
2019/4/25, 98, 
2019/4/26, 89, 
2019/4/27, 97, 
2019/4/28, 87, 
2019/4/29, 103, 
2019/4/30, 94, 
2019/5/1, 85, 
2019/5/2, 71, 
2019/5/3, 74, 
2019/5/4, 68, 
2019/5/5, 62, 
2019/5/6, 81, 
2019/5/7, 101, 
2019/5/8, 137, 
2019/5/9, 142, 
2019/5/10, 141, 
2019/5/11, 116, 
2019/5/12, 88, 
2019/6/16, 66, 25
2019/6/17, 70, 16
2019/6/18, 52, 18
2019/6/19, 54, 16
2019/6/20, 49, 18
2019/6/21, 52, 7
2019/6/22, 26, 7
2019/6/23, 27, 12
2019/6/24, 40, 11
2019/6/25, 38, 10
2019/6/26, 34, 11
2019/6/27, 41, 12
2019/6/28, 43, 15
2019/6/29, 51, 21
2019/6/30, 67, 22
2019/3/8, 70, 
2019/3/9, 69, 
2019/3/10, 68, 
2019/3/11, 70, 
2019/3/12, 86, 
2019/3/13, 98, 
2019/3/14, 98, 
2019/3/15, 85, 
2019/3/16, 88, 
2019/3/17, 117, 
2019/3/18, 115, 
2019/3/19, 90, 
2019/3/20, 87, 
2019/3/21, 75, 
2019/3/22, 79, 
2019/3/23, 94, 
2019/3/24, 137, 
2019/3/25, 147, 
2019/3/26, 91, 
2019/3/27, 57, 
2019/3/28, 74, 
2019/3/29, 114, 
2019/3/30, 146, 
2019/3/31, 116, 
2018/10/1, 74, 22
2018/10/2, 69, 19
2018/10/3, 64, 20
2018/10/4, 67, 21
2018/10/5, 68, 16
2018/10/6, 59, 15
2018/10/7, 56, 17
2018/10/8, 60, 21
2018/10/9, 69, 29
