date, pm25, pm10, o3, no2, so2
2020/1/2, 15, 10, 16, , 
2020/1/3, 14, 11, 15, , 1
2020/1/4, 24, 13, 15, , 
2020/1/5, 24, 16, 19, , 1
2020/1/6, 27, 14, 24, , 1
2020/1/7, 38, 19, 21, , 
2020/1/8, 40, 16, 24, , 
2020/1/9, 39, 23, 21, , 
2020/1/10, 51, 20, 15, , 
2020/1/11, 41, 7, 16, 1, 
2020/1/12, 12, 17, 16, , 1
2020/1/13, 24, 23, 12, , 
2020/1/14, 38, 19, 9, , 
2020/1/15, 19, , 10, , 
2020/1/16, 16, , , , 
2019/10/1, 11, 8, 17, , 
2019/10/2, 12, 18, 27, , 
2019/10/3, 15, 14, 26, , 
2019/10/4, 19, 9, 28, , 1
2019/10/5, 8, 9, 28, , 
2019/10/6, 14, 11, 25, , 1
2019/10/7, 14, 9, 25, , 
2019/10/8, 15, 7, 19, , 
2019/10/9, 15, 9, 21, 2, 
2019/10/10, 15, 13, 21, 3, 
2019/10/11, 19, 13, 18, , 
2019/10/12, 18, , , , 
2019/10/14, 18, 13, 29, , 
2019/10/15, 10, 11, 25, , 
2019/10/16, 11, 8, 23, , 1
2019/10/17, 10, 9, 25, 2, 11
2019/10/18, 12, 14, 22, 2, 4
2019/10/19, 10, 11, 23, , 
2019/10/20, 14, 12, 17, , 
2019/10/21, 16, 9, 19, , 
2019/10/22, 6, 9, 23, , 
2019/10/23, 12, 11, 27, , 
2019/10/24, 9, 13, 25, , 
2019/10/25, 11, 12, 25, , 
2019/10/26, 8, 12, 24, , 
2019/10/27, 16, 12, 26, , 
2019/10/28, 10, 11, 23, , 
2019/10/29, 11, 14, 24, , 
2019/10/30, 9, 12, 20, , 
2019/10/31, 10, 13, 23, , 
2019/11/1, 17, 15, 23, , 
2019/11/2, 11, 19, 21, , 1
2019/11/3, 20, 16, 21, , 
2019/11/4, 12, 15, 21, , 
2019/11/5, 9, 12, 21, 3, 2
2019/11/6, 15, 16, 28, 2, 
2019/11/7, 13, 14, 23, 1, 
2019/11/8, 13, 10, 20, 1, 
2019/11/9, 8, 9, 28, 1, 
2019/11/10, 13, 56, 46, 1, 
2019/11/11, 56, 26, 29, 1, 
2019/11/12, 21, 10, 18, , 
2019/11/13, 21, 11, 25, 1, 1
2019/11/14, 17, 10, 20, , 1
2019/11/15, 17, 9, 21, , 
2019/11/16, 7, 12, 19, , 
2019/11/17, 11, 14, 21, 1, 1
2019/11/18, 14, 18, 34, 1, 1
2019/11/19, 22, 15, 35, , 
2019/11/20, 14, 13, 28, , 
2019/11/21, 17, 17, 22, , 2
2019/11/22, 16, 18, 23, , 
2019/11/23, 12, 17, 20, , 
2019/11/24, 11, 18, 19, , 1
2019/11/25, 16, 22, 18, , 1
2019/11/26, 19, 17, 16, , 
2019/11/27, 21, 13, 16, , 
2019/11/28, 10, 23, 22, , 1
2019/11/29, 18, 26, 22, , 
2019/11/30, 19, 16, 21, , 
2019/12/1, 13, 16, 21, 1, 
2019/12/2, 11, 23, 22, 2, 1
2019/12/3, 21, 22, 19, 2, 
2019/12/4, 22, 13, 12, 1, 
2019/12/5, 16, 12, 11, 1, 
2019/12/6, 13, 10, 12, , 1
2019/12/7, 13, 9, 15, 1, 1
2019/12/8, 9, 6, 13, , 
2019/12/9, 8, 17, 28, , 1
2019/12/10, 21, 13, 21, , 
2019/12/11, 9, 11, 17, , 2
2019/12/12, 10, 9, 17, , 
2019/12/13, 8, 12, 16, 1, 
2019/12/14, 12, 10, 14, , 
2019/12/15, 10, 10, 13, , 
2019/12/16, 17, 14, 12, 1, 2
2019/12/17, 13, 13, 17, , 
2019/12/18, 15, 23, 16, , 1
2019/12/19, 11, 10, 10, , 
2019/12/20, 10, , , , 
2019/12/23, 36, 14, 15, , 
2019/12/24, 12, 12, 15, , 
2019/12/25, 12, 13, 15, , 
2019/12/26, 8, 18, 15, , 
2019/12/27, 29, 25, 12, , 
2019/12/28, 17, 19, 9, , 1
2019/12/29, 25, , , , 
2019/8/22, 48, 25, 26, 7, 1
2019/8/23, 22, 22, 29, 2, 
2019/8/24, 18, 16, 28, , 1
2019/8/25, 9, 8, 27, , 1
2019/8/26, 12, 4, 25, , 
2019/8/27, 16, 5, 26, , 
2019/8/28, 15, 6, 25, , 
2019/8/29, 17, 9, 24, , 
2019/8/30, 15, 7, 24, 1, 
2019/9/1, 18, 12, 19, 2, 1
2019/9/2, 16, 6, 19, 2, 
2019/9/3, 15, 7, 29, , 22
2019/9/4, 18, 18, 31, , 
2019/9/5, 15, 18, 28, , 
