date, pm25, pm10
2020/1/2, 15, 30
2020/1/3, 54, 8
2020/1/4, 15, 10
2020/1/5, 24, 18
2020/1/6, 27, 6
2020/1/7, 12, 6
2020/1/8, 14, 19
2020/1/9, 30, 19
2020/1/10, 56, 10
2020/1/11, 35, 5
2020/1/12, 18, 9
2020/1/13, 17, 10
2020/1/14, 32, 14
2020/1/15, 47, 
2019/10/1, 21, 18
2019/10/2, 33, 14
2019/10/3, 39, 7
2019/10/4, 21, 8
2019/10/5, 24, 10
2019/10/6, 23, 20
2019/10/7, 29, 9
2019/10/8, 12, 11
2019/10/9, 25, 18
2019/10/10, 33, 18
2019/10/11, 36, 20
2019/10/12, 40, 22
2019/10/13, 50, 16
2019/10/14, 35, 31
2019/10/15, 52, 30
2019/10/16, 56, 8
2019/10/17, 15, 8
2019/10/18, 16, 5
2019/10/19, 19, 10
2019/10/20, 40, 20
2019/10/21, 50, 12
2019/10/22, 31, 10
2019/10/23, 29, 21
2019/10/24, 48, 24
2019/10/25, 46, 7
2019/10/26, 21, 8
2019/10/27, 28, 30
2019/10/28, 46, 11
2019/10/29, 22, 18
2019/10/30, 45, 31
2019/10/31, 69, 37
2019/11/1, 79, 32
2019/11/2, 74, 35
2019/11/3, 83, 48
2019/11/4, 95, 54
2019/11/5, 109, 31
2019/11/6, 65, 28
2019/11/7, 54, 35
2019/11/8, 69, 43
2019/11/9, 90, 41
2019/11/10, 95, 24
2019/11/11, 56, 35
2019/11/12, 71, 29
2019/11/13, 71, 21
2019/11/14, 58, 22
2019/11/15, 52, 23
2019/11/16, 64, 20
2019/11/17, 55, 23
2019/11/18, 44, 15
2019/11/19, 51, 9
2019/11/20, 32, 15
2019/11/21, 42, 31
2019/11/22, 74, 41
2019/11/23, 99, 31
2019/11/24, 73, 15
2019/11/25, 35, 20
2019/11/26, 38, 46
2019/11/27, 32, 5
2019/11/28, 17, 13
2019/11/29, 34, 17
2019/11/30, 54, 11
2019/12/1, 45, 13
2019/12/2, 57, 20
2019/12/3, 67, 31
2019/12/4, 90, 38
2019/12/5, 99, 32
2019/12/6, 86, 20
2019/12/7, 72, 8
2019/12/8, 41, 6
2019/12/9, 27, 6
2019/12/10, 27, 10
2019/12/11, 42, 11
2019/12/12, 47, 17
2019/12/13, 57, 19
2019/12/14, 68, 14
2019/12/15, 53, 15
2019/12/16, 57, 13
2019/12/17, 51, 19
2019/12/18, 65, 20
2019/12/19, 70, 15
2019/12/20, 55, 10
2019/12/21, 30, 6
2019/12/22, 15, 21
2019/12/23, 44, 19
2019/12/24, 51, 18
2019/12/25, 51, 13
2019/12/26, 33, 22
2019/12/27, 60, 20
2019/12/28, 62, 
2019/7/1, 20, 7
2019/7/2, 18, 7
2019/7/3, 15, 9
2019/7/4, 23, 11
2019/7/5, 26, 10
2019/7/6, 14, 5
2019/7/7, 12, 8
2019/7/8, 13, 10
2019/7/9, 16, 9
2019/7/10, 17, 7
2019/7/11, 14, 7
2019/7/12, 14, 7
2019/7/13, 13, 5
2019/7/14, 11, 7
2019/7/15, 16, 5
2019/7/16, 9, 8
2019/7/17, 14, 6
2019/7/18, 9, 6
2019/7/19, 9, 11
2019/7/20, 19, 10
2019/7/21, 18, 14
2019/7/22, 20, 14
2019/7/23, 24, 7
2019/7/24, 15, 20
2019/7/25, 51, 23
2019/7/26, 53, 18
2019/7/27, 53, 22
2019/7/28, 53, 25
2019/7/29, 39, 12
2019/7/30, 21, 13
2019/7/31, 25, 16
2019/8/1, 25, 12
2019/8/2, 13, 12
2019/8/3, 25, 23
2019/8/4, 57, 25
2019/8/5, 53, 21
2019/8/6, 44, 19
2019/8/7, 42, 26
2019/8/8, 43, 12
2019/8/9, 17, 10
2019/8/10, 21, 
2019/8/11, 14, 8
2019/8/12, 11, 8
2019/8/13, 18, 11
2019/8/14, 20, 16
2019/8/15, 18, 10
2019/8/16, 17, 7
2019/8/17, 16, 7
2019/8/18, 16, 8
2019/8/19, 12, 16
2019/8/20, 18, 17
2019/8/21, 21, 5
2019/8/22, 11, 13
2019/8/23, 15, 9
2019/8/24, 13, 10
2019/8/25, 11, 12
2019/8/26, 16, 15
2019/8/27, 21, 23
2019/8/28, 28, 17
2019/8/29, 33, 8
2019/8/30, 14, 8
2019/8/31, 14, 10
2019/9/1, 19, 9
2019/9/2, 14, 15
2019/9/3, 18, 14
2019/9/4, 20, 23
2019/9/5, 33, 27
2019/9/6, 39, 18
2019/9/7, 35, 4
2019/9/8, 11, 6
2019/9/9, 11, 7
2019/9/10, 10, 9
2019/9/11, 12, 15
2019/9/12, 19, 11
2019/9/13, 18, 10
2019/9/14, 16, 12
2019/9/15, 23, 10
2019/9/16, 25, 10
2019/9/17, 18, 6
2019/9/18, 20, 5
2019/9/19, 10, 4
2019/9/20, 12, 9
2019/9/21, 17, 9
2019/9/22, 22, 8
2019/9/23, 14, 11
2019/9/24, 20, 15
2019/9/25, 24, 18
2019/9/26, 27, 9
2019/9/27, 15, 5
2019/9/28, 11, 2
2019/9/29, 10, 7
2019/9/30, 18, 10
2019/4/1, 20, 15
2019/4/2, 16, 17
2019/4/3, 19, 15
2019/4/4, 18, 9
2019/4/5, 24, 6
2019/4/6, 23, 4
2019/4/7, 17, 5
2019/4/8, 20, 8
2019/4/9, 13, 7
2019/4/10, 12, 9
2019/4/11, 19, 8
2019/4/12, 18, 8
2019/4/13, 19, 5
2019/4/14, 15, 10
2019/4/15, 16, 10
2019/4/16, 18, 9
2019/4/17, 16, 15
2019/4/18, 25, 11
2019/4/19, 17, 6
2019/4/20, 16, 8
2019/4/21, 24, 14
2019/4/22, 28, 12
2019/4/23, 15, 11
2019/4/24, 22, 17
2019/4/25, 30, 19
2019/4/26, 30, 17
2019/4/27, 18, 8
2019/4/28, 19, 10
2019/4/29, 19, 10
2019/4/30, 17, 16
2019/5/1, 26, 14
2019/5/2, 27, 16
2019/5/3, 25, 15
2019/5/4, 27, 13
2019/5/5, 17, 16
2019/5/6, 24, 15
2019/5/7, 20, 16
2019/5/8, 24, 16
2019/5/9, 23, 
2019/5/10, 17, 
2019/5/16, 18, 
2019/5/17, 10, 
2019/5/18, 11, 
2019/5/19, 12, 
2019/5/20, 11, 11
2019/5/21, 14, 10
2019/5/22, 12, 13
2019/5/23, 19, 10
2019/5/24, 20, 6
2019/5/25, 9, 5
2019/5/26, 13, 6
2019/5/27, 15, 14
2019/5/28, 30, 16
2019/5/29, 42, 15
2019/5/30, 40, 18
2019/5/31, 41, 13
2019/6/1, 27, 12
2019/6/2, 22, 10
2019/6/3, 13, 10
2019/6/4, 13, 12
2019/6/5, 17, 7
2019/6/6, 11, 7
2019/6/7, 11, 6
2019/6/8, 8, 8
2019/6/9, 13, 13
2019/6/10, 16, 13
2019/6/11, 19, 18
2019/6/12, 20, 18
2019/6/13, 31, 20
2019/6/14, 18, 13
2019/6/15, 17, 12
2019/6/16, 16, 13
2019/6/17, 14, 10
2019/6/18, 11, 7
2019/6/19, 10, 17
2019/6/20, 16, 7
2019/6/21, 13, 13
2019/6/22, 23, 6
2019/6/23, 11, 7
2019/6/24, 11, 10
2019/6/25, 12, 9
2019/6/26, 15, 8
2019/6/27, 14, 5
2019/6/28, 12, 6
2019/6/29, 13, 6
2019/6/30, 15, 11
2019/1/1, 75, 22
2019/1/2, 67, 30
2019/1/3, 75, 9
2019/1/4, 23, 17
2019/1/5, 51, 9
2019/1/6, 29, 17
2019/1/7, 38, 10
2019/1/8, 31, 11
2019/1/9, 50, 14
2019/1/10, 65, 12
2019/1/11, 46, 13
2019/1/12, 59, 8
2019/1/13, 46, 5
2019/1/14, 25, 8
2019/1/15, 33, 16
2019/1/16, 53, 9
2019/1/17, 36, 15
2019/1/18, 63, 8
2019/1/19, 46, 9
2019/1/20, 41, 9
2019/1/21, 37, 22
2019/1/22, 62, 15
2019/1/23, 47, 26
2019/1/24, 77, 18
2019/1/25, 73, 15
2019/1/26, 78, 9
2019/1/27, 58, 15
2019/1/28, 46, 18
2019/1/29, 49, 11
2019/1/30, 58, 10
2019/1/31, 53, 10
2019/2/1, 55, 12
2019/2/2, 63, 10
2019/2/3, 51, 10
2019/2/4, 27, 10
2019/2/5, 42, 15
2019/2/6, 71, 19
2019/2/7, 82, 21
2019/2/8, 98, 23
2019/2/9, 30, 9
2019/2/10, 30, 10
2019/2/11, 47, 11
2019/2/12, 54, 15
2019/2/13, 78, 5
2019/2/14, 25, 11
2019/2/15, 55, 8
2019/2/16, 49, 9
2019/2/17, 54, 12
2019/2/18, 47, 29
2019/2/19, 85, 31
2019/2/20, 105, 23
2019/2/21, 56, 28
2019/2/22, 75, 21
2019/2/23, 84, 4
2019/2/24, 35, 8
2019/2/25, 24, 10
2019/2/26, 37, 11
2019/2/27, 24, 11
2019/2/28, 56, 14
2019/3/1, 60, 11
2019/3/2, 51, 8
2019/3/3, 20, 
2019/3/4, 30, 
2019/3/5, 61, 
2019/3/6, 112, 
2019/3/7, 84, 
