date, pm25, pm10, o3
2020/1/1, 57, 15, 29
2020/1/2, 57, 17, 30
2020/1/3, 55, 11, 32
2020/1/4, 41, 7, 28
2020/1/5, 31, 7, 26
2020/1/6, 33, 10, 24
2020/1/7, 41, 10, 30
2020/1/8, 37, 22, 27
2020/1/9, 64, 31, 31
2020/1/10, 78, 29, 33
2020/1/11, 79, 20, 26
2020/1/12, 68, 17, 21
2020/1/13, 57, 24, 21
2020/1/14, 67, 27, 25
2020/1/15, 73, 24, 20
2020/1/16, 70, , 
2019/11/6, 999, 326, 441
2019/11/7, 333, 22, 33
2019/11/8, 33, 13, 32
2019/11/9, 27, 9, 33
2019/11/10, 25, 9, 29
2019/11/11, 24, 15, 32
2019/11/12, 38, 16, 32
2019/11/13, 45, 9, 30
2019/11/14, 27, 14, 29
2019/11/15, 33, 12, 31
2019/11/16, 31, 17, 32
2019/11/17, 46, 25, 30
2019/11/18, 65, 19, 28
2019/11/19, 55, 22, 41
2019/11/20, 56, 24, 33
2019/11/21, 61, 3, 29
2019/11/22, 18, 7, 23
2019/11/23, 25, 10, 25
2019/11/24, 36, 11, 29
2019/11/25, 40, 6, 25
2019/11/26, 25, 7, 26
2019/11/27, 29, 9, 28
2019/11/28, 30, 7, 32
2019/11/29, 27, 7, 32
2019/11/30, 23, 7, 30
2019/12/1, 34, 9, 26
2019/12/2, 34, 14, 13
2019/12/3, 46, , 
2019/12/5, 49, 17, 19
2019/12/6, 57, 25, 15
2019/12/7, 75, 10, 27
2019/12/8, 40, 16, 26
2019/12/9, 49, 10, 27
2019/12/10, 51, 12, 29
2019/12/11, 124, 11, 24
2019/12/12, 49, 15, 22
2019/12/13, 47, 5, 29
2019/12/20, 94, 30, 25
2019/12/21, 66, 27, 31
2019/12/22, 47, 3, 35
2019/12/23, 14, 3, 24
2019/12/24, 15, 3, 24
2019/12/25, 21, , 
2019/12/27, 19, 4, 26
2019/12/28, 26, , 
2019/12/31, , 14, 28
2019/11/5, , 999, 500
2019/12/4, , 14, 19
2019/12/14, , 9, 27
2019/12/15, , 19, 28
2019/12/17, , 38, 6
2019/12/18, , 42, 5
2019/12/19, , 44, 4
2019/12/26, , 3, 26
