date, pm25, o3, no2, so2, co
2020/1/2, 41, 20, 24, 1, 5
2020/1/3, 50, 16, 18, 1, 6
2020/1/4, 48, 30, 3, , 1
2020/1/5, 17, 25, 18, , 3
2020/1/6, 32, 30, 17, 1, 3
2020/1/7, 31, 28, 10, , 2
2020/1/8, 34, 26, 9, , 2
2020/1/9, 30, 23, 22, , 3
2020/1/10, 37, 32, 7, , 2
2020/1/11, 30, 29, 3, , 1
2020/1/12, 20, 19, 13, , 3
2020/1/13, 35, 13, 15, , 3
2020/1/14, 40, 24, 14, 1, 3
2020/1/15, 35, 20, 25, 1, 5
2019/10/1, 38, 26, 8, , 3
2019/10/2, 28, 19, 9, , 2
2019/10/3, 30, 24, 6, , 2
2019/10/4, 23, 25, 8, , 2
2019/10/5, 25, 27, 8, , 2
2019/10/6, 35, 30, 7, , 2
2019/10/7, 24, 22, 10, , 2
2019/10/8, 20, 15, 7, , 2
2019/10/9, 28, 22, 5, , 2
2019/10/10, 27, 24, 5, , 2
2019/10/11, 23, 19, 6, 1, 3
2019/10/12, 18, 28, 8, 1, 3
2019/10/13, 29, 34, 15, 1, 3
2019/10/14, 37, 25, 12, 1, 3
2019/10/15, 26, 28, 14, 2, 3
2019/10/16, 34, 30, 4, , 2
2019/10/17, 14, 18, 4, , 2
2019/10/18, 21, , 12, 1, 3
2019/10/21, 40, 23, 12, , 3
2019/10/22, 32, 30, 12, , 3
2019/10/23, 15, 33, 19, 2, 3
2019/10/24, 30, 24, 23, 1, 4
2019/10/25, 44, 26, 10, 1, 3
2019/10/26, 33, 23, 8, 1, 3
2019/10/27, 31, 22, 11, , 2
2019/10/28, 20, 23, 17, , 2
2019/10/29, 24, 20, 15, 1, 3
2019/10/30, 26, 27, 9, , 2
2019/10/31, 15, 29, 5, 1, 1
2019/11/1, 36, 26, 15, 1, 3
2019/11/2, 35, 25, 14, 1, 3
2019/11/3, 45, 27, 18, 1, 3
2019/11/4, 35, 25, 27, 2, 5
2019/11/5, 42, 30, 17, 1, 3
2019/11/6, 29, 25, 20, 1, 4
2019/11/7, 39, 24, 6, , 2
2019/11/8, 12, 22, 14, , 2
2019/11/9, 22, 24, 17, , 3
2019/11/10, 39, 18, 21, 1, 4
2019/11/11, 56, 27, 8, 1, 2
2019/11/12, 23, 28, 8, , 2
2019/11/13, 25, 22, 29, 2, 5
2019/11/14, 50, 27, 24, 1, 5
2019/11/15, 45, 30, 7, , 2
2019/11/16, 21, 27, 8, , 2
2019/11/17, 24, 25, 9, , 3
2019/11/18, 19, 22, 14, , 3
2019/11/19, 20, 20, 11, , 3
2019/11/20, 13, 25, 16, 1, 4
2019/11/21, 31, 21, 13, , 3
2019/11/22, 34, 30, 10, , 2
2019/11/23, 26, 27, 8, , 2
2019/11/24, 25, 25, 11, , 3
2019/11/25, 40, 26, 23, 1, 4
2019/11/26, 58, 17, 25, 1, 7
2019/11/27, 60, 25, 4, , 1
2019/11/28, 16, 25, 6, , 2
2019/11/29, 15, 32, 5, , 1
2019/11/30, 18, 26, 11, , 2
2019/12/1, 28, 32, 8, , 2
2019/12/2, 16, 33, 8, , 2
2019/12/3, 15, 31, 17, 1, 3
2019/12/4, 23, 25, 9, , 2
2019/12/5, 32, 22, 19, 1, 3
2019/12/6, 36, 29, 10, 1, 3
2019/12/7, 31, 30, 22, 1, 4
2019/12/8, 42, 31, 23, 2, 5
2019/12/9, 28, 21, 11, , 3
2019/12/10, 35, 28, 14, , 2
2019/12/11, 32, 28, 18, 1, 4
2019/12/12, 41, 20, 28, 1, 7
2019/12/13, 61, 25, 17, 1, 5
2019/12/14, 25, 28, 3, , 1
2019/12/15, 20, 31, 9, , 2
2019/12/16, 28, 25, 13, , 3
2019/12/17, 33, 29, 10, , 3
2019/12/18, 26, 29, 6, , 2
2019/12/19, 33, 29, 9, , 3
2019/12/20, 34, 27, 24, 1, 5
2019/12/21, 51, 23, 21, , 4
2019/12/22, 64, 33, 27, 1, 5
2019/12/23, 53, 31, 13, , 3
2019/12/24, 29, 28, 18, 1, 4
2019/12/25, 47, 24, 15, , 4
