date, pm25, o3, no2
2020/1/2, 5, 33, 6
2020/1/3, 8, 36, 1
2020/1/4, 9, 34, 5
2020/1/5, 9, 34, 1
2020/1/6, 9, 34, 1
2020/1/7, 5, 34, 1
2020/1/8, 6, 33, 1
2020/1/9, 7, 31, 3
2020/1/10, 12, 35, 1
2020/1/11, 11, 33, 1
2020/1/12, 8, 34, 2
2020/1/13, 7, 35, 1
2020/1/14, 7, 33, 4
2020/1/15, 9, 8, 17
2020/1/16, 13, , 
2019/10/1, 7, 28, 2
2019/10/2, 8, 36, 10
2019/10/3, 18, 33, 8
2019/10/4, 14, 28, 3
2019/10/5, 8, 30, 2
2019/10/6, 8, 42, 2
2019/10/7, 6, 37, 3
2019/10/8, 8, 22, 1
2019/10/9, 10, 19, 2
2019/10/10, 7, 32, 3
2019/10/11, 9, 34, 4
2019/10/12, 12, 36, 8
2019/10/13, 10, 37, 2
2019/10/14, 9, 29, 5
2019/10/15, 11, 37, 7
2019/10/16, 14, 38, 1
2019/10/17, 18, 34, 2
2019/10/18, 12, 34, 1
2019/10/19, 5, 32, 2
2019/10/20, 11, 27, 4
2019/10/21, 7, 29, 1
2019/10/22, 7, 31, 2
2019/10/23, 7, 26, 5
2019/10/24, 11, 29, 1
2019/10/25, 7, 27, 1
2019/10/26, 7, 29, 3
2019/10/27, 12, 30, 3
2019/10/28, 9, 25, 5
2019/10/29, 11, 29, 7
2019/10/30, 16, 34, 1
2019/10/31, 10, 29, 6
2019/11/1, 11, 35, 6
2019/11/2, 12, 32, 3
2019/11/3, 9, 26, 6
2019/11/4, 9, 29, 10
2019/11/5, 13, 18, 5
2019/11/6, 10, 27, 5
2019/11/7, 10, 32, 3
2019/11/8, 9, 34, 5
2019/11/9, 9, 22, 7
2019/11/10, 11, 25, 8
2019/11/11, 15, 33, 5
2019/11/12, 17, 31, 4
2019/11/13, 9, 31, 8
2019/11/14, 14, 30, 2
2019/11/15, 11, 28, 3
2019/11/16, 8, 31, 1
2019/11/17, 7, 28, 3
2019/11/18, 6, 29, 2
2019/11/19, 7, 25, 3
2019/11/20, 8, 24, 7
2019/11/21, 17, 31, 17
2019/11/22, 29, 32, 1
2019/11/23, 10, 33, 1
2019/11/24, 10, 32, 2
2019/11/25, 7, 31, 4
2019/11/26, 9, 25, 16
