date, pm25, pm10
2020/1/2, 29, 14
2020/1/3, 28, 15
2020/1/4, 32, 8
2020/1/5, 23, 9
2020/1/6, 29, 10
2020/1/7, 27, 11
2020/1/8, 31, 20
2020/1/9, 28, 21
2020/1/10, 38, 20
2020/1/11, 43, 19
2020/1/12, 40, 21
2020/1/13, 39, 21
2020/1/14, 41, 18
2020/1/15, 34, 
2019/10/1, 34, 22
2019/10/2, 38, 17
2019/10/3, 35, 15
2019/10/4, 36, 10
2019/10/5, 25, 14
2019/10/6, 37, 11
2019/10/7, 29, 9
2019/10/8, 29, 8
2019/10/9, 24, 9
2019/10/10, 20, 11
2019/10/11, 22, 12
2019/10/12, 25, 14
2019/10/13, 28, 13
2019/10/14, 28, 13
2019/10/15, 26, 13
2019/10/16, 31, 10
2019/10/17, 28, 16
2019/10/18, 42, 14
2019/10/19, 33, 10
2019/10/20, 25, 14
2019/10/21, 37, 12
2019/10/22, 37, 15
2019/10/23, 38, 14
2019/10/24, 33, 13
2019/10/25, 32, 12
2019/10/26, 26, 10
2019/10/27, 22, 12
2019/10/28, 30, 13
2019/10/29, 30, 12
2019/10/30, 26, 10
2019/10/31, 25, 12
2019/11/1, 34, 14
2019/11/2, 35, 15
2019/11/3, 41, 15
2019/11/4, 38, 11
2019/11/5, 26, 15
2019/11/6, 36, 15
2019/11/7, 37, 13
2019/11/8, 30, 7
2019/11/9, 17, 12
2019/11/10, 26, 12
2019/11/11, 27, 10
2019/11/12, 23, 11
2019/11/13, 23, 13
2019/11/14, 24, 8
2019/11/15, 21, 7
2019/11/16, 18, 8
2019/11/17, 46, 12
2019/11/18, 46, 14
2019/11/19, 44, 18
2019/11/20, 67, 18
2019/11/21, 49, 17
2019/11/22, 42, 16
2019/11/23, 40, 11
2019/11/24, 32, 10
2019/11/25, 34, 12
2019/11/26, 41, 12
2019/11/27, 36, 14
2019/11/28, 49, 14
2019/11/29, 36, 15
2019/11/30, 33, 14
2019/12/1, 33, 19
2019/12/2, 37, 7
2019/12/3, 22, 11
2019/12/4, 32, 16
2019/12/5, 57, 15
2019/12/6, 50, 15
2019/12/7, 52, 13
2019/12/8, 34, 13
2019/12/9, 26, 15
2019/12/10, 37, 13
2019/12/11, 34, 9
2019/12/12, 28, 9
2019/12/13, 24, 13
2019/12/14, 33, 12
2019/12/15, 44, 15
2019/12/16, 35, 18
2019/12/17, 40, 5
2019/12/18, 22, 11
2019/12/19, 23, 14
2019/12/20, 29, 12
2019/12/21, 28, 9
2019/12/22, 24, 10
2019/12/23, 25, 9
2019/12/24, 20, 13
2019/12/25, 34, 16
2019/12/26, 38, 11
2019/12/27, 24, 7
2019/12/28, 17, 
2019/7/1, 29, 13
2019/7/2, 32, 16
2019/7/3, 41, 22
2019/7/4, 45, 15
2019/7/5, 27, 13
2019/7/6, 30, 14
2019/7/7, 37, 18
2019/7/8, 37, 23
2019/7/9, 41, 20
2019/7/10, 49, 12
2019/7/11, 26, 24
2019/7/12, 43, 34
2019/7/13, 53, 44
2019/7/14, 63, 50
2019/7/15, 74, 
2019/7/16, 19, 5
2019/7/17, 20, 13
2019/7/18, 29, 12
2019/7/19, 28, 11
2019/7/20, 24, 11
2019/7/21, 23, 13
2019/7/22, 26, 12
2019/7/23, 35, 11
2019/7/24, 31, 11
2019/7/25, 26, 11
2019/7/26, 26, 10
2019/7/27, 24, 10
2019/7/28, 27, 11
2019/7/29, 27, 10
2019/7/30, 22, 10
2019/7/31, 27, 11
2019/8/1, 23, 10
2019/8/2, 21, 11
2019/8/3, 28, 
2019/8/4, 20, 
2019/8/5, 21, 6
2019/8/6, 23, 11
2019/8/7, 18, 12
2019/8/8, 30, 22
2019/8/9, 39, 31
2019/8/10, 38, 13
2019/8/11, 38, 13
2019/8/12, 33, 18
2019/8/13, 31, 11
2019/8/14, 26, 11
2019/8/15, 31, 12
2019/8/16, 32, 12
2019/8/17, 35, 18
2019/8/18, 47, 26
2019/8/19, 49, 11
2019/8/20, 25, 11
2019/8/21, 24, 10
2019/8/22, 24, 9
2019/8/23, 23, 9
2019/8/24, 24, 8
2019/8/25, 23, 9
2019/8/26, 21, 10
2019/8/27, 24, 10
2019/8/28, 27, 12
2019/8/29, 32, 11
2019/8/30, 26, 17
2019/8/31, 32, 12
2019/9/1, 25, 14
2019/9/2, 27, 14
2019/9/3, 32, 13
2019/9/4, 28, 17
2019/9/5, 32, 21
2019/9/6, 55, 19
2019/9/7, 55, 16
2019/9/8, 43, 11
2019/9/9, 31, 11
2019/9/10, 30, 13
2019/9/11, 34, 16
2019/9/12, 33, 13
2019/9/13, 28, 13
2019/9/14, 25, 10
2019/9/15, 30, 10
2019/9/16, 29, 13
2019/9/17, 37, 18
2019/9/18, 47, 17
2019/9/19, 44, 15
2019/9/20, 16, 20
2019/9/21, 22, 18
2019/9/22, 26, 15
2019/9/23, 23, 11
2019/9/24, 24, 13
2019/9/25, 26, 14
2019/9/26, 34, 17
2019/9/27, 34, 14
2019/9/28, 38, 12
2019/9/29, 25, 19
2019/9/30, 39, 18
2019/4/1, 26, 15
2019/4/2, 35, 23
2019/4/3, 31, 16
2019/4/4, 28, 14
2019/4/5, 29, 13
2019/4/6, 31, 13
2019/4/7, 27, 16
2019/4/8, 27, 14
2019/4/12, 46, 
2019/4/13, 31, 
2019/4/14, 35, 17
2019/4/15, 31, 22
2019/4/16, 31, 22
2019/4/17, 41, 13
2019/4/18, 29, 18
2019/4/19, 37, 18
2019/4/20, 26, 15
2019/4/21, 25, 15
2019/4/22, 32, 14
2019/4/23, 42, 11
2019/4/24, 26, 11
