date, pm25, pm10, o3
2020/1/2, 16, , 
2020/1/3, 14, , 
2020/1/4, 13, , 
2020/1/5, 14, , 
2020/1/6, 12, , 
2020/1/7, 10, , 
2020/1/8, 18, , 
2020/1/9, 25, , 
2020/1/10, 14, , 
2020/1/11, 15, , 
2020/1/12, 11, , 
2020/1/13, 13, , 
2020/1/14, 12, , 
2020/1/15, 14, , 
2019/10/1, 21, , 17
2019/10/2, 29, , 21
2019/10/3, 16, , 
2019/10/4, 16, , 
2019/10/5, 29, , 
2019/10/6, 43, , 
2019/10/7, 33, , 
2019/10/8, 9, , 
2019/10/9, 27, , 
2019/10/10, 23, , 
2019/10/11, 28, , 
2019/10/12, 53, , 
2019/10/13, 46, , 
2019/10/14, 31, , 
2019/10/15, 51, , 
2019/10/16, 43, , 
2019/10/17, 18, , 
2019/10/18, 24, , 
2019/10/19, 15, , 
2019/10/20, 16, , 
2019/10/21, 16, , 
2019/10/22, 21, , 
2019/10/23, 45, , 
2019/10/24, 58, , 
2019/10/25, 42, , 
2019/10/26, 27, , 
2019/10/27, 37, , 
2019/10/28, 43, , 
2019/10/29, 24, , 
2019/10/30, 24, , 
2019/10/31, 61, , 
2019/11/1, 58, , 
2019/11/2, 57, , 
2019/11/3, 73, , 
2019/11/4, 93, , 
2019/11/5, 80, , 
2019/11/6, 64, , 
2019/11/7, 55, , 
2019/11/8, 65, , 
2019/11/9, 53, , 
2019/11/10, 68, , 
2019/11/11, 44, , 
2019/11/12, 70, , 
2019/11/13, 52, , 
2019/11/14, 58, , 
2019/11/15, 33, , 
2019/11/16, 43, , 
2019/11/17, 35, , 
2019/11/18, 35, , 
2019/11/19, 16, , 
2019/11/20, 27, , 
2019/11/21, 49, , 
2019/11/22, 75, , 
2019/11/23, 93, , 
2019/11/24, 63, , 
2019/11/25, 21, , 
2019/11/26, 25, , 
2019/11/27, 17, , 
2019/11/28, 27, , 
2019/11/29, 39, , 
2019/11/30, 59, , 
2019/12/1, 39, , 
2019/12/2, 59, , 
2019/12/3, 71, , 
2019/12/4, 71, , 
2019/12/5, 82, , 
2019/12/6, 81, , 
2019/12/7, 59, , 
2019/12/8, 68, , 
2019/12/9, 53, , 
2019/12/10, 37, , 
2019/12/11, 42, , 
2019/12/12, 26, , 
2019/12/13, 34, , 
2019/12/14, 42, , 
2019/12/15, 59, , 
2019/12/16, 62, , 
2019/12/17, 70, , 
2019/12/18, 63, , 
2019/12/19, 16, , 
2019/12/20, 12, , 
2019/12/21, 18, , 
2019/12/22, 43, , 
2019/12/23, 25, , 
2019/12/24, 34, , 
2019/12/25, 38, , 
2019/12/26, 37, , 
2019/12/27, 25, , 
2019/12/28, 49, , 
2019/7/1, 22, , 
2019/7/2, 13, , 
2019/7/3, 17, , 
2019/7/4, 24, , 
2019/7/5, 22, , 
2019/7/6, 12, , 
2019/7/7, 17, , 
2019/7/8, 22, , 
2019/7/9, 23, , 
2019/7/10, 14, , 
2019/7/11, 12, , 
2019/7/12, 15, , 
2019/7/13, 15, , 
2019/7/14, 15, , 
2019/7/15, 13, , 
2019/7/16, 12, , 
2019/7/17, 13, , 26
2019/7/18, 14, , 24
2019/7/19, 19, , 32
2019/7/20, 21, , 30
2019/7/21, 23, , 28
2019/7/22, 16, , 20
2019/7/23, 14, , 31
2019/7/24, 19, , 39
2019/7/25, 20, , 28
2019/7/26, 17, , 26
2019/7/27, 14, , 29
2019/7/28, 16, , 26
2019/7/29, 19, , 28
2019/7/30, 18, , 27
2019/7/31, 19, , 22
2019/8/1, 11, , 13
2019/8/2, 11, , 35
2019/8/3, 24, , 38
2019/8/4, 44, , 35
2019/8/5, 39, , 31
2019/8/6, 38, , 23
2019/8/7, 29, , 21
2019/8/8, 14, , 26
2019/8/9, 17, , 18
2019/8/10, 25, , 27
2019/8/11, 20, , 33
2019/8/12, 22, , 34
2019/8/13, 22, , 29
2019/8/14, 17, , 26
2019/8/15, 15, , 28
2019/8/16, 23, , 23
2019/8/17, 22, , 27
2019/8/18, 16, , 30
2019/8/19, 16, , 30
2019/8/20, 24, , 18
2019/8/21, 21, , 33
2019/8/22, 22, , 31
2019/8/23, 29, , 28
2019/8/24, 21, , 29
2019/8/25, 19, , 34
2019/8/26, 41, , 42
2019/8/27, 27, , 54
2019/8/28, 27, , 26
2019/8/29, 28, , 24
2019/8/30, 22, , 23
2019/8/31, 20, , 25
2019/9/1, 14, , 28
2019/9/2, 20, , 27
2019/9/3, 20, , 30
2019/9/4, 18, , 35
2019/9/5, 29, , 27
2019/9/6, 19, , 16
2019/9/7, 18, , 20
2019/9/8, 9, , 20
2019/9/9, 12, , 23
2019/9/10, 14, , 26
2019/9/11, 21, , 24
2019/9/12, 19, , 29
2019/9/13, 15, , 25
2019/9/14, 15, , 24
2019/9/15, 12, , 22
2019/9/16, 12, , 19
2019/9/17, 8, , 21
2019/9/18, 11, , 23
2019/9/19, 17, , 19
2019/9/20, 15, , 17
2019/9/21, 22, , 13
2019/9/22, 24, , 28
2019/9/23, 18, , 21
2019/9/24, 19, , 25
2019/9/25, 31, , 17
2019/9/26, 28, , 27
2019/9/27, 14, , 26
2019/9/28, 14, , 18
2019/9/29, 17, , 21
2019/9/30, 13, , 23
2019/4/1, 43, , 
2019/4/2, 25, , 
2019/4/3, 15, , 
2019/4/4, 28, , 
2019/4/5, 15, , 
2019/4/6, 15, , 
2019/4/8, 16, , 
2019/4/9, 12, , 
2019/4/10, 8, , 
2019/4/11, 9, , 
2019/4/12, 8, , 
2019/4/13, 12, , 
2019/4/14, 20, , 
2019/4/15, 25, , 
2019/4/16, 23, , 
2019/4/17, 12, , 
2019/4/18, 19, , 10
2019/4/19, 13, , 
2019/4/20, 14, , 
2019/4/21, 19, , 
2019/4/22, 27, , 22
2019/4/23, 15, , 39
2019/4/24, 21, , 36
2019/4/25, 30, , 41
2019/4/26, 23, , 34
2019/4/27, 15, , 34
2019/4/28, 19, , 35
2019/4/29, 15, , 38
2019/4/30, 15, , 35
2019/5/1, 17, , 37
2019/5/2, 19, , 31
2019/5/3, 17, , 32
2019/5/4, 20, , 29
2019/5/5, 20, , 34
2019/5/6, 23, , 30
2019/5/7, 19, , 32
2019/5/8, 29, , 35
2019/5/9, 24, , 47
2019/5/10, 21, , 34
2019/5/11, 25, , 24
2019/5/12, 17, , 28
2019/5/13, 22, , 21
2019/5/14, 11, , 14
2019/5/15, 25, , 27
2019/5/16, 17, , 31
2019/5/17, 13, , 27
2019/5/18, 20, , 33
2019/5/19, 13, , 33
2019/5/20, 16, , 26
2019/5/21, 16, , 27
2019/5/22, 20, , 25
2019/5/23, 22, , 30
2019/5/24, 20, , 24
2019/5/25, 13, , 24
2019/5/26, 19, , 17
2019/5/27, 20, , 25
2019/5/28, 42, , 28
2019/5/29, 32, , 26
2019/5/30, 24, , 30
2019/5/31, 30, , 26
2019/6/1, 16, , 27
2019/6/2, 20, , 30
2019/6/3, 15, , 33
2019/6/4, 18, , 21
2019/6/5, 12, , 25
2019/6/6, 11, , 24
2019/6/7, 10, , 5
2019/6/8, 14, , 33
2019/6/9, 15, , 31
2019/6/10, 15, , 39
2019/6/11, 16, , 45
2019/6/12, 25, , 30
2019/6/13, 22, , 27
2019/6/14, 11, , 28
2019/6/15, 16, , 23
2019/6/16, 14, , 25
2019/6/17, 10, , 22
2019/6/18, 11, , 25
2019/6/19, 14, , 21
2019/6/20, 12, , 
2019/6/21, 15, , 
2019/6/22, 17, , 
2019/6/23, 10, , 
2019/6/24, 17, , 
2019/6/25, 16, , 
2019/6/26, 12, , 
2019/6/27, 12, , 
2019/6/28, 15, , 
2019/6/29, 18, , 
2019/6/30, 18, , 
2019/1/1, 81, , 
2019/1/2, 68, , 
2019/1/3, 13, , 
2019/1/4, 48, , 
2019/1/5, 48, , 
2019/1/6, 6, , 
2019/1/7, 18, , 
2019/1/8, 16, , 
2019/1/9, 18, , 
2019/1/10, 21, , 
2019/1/11, 44, , 
2019/1/12, 47, , 
2019/1/13, 45, , 
2019/1/14, 27, , 
2019/1/15, 30, , 
2019/1/16, 44, , 
2019/1/17, 16, , 
2019/1/18, 20, , 
2019/1/19, 38, , 
2019/1/20, 36, , 
2019/1/21, 38, , 
2019/1/22, 11, , 
2019/1/23, 11, , 
2019/1/24, 32, , 
2019/1/25, 49, , 
2019/1/26, 78, , 
2019/1/27, 53, , 
2019/1/28, 33, , 
2019/1/29, 33, , 
2019/1/30, 65, , 
2019/1/31, 76, , 
2019/2/1, 35, , 
2019/2/2, 35, , 
2019/2/3, 14, , 
2019/2/4, 23, , 
2019/2/5, 45, , 
2019/2/6, 59, , 
2019/2/7, 62, , 
2019/2/8, 46, , 
2019/2/9, 11, , 
2019/2/10, 16, , 
2019/2/11, 5, , 
2019/2/12, 6, , 
2019/2/13, 26, , 
2019/2/14, 12, , 
2019/2/15, 5, , 
2019/2/19, 13, , 
2019/2/20, 18, , 
2019/2/21, 48, , 
2019/2/22, 18, , 
2019/2/23, 9, , 
2019/2/24, 15, , 
2019/2/25, 25, , 
2019/2/26, 35, , 
2019/2/27, 25, , 
2019/2/28, 29, , 
2019/3/1, 36, , 
2019/3/2, 36, , 
2019/3/3, 21, , 
2019/3/4, 20, , 
2019/3/5, 26, , 
2019/3/6, 34, , 
2019/3/7, 18, , 
2019/3/8, 19, , 
2019/3/9, 26, , 
2019/3/10, 29, , 
2019/3/11, 34, , 
2019/3/12, 11, , 
2019/3/13, 13, , 
2019/3/14, 32, , 
2019/3/15, 41, , 
2019/3/16, 46, , 
2019/3/17, 43, , 
2019/3/18, 18, , 
2019/3/19, 20, , 
2019/3/20, 18, , 
2019/3/21, 25, , 
2019/3/22, 30, , 
2019/3/23, 22, , 
2019/3/24, 28, , 
2019/3/25, 24, , 
2019/3/26, 24, , 
2019/3/27, 32, , 
2019/3/28, 32, , 
2019/3/29, 27, , 
2019/3/30, 37, , 
2019/3/31, 40, , 
2018/10/1, 23, , 8
2018/10/2, 19, , 
2018/10/3, 24, , 
2018/10/4, 18, , 
2018/10/5, 21, , 
2018/10/6, 28, , 
2018/10/7, 36, , 
2018/10/8, 17, , 
2018/10/9, 16, , 
2018/10/10, 41, , 
2018/10/11, 33, , 
2018/10/12, 42, , 
2018/10/13, 32, , 
2018/10/14, 20, , 
2018/10/16, 25, , 
2018/10/17, 35, , 
2018/10/18, 50, , 
2018/10/19, 64, , 
2018/10/20, 69, , 
2018/10/21, 78, , 
2018/10/22, 77, , 
2018/10/23, 43, , 
2018/10/24, 46, , 
2018/10/25, 39, , 
2018/10/26, 37, , 
2018/10/27, 57, , 
2018/10/28, 14, , 
2018/10/29, 22, , 
2018/10/30, 49, , 
2018/10/31, 29, , 
2018/11/1, 15, , 
2018/11/2, 15, , 
2018/11/3, 44, , 
2018/11/4, 26, , 
2018/11/5, 28, , 
2018/11/6, 34, , 
2018/11/7, 57, , 
2018/11/8, 59, , 
2018/11/9, 73, , 
2018/11/10, 71, , 
2018/11/11, 51, , 
2018/11/12, 44, , 
2018/11/13, 76, , 
2018/11/14, 103, , 
2018/11/15, 109, , 
2018/11/16, 53, , 
2018/11/17, 41, , 
2018/11/18, 61, , 
2018/11/19, 67, , 
2018/11/20, 73, , 
2018/11/21, 87, , 
2018/11/22, 11, , 
2018/11/23, 18, , 
2018/11/24, 45, , 
2018/11/25, 59, , 
2018/11/26, 52, , 
2018/11/27, 22, , 
2018/11/28, 37, , 
2018/11/29, 46, , 
2018/11/30, 37, , 
2018/12/1, 26, , 
2018/12/2, 45, , 
2018/12/3, 46, , 
2018/12/4, 39, , 
2018/12/5, 39, , 
2018/12/6, 42, , 
2018/12/7, 64, , 
2018/12/8, 74, , 
2018/12/9, 66, , 
2018/12/10, 60, , 
2018/12/11, 26, , 
2018/12/12, 21, , 
2018/12/13, 40, , 
2018/12/14, 46, , 
2018/12/15, 33, , 
2018/12/16, 40, , 
2018/12/17, 10, , 
2018/12/18, 12, , 
2018/12/19, 31, , 
2018/12/20, 18, , 
2018/12/21, 25, , 
2018/12/22, 29, , 
2018/12/23, 10, , 
2018/12/24, 17, , 
2018/12/25, 38, , 
2018/12/26, 15, , 
2018/12/27, 21, , 
2018/12/28, 19, , 
2018/12/29, 10, , 
2018/12/30, 13, , 
2018/7/1, 15, , 
2018/7/2, 12, , 
2018/7/3, 14, , 
2018/7/4, 45, , 
2018/7/5, 25, , 
2018/7/6, 8, , 
2018/7/9, 15, , 16
2018/7/10, 12, , 31
2018/7/11, 13, , 42
2018/7/12, 20, , 38
2018/7/13, 23, , 30
2018/7/14, 19, , 44
2018/7/15, 27, , 47
2018/7/16, 28, , 32
2018/7/17, 23, , 23
2018/7/18, 14, , 23
2018/7/19, 13, , 28
2018/7/20, 16, , 29
2018/7/21, 17, , 39
2018/7/22, 23, , 46
2018/7/23, 28, , 43
2018/7/24, 25, , 48
2018/7/25, 25, , 36
2018/7/26, 26, , 32
2018/7/27, 23, , 31
2018/7/28, 20, , 37
2018/7/29, 30, , 32
2018/7/30, 30, , 28
2018/7/31, 26, , 26
2018/8/1, 35, , 15
2018/8/2, 17, , 13
2018/8/3, 10, , 25
2018/8/4, 18, , 27
2018/8/5, 16, , 31
2018/8/6, 22, , 44
2018/8/7, 36, , 40
2018/8/8, 39, , 46
2018/8/9, 37, , 24
2018/8/10, 18, , 15
2018/8/11, 12, , 20
2018/8/12, 16, , 34
2018/8/13, 36, , 54
2018/8/14, 114, , 40
2018/8/15, 109, , 27
2018/8/16, 70, , 31
2018/8/17, 25, , 37
2018/8/18, 49, , 39
2018/8/19, 88, , 32
2018/8/20, 118, , 42
2018/8/21, 138, , 49
2018/8/22, 139, , 24
2018/8/23, 116, , 20
2018/8/24, 15, , 25
2018/8/25, 46, , 21
2018/8/26, 23, , 26
2018/8/27, 18, , 32
2018/8/28, 39, , 7
2018/8/29, 35, , 
2018/8/30, 13, , 
2018/8/31, 15, , 
2018/9/1, 15, , 
2018/9/2, 25, , 
2018/9/3, 19, , 23
2018/9/4, 32, , 45
2018/9/5, 50, , 43
2018/9/6, 48, , 25
2018/9/7, 21, , 29
2018/9/8, 12, , 13
2018/9/9, 16, , 27
2018/9/10, 18, , 23
2018/9/11, 18, , 21
2018/9/12, 16, , 20
2018/9/13, 16, , 22
2018/9/14, 19, , 23
2018/9/17, 17, , 28
2018/9/18, 17, , 26
2018/9/19, 17, , 28
2018/9/20, 15, , 19
2018/9/21, 18, , 23
2018/9/22, 14, , 27
2018/9/23, 23, , 25
2018/9/24, 23, , 30
2018/9/25, 23, , 33
2018/9/26, 27, , 28
2018/9/27, 37, , 40
2018/9/28, 39, , 29
2018/9/29, 39, , 25
2018/9/30, 35, , 23
2018/4/1, 23, , 
2018/4/2, 15, , 
2018/4/3, 32, , 
2018/4/4, 22, , 
2018/4/5, 25, , 
2018/4/6, 10, , 
2018/4/7, 9, , 
2018/4/8, 14, , 
2018/4/9, 26, , 
2018/4/10, 17, , 
2018/4/11, 8, , 
2018/4/12, 10, , 
2018/4/13, 18, , 
2018/4/14, 28, , 
2018/4/15, 14, , 
2018/4/16, 8, , 
2018/4/17, 11, , 
2018/4/18, 17, , 
2018/4/19, 16, , 
2018/4/20, 16, , 
2018/4/21, 15, , 
2018/4/22, 19, , 
2018/4/23, 19, , 
2018/4/24, 18, , 
2018/4/25, 32, , 
2018/4/26, 26, , 
2018/4/27, 21, , 
2018/4/28, 25, , 
2018/4/29, 15, , 
2018/4/30, 15, , 
2018/5/1, 15, , 
2018/5/2, 30, , 
2018/5/3, 30, , 
2018/5/4, 24, , 
2018/5/5, 33, , 
2018/5/6, 28, , 
2018/5/7, 18, , 
2018/5/8, 22, , 
2018/5/9, 10, , 
2018/5/10, 10, , 
2018/5/11, 13, , 
2018/5/12, 14, , 
2018/5/14, 22, , 
2018/5/15, 13, , 
2018/5/16, 8, , 
2018/5/17, 12, , 
2018/5/18, 21, , 
2018/5/19, 23, , 
2018/5/20, 18, , 
2018/5/21, 21, , 
2018/5/22, 30, , 
2018/5/23, 24, , 
2018/5/24, 24, , 
2018/5/25, 17, , 
2018/5/26, 13, , 
2018/5/27, 19, , 
2018/5/28, 15, , 
2018/5/29, 12, , 
2018/5/30, 13, , 
2018/5/31, 9, , 
2018/6/1, 11, , 
2018/6/2, 13, , 
2018/6/3, 13, , 
2018/6/4, 13, , 
2018/6/5, 11, , 
2018/6/6, 14, , 
2018/6/7, 10, , 
2018/6/9, 10, , 
2018/6/10, 11, , 
2018/6/11, 17, , 
2018/6/12, 10, , 
2018/6/13, 10, , 
2018/6/14, 9, , 
2018/6/15, 13, , 
2018/6/16, 19, , 
2018/6/17, 19, , 
2018/6/18, 20, , 
2018/6/19, 24, , 
2018/6/20, 29, , 
2018/6/21, 9, , 
2018/6/22, 13, , 2
2018/6/23, 8, , 
2018/6/24, 17, , 
2018/6/25, 9, , 
2018/6/26, 13, , 
2018/6/27, 15, , 
2018/6/28, 15, , 
2018/6/29, 15, , 
2018/6/30, 15, , 
2018/1/1, 57, 11, 
2018/1/2, 24, 14, 
2018/1/3, 31, 17, 
2018/1/4, 44, 13, 
2018/1/5, 31, 10, 
2018/1/6, 16, 13, 
2018/1/7, 28, 20, 
2018/1/8, 51, 12, 
2018/1/9, 25, 8, 
2018/1/10, 9, 8, 
2018/1/11, 9, , 
2018/1/20, 10, , 
2018/1/21, 8, 10, 
2018/1/22, 14, 9, 
2018/1/23, 12, 8, 
2018/1/24, 7, 8, 
2018/1/25, 7, 8, 
2018/1/26, 7, 8, 
2018/1/27, 8, 8, 
2018/1/28, 10, 9, 
2018/1/29, 12, 9, 
2018/1/30, 12, 12, 
2018/1/31, 23, 15, 
2018/2/1, 37, 8, 
2018/2/2, 9, 9, 
2018/2/3, 13, 10, 
2018/2/4, 17, 10, 
2018/2/5, 17, 12, 
2018/2/6, 32, 22, 
2018/2/7, 50, 14, 
2018/2/8, 32, 9, 
2018/2/9, 15, 15, 
2018/2/10, 34, 17, 
2018/2/11, 44, 13, 
2018/2/12, 29, 19, 
2018/2/13, 51, 10, 
2018/2/14, 18, 10, 
2018/2/15, 18, 9, 
2018/2/16, 13, 8, 
2018/2/17, 8, 9, 
2018/2/18, 11, 10, 
2018/2/19, 18, 10, 
2018/2/20, 16, 11, 
2018/2/21, 25, 10, 
2018/2/22, 18, 12, 
2018/2/23, 25, 9, 
2018/2/24, 13, 9, 
2018/2/25, 13, 12, 
2018/2/26, 23, 10, 
2018/2/27, 15, 8, 
2018/2/28, 8, 8, 
2018/3/1, 7, 7, 
2018/3/2, 5, 9, 
2018/3/3, 13, 10, 
2018/3/4, 23, 9, 
2018/3/5, 17, 10, 
2018/3/6, 33, 9, 
2018/3/7, 41, 8, 
2018/3/8, 21, 8, 
2018/3/9, 8, , 
2018/3/12, 22, , 
2018/3/13, 17, , 
2018/3/14, 10, , 
2018/3/15, 14, , 
2018/3/16, 23, , 
2018/3/17, 13, , 
2018/3/18, 12, , 
2018/3/19, 34, , 
2018/3/20, 40, , 
2018/3/21, 35, , 
2018/3/22, 7, , 
2018/3/23, 6, , 
2018/3/24, 12, , 
2018/3/25, 16, , 
2018/3/26, 9, , 
2018/3/27, 10, , 
2018/3/28, 16, , 
2018/3/29, 29, , 
2018/3/30, 30, , 
2018/3/31, 27, , 
2017/10/1, 13, 11, 
2017/10/2, 22, 11, 
2017/10/3, 20, 11, 
2017/10/4, 23, 14, 
2017/10/5, 37, 13, 
2017/10/6, 29, 9, 
2017/10/7, 13, 11, 
2017/10/8, 21, 14, 
2017/10/9, 33, 11, 
