date, pm25, pm10, o3, no2, so2
2020/1/2, 67, 17, 30, 6, 
2020/1/3, 36, 23, 24, 10, 
2020/1/4, 44, 15, 19, 18, 
2020/1/5, 34, 16, 22, 11, 
2020/1/6, 43, 24, 13, 16, 1
2020/1/7, 50, 12, 13, 18, 1
2020/1/8, 34, 13, 15, 11, 1
2020/1/9, 35, 16, 29, 8, 
2020/1/10, 28, 14, 21, 10, 1
2020/1/11, 35, 15, 24, 8, 
2020/1/12, 29, 17, 17, 12, 
2020/1/13, 36, 8, 23, 8, 2
2020/1/14, 18, 11, 25, 11, 2
2020/1/15, 25, 14, 18, 10, 
2020/1/16, 31, , , , 
2019/10/1, 29, 16, 28, , 
2019/10/2, 15, 13, 26, 5, 
2019/10/3, 23, 13, 21, 9, 
2019/10/4, 25, 11, 16, 10, 
2019/10/5, 27, 10, 8, 11, 
2019/10/6, 28, 16, 15, 11, 
2019/10/7, 47, 17, 17, 13, 
2019/10/8, 27, 13, 23, 10, 
2019/10/9, 20, 16, 20, 10, 
2019/10/10, 26, 14, 18, 7, 
2019/10/11, 22, 8, 24, 15, 
2019/10/12, 16, 19, 24, 11, 
2019/10/13, 37, 19, 16, 18, 
2019/10/14, 33, 15, 17, 12, 
2019/10/15, 30, 13, 13, 10, 
2019/10/16, 23, 14, 21, 11, 
2019/10/17, 24, 16, 25, 11, 
2019/10/18, 26, 14, 21, 8, 1
2019/10/19, 28, 16, 21, 11, 1
2019/10/20, 29, 17, 14, 6, 
2019/10/21, 53, 17, , 9, 
2019/10/22, 38, 19, 6, 20, 
2019/10/23, 50, 24, 18, 14, 1
2019/10/24, 48, 16, 16, 10, 1
2019/10/25, 27, 15, 23, 7, 1
2019/10/26, 20, 15, 29, 2, 
2019/10/27, 19, 14, 27, 6, 5
2019/10/28, 19, 9, 25, 16, 
2019/10/29, 20, 18, 13, 17, 
2019/10/30, 56, 21, 10, 18, 1
2019/10/31, 68, 18, 7, 15, 1
2019/11/1, 54, 14, 25, 7, 1
2019/11/2, 23, 9, 15, 11, 1
2019/11/3, 23, 16, 15, 11, 1
2019/11/4, 35, 18, 14, 13, 1
2019/11/5, 43, 12, 24, 11, 
2019/11/6, 19, 14, 19, 15, 1
2019/11/7, 35, 18, 17, 13, 1
2019/11/8, 36, 14, 23, 10, 
2019/11/9, 23, 20, 15, 17, 1
2019/11/10, 55, 18, 23, 12, 1
2019/11/11, 41, 12, 23, 9, 
2019/11/12, 22, 15, 20, 10, 
2019/11/13, 24, 11, 11, 18, 1
2019/11/14, 38, 22, 9, 13, 1
2019/11/15, 65, 17, 10, 16, 2
2019/11/16, 42, 17, 11, 16, 2
2019/11/17, 47, 15, 29, 9, 
2019/11/18, 31, 14, 31, 9, 
2019/11/19, 15, 27, 9, 24, 4
2019/11/20, 70, 32, 6, 15, 1
2019/11/21, 87, 16, 11, 17, 1
2019/11/22, 53, 16, 3, 14, 1
2019/11/23, 56, 22, 3, 15, 1
2019/11/24, 64, 18, 7, 17, 1
2019/11/25, 53, 15, 10, 15, 1
2019/11/26, 38, 12, 19, 13, 1
2019/11/27, 23, 17, 20, 10, 
2019/11/28, 24, 22, 32, , 
2019/11/29, 22, 16, 19, 24, 1
2019/11/30, 35, 20, 20, 22, 
2019/12/1, 56, 15, 29, 3, 
2019/12/2, 21, 24, 14, 19, 1
2019/12/3, 62, 27, 5, 25, 2
2019/12/4, 76, 31, 4, 19, 1
2019/12/5, 84, 16, 16, 9, 
2019/12/6, 49, 17, 21, 12, 
2019/12/7, 30, 21, 24, 10, 
2019/12/8, 32, 21, 32, 4, 
2019/12/9, 32, 23, 27, 12, 1
2019/12/10, 40, 17, 15, 16, 1
