date, pm25, pm10, no2, so2, co
2018/4/8, 37, , 10, , 
2018/4/9, 46, , 13, , 
2018/4/10, 51, , 14, , 
2018/4/11, 65, , 10, , 
2018/4/12, 47, , 9, , 
2018/4/13, 56, , 12, , 
2018/4/14, 75, , 3, , 
2018/4/15, 46, , 7, , 
2018/4/16, 18, , 8, , 
2018/4/17, 22, , 10, , 
2018/4/18, 33, , 8, , 
2018/4/19, 32, , 10, , 
2018/4/20, 29, , 14, , 
2018/4/21, 38, , 6, , 
2018/4/22, 35, , 3, , 
2018/4/23, 37, , 6, , 
2018/4/24, 24, , 9, , 
2018/4/25, 22, , 9, , 
2018/4/26, 31, , 11, , 
2018/4/27, 46, , 9, , 
2018/4/28, 41, , 5, , 
2018/4/29, 27, , 19, , 
2018/4/30, 48, , 14, , 
2018/5/1, 54, , 12, , 
2018/5/2, 63, , 8, , 
2018/5/3, 55, , 7, , 
2018/5/4, 52, , 3, , 
2018/5/5, 31, , 2, , 
2018/5/6, 36, , 11, , 
2018/5/7, 52, , 7, , 
2018/5/8, 51, , 7, , 
2018/5/9, 44, , 8, , 
2018/5/10, 55, , 10, , 
2018/5/11, 37, , 8, , 
2018/5/12, 63, , 6, , 
2018/5/13, 63, , 10, , 
2018/5/14, 57, , 8, , 
2018/5/15, 46, , 7, , 
2018/5/16, 47, , 6, , 
2018/5/17, 45, , 6, , 
2018/5/18, 36, , 3, , 
2018/5/19, 24, , 5, , 
2018/5/20, 38, , 8, , 
2018/5/21, 47, , 7, , 
2018/5/22, 48, , 11, , 
2018/5/23, 40, , 14, , 
2018/5/24, 65, , 11, , 
2018/5/25, 64, , 10, , 
2018/5/26, 68, , 8, , 
2018/5/27, 54, , 7, , 
2018/5/28, 70, , 8, , 
2018/5/29, 67, , 2, , 
2018/5/30, 32, , 5, , 
2018/5/31, 50, , 7, , 
2018/6/1, 56, , 7, , 
2018/6/2, 46, , 5, , 
2018/6/3, 48, , 8, , 
2018/6/4, 33, , 10, , 
2018/6/5, 41, 12, 9, , 1
2018/6/6, 34, 30, 9, , 3
2018/6/7, 60, 35, 12, , 4
2018/6/8, 69, 32, 7, , 5
2018/6/9, 73, 19, 8, , 2
2018/6/10, 59, 12, 7, , 1
2018/6/11, 24, , , , 
2018/6/12, 23, , , , 
2018/6/13, 40, , , , 
2018/6/14, 39, , , , 
2018/6/15, 42, , , , 
2018/6/16, 77, , , , 
2018/6/17, 55, , , , 
2018/6/18, 67, , , , 
2018/6/19, 33, , , , 
2018/6/20, 38, , , , 
2018/6/21, 43, , , , 
2018/6/22, 26, , , , 
2018/6/23, 29, , , , 
2018/6/24, 40, , , , 
2018/6/25, 31, , , , 
2018/6/26, 33, , , , 
2018/6/27, 30, , , , 
2018/6/28, 41, , , , 
2018/6/29, 72, , , , 
2018/6/30, 72, , , , 
2018/1/1, 60, , 10, , 
2018/1/2, 43, , 22, , 
2018/1/3, 71, , 11, , 
2018/1/4, 48, , 10, , 
2018/1/5, 33, , 12, , 
2018/1/6, 41, , 19, , 
2018/1/7, 81, , 10, , 
2018/1/8, 42, , 14, , 
2018/1/9, 63, , 16, , 
2018/1/10, 59, , 7, , 
2018/1/11, 32, , 17, , 
2018/1/12, 23, , 9, , 
2018/1/13, 22, , 14, , 
2018/1/14, 38, , 13, , 
2018/1/15, 42, , 19, , 
2018/1/16, 54, , 18, , 
2018/1/17, 75, , 9, , 
2018/1/18, 58, , 7, , 
2018/1/19, 42, , 7, , 
2018/1/20, 40, , 10, , 
2018/1/21, 54, , 11, , 
2018/1/22, 49, , 6, , 
2018/1/23, 30, , 9, , 
2018/1/24, 26, , 12, , 
2018/1/25, 41, , 11, , 
2018/1/26, 49, , 16, , 
2018/1/27, 48, , , , 
2018/1/28, 45, , 14, , 
2018/1/29, 46, , 9, , 
2018/1/30, 31, , 15, , 
