date, pm25, pm10, o3, so2, co
2017/7/30, , 27, , , 
2017/7/31, , 30, , , 
2017/8/1, , 44, , , 
2017/8/2, , 44, , , 
2017/8/3, , 39, , , 
2017/8/4, , 45, , , 
2017/8/5, , 60, , , 
2017/8/6, , 72, , , 
2017/8/7, , 60, , , 
2017/8/8, , 56, , , 
2017/8/9, , 46, , , 
2017/8/10, , 44, , , 
2017/8/11, , 46, , , 
2017/8/12, , 38, , , 
2017/8/13, , 28, , , 
2017/8/14, , 14, , , 
2017/8/15, , 20, , , 
2017/8/16, , 30, , , 
2017/8/17, , 23, , , 
2017/8/18, , 22, , , 
2017/8/19, , 24, , , 
2017/8/20, , 19, , , 
2017/8/21, , 27, , , 
2017/8/22, , 34, , , 
2017/8/23, , 57, , , 
2017/8/24, , 31, , , 
2017/8/25, , 32, , , 
2017/8/26, , 35, , , 
2017/8/27, , 34, , , 
2017/8/28, , 47, , , 
2017/8/29, , 39, , , 
2017/8/30, , 38, , , 
2017/8/31, , 38, , , 
2017/9/1, , 34, , , 
2017/9/2, , 34, , , 
2017/9/3, , 22, , , 
2017/9/4, , 58, , , 
2017/9/9, , 39, , , 
2017/9/10, , 33, , , 
2017/9/11, , 37, , , 
2017/9/12, , 50, , , 
2017/9/13, , 41, , , 
2017/9/14, , 46, , , 
2017/9/15, , 32, , , 
2017/9/16, , 23, , , 
2017/9/17, , 23, , , 
2017/9/18, , 22, , , 
2017/9/19, , 11, , , 
2017/9/20, , 10, , , 
2017/9/21, , 8, , , 
2017/9/22, , 9, , , 
2017/9/23, , 12, , , 
2017/9/24, , 11, , , 
2017/9/25, , 17, , , 
2017/9/26, , 19, , , 
2017/9/27, , 24, , , 
2017/9/28, , 26, , , 
2017/9/29, , 26, , , 
2017/9/30, , 19, , , 
2017/4/1, , 12, , , 
2017/4/2, , 13, , , 
2017/4/3, , 12, , , 
2017/4/4, , 22, , , 
2017/4/5, , 27, , , 
2017/4/6, , 23, , , 
2017/4/7, , 25, , , 
2017/4/8, , 13, , , 
2017/4/9, , 7, , , 
2017/4/10, , 11, , , 
2017/4/11, , 19, , , 
2017/4/12, , 19, , , 
2017/4/13, , 11, , , 
2017/4/14, , 7, , , 
2017/4/15, , 10, , , 
2017/4/16, , 14, , , 
2017/4/17, , 11, , , 
2017/4/18, , 15, , , 
2017/4/19, , 17, , , 
2017/4/20, , 13, , , 
2017/4/21, , 12, , , 
2017/4/22, , 57, , , 
2017/4/23, , 14, , , 
2017/4/24, , 10, , , 
2017/4/25, , 6, , , 
2017/4/26, , 9, , , 
2017/4/27, , 6, , , 
2017/4/28, , 9, , , 
2017/4/29, , 13, , , 
2017/4/30, , 13, , , 
2017/5/1, , 13, , , 
2017/5/2, , 16, , , 
2017/5/3, , 20, , , 
2017/5/4, , 27, , , 
2017/5/5, , 27, , , 
2017/5/6, , 11, , , 
2017/5/7, , 7, , , 
2017/5/8, , 14, , , 
2017/5/9, , 19, , , 
2017/5/10, , 25, , , 
2017/5/11, , 34, , , 
2017/5/12, , 27, , , 
2017/5/13, , 8, , , 
2017/5/14, , 6, , , 
2017/5/15, , 10, , , 
2017/5/16, , 11, , , 
2017/5/17, , 5, , , 
2017/5/18, , 10, , , 
2017/5/19, , 14, , , 
2017/5/20, , 14, , , 
2017/5/21, , 12, , , 
2017/5/22, , 16, , , 
2017/5/23, , 21, , , 
2017/5/24, , 17, , , 
2017/5/25, , 17, , , 
2017/5/26, , 14, , , 
2017/5/27, , 15, , , 
2017/5/28, , 17, , , 
2017/5/29, , 21, , , 
2017/5/30, , 31, , , 
2017/5/31, , 36, , , 
2017/6/1, , 19, , , 
2017/6/2, , 13, , , 
2017/6/3, , 26, , , 
2017/6/4, , 35, , , 
2017/6/5, , 12, , , 
2017/6/6, , 23, , , 
2017/6/7, , 33, , , 
2017/6/8, , 29, , , 
2017/6/9, , 13, , , 
2017/6/10, , 11, , , 
2017/6/11, , 15, , , 
2017/6/12, , 13, , , 
2017/6/13, , 8, , , 
2017/6/14, , 14, , , 
2017/6/15, , 19, , , 
2017/6/16, , 15, , , 
2017/6/17, , 10, , , 
2017/6/18, , 13, , , 
2017/6/19, , 18, , , 
2017/6/20, , 29, , , 
2017/6/21, , 19, , , 
2017/6/22, , 17, , , 
2017/6/23, , 19, , , 
2017/6/24, , 23, , , 
2017/6/25, , 24, , , 
2017/6/26, , 47, , , 
2017/6/27, , 21, , , 
2017/6/28, , 18, , , 
2017/6/29, , 23, , , 
2017/6/30, , 23, , , 
2017/1/2, , 17, , , 
2017/1/3, , 17, , , 
2017/1/4, , 6, , , 
2017/1/5, , 8, , , 
2017/1/6, , 14, , , 
2017/1/7, , 14, , , 
2017/1/8, , 17, , , 
2017/1/9, , 11, , , 
2017/1/10, , 7, , , 
2017/1/11, , 8, , , 
2017/1/12, , 15, , , 
2017/1/13, , 16, , , 
2017/1/14, , 11, , , 
2017/1/15, , 11, , , 
2017/1/16, , 23, , , 
2017/1/17, , 27, , , 
2017/1/18, , 25, , , 
2017/1/19, , 10, , , 
2017/1/20, , 5, , , 
2017/1/21, , 9, , , 
2017/1/22, , 8, , , 
2017/1/23, , 13, , , 
2017/1/24, , 7, , , 
2017/1/25, , 11, , , 
2017/1/26, , 13, , , 
2017/1/27, , 13, , , 
2017/1/28, , 6, , , 
2017/1/29, , 8, , , 
2017/1/30, , 20, , , 
2017/1/31, , 22, , , 
2017/2/1, , 11, , , 
2017/2/2, , 12, , , 
2017/2/3, , 8, , , 
2017/2/4, , 7, , , 
2017/2/5, , 4, , , 
2017/2/6, , 14, , , 
2017/2/7, , 9, , , 
2017/2/8, , 14, , , 
2017/2/9, , 21, , , 
2017/2/10, , 19, , , 
2017/2/11, , 16, , , 
2017/2/12, , 22, , , 
2017/2/13, , 44, , , 
2017/2/14, , 46, , , 
2017/2/15, , 48, , , 
2017/2/16, , 29, , , 
2017/2/17, , 25, , , 
2017/2/18, , 9, , , 
2017/2/19, , 10, , , 
2017/2/20, , 20, , , 
2017/2/21, , 21, , , 
2017/2/22, , 26, , , 
2017/2/23, , 7, , , 
2017/2/24, , 14, , , 
2017/2/25, , 16, , , 
2017/2/26, , 15, , , 
2017/2/27, , 7, , , 
2017/2/28, , 11, , , 
2017/3/1, , 17, , , 
2017/3/2, , 26, , , 
2017/3/3, , 25, , , 
2017/3/4, , 16, , , 
2017/3/5, , 12, , , 
2017/3/6, , 9, , , 
2017/3/8, , 37, , , 
2017/3/9, , 14, , , 
2017/3/10, , 15, , , 
2017/3/11, , 21, , , 
2017/3/12, , 16, , , 
2017/3/13, , 33, , , 
2017/3/14, , 37, , , 
2017/3/15, , 34, , , 
2017/3/16, , 18, , , 
2017/3/17, , 24, , , 
2017/3/18, , 24, , , 
2017/3/19, , 9, , , 
2017/3/20, , 16, , , 
2017/3/21, , 20, , , 
2017/3/22, , 19, , , 
2017/3/23, , 10, , , 
2017/3/24, , 19, , , 
2017/3/25, , 11, , , 
2017/3/26, , 14, , , 
2017/3/27, , 7, , , 
2017/3/28, , 12, , , 
2017/3/29, , 13, , , 
2017/3/30, , 5, , , 
2017/3/31, , 9, , , 
2020/1/1, , , , 1, 4
2019/7/6, , , , , 6
2019/7/7, , , , , 7
2019/7/8, , , , , 7
2019/2/13, , , , 1, 6
2018/11/4, , , , , 3
2018/7/10, , , , , 4
2018/6/11, , , , , 3
2018/6/27, , , , , 2
2018/6/28, , , , , 3
