date, aqi
2020/1/2, 30
2020/1/3, 29
2020/1/4, 29
2020/1/5, 29
2020/1/6, 29
2020/1/7, 29
2020/1/8, 29
2020/1/9, 29
2020/1/10, 29
2020/1/11, 29
2020/1/12, 29
2020/1/13, 29
2020/1/14, 27
2020/1/15, 27
2019/10/1, 37
2019/10/2, 29
2019/10/3, 32
2019/10/4, 38
2019/10/5, 34
2019/10/6, 42
2019/10/7, 40
2019/10/8, 41
2019/10/9, 30
2019/10/10, 23
2019/10/11, 22
2019/10/12, 34
2019/10/13, 40
2019/10/14, 55
2019/10/15, 74
2019/10/16, 48
2019/10/17, 22
2019/10/18, 30
2019/10/19, 43
2019/10/20, 45
2019/10/21, 33
2019/10/22, 41
2019/10/23, 38
2019/10/24, 17
2019/10/25, 21
2019/10/26, 31
2019/10/27, 20
2019/10/28, 27
2019/10/29, 20
2019/10/30, 25
2019/10/31, 48
2019/11/1, 32
2019/11/2, 34
2019/11/3, 28
2019/11/4, 42
2019/11/5, 38
2019/11/6, 30
2019/11/7, 29
2019/11/8, 32
2019/11/9, 39
2019/11/10, 33
2019/11/11, 49
2019/11/12, 52
2019/11/13, 44
2019/11/14, 52
2019/11/15, 49
2019/11/16, 47
2019/11/17, 57
2019/11/18, 46
2019/11/19, 30
2019/11/20, 42
2019/11/21, 40
2019/11/22, 19
2019/11/23, 15
2019/11/24, 16
2019/11/25, 20
2019/11/26, 20
2019/11/27, 23
2019/11/28, 29
2019/11/29, 24
2019/11/30, 25
2019/12/1, 19
2019/12/2, 20
2019/12/3, 29
2019/12/4, 26
2019/12/5, 20
2019/12/6, 27
2019/12/7, 17
2019/12/8, 19
2019/12/9, 18
2019/12/10, 16
2019/12/11, 25
2019/12/12, 21
2019/12/13, 20
2019/12/14, 32
2019/12/15, 24
2019/12/16, 24
2019/12/17, 30
2019/12/18, 29
2019/12/19, 29
2019/12/20, 29
2019/12/21, 29
2019/12/22, 29
2019/12/23, 29
2019/12/24, 29
2019/12/25, 29
2019/12/26, 29
2019/12/27, 29
2019/12/28, 27
2019/7/1, 53
2019/7/2, 53
2019/7/3, 42
2019/7/4, 46
2019/7/5, 34
2019/7/6, 52
2019/7/7, 53
2019/7/8, 36
2019/7/9, 26
2019/7/10, 41
2019/7/11, 30
2019/7/12, 28
2019/7/13, 24
2019/7/14, 18
2019/7/15, 20
2019/7/16, 35
2019/7/17, 53
2019/7/18, 54
2019/7/19, 57
2019/7/20, 53
2019/7/21, 48
2019/7/22, 45
2019/7/23, 31
2019/7/24, 25
2019/7/25, 25
2019/7/26, 32
2019/7/27, 21
2019/7/28, 26
2019/7/29, 26
2019/7/30, 34
2019/7/31, 47
2019/8/1, 54
2019/8/2, 56
2019/8/3, 55
2019/8/4, 54
2019/8/5, 55
2019/8/6, 57
2019/8/7, 57
2019/8/8, 54
2019/8/9, 51
2019/8/10, 54
2019/8/11, 58
2019/8/12, 60
2019/8/13, 63
2019/8/14, 60
2019/8/15, 60
2019/8/16, 53
2019/8/17, 38
2019/8/18, 47
2019/8/19, 47
2019/8/20, 54
2019/8/21, 43
2019/8/22, 50
2019/8/23, 46
2019/8/24, 51
2019/8/25, 55
2019/8/26, 48
2019/8/27, 30
2019/8/28, 26
2019/8/29, 39
2019/8/30, 51
2019/8/31, 52
2019/9/1, 53
2019/9/2, 53
2019/9/3, 52
2019/9/4, 57
2019/9/5, 57
2019/9/6, 60
2019/9/7, 67
2019/9/8, 70
2019/9/9, 59
2019/9/10, 55
2019/9/11, 54
2019/9/12, 65
2019/9/13, 63
2019/9/14, 61
2019/9/15, 78
2019/9/16, 90
2019/9/17, 82
2019/9/18, 74
2019/9/19, 68
2019/9/20, 69
2019/9/21, 75
2019/9/22, 74
2019/9/23, 65
2019/9/24, 61
2019/9/25, 58
2019/9/26, 55
2019/9/27, 54
2019/9/28, 50
2019/9/29, 47
2019/9/30, 47
2019/4/1, 
2019/4/2, 
2019/4/3, 
2019/4/4, 
2019/4/5, 
2019/4/6, 
2019/4/7, 
2019/4/8, 
2019/4/9, 
2019/4/10, 
2019/4/11, 
2019/4/12, 
2019/4/13, 
2019/4/14, 
2019/4/15, 
2019/4/16, 
2019/4/17, 
2019/4/18, 
2019/4/19, 
2019/4/20, 
2019/4/21, 
2019/4/22, 
2019/4/23, 
2019/4/24, 
2019/4/25, 
2019/4/26, 
2019/4/27, 
2019/4/28, 
2019/4/29, 
2019/4/30, 
2019/5/1, 
2019/5/2, 
2019/5/3, 
2019/5/4, 
2019/5/5, 
2019/5/6, 
2019/5/7, 
2019/5/8, 
2019/5/9, 
2019/5/10, 
2019/5/11, 
2019/5/12, 
2019/5/13, 
2019/5/14, 
2019/5/15, 
2019/5/16, 
2019/5/17, 
2019/5/18, 
2019/5/19, 
2019/5/20, 
2019/5/21, 
2019/5/22, 
2019/5/23, 
