date, pm25, o3
2020/1/2, 25, 
2020/1/3, 20, 
2020/1/4, 29, 
2020/1/5, 27, 
2020/1/6, 36, 
2020/1/7, 27, 
2020/1/8, 31, 
2020/1/9, 38, 
2020/1/10, 39, 
2020/1/11, 25, 
2020/1/12, 21, 
2020/1/13, 45, 
2020/1/14, 17, 
2020/1/15, 28, 
2019/10/1, 54, 49
2019/10/2, 63, 44
2019/10/3, 72, 39
2019/10/4, 48, 47
2019/10/5, 45, 30
2019/10/6, 40, 27
2019/10/7, 19, 23
2019/10/8, 19, 35
2019/10/9, 38, 36
2019/10/10, 35, 39
2019/10/11, 41, 26
2019/10/12, 14, 30
2019/10/13, 30, 30
2019/10/14, 34, 25
2019/10/15, 40, 28
2019/10/16, 25, 26
2019/10/17, 25, 33
2019/10/18, 28, 33
2019/10/19, 25, 24
2019/10/20, 27, 26
2019/10/21, 28, 31
2019/10/22, 22, 30
2019/10/23, 28, 37
2019/10/24, 39, 30
2019/10/25, 28, 21
2019/10/26, 24, 22
2019/10/27, 15, 19
2019/10/28, 22, 18
2019/10/29, 45, 16
2019/10/30, 23, 22
2019/10/31, 14, 18
2019/11/1, 26, 
2019/11/2, 35, 
2019/11/3, 32, 
2019/11/4, 45, 
2019/11/5, 51, 
2019/11/6, 43, 
2019/11/7, 51, 
2019/11/8, 21, 
2019/11/9, 39, 
2019/11/10, 44, 
2019/11/11, 43, 
2019/11/12, 15, 
2019/11/13, 28, 
2019/11/14, 39, 
2019/11/15, 42, 
2019/11/16, 46, 
2019/11/17, 50, 
2019/11/18, 55, 
2019/11/19, 43, 
2019/11/20, 37, 
2019/11/21, 47, 
2019/11/22, 46, 
2019/11/23, 17, 
2019/11/24, 22, 
2019/11/25, 38, 
2019/11/26, 37, 
2019/11/27, 31, 
2019/11/28, 18, 
2019/11/29, 26, 
2019/11/30, 35, 
2019/12/1, 19, 
2019/12/2, 20, 
2019/12/3, 30, 
2019/12/4, 39, 
2019/12/5, 42, 
2019/12/6, 49, 
2019/12/7, 53, 
2019/12/8, 48, 
2019/12/9, 43, 
2019/12/10, 25, 
2019/12/11, 27, 
2019/12/12, 25, 
2019/12/13, 15, 
2019/12/14, 34, 
2019/12/15, 50, 
2019/12/16, 28, 
2019/12/17, 18, 
2019/12/18, 26, 
2019/12/19, 40, 
2019/12/20, 48, 
2019/12/21, 28, 
2019/12/22, 15, 
2019/12/23, 17, 
2019/12/24, 32, 
2019/12/25, 37, 
2019/12/26, 35, 
2019/12/27, 51, 
2019/12/28, 40, 
2019/7/1, 49, 47
2019/7/2, 52, 34
2019/7/3, 63, 32
2019/7/4, 48, 31
2019/7/5, 56, 25
2019/7/6, 54, 30
2019/7/7, 29, 40
2019/7/8, 42, 41
2019/7/9, 51, 37
2019/7/10, 47, 33
2019/7/11, 41, 26
2019/7/12, 34, 21
2019/7/13, 30, 18
2019/7/14, 45, 22
2019/7/15, 35, 19
2019/7/16, 41, 21
2019/7/17, 32, 27
2019/7/18, 33, 25
2019/7/19, 44, 24
2019/7/20, 36, 21
2019/7/21, 32, 21
2019/7/22, 27, 33
2019/7/23, 27, 38
2019/7/24, 40, 42
2019/7/25, 46, 42
2019/7/26, 50, 45
2019/7/27, 55, 42
2019/7/28, 55, 41
2019/7/29, 61, 35
2019/7/30, 51, 33
2019/7/31, 40, 35
2019/8/1, 34, 36
2019/8/2, 45, 36
2019/8/3, 44, 40
2019/8/4, 36, 22
2019/8/5, 31, 42
2019/8/6, 42, 38
2019/8/7, 28, 38
2019/8/8, 41, 39
2019/8/9, 55, 32
2019/8/10, 53, 33
2019/8/11, 61, 46
2019/8/12, 60, 39
2019/8/13, 52, 38
2019/8/14, 33, 39
2019/8/15, 40, 40
2019/8/16, 35, 39
2019/8/17, 37, 41
2019/8/18, 49, 37
2019/8/19, 55, 49
2019/8/20, 53, 38
2019/8/21, 42, 28
2019/8/22, 52, 33
2019/8/23, 52, 31
2019/8/24, 41, 23
2019/8/25, 34, 19
2019/8/26, 22, 22
2019/8/27, 31, 35
2019/8/28, 31, 32
2019/8/29, 31, 44
2019/8/30, 39, 47
2019/8/31, 49, 36
2019/9/1, 47, 35
2019/9/2, 45, 41
2019/9/3, 51, 39
2019/9/4, 48, 44
2019/9/5, 45, 42
2019/9/6, 46, 40
2019/9/7, 56, 43
2019/9/8, 41, 45
2019/9/9, 48, 37
2019/9/10, 72, 40
2019/9/11, 73, 44
2019/9/12, 58, 58
2019/9/13, 60, 39
2019/9/14, 54, 40
2019/9/15, 52, 43
2019/9/16, 54, 48
2019/9/17, 61, 49
2019/9/18, 61, 43
2019/9/19, 52, 43
2019/9/20, 50, 41
2019/9/21, 57, 36
2019/9/22, 49, 31
2019/9/23, 40, 40
2019/9/24, 12, 38
2019/9/25, 48, 38
2019/9/26, 52, 40
2019/9/27, 54, 41
2019/9/28, 54, 37
2019/9/29, 61, 35
2019/9/30, 54, 5
2019/4/1, 25, 43
2019/4/2, 32, 45
2019/4/3, 46, 42
2019/4/4, 54, 35
2019/4/5, 29, 37
2019/4/6, 46, 34
2019/4/7, 34, 27
2019/4/8, 26, 36
2019/4/9, 24, 42
2019/4/10, 32, 39
2019/4/11, 42, 36
2019/4/12, 35, 33
2019/4/13, 34, 38
2019/4/14, 28, 38
2019/4/15, 22, 45
2019/4/16, 36, 49
2019/4/17, 46, 42
2019/4/18, 44, 37
2019/4/19, 7, 34
2019/4/20, 18, 43
2019/4/21, 30, 43
2019/4/22, 37, 43
2019/4/23, 46, 43
2019/4/24, 44, 39
2019/4/25, 29, 44
2019/4/26, 30, 45
2019/4/27, 32, 44
2019/4/28, 47, 51
2019/4/29, 51, 47
2019/4/30, 55, 35
