date, pm25, no2, co
2020/1/2, 107, , 11
2020/1/3, 85, , 8
2020/1/4, 85, , 8
2020/1/5, 103, , 9
2020/1/6, 139, , 10
2020/1/7, 114, , 16
2020/1/8, 101, , 
2020/1/13, 90, , 28
2020/1/14, 146, , 26
2020/1/15, 160, , 24
2020/1/16, 160, , 
2019/10/2, 31, , 21
2019/10/3, 12, , 22
2019/10/4, 9, , 20
2019/10/5, 11, , 20
2019/10/6, 8, , 24
2019/10/11, 7, , 23
2019/10/12, 7, , 23
2019/10/13, 10, , 29
2019/10/14, 9, , 22
2019/10/15, 7, , 20
2019/10/16, 7, , 23
2019/10/17, 8, , 25
2019/10/22, 25, , 37
2019/10/24, 11, , 20
2019/10/25, 11, , 20
2019/10/31, 8, , 41
2019/11/1, 9, , 21
2019/11/2, 9, , 29
2019/11/3, 6, , 62
2019/11/4, 13, , 19
2019/11/5, 14, , 16
2019/11/6, 9, , 20
2019/11/7, 7, , 38
2019/11/8, 8, , 28
2019/11/9, 11, , 27
2019/11/10, 27, , 28
2019/11/11, 30, , 26
2019/11/14, 89, , 18
2019/11/15, 93, , 12
2019/11/17, 65, , 9
2019/11/20, 151, , 15
2019/11/21, 170, , 8
2019/11/23, 140, , 11
2019/11/24, 82, , 10
2019/11/25, 109, , 8
2019/11/26, 132, , 12
2019/11/29, 156, , 27
2019/11/30, 138, , 26
2019/12/1, 122, , 31
2019/12/2, 130, , 30
2019/12/5, 149, , 42
2019/12/6, 118, , 30
2019/12/7, 72, , 
2019/12/15, 151, , 15
2019/12/16, 153, , 32
2019/12/17, 103, , 20
2019/12/18, 131, , 15
2019/12/19, 97, , 8
2019/12/20, 91, , 21
2019/12/21, 78, , 18
2019/12/22, 109, , 17
2019/12/23, 140, , 45
2019/12/24, 108, , 27
2019/12/26, 90, , 34
2019/12/27, 132, , 65
2019/12/28, 141, , 34
2019/7/2, 8, 5, 16
2019/7/3, 11, 9, 14
2019/7/4, 9, 10, 18
2019/7/18, 10, 12, 38
2019/7/19, 8, , 41
2019/7/20, 7, , 35
2019/7/21, 7, 7, 24
2019/7/22, 8, 7, 22
2019/7/23, 8, 10, 20
2019/7/28, 8, 9, 24
2019/7/29, 7, 9, 20
2019/8/4, 6, 11, 20
2019/8/5, 6, 11, 23
2019/8/6, 7, 11, 22
2019/8/7, 8, 8, 22
2019/8/8, 7, 9, 18
2019/8/9, 7, , 13
2019/8/10, 11, 8, 11
2019/8/11, 15, 9, 18
2019/8/12, 14, , 22
2019/8/13, 11, 6, 27
2019/8/14, 10, 7, 14
2019/8/15, 9, 8, 15
2019/8/16, 10, , 15
2019/8/17, 16, 9, 17
2019/8/18, 12, 10, 17
2019/8/19, 7, 11, 20
2019/8/20, 10, , 26
2019/8/21, 8, 9, 23
2019/8/22, 5, 8, 32
2019/8/23, 10, , 36
2019/8/24, 7, , 27
2019/8/25, 8, , 25
2019/8/26, 7, , 26
2019/8/27, 6, , 26
2019/8/28, 9, , 25
2019/8/29, 11, , 28
2019/8/30, 10, , 26
2019/8/31, 6, , 23
2019/9/1, 9, , 23
2019/9/2, 9, , 21
2019/9/3, 7, , 22
2019/9/4, 5, , 24
