date, pm25, o3, no2, so2, co
2020/1/2, 33, 14, 13, , 2
2020/1/3, 52, 21, 7, , 2
2020/1/4, 21, 25, 4, 2, 2
2020/1/5, 28, 22, 11, 10, 2
2020/1/6, 31, 21, 13, 3, 3
2020/1/7, 48, 23, 10, 1, 1
2020/1/8, 27, 19, 11, , 2
2020/1/9, 24, 20, 7, , 2
2020/1/10, 36, 23, 6, , 2
2020/1/11, 23, 23, 6, 7, 2
2020/1/12, 15, 15, 14, 2, 2
2020/1/13, 42, 14, 12, 3, 2
2020/1/14, 51, 15, 15, , 3
2020/1/15, 64, 15, 7, , 2
2020/1/16, 56, , , , 
2019/10/1, 48, 14, 6, , 2
2019/10/2, 19, 12, 5, , 2
2019/10/3, 14, 19, 5, , 1
2019/10/4, 12, 24, 4, , 1
2019/10/5, 20, 26, 7, 1, 2
2019/10/6, 33, 21, 13, 2, 2
2019/10/7, 32, 27, 11, , 2
2019/10/8, 34, 25, 10, , 2
2019/10/9, 25, 31, 7, , 2
2019/10/10, 44, 25, 6, , 2
2019/10/11, 28, 27, 3, 1, 1
2019/10/12, 9, 29, 3, 1, 1
2019/10/13, 12, 20, 8, 3, 1
2019/10/14, 26, 31, 11, 1, 4
2019/10/15, 43, 23, 8, 1, 1
2019/10/16, 29, 21, 5, 1, 1
2019/10/17, 18, 16, 13, 1, 2
2019/10/18, 35, 30, 13, 1, 2
2019/10/19, 42, 19, 20, 5, 5
2019/10/20, 63, 30, 12, , 3
2019/10/21, 48, 24, 4, 1, 1
2019/10/22, 21, 22, 8, 4, 1
2019/10/23, 28, 22, 10, 1, 2
2019/10/24, 33, 11, 17, , 3
2019/10/25, 36, 18, 12, , 3
2019/10/26, 43, 24, 6, 1, 1
2019/10/27, 39, 32, 10, 1, 
2019/10/28, 54, 21, 9, 1, 2
2019/10/29, 43, 12, 11, , 2
2019/10/30, 18, 13, 10, , 2
2019/10/31, 14, 18, 6, 2, 1
2019/11/1, 31, 18, 7, 3, 1
2019/11/2, 40, 21, 7, 5, 1
2019/11/3, 30, 20, 8, 2, 2
2019/11/4, 36, 20, 10, 4, 2
2019/11/5, 36, 16, 19, 1, 3
2019/11/6, 45, 24, 10, 1, 2
2019/11/7, 24, 21, 12, 1, 2
2019/11/8, 25, 20, 8, 2, 1
2019/11/9, 45, 17, 10, 3, 2
2019/11/10, 58, 17, 13, 1, 2
2019/11/11, 22, 24, 10, 2, 2
2019/11/12, 18, 23, 17, 3, 2
2019/11/13, 44, 16, 14, 6, 2
2019/11/14, 66, 15, 19, 5, 3
2019/11/15, 75, 26, 9, 2, 1
2019/11/16, 20, 24, 15, 2, 
2019/11/17, 45, 18, 27, 3, 
2019/11/18, 66, 1, 25, 2, 
2019/11/19, 107, 10, 19, 3, 3
2019/11/20, 82, 16, 8, 2, 2
2019/11/21, 46, 18, 11, 2, 2
2019/11/22, 20, 11, 18, 4, 3
2019/11/23, 49, 13, 11, 5, 3
2019/11/24, 65, 13, 10, 2, 2
2019/11/25, 58, 13, 17, 3, 4
2019/11/26, 68, 22, 6, 4, 2
2019/11/27, 31, 19, 4, 2, 1
2019/11/28, 18, 20, 8, 2, 2
2019/11/29, 16, 19, 6, 2, 2
2019/11/30, 36, 19, 8, 2, 2
2019/12/1, 34, 20, 9, 2, 2
2019/12/2, 22, 22, 9, 2, 2
2019/12/3, 34, 20, 12, 2, 3
2019/12/4, 47, 20, 10, 3, 2
2019/12/5, 26, 21, 10, 3, 2
2019/12/6, 38, 20, 13, 3, 2
2019/12/7, 24, 19, 6, 3, 2
2019/12/8, 51, 20, 6, 2, 2
2019/12/9, 46, 22, 8, 3, 2
2019/12/10, 29, 21, 10, 5, 2
2019/12/11, 42, 17, 14, 3, 2
2019/12/12, 53, 13, 14, 3, 3
2019/12/13, 49, 10, 19, 2, 5
2019/12/14, 79, 19, 7, 3, 2
2019/12/15, 37, 15, 18, 3, 3
2019/12/16, 50, 22, 13, 3, 2
2019/12/17, 47, 26, 7, , 2
2019/12/18, 29, 22, 15, 1, 2
2019/12/19, 40, 17, 26, , 4
2019/12/20, 76, 13, 17, 1, 3
2019/12/21, 97, 23, 13, 3, 3
2019/12/22, 72, 20, 17, 2, 4
2019/12/23, 71, 19, 10, , 2
2019/12/24, 57, 17, 9, 4, 3
2019/12/25, 61, 15, 10, , 2
2019/12/26, 49, 17, 7, 1, 2
2019/12/27, 53, 15, 6, , 2
2019/12/28, 54, , , , 
2019/7/1, 40, 42, 8, 4, 2
2019/7/2, 53, 43, 8, 4, 2
2019/7/3, 39, 43, 7, 4, 2
2019/7/4, 46, 43, 5, 4, 2
2019/7/5, 50, 35, 6, 2, 3
2019/7/6, 51, 32, 3, 2, 2
2019/7/7, 52, 35, 6, 2, 1
2019/7/8, 20, 43, 7, 4, 2
2019/7/9, 22, 60, 8, 4, 2
2019/7/10, 47, 41, 7, 5, 2
2019/7/11, 37, 43, 5, 4, 2
2019/7/12, 31, 43, 7, 5, 3
2019/7/13, 57, 41, 3, 1, 2
2019/7/14, 33, 54, 4, 5, 1
2019/7/15, 31, 26, 7, 1, 2
2019/7/16, 46, 35, 5, 3, 2
2019/7/17, 32, 32, 8, 1, 2
2019/7/18, 36, 27, 9, , 3
2019/7/19, 43, 31, 5, , 2
2019/7/20, 28, 33, 4, 4, 2
2019/7/21, 26, 27, 5, , 1
2019/7/22, 25, 29, 9, , 2
2019/7/23, 25, 30, 9, , 2
2019/7/24, 34, 45, 8, , 2
2019/7/25, 48, 46, 7, , 3
2019/7/26, 49, 47, 4, , 2
2019/7/27, 54, 41, 6, 1, 4
2019/7/28, 52, 37, 6, , 2
2019/7/29, 51, 37, 6, 1, 2
2019/7/30, 38, 34, 5, , 1
2019/7/31, 17, 39, 6, 1, 2
2019/8/1, 21, 45, 9, 1, 2
2019/8/2, 30, 57, 11, 1, 3
2019/8/3, 44, 41, 8, 3, 2
2019/8/4, 51, 45, 10, 2, 4
2019/8/5, 56, 38, 8, , 2
2019/8/6, 37, 36, 11, , 4
2019/8/7, 38, 31, 8, , 5
2019/8/8, 33, 30, 6, , 2
2019/8/9, 23, 30, 5, , 2
2019/8/10, 24, 39, 4, 3, 2
2019/8/11, 30, 47, 4, , 2
2019/8/12, 49, 44, 5, 2, 2
2019/8/13, 46, 31, 4, 2, 2
2019/8/14, 23, 29, 5, 1, 2
2019/8/15, 29, 42, 6, 2, 2
2019/8/16, 40, 39, 3, 1, 2
2019/8/17, 39, 36, 4, 1, 2
2019/8/18, 37, 38, 8, 2, 2
2019/8/19, 25, 40, 2, , 2
2019/8/20, 31, 40, 9, 1, 2
2019/8/21, 39, 28, 5, 1, 2
2019/8/22, 21, 23, 7, 1, 2
2019/8/23, 16, 22, 4, , 1
2019/8/24, 18, 13, 4, , 1
2019/8/25, 13, 30, 2, , 2
2019/8/26, 20, 24, 5, 2, 2
2019/8/27, 26, 26, 9, 4, 2
2019/8/28, 31, 31, 9, 3, 2
2019/8/29, 24, 32, 7, 1, 2
2019/8/30, 24, 25, 4, , 2
2019/8/31, 18, 23, 4, , 2
2019/9/1, 22, 33, 5, 1, 3
2019/9/2, 38, 28, 7, , 2
2019/9/3, 42, 28, 5, , 2
2019/9/4, 33, 30, 6, 1, 1
2019/9/5, 21, 29, 9, 1, 3
2019/9/6, 34, 27, 6, , 2
2019/9/7, 34, 20, 3, 1, 2
2019/9/8, 18, 20, 5, 1, 2
2019/9/9, 16, 45, 5, 2, 2
2019/9/10, 38, 38, 10, 1, 4
2019/9/11, 56, 15, 8, , 2
2019/9/12, 22, 27, 4, , 2
2019/9/13, 24, 27, 6, 3, 2
2019/9/14, 21, 25, 8, 1, 3
2019/9/15, 39, 35, 12, 1, 3
2019/9/16, 47, 33, 7, 1, 2
2019/9/17, 46, 31, 8, , 1
2019/9/18, 25, 40, 9, , 2
2019/9/19, 29, 41, 8, 2, 2
2019/9/20, 48, 43, 9, , 3
2019/9/21, 61, 36, 3, , 2
2019/9/22, 47, 30, 5, 1, 1
2019/9/23, 24, 27, 12, 2, 2
2019/9/24, 24, 26, 9, 1, 1
2019/9/25, 21, 26, 7, 1, 2
2019/9/26, 17, 34, 9, , 2
2019/9/27, 22, 23, 5, , 2
2019/9/28, 16, 17, 3, , 1
2019/9/29, 17, 25, 4, , 2
2019/9/30, 34, 27, 7, 1, 3
2019/4/1, 19, 34, 7, , 2
2019/4/2, 26, 37, 9, 6, 2
2019/4/3, 41, 31, 9, , 2
2019/4/4, 24, 31, 8, 1, 3
2019/4/5, 34, 44, 15, 1, 5
2019/4/6, 68, 39, 6, , 3
2019/4/7, 54, 38, 7, 1, 2
2019/4/8, 36, 37, 6, 2, 3
2019/4/9, 23, 29, 4, , 2
2019/4/10, 18, 28, 4, , 2
2019/4/11, 17, 32, 6, 2, 2
2019/4/12, 30, 39, 7, 3, 2
2019/4/13, 24, 30, 3, , 2
2019/4/14, 17, 39, 4, , 2
2019/4/15, 17, 23, 12, , 2
2019/4/16, 36, 35, 5, , 2
2019/4/17, 44, 33, 5, , 2
2019/4/18, 34, 28, 4, , 2
2019/4/19, 17, 29, 4, , 2
2019/4/20, 14, 34, 7, 6, 2
2019/4/21, 26, 40, 5, , 2
2019/4/22, 26, 32, 4, 1, 2
2019/4/23, 27, 32, 8, 1, 2
2019/4/24, 16, 29, 10, , 2
2019/4/25, 26, 38, 6, , 2
2019/4/26, 26, 35, 3, 1, 2
2019/4/27, 24, 37, 2, , 1
2019/4/28, 13, 29, 8, , 2
2019/4/29, 21, 28, 9, , 2
2019/4/30, 52, 27, 9, , 3
2019/5/1, 20, 25, 9, , 2
2019/5/2, 47, 22, 9, , 2
2019/5/3, 24, 31, 5, 1, 2
2019/5/4, 9, 40, 10, , 3
2019/5/5, 32, 37, 11, 2, 3
2019/5/6, 46, 24, 8, , 2
2019/5/7, 12, 32, 5, , 1
2019/5/8, 9, 33, 5, , 2
2019/5/9, 19, 31, 6, , 2
2019/5/10, 14, 32, 6, , 2
2019/5/11, 12, 27, 4, , 1
2019/5/12, 21, 28, 6, , 1
2019/5/13, 17, 35, 12, 1, 2
2019/5/14, 27, 41, 17, 4, 3
2019/5/15, 45, 42, 9, , 2
2019/5/16, 40, 29, 6, , 2
2019/5/17, 43, 38, 4, , 2
2019/5/18, 31, 38, 6, , 2
2019/5/19, 41, 22, 6, , 2
2019/5/20, 12, 28, 8, 3, 2
