date, pm10, o3, no2, so2
2020/1/2, 22, 6, 23, 2
2020/1/3, 25, 14, 24, 1
2020/1/4, 20, 10, 26, 
2020/1/5, 15, 7, 20, 
2020/1/6, 16, 11, 27, 2
2020/1/8, 24, 8, 18, 1
2020/1/9, 22, 24, 13, 
2020/1/10, 15, 22, 19, 
2020/1/11, 10, 10, 24, 
2020/1/12, 14, 10, 27, 2
2020/1/13, 23, 10, 24, 2
2020/1/14, 29, 10, 23, 1
2020/1/15, 26, 7, 13, 
2019/10/1, 22, 24, 9, 
2019/10/2, 15, 23, 17, 
2019/10/3, 10, 21, 16, 1
2019/10/4, 17, 15, 11, 
2019/10/5, 16, 22, 8, 
2019/10/6, 11, 31, 10, 
2019/10/7, 11, 11, 13, 1
2019/10/8, 19, 24, 11, 
2019/10/9, 25, 22, 12, 
2019/10/10, 27, 20, 15, 
2019/10/11, 24, 25, 12, 
2019/10/12, 25, 28, 7, 
2019/10/13, 19, 21, 14, 
2019/10/14, 24, 22, 12, 
2019/10/15, 14, 15, 11, 
2019/10/16, 12, 16, 13, 1
2019/10/17, 17, 15, 13, 
2019/10/18, 16, 24, 9, 
2019/10/19, 11, 25, 8, 
2019/10/20, 10, 11, 11, 
2019/10/21, 9, , , 
2019/10/22, 12, , , 
2019/10/23, 18, 8, 18, 
2019/10/24, 13, 12, 20, 1
2019/10/25, 13, 13, 16, 
2019/10/26, 13, 11, 14, 
2019/10/27, 11, 4, 20, 1
2019/10/28, 15, 8, 19, 1
2019/10/29, 19, 11, 17, 1
2019/10/30, 16, 18, 15, 
2019/10/31, 12, 11, 17, 
2019/11/1, 8, 6, 15, 
2019/11/2, 8, 26, 8, 
2019/11/3, 6, 14, 15, 
2019/11/4, 7, 21, 15, 
2019/11/5, 6, 15, 15, 
2019/11/6, 6, 10, 17, 
2019/11/7, 8, 13, 18, 
2019/11/8, 6, 18, 16, 
2019/11/9, 7, 27, 4, 
2019/11/10, 6, 23, 20, 
2019/11/11, 6, 28, 18, 
2019/11/12, 8, 9, 16, 
2019/11/13, 10, , , 
2019/11/15, 9, 18, 18, 
2019/11/16, 10, 9, 18, 
2019/11/17, 10, 19, 15, 
2019/11/18, 10, 17, 25, 1
2019/11/19, 15, 12, 12, 
2019/11/20, 20, , , 
2019/11/23, 10, 26, 11, 
2019/11/24, 8, 16, 21, 1
2019/11/25, 13, 5, 23, 1
2019/11/26, 19, 10, 15, 
2019/11/27, 17, 8, 13, 
2019/11/28, 13, 3, 10, 1
2019/11/29, 14, 6, 14, 
2019/12/2, 13, 11, 21, 1
2019/12/3, 19, 4, 20, 1
2019/12/4, 24, 10, 18, 1
2019/12/5, 19, 7, 21, 1
2019/12/6, 20, 4, 21, 1
2019/12/7, 21, 4, 20, 1
2019/12/8, 19, 17, 17, 1
2019/12/9, 16, 25, 20, 1
2019/12/10, 15, 15, 23, 1
2019/12/11, 26, 21, 16, 1
2019/12/12, 15, , 26, 1
2019/12/13, 14, 3, 16, 
2019/12/14, 16, 3, 16, 1
2019/12/15, 13, , 22, 2
2019/12/16, 18, 6, 18, 1
2019/12/17, 32, 2, 15, 1
2019/12/18, 54, 7, 17, 1
2019/12/19, 45, 22, 16, 
2019/12/20, 18, 14, 17, 
2019/12/21, 8, 22, 12, 
2019/12/22, 8, 20, 23, 1
2019/12/23, 11, 4, 17, 1
2019/12/24, 16, 4, 16, 
2019/12/25, 14, 15, 16, 
2019/12/26, 13, 8, 23, 1
2019/12/27, 18, 7, 22, 1
2019/12/28, 17, , , 
2019/7/1, 27, 40, 10, 
2019/7/2, 36, 36, 11, 
2019/7/3, 27, 51, 11, 
2019/7/4, 19, 42, 12, 
2019/7/5, 33, 44, 9, 
2019/7/6, 42, 42, 7, 
2019/7/7, 29, 31, 12, 
2019/7/8, 34, 35, 11, 
2019/7/9, 24, 32, 10, 
2019/7/10, 15, 35, 12, 
2019/7/11, 19, 38, 13, 1
2019/7/12, 19, 41, 9, 
