date, pm25, pm10, o3, no2, so2
2020/1/2, 24, 9, 26, 4, 
2020/1/3, 23, 7, 26, 5, 
2020/1/4, 19, 4, 25, 3, 
2020/1/5, 13, 9, 26, 5, 
2020/1/6, 25, 9, 21, 5, 
2020/1/7, 25, 16, 25, 11, 
2020/1/8, 39, 6, 22, 7, 
2020/1/9, 19, 10, 22, 10, 
2020/1/10, 27, 4, 26, 3, 
2020/1/11, 11, 5, 25, 7, 
2020/1/12, 15, 7, 26, 4, 
2020/1/13, 19, 7, 27, 4, 
2020/1/14, 19, 9, 26, 4, 
2020/1/15, 19, 9, 20, 2, 
2020/1/16, 23, , , , 
2019/10/1, 14, 4, 19, 6, 
2019/10/2, 8, 12, 9, 12, 
2019/10/3, 26, 6, 19, 8, 
2019/10/4, 17, 10, 4, 6, 
2019/10/5, 27, 5, 24, 3, 
2019/10/6, 12, 8, 16, 6, 
2019/10/7, 20, 11, 22, 3, 
2019/10/8, 25, 9, 21, 6, 
2019/10/9, 19, 7, 18, 3, 
2019/10/10, 15, 6, 22, 5, 
2019/10/11, 14, 9, 14, 8, 
2019/10/12, 21, 5, 21, 9, 
2019/10/13, 17, 8, 14, 14, 
2019/10/14, 22, 7, 18, 13, 
2019/10/15, 20, 10, 19, 12, 
2019/10/16, 25, 9, 8, 12, 
2019/10/17, 23, 5, 2, 6, 
2019/10/18, 12, 6, 2, 6, 
2019/10/19, 18, 5, 2, 2, 
2019/10/20, 13, 8, 1, 6, 
2019/10/21, 21, 10, 8, 11, 
2019/10/22, 28, 18, 13, 15, 
2019/10/23, 53, 15, 7, 11, 
2019/10/24, 47, 5, 12, 9, 
2019/10/25, 14, 6, 16, 9, 
2019/10/26, 22, 9, 24, 6, 
2019/10/27, 23, 11, 17, 13, 
2019/10/28, 28, 11, 15, 15, 
2019/10/29, 28, 16, 15, 15, 
2019/10/30, 43, 21, 10, 14, 
2019/10/31, 61, 12, 5, 14, 
2019/11/1, 37, 8, 20, 6, 
2019/11/2, 22, 19, 14, 9, 
2019/11/3, 58, 26, 3, 13, 
2019/11/4, 75, 12, 14, 7, 
2019/11/5, 34, 22, 5, 16, 
2019/11/6, 59, 7, 16, 13, 
2019/11/7, 25, 6, 20, 6, 
2019/11/8, 17, 14, 9, 13, 
2019/11/9, 43, 14, 21, 10, 
2019/11/10, 39, 7, 23, 7, 
2019/11/11, 22, 5, 24, 4, 
2019/11/12, 12, 16, 15, 13, 
2019/11/13, 44, 6, 18, 7, 
2019/11/14, 19, 7, 19, 6, 
2019/11/15, 21, 10, 15, 11, 
2019/11/16, 35, 8, 11, 7, 
2019/11/17, 29, 12, 17, 8, 
2019/11/18, 33, 23, 1, 17, 
2019/11/19, 63, 18, 8, 18, 
2019/11/20, 55, 21, 7, 16, 
2019/11/21, 63, 15, 10, 16, 
2019/11/22, 50, 17, 8, 13, 
2019/11/23, 54, 27, 4, 11, 
2019/11/24, 76, 12, 7, 12, 
2019/11/25, 42, 9, 12, 9, 
2019/11/26, 26, 10, 17, 9, 
2019/11/27, 34, 6, 18, 8, 
2019/11/28, 18, 14, 18, 14, 
2019/11/29, 39, 22, 1, 19, 
2019/11/30, 68, 20, 14, 14, 
2019/12/1, 63, 9, 20, 10, 
2019/12/2, 31, 10, 20, 15, 
2019/12/3, 31, 19, 14, 18, 
2019/12/4, 60, 8, 22, 6, 
2019/12/5, 25, 3, 24, 3, 
2019/12/6, 7, 6, 21, 4, 
2019/12/7, 20, 7, 29, 3, 
2019/12/8, 18, 10, 24, 8, 
2019/12/9, 26, 8, 24, 6, 
2019/12/10, 24, 9, 21, 10, 
2019/12/11, 26, 7, 17, 12, 
2019/12/12, 24, 5, 22, 6, 
2019/12/13, 16, 8, 26, 3, 
2019/12/14, 21, 5, 28, 4, 
2019/12/15, 15, 13, 23, 12, 
2019/12/16, 35, 25, 7, 19, 
2019/12/17, 72, 13, 8, 19, 
2019/12/18, 46, 7, 21, 7, 
2019/12/19, 21, 9, 21, 12, 
2019/12/20, 27, 13, 16, 14, 
2019/12/21, 42, 9, 21, 10, 
2019/12/22, 31, 9, 22, 8, 
2019/12/23, 23, 7, 23, 9, 
2019/12/24, 23, 15, 25, 9, 
2019/12/25, 44, 14, 15, 11, 
2019/12/26, 50, 16, 9, 10, 
2019/12/27, 57, 10, 16, 7, 
2019/12/28, 38, , , , 
2019/7/1, 14, 8, , 3, 
2019/7/2, 17, 10, , 4, 
2019/7/3, 22, 10, , 3, 
2019/7/4, 23, 7, , 2, 
2019/7/5, 15, 6, , 2, 
2019/7/6, 14, 6, , 2, 
2019/7/7, 16, 10, , 6, 
2019/7/8, 18, 10, , 4, 
2019/7/9, 28, 6, , 2, 
2019/7/10, 11, 5, , 3, 
2019/7/11, 11, 8, , 1, 
2019/7/12, 20, 8, , 2, 
2019/7/13, 18, 8, , 3, 
2019/7/14, 18, 10, , 4, 
2019/7/15, 28, 11, , 4, 
2019/7/16, 30, 11, , 5, 
2019/7/17, 27, 7, 23, 4, 
2019/7/18, 17, 7, 14, 5, 
2019/7/19, 18, 7, 23, 1, 
2019/7/20, 16, 5, 21, 1, 
2019/7/21, 11, 7, 18, 1, 
2019/7/22, 13, 11, 45, 5, 
2019/7/23, 24, 11, 36, 5, 
2019/7/24, 30, 19, 60, 8, 
2019/7/25, 37, 11, 26, 4, 
2019/7/26, 27, 6, 23, 2, 
2019/7/27, 14, 2, 19, 3, 
2019/7/28, 5, 6, 32, 4, 
2019/7/29, 14, 11, 23, 7, 
