date, pm10, o3, no2, so2, co
2020/1/2, 43, 7, 7, , 
2020/1/3, 53, , , , 
2020/1/5, 13, 16, 11, 1, 
2020/1/6, 27, 13, 19, 2, 
2020/1/7, 45, 8, 16, 2, 
2020/1/8, 50, 12, 12, 8, 
2020/1/9, 57, 6, 23, 8, 
2020/1/10, 71, 9, 16, 2, 
2020/1/11, 54, 9, 6, , 
2020/1/12, 25, 9, 8, , 
2020/1/13, 26, 6, 10, 4, 
2020/1/14, 36, 4, 12, 1, 
2020/1/15, 41, 3, 7, , 
2020/1/16, 32, , , , 
2019/10/1, 25, 23, 13, 3, 
2019/10/2, 30, 20, 4, , 
2019/10/3, 14, 16, 10, , 
2019/10/4, 18, 4, 10, , 
2019/10/5, 22, , , , 
2019/10/7, 17, 25, 8, , 
2019/10/8, 16, 20, 17, 3, 
2019/10/9, 36, 21, 8, , 
2019/10/10, 12, 17, 13, 2, 
2019/10/11, 18, 20, 14, 1, 
2019/10/12, 30, , 17, , 
2019/10/13, 46, 23, 18, 4, 
2019/10/14, 48, 16, 19, 1, 
2019/10/15, 38, 18, 12, 1, 
2019/10/16, 39, 20, 12, 3, 
2019/10/17, 30, 18, 19, , 
2019/10/18, 28, 20, 16, , 
2019/10/19, 29, 21, 17, 2, 
2019/10/20, 36, 14, 21, 1, 
2019/10/21, 39, 16, 17, 4, 
2019/10/22, 45, 34, 19, 6, 
2019/10/23, 69, 14, 22, 3, 
2019/10/24, 72, 25, 12, 1, 
2019/10/25, 65, , , , 
2019/10/27, 63, 22, 10, , 
2019/10/28, 43, 14, 4, , 
2019/10/29, 13, 15, 4, , 
2019/10/30, 13, 20, 4, , 
2019/10/31, 14, 11, 6, 8, 
2019/11/1, 22, 8, 7, 2, 
2019/11/2, 27, 16, 4, , 
2019/11/3, 20, 18, 10, , 
2019/11/4, 11, 21, 9, 1, 
2019/11/5, 15, 18, 7, , 
2019/11/6, 88, 10, 10, 1, 
2019/11/7, 23, 13, 5, , 
2019/11/8, 22, 13, 7, 1, 
2019/11/9, 19, 11, 3, , 
2019/11/10, 9, 10, 7, 2, 
2019/11/11, 20, 10, 6, 1, 
2019/11/12, 23, 22, 8, 8, 
2019/11/13, 19, 12, 6, , 
2019/11/14, 17, 9, 8, 5, 
2019/11/15, 35, 16, 7, 1, 
2019/11/16, 26, 16, 6, 8, 
2019/11/17, 26, 20, 12, 2, 
2019/11/18, 22, 10, 11, 1, 
2019/11/19, 34, 12, 7, 1, 
2019/11/20, 23, 11, 10, 3, 
2019/11/21, 30, 9, 7, 3, 
2019/11/22, 17, 9, 5, 6, 
2019/11/23, 16, 10, 4, 3, 
2019/11/24, 21, 6, 8, 1, 
2019/11/25, 26, 5, 9, 3, 
2019/11/26, 42, 1, 8, , 
2019/11/27, 37, 6, 14, 1, 
2019/11/28, 35, 8, 17, 1, 
2019/11/29, 34, 23, 10, , 
2019/11/30, 21, 19, 10, 3, 
2019/12/1, 32, 16, 6, 1, 
2019/12/2, 21, 14, 10, , 
