date, pm25, o3, no2
2020/1/2, 21, 16, 
2020/1/3, 24, 28, 
2020/1/4, 20, 36, 
2020/1/5, 31, 33, 
2020/1/6, 23, 30, 
2020/1/7, 29, 36, 
2020/1/8, 34, 31, 
2020/1/9, 26, 26, 
2020/1/10, 32, 24, 
2020/1/11, 17, 15, 
2020/1/12, 28, 16, 
2020/1/13, 30, 10, 
2020/1/14, 27, 16, 
2020/1/15, 35, 8, 
2020/1/16, 41, , 
2019/10/1, 29, 36, 
2019/10/2, 37, 36, 
2019/10/3, 42, 37, 
2019/10/4, 47, 37, 
2019/10/5, 47, 36, 
2019/10/6, 51, 19, 
2019/10/7, 24, 33, 
2019/10/8, 15, 55, 
2019/10/9, 43, 42, 
2019/10/10, 23, 15, 
2019/10/11, 9, 22, 
2019/10/12, 12, 30, 
2019/10/13, 34, 26, 
2019/10/14, 41, 17, 
2019/10/15, 18, 19, 
2019/10/16, 24, 19, 
2019/10/17, 15, 31, 
2019/10/18, 17, 33, 
2019/10/19, 36, 25, 
2019/10/20, 13, 30, 
2019/10/21, 15, 32, 
2019/10/22, 16, 38, 
2019/10/23, 20, 35, 
2019/10/24, 22, 17, 
2019/10/25, 8, 25, 
2019/10/26, 14, 55, 
2019/10/27, 41, 32, 
2019/10/28, 36, 18, 
2019/10/29, 25, 13, 
2019/10/30, 7, 25, 
2019/10/31, 6, 28, 
2019/11/1, 16, 32, 
2019/11/2, 32, 41, 
2019/11/3, 33, 35, 
2019/11/4, 22, 30, 
2019/11/5, 26, 38, 
2019/11/6, 39, 19, 
2019/11/7, 46, 15, 
2019/11/8, 19, 28, 
2019/11/9, 26, 42, 
2019/11/10, 43, 18, 
2019/11/11, 25, 26, 
2019/11/12, 10, 21, 
2019/11/13, 18, 21, 
2019/11/14, 19, 31, 
2019/11/15, 30, 30, 
2019/11/16, 39, 37, 
2019/11/17, 50, 38, 
2019/11/18, 39, 47, 
2019/11/19, 51, 41, 
2019/11/20, 28, 33, 
2019/11/21, 23, 13, 
2019/11/22, 19, 20, 
2019/11/23, 17, 30, 
2019/11/24, 33, 31, 
2019/11/25, 36, 21, 
2019/11/26, 44, 30, 
2019/11/27, 29, 24, 
2019/11/28, 40, 19, 
2019/11/29, 24, 18, 
2019/11/30, 29, 28, 
2019/12/1, 8, 30, 
2019/12/2, 12, 29, 
2019/12/3, 39, 31, 
2019/12/4, 35, 42, 
2019/12/5, 47, 32, 
2019/12/6, 36, 33, 
2019/12/7, 47, 37, 
2019/12/8, 57, 21, 
2019/12/9, 32, 23, 
2019/12/10, 7, 25, 
2019/12/11, 10, 22, 
2019/12/12, 24, 28, 
2019/12/13, 36, 39, 
2019/12/14, 39, 26, 
2019/12/15, 35, 12, 
2019/12/16, 35, 29, 
2019/12/17, 14, 31, 
2019/12/18, 18, 33, 
2019/12/19, 41, 24, 
2019/12/20, 45, 21, 
2019/12/21, 31, 30, 
2019/12/22, 30, 30, 
2019/12/23, 30, 34, 
2019/12/24, 50, 35, 
2019/12/25, 53, 31, 
2019/12/26, 34, 20, 
2019/12/27, 43, 20, 
2019/12/28, 7, , 
2019/7/1, 52, 28, 
2019/7/2, 31, 34, 
2019/7/3, 35, 25, 
2019/7/4, 45, 37, 
2019/7/5, 48, 41, 
2019/7/6, 48, 27, 
2019/7/7, 40, 31, 
2019/7/8, 25, 39, 
2019/7/9, 35, 33, 
2019/7/10, 34, 26, 
2019/7/11, 24, 37, 
2019/7/12, 25, 28, 
2019/7/13, 23, 27, 
2019/7/14, 10, 24, 
2019/7/15, 37, 28, 
2019/7/16, 17, 22, 
2019/7/17, 1, 35, 
2019/7/18, 1, 35, 
2019/7/19, 16, 34, 
2019/7/20, 29, 23, 
2019/7/21, 37, 25, 
2019/7/22, 42, 31, 
2019/7/23, 27, 38, 
2019/7/24, 26, 37, 
2019/7/25, 34, 40, 
2019/7/26, 39, 36, 
2019/7/27, 29, 24, 
2019/7/28, 36, 22, 
2019/7/29, 42, 22, 
2019/7/30, 33, 25, 
2019/7/31, 41, 32, 
2019/8/1, 38, 35, 
2019/8/2, 36, 28, 
2019/8/3, 37, 31, 
2019/8/4, 39, 31, 
2019/8/5, 32, 38, 
2019/8/6, 28, 31, 
2019/8/7, 30, 26, 
2019/8/8, 34, 35, 
2019/8/9, 35, 31, 
2019/8/10, 34, 29, 
2019/8/11, 33, 37, 
2019/8/12, 19, 33, 
2019/8/13, 23, 26, 
2019/8/14, 29, 33, 
2019/8/15, 29, 41, 
2019/8/16, 33, 27, 
2019/8/17, 26, 23, 
2019/8/18, 31, 36, 
2019/8/19, 39, 28, 
2019/8/20, 65, 31, 
2019/8/21, 61, 28, 
2019/8/22, 47, 21, 
2019/8/23, 18, 24, 
2019/8/24, 22, 22, 
2019/8/25, 26, 30, 
2019/8/26, 46, 38, 
2019/8/27, 34, 25, 
2019/8/28, 33, 42, 
