date, pm25, o3
2020/1/2, 34, 
2020/1/3, 49, 
2020/1/4, 20, 
2020/1/5, 37, 
2020/1/6, 36, 
2020/1/7, 59, 
2020/1/8, 51, 
2020/1/9, 26, 
2020/1/10, 42, 
2020/1/11, 15, 
2020/1/12, 27, 
2020/1/13, 23, 
2020/1/14, 17, 
2020/1/15, 27, 
2019/10/1, 21, 19
2019/10/2, 28, 19
2019/10/3, 18, 
2019/10/4, 20, 
2019/10/5, 21, 
2019/10/6, 21, 
2019/10/7, 29, 
2019/10/8, 25, 
2019/10/9, 18, 
2019/10/10, 39, 
2019/10/11, 41, 
2019/10/12, 43, 
2019/10/13, 38, 
2019/10/14, 44, 
2019/10/15, 52, 
2019/10/16, 49, 
2019/10/17, 18, 
2019/10/18, 24, 
2019/10/19, 25, 
2019/10/20, 27, 
2019/10/21, 29, 
2019/10/22, 32, 
2019/10/23, 26, 
2019/10/24, 38, 
2019/10/25, 37, 
2019/10/26, 17, 
2019/10/27, 30, 
2019/10/28, 33, 
2019/10/29, 28, 
2019/10/30, 17, 
2019/10/31, 41, 
2019/11/1, 50, 
2019/11/2, 49, 
2019/11/3, 43, 
2019/11/4, 45, 
2019/11/5, 54, 
2019/11/6, 62, 
2019/11/7, 54, 
2019/11/8, 58, 
2019/11/9, 60, 
2019/11/10, 55, 
2019/11/11, 42, 
2019/11/12, 49, 
2019/11/13, 40, 
2019/11/14, 55, 
2019/11/15, 51, 
2019/11/16, 33, 
2019/11/17, 40, 
2019/11/18, 43, 
2019/11/19, 21, 
2019/11/20, 37, 
2019/11/21, 38, 
2019/11/22, 49, 
2019/11/23, 49, 
2019/11/24, 60, 
2019/11/25, 45, 
2019/11/26, 33, 
2019/11/27, 14, 
2019/11/28, 26, 
2019/11/29, 44, 
2019/11/30, 29, 
2019/12/1, 8, 
2019/12/2, 41, 
2019/12/3, 53, 
2019/12/4, 62, 
2019/12/5, 56, 
2019/12/6, 21, 
2019/12/7, 45, 
2019/12/8, 31, 
2019/12/9, 45, 
2019/12/10, 47, 
2019/12/11, 60, 
2019/12/12, 56, 
2019/12/13, 29, 
2019/12/14, 39, 
2019/12/15, 43, 
2019/12/16, 44, 
2019/12/17, 54, 
2019/12/18, 30, 
2019/12/19, 46, 
2019/12/20, 8, 
2019/12/21, 14, 
2019/12/22, 39, 
2019/12/23, 21, 
2019/12/24, 36, 
2019/12/25, 20, 
2019/12/26, 26, 
2019/12/27, 51, 
2019/12/28, 50, 
2019/7/18, 18, 37
2019/7/19, 18, 39
2019/7/20, 20, 38
2019/7/21, 23, 33
2019/7/22, 25, 31
2019/7/23, 20, 38
2019/7/24, 19, 49
2019/7/25, 47, 72
2019/7/26, 173, 37
2019/7/27, 132, 41
2019/7/28, 159, 44
2019/7/29, 136, 42
2019/7/30, 114, 40
2019/7/31, 61, 34
2019/8/1, 49, 30
2019/8/2, 18, 30
2019/8/3, 40, 30
2019/8/4, 34, 39
2019/8/5, 42, 41
2019/8/6, 47, 38
2019/8/7, 41, 25
2019/8/8, 25, 28
2019/8/9, 27, 29
2019/8/10, 20, 31
2019/8/11, 21, 39
2019/8/12, 28, 38
2019/8/13, 32, 39
2019/8/14, 25, 34
2019/8/15, 22, 41
2019/8/16, 20, 39
2019/8/17, 23, 35
2019/8/18, 24, 37
2019/8/19, 25, 37
2019/8/20, 27, 25
2019/8/21, 23, 29
2019/8/22, 21, 39
2019/8/23, 24, 43
2019/8/24, 26, 39
2019/8/29, 26, 34
2019/8/30, 22, 31
2019/8/31, 17, 21
2019/9/1, 13, 28
2019/9/2, 16, 31
2019/9/3, 18, 43
2019/9/4, 21, 44
2019/9/5, 26, 34
2019/9/6, 25, 23
2019/9/7, 22, 26
2019/9/8, 9, 29
2019/9/9, 12, 27
2019/9/10, 11, 30
2019/9/11, 12, 35
2019/9/12, 15, 31
2019/9/13, 17, 32
2019/9/14, 16, 25
2019/9/15, 14, 25
2019/9/16, 14, 18
2019/9/17, 16, 19
2019/9/18, 18, 23
2019/9/19, 14, 25
2019/9/20, 22, 27
2019/9/21, 21, 19
2019/9/22, 24, 25
2019/9/23, 20, 23
2019/9/24, 20, 25
2019/9/25, 26, 27
2019/9/26, 27, 27
2019/9/27, 20, 26
2019/9/28, 11, 17
2019/9/29, 22, 23
2019/9/30, 16, 21
2019/4/18, 18, 
2019/4/19, 17, 
2019/4/20, 10, 
2019/4/21, 13, 
2019/4/22, 16, 
2019/4/23, 16, 44
2019/4/24, 18, 47
2019/4/25, 22, 44
2019/4/26, 30, 44
2019/4/27, 22, 43
2019/4/28, 21, 44
2019/4/29, 19, 40
2019/4/30, 20, 42
2019/5/1, 20, 49
2019/5/2, 23, 45
2019/5/3, 22, 41
2019/5/4, 19, 41
2019/5/5, 22, 37
2019/5/6, 17, 38
2019/5/7, 17, 37
2019/5/8, 18, 41
2019/5/9, 17, 49
2019/5/10, 17, 46
2019/5/11, 24, 39
2019/5/12, 22, 34
2019/5/13, 14, 26
2019/5/14, 16, 29
2019/5/15, 14, 37
2019/5/16, 8, 32
2019/5/17, 12, 35
2019/5/18, 14, 32
2019/5/19, 10, 34
2019/5/20, 12, 23
2019/5/21, 9, 27
2019/5/22, 14, 29
2019/5/23, 15, 34
2019/5/24, 16, 36
2019/5/25, 12, 28
2019/5/26, 10, 27
2019/5/27, 14, 35
2019/5/28, 24, 38
2019/5/29, 48, 42
2019/5/30, 41, 39
2019/5/31, 32, 40
2019/6/1, 35, 40
2019/6/2, 25, 39
2019/6/3, 21, 46
2019/6/4, 15, 36
2019/6/5, 14, 28
2019/6/6, 11, 28
2019/6/7, 10, 29
2019/6/8, 12, 40
2019/6/9, 15, 46
2019/6/10, 16, 52
2019/6/11, 21, 43
2019/6/12, 25, 38
2019/6/13, 18, 41
2019/6/14, 19, 50
2019/6/15, 13, 36
2019/6/16, 13, 34
2019/6/17, 13, 40
2019/6/18, 11, 41
2019/6/19, 13, 26
2019/6/20, 13, 
2018/10/1, 41, 3
2018/10/2, 32, 
2018/7/1, 7, 
2018/7/2, 5, 
2018/7/3, 6, 
2018/7/4, 9, 
2018/7/5, 27, 
2018/7/6, 9, 
2018/7/7, 6, 
2018/7/8, 10, 
2018/7/9, 13, 
2018/7/10, 11, 
2018/7/11, 10, 
2018/7/12, 17, 
2018/7/13, 24, 
2018/7/14, 25, 
2018/7/15, 23, 
2018/7/16, 40, 
2018/7/17, 53, 
2018/7/18, 102, 
2018/7/19, 132, 
2018/7/20, 188, 
2018/7/21, 193, 
2018/7/22, 218, 
2018/7/23, 321, 
2018/8/23, 163, 36
2018/8/24, 101, 37
2018/8/25, 80, 28
2018/8/26, 56, 30
2018/8/27, 45, 41
2018/8/28, 44, 44
2018/8/29, 101, 37
2018/8/30, 87, 30
2018/8/31, 40, 36
2018/9/1, 42, 38
2018/9/2, 47, 34
2018/9/3, 45, 35
2018/9/4, 47, 46
2018/9/5, 70, 48
2018/9/6, 114, 46
2018/9/7, 130, 28
2018/9/8, 87, 36
2018/9/9, 85, 35
2018/9/10, 97, 32
2018/9/11, 49, 29
2018/9/12, 37, 29
2018/9/13, 47, 29
2018/9/14, 87, 28
2018/9/15, 104, 31
2018/9/16, 36, 32
2018/9/17, 49, 36
2018/9/18, 47, 33
2018/9/19, 37, 38
2018/9/20, 36, 40
2018/9/21, 49, 25
2018/9/22, 51, 31
2018/9/23, 36, 35
2018/9/24, 38, 46
2018/9/25, 39, 46
2018/9/26, 41, 50
2018/9/27, 74, 53
2018/9/28, 144, 34
2018/9/29, 63, 24
2018/9/30, 40, 9
2018/5/15, 25, 
2018/5/16, 17, 
2018/5/17, 15, 
2018/5/20, 17, 
2018/5/21, 17, 
2018/6/9, 4, 
2018/6/10, 6, 
2018/6/11, 4, 
2018/6/12, 8, 
2018/6/13, 9, 
2018/6/14, 5, 
2018/6/15, 7, 
2018/6/16, 9, 
2018/6/17, 10, 
2018/6/18, 12, 
2018/6/19, 21, 
2018/6/20, 28, 
2018/6/21, 21, 
2018/6/22, 12, 
2018/6/23, 9, 
2018/6/24, 11, 
2018/6/25, 7, 
2018/6/26, 9, 
2018/6/27, 11, 
2018/6/28, 9, 
2018/6/29, 9, 
2018/6/30, 9, 
2019/7/17, , 26
2019/8/25, , 44
2019/8/26, , 55
2019/8/27, , 42
2019/8/28, , 33
2018/8/22, , 54
