date, pm25, pm10, o3, no2, so2
2020/1/2, 127, 23, 15, 8, 
2020/1/3, 70, 8, 26, 3, 
2020/1/4, 23, 14, 27, 4, 
2020/1/5, 29, 13, 21, 7, 
2020/1/6, 38, 20, 10, 9, 
2020/1/7, 66, 12, 16, 7, 
2020/1/8, 42, 13, 14, 8, 
2020/1/9, 42, 10, 23, 6, 
2020/1/10, 37, 9, 23, 6, 
2020/1/11, 24, 14, 20, 5, 
2020/1/12, 45, 14, 19, 8, 
2020/1/13, 48, 22, 11, 11, 
2020/1/14, 67, 24, 12, 9, 
2020/1/15, 72, , , , 
2019/10/1, 28, 10, 24, 4, 
2019/10/2, 36, 10, 16, 3, 
2019/10/3, 31, 12, 21, 5, 
2019/10/4, 37, 8, 19, 4, 
2019/10/5, 37, 14, 21, 7, 
2019/10/6, 49, 20, 24, 14, 
2019/10/7, 57, 15, 14, 7, 
2019/10/8, 52, 12, 22, 4, 
2019/10/9, 30, 7, 23, 3, 
2019/10/10, 23, 12, 23, 5, 
2019/10/11, 43, 13, 32, 4, 
2019/10/12, 37, 18, 30, 9, 
2019/10/13, 47, 31, 16, 16, 
2019/10/14, 74, 38, 19, 12, 
2019/10/15, 93, 20, 25, 4, 
2019/10/16, 50, 16, 23, 13, 
2019/10/17, 40, 19, 22, 12, 
2019/10/18, 49, 14, 15, 10, 
2019/10/19, 41, 20, 9, 10, 
2019/10/20, 60, 34, 5, 12, 
2019/10/21, 88, 41, 10, 13, 
2019/10/22, 105, 56, 4, 19, 
2019/10/23, 132, 38, 7, 19, 
2019/10/24, 94, 23, 17, 9, 
2019/10/25, 64, 22, 21, 9, 
2019/10/26, 56, 15, 24, 5, 
2019/10/27, 43, 12, 25, 7, 
2019/10/28, 30, 19, 20, 10, 
2019/10/29, 52, 24, 17, 16, 
2019/10/30, 66, 38, 13, 18, 
2019/10/31, 90, 31, 15, 18, 
2019/11/1, 87, 12, 16, 6, 
2019/11/2, 50, 20, 7, 9, 
2019/11/3, 72, 9, 20, 5, 
2019/11/4, 30, 8, 21, 5, 
2019/11/5, 27, 13, 17, 6, 
2019/11/6, 47, 15, 17, 12, 
2019/11/7, 50, 26, 6, 18, 
2019/11/8, 75, 19, 14, 6, 
2019/11/9, 58, 23, 11, 9, 
2019/11/10, 72, 22, 7, 12, 
2019/11/11, 69, 23, 8, 11, 
2019/11/12, 73, 12, 13, 8, 
2019/11/13, 44, 18, 14, 14, 
2019/11/14, 58, 18, 16, 14, 
2019/11/15, 57, 20, 15, 9, 
2019/11/16, 60, 25, 19, 10, 
2019/11/17, 73, 17, 15, 8, 
2019/11/18, 57, 18, 12, 13, 
2019/11/19, 56, 40, 4, 13, 
2019/11/20, 94, 34, 3, 16, 
2019/11/21, 96, 18, 14, 11, 
2019/11/22, 59, 17, 17, 6, 
2019/11/23, 61, 22, 14, 5, 
2019/11/24, 71, 24, 9, 6, 
2019/11/25, 72, 16, 8, 7, 
2019/11/26, 56, 21, 10, 9, 
2019/11/27, 70, 10, 22, 5, 
2019/11/28, 36, 8, 23, 4, 
2019/11/29, 25, 11, 22, 6, 
2019/11/30, 35, 26, 12, 15, 
