date, pm25, o3, no2, so2
2018/9/17, 32, , , 
2018/4/1, 21, 34, 7, 2
2018/4/2, 37, 29, 6, 1
2018/4/3, 24, 34, 2, 
2018/4/4, 15, 40, 4, 
2018/4/5, 19, 40, 4, 
2018/4/6, 23, 32, 3, 
2018/4/7, 22, 38, 5, 
2018/4/8, 26, 36, 5, 1
2018/4/9, 33, 42, 6, 
2018/4/10, 26, 28, 7, 2
2018/4/11, 34, , , 
2018/1/1, 26, 23, , 3
2018/1/2, 32, 22, , 2
2018/1/3, 32, 28, 7, 
2018/1/4, 18, 24, 10, 
2018/1/5, 28, 26, 11, 1
2018/1/6, 35, 24, 8, 2
2018/1/7, 34, 23, 8, 1
2018/1/8, 43, 15, 15, 2
2018/1/9, 52, 16, 9, 
2018/1/10, 28, 20, 4, 
2018/1/11, 14, 30, 2, 
2018/1/12, 13, 29, 3, 
2018/1/13, 23, 27, 12, 
2018/1/14, 31, 24, 7, 1
2018/1/15, 34, 13, 15, 2
2018/1/16, 52, 26, 15, 2
2018/1/17, 34, 21, 10, 3
2018/1/18, 38, 27, 9, 3
2018/1/19, 41, 25, 8, 3
2018/1/20, 44, 14, 10, 
2018/1/21, 50, 19, 13, 
2018/1/22, 21, 25, 4, 1
2018/1/23, 19, 28, 3, 
2018/1/24, 21, 20, 7, 
2018/1/25, 32, 28, 8, 
2018/1/26, 31, 30, 4, 3
2018/1/27, 41, 24, 6, 1
2018/1/28, 37, 25, 3, 
2018/1/29, 17, 28, 6, 2
2018/1/30, 20, 21, 7, 2
2018/1/31, 29, 25, 5, 
2018/2/1, 32, 28, 3, 
2018/2/2, 20, 20, 7, 2
2018/2/3, 22, 27, 4, 1
2018/2/4, 26, 31, 6, 2
2018/2/5, 26, 29, 8, 1
2018/2/6, 37, 30, 9, 
2018/2/7, 43, 29, 9, 1
2018/2/8, 37, 25, 11, 1
2018/2/9, 38, 31, 7, 
2018/2/10, 40, 31, 6, 
2018/2/11, 33, 33, 12, 
2018/2/12, 39, 31, 19, 
2018/2/13, 40, 31, 13, 
2018/2/14, 48, 12, 15, 
2018/2/15, 45, 30, 6, 
2018/2/16, 32, 28, 12, 2
2018/2/17, 37, 30, 6, 
2018/2/18, 35, 19, 12, 
2018/2/19, 27, 22, 5, 
2018/2/20, 23, 23, 3, 
2018/2/21, 20, 27, 3, 
2018/2/22, 18, 17, 3, 1
2018/2/23, 23, 20, 2, 1
2018/2/24, 21, 34, 2, 3
2018/2/25, 24, 33, 4, 1
2018/2/26, 26, 36, 5, 2
2018/2/27, 27, 31, 5, 2
2018/2/28, 32, 29, 2, 
2018/3/1, 35, 32, 4, 
2018/3/2, 27, 33, 4, 
2018/3/3, 21, 33, 4, 1
2018/3/4, 21, 32, 3, 3
2018/3/5, 16, 26, 6, 1
2018/3/6, 27, 31, 4, 
2018/3/7, 21, 30, 2, 
2018/3/8, 19, 32, 3, 
2018/3/9, 21, 35, 7, 
2018/3/10, 25, 34, 10, 
2018/3/11, 26, 34, 10, 
2018/3/12, 33, 34, 2, 
2018/3/13, 25, 36, 3, 
2018/3/14, 24, 35, 3, 
2018/3/15, 26, 32, 6, 
2018/3/16, 27, 36, 16, 
2018/3/17, 32, 39, 11, 
2018/3/18, 36, 34, 1, 
2018/3/19, 19, 31, 1, 
2018/3/20, 18, 34, 2, 
2018/3/21, 19, 37, 6, 
2018/3/22, 24, 35, 4, 
2018/3/23, 22, 34, 4, 
2018/3/24, 21, 37, 1, 
2018/3/25, 23, 39, 5, 
2018/3/26, 32, 26, 5, 
2018/3/27, 24, 29, 4, 
2018/3/28, 25, 28, 7, 
2018/3/29, 42, 36, 2, 2
2018/3/30, 23, 31, 4, 1
2018/3/31, 26, 37, 1, 
2017/10/1, 25, 42, 5, 
2017/10/2, 32, 34, 5, 4
2017/10/3, 39, 28, 4, 2
2017/10/4, 32, 25, 7, 4
2017/10/5, 19, 23, 4, 
2017/10/6, 25, 32, 3, 4
2017/10/7, 33, 17, 2, 2
2017/10/8, 20, 35, 7, 
2017/10/9, 34, 22, 4, 
2017/10/10, 24, 20, 1, 
2017/10/11, 17, 20, 3, 
2017/10/12, 20, 26, 6, 5
2017/10/13, 30, 28, 4, 
2017/10/14, 38, 26, 2, 2
2017/10/15, 25, 22, 6, 3
2017/10/16, 21, 30, 6, 2
2017/10/17, 25, 34, 5, 4
2017/10/18, 28, 32, 5, 3
2017/10/19, 30, 42, 11, 2
2017/10/20, 41, 37, 7, 
2017/10/21, 45, 30, 5, 
2017/10/22, 37, 28, 6, 
2017/10/23, 26, 25, 4, 
2017/10/24, 14, 29, 4, 
2017/10/25, 18, 25, 8, 5
2017/10/26, 32, 19, 6, 1
2017/10/30, 26, 18, 4, 2
2017/10/31, 21, 14, 8, 
2017/11/1, 31, 6, 9, 
2017/11/2, 28, 22, 6, 
2017/11/3, 25, 17, 4, 1
2017/11/4, 21, 14, 5, 
2017/11/5, 40, 19, 8, 
2017/11/6, 24, 23, 11, 
2017/11/7, 30, 23, 14, 
2017/11/8, 37, 25, 8, 2
2017/11/9, 37, 28, 4, 
2017/11/10, 19, 26, 7, 1
2017/11/11, 25, 14, 9, 
2017/11/12, 46, 19, 11, 2
2017/11/13, 48, 21, 13, 
2017/11/14, 44, 19, 8, 
2017/11/15, 24, 20, 4, 
2017/11/16, 17, 16, 7, 
2017/11/17, 17, 14, 6, 
2017/11/18, 21, 25, 2, 
2017/11/19, 25, 24, 6, 3
2017/11/20, 28, 23, 5, 4
2017/11/21, 30, , , 
2017/11/23, 31, 25, 6, 1
2017/11/24, 33, 24, 3, 3
2017/11/25, 27, 28, 6, 2
2017/11/26, 26, 18, 10, 1
2017/11/27, 45, 28, 6, 4
2017/11/28, 36, 23, 8, 1
2017/11/29, 23, 21, 8, 2
2017/11/30, 29, 21, 16, 1
2017/12/1, 36, 22, 12, 1
2017/12/2, 45, 23, 15, 2
2017/12/3, 51, 25, 8, 2
2017/12/4, 46, 27, 3, 2
2017/12/5, 26, 26, 4, 1
2017/12/6, 21, 23, 4, 1
2017/12/7, 24, 17, 8, 1
2017/12/8, 24, 16, 6, 
2017/12/9, 34, 21, 5, 2
2017/12/10, 30, 24, 7, 
2017/12/11, 26, 28, 4, 
2017/12/12, 16, 24, 8, 
2017/12/13, 22, 25, 10, 
2017/12/14, 28, 23, 10, 
2017/12/15, 28, 25, 9, 
2017/12/16, 29, 21, 11, 1
2017/12/17, 45, 12, 11, 
2017/12/18, 34, 21, 5, 
2017/12/19, 31, 28, 5, 
2017/12/20, 22, 18, 9, 
2017/12/21, 28, 17, 8, 
2017/12/22, 38, 26, 5, 
2017/12/23, 33, 24, 3, 
2017/12/24, 25, 29, 3, 
2017/12/25, 25, 27, 6, 
2017/12/26, 27, 26, 14, 
2017/12/27, 35, 25, 21, 
2017/12/28, 42, 22, 9, 2
2017/12/29, 38, 25, 7, 1
2017/12/30, 31, 26, 7, 1
2017/12/31, 29, 29, 7, 
2017/7/1, 25, 35, 2, 
2017/7/2, 32, 30, 3, 1
2017/7/3, 28, 28, 3, 1
2017/7/4, 49, 41, 4, 1
2017/7/5, 49, 54, 5, 2
2017/7/6, 43, 47, 3, 2
2017/7/7, 27, 25, 1, 
2017/7/8, 19, 38, 3, 2
2017/7/9, 27, 31, 5, 
2017/7/10, 29, 41, 4, 
2017/7/11, 38, 34, 4, 3
2017/7/12, 37, 37, 3, 1
2017/7/13, 38, 24, 2, 
2017/7/14, 18, 29, 2, 2
2017/7/15, 22, 26, 2, 1
2017/7/16, 36, 30, 3, 
2017/7/17, 35, 45, 4, 3
2017/7/18, 42, 48, 5, 1
2017/7/19, 45, 40, 3, 2
2017/7/20, 28, 42, 4, 3
2017/7/21, 44, 34, 3, 1
2017/7/22, 34, 36, 2, 1
2017/7/23, 33, 25, 2, 
2017/7/24, 25, 30, 4, 
2017/7/25, 26, 40, 4, 3
2017/7/26, 32, 37, 3, 
2017/7/27, 34, 24, 2, 
2017/7/28, 20, 23, 2, 1
2017/7/29, 25, 28, 3, 
2017/7/30, 35, 43, 3, 1
2017/7/31, 35, 47, 5, 1
2017/8/1, 48, 45, 4, 6
2017/8/2, 47, 41, 5, 
2017/8/3, 39, 27, 2, 1
2017/8/4, 18, 23, 4, 
2017/8/5, 27, 29, 4, 2
2017/8/6, 39, 25, 5, 
2017/8/7, 30, 34, 5, 
2017/8/8, 37, 37, 5, 1
2017/8/9, 39, 42, 8, 3
2017/8/10, 41, 36, 4, 2
2017/8/11, 35, 28, 2, 
2017/8/12, 29, 30, 4, 1
2017/8/13, 32, 39, 4, 3
2017/8/14, 30, 38, 5, 
2017/8/15, 37, 45, 4, 2
2017/8/16, 38, 32, 3, 1
2017/8/17, 32, 29, 2, 1
2017/8/18, 21, 31, 3, 
