date, pm25, o3, no2, so2
2020/1/2, 15, 22, 6, 
2020/1/3, 42, 24, 5, 
2020/1/4, 16, 26, 3, 
2020/1/5, 10, 26, 4, 
2020/1/6, 20, 22, 10, 
2020/1/7, 24, 26, 4, 
2020/1/8, 14, 24, 8, 
2020/1/9, 26, 25, 4, 
2020/1/10, 22, 26, 4, 
2020/1/11, 16, 24, 3, 
2020/1/12, 13, 19, 9, 
2020/1/13, 38, 12, 11, 
2020/1/14, 55, 22, 6, 
2020/1/15, 37, 14, 7, 
2020/1/16, 30, , , 
2019/10/1, 38, 16, 3, 
2019/10/2, 11, 15, 3, 
2019/10/3, 9, 22, 4, 
2019/10/4, 16, 21, 3, 
2019/10/5, 17, 30, 2, 
2019/10/6, 37, 20, 6, 
2019/10/7, 53, 21, 5, 
2019/10/8, 44, 21, 5, 
2019/10/9, 23, 19, 6, 
2019/10/10, 27, 27, 9, 
2019/10/11, 26, 26, 3, 
2019/10/12, 15, 32, 4, 
2019/10/13, 16, 22, 3, 
2019/10/14, 17, 25, 6, 
2019/10/15, 26, 30, 4, 
2019/10/16, 20, 21, 2, 
2019/10/17, 11, 22, 6, 
2019/10/18, 21, 23, 7, 
2019/10/19, 42, 20, 9, 
2019/10/20, 55, 30, 8, 
2019/10/21, 46, 27, 3, 
2019/10/22, 17, 27, 3, 
2019/10/23, 14, 26, 3, 
2019/10/24, 15, 17, 10, 
2019/10/25, 27, 23, 5, 
2019/10/26, 25, 21, 3, 
2019/10/27, 14, 27, 9, 
2019/10/28, 33, 28, 9, 
2019/10/29, 44, 16, 4, 
2019/10/30, 21, 11, 7, 
2019/10/31, 12, 19, 6, 
2019/11/1, 41, 20, 7, 
2019/11/2, 40, 23, 4, 
2019/11/3, 29, 27, 6, 
2019/11/4, 24, 24, 5, 
2019/11/5, 32, 25, 8, 
2019/11/6, 48, 22, 7, 
2019/11/7, 26, 20, 8, 
2019/11/8, 19, 24, 7, 
2019/11/9, 24, 22, 4, 
2019/11/10, 43, 24, 4, 
2019/11/11, 8, 25, 4, 
2019/11/12, 10, 24, 11, 
2019/11/13, 41, 22, 8, 
2019/11/14, 50, 22, 7, 
2019/11/15, 58, 28, 3, 
2019/11/16, 10, 27, 11, 
2019/11/17, 27, 18, 19, 
2019/11/18, 38, 19, 15, 
2019/11/19, 42, 10, 18, 
2019/11/20, 68, 20, 10, 
2019/11/21, 45, 23, 3, 
2019/11/22, 10, 20, 9, 
2019/11/23, 33, 18, 8, 
2019/11/24, 65, 17, 8, 
2019/11/25, 60, 22, 11, 
2019/11/26, 52, 22, 8, 
2019/11/27, 36, 20, 5, 
2019/11/28, 10, 22, 5, 
2019/11/29, 20, 24, 3, 
2019/11/30, 12, 26, 4, 
2019/12/1, 22, 24, 6, 
2019/12/2, 20, 22, 14, 
2019/12/3, 41, 18, 8, 
2019/12/4, 45, 24, 5, 
2019/12/5, 12, 23, 9, 
2019/12/6, 22, 24, 9, 
2019/12/7, 22, 24, 5, 
2019/12/8, 28, 24, 4, 
2019/12/9, 20, 26, 4, 
2019/12/10, 20, 24, 7, 
2019/12/11, 26, 20, 15, 
2019/12/12, 38, 22, 10, 
2019/12/13, 36, 14, 12, 
2019/12/14, 55, 25, 5, 
2019/12/15, 18, 20, 14, 
2019/12/16, 33, 22, 11, 
2019/12/17, 40, 28, 4, 
2019/12/18, 20, 23, 13, 
2019/12/19, 33, 23, 12, 
2019/12/20, 35, 19, 15, 
2019/12/21, 53, 28, 6, 
2019/12/22, 57, 26, 8, 
2019/12/23, 50, 19, 6, 
2019/12/24, 18, 18, 9, 
2019/12/25, 61, 15, 9, 
2019/12/26, 55, 19, 6, 
2019/12/27, 43, 20, 4, 
2019/12/28, 35, , , 
2019/7/1, 31, 36, 5, 
2019/7/2, 35, 38, 4, 
2019/7/3, 36, 36, 11, 
2019/7/4, 46, 38, 3, 
2019/7/5, 42, 40, 2, 
2019/7/6, 44, 22, 1, 
2019/7/7, 35, 27, 5, 
2019/7/8, 12, 34, 7, 
2019/7/9, 26, 45, 8, 
2019/7/10, 52, 43, 2, 
2019/7/11, 41, 23, 3, 
2019/7/12, 16, 50, 2, 
2019/7/13, 28, 28, 2, 
2019/7/14, 15, 33, 4, 
