date, pm25, pm10, o3, no2
2020/1/2, 58, 14, 20, 7
2020/1/3, 37, 16, 18, 9
2020/1/4, 39, 18, 13, 11
2020/1/5, 55, 16, 19, 9
2020/1/6, 49, 22, 15, 10
2020/1/7, 61, 13, 14, 8
2020/1/8, 39, 13, 16, 5
2020/1/9, 34, 11, 27, 8
2020/1/10, 25, 14, 20, 7
2020/1/11, 41, 13, 23, 5
2020/1/12, 37, 15, 21, 5
2020/1/13, 39, 9, 23, 4
2020/1/14, 18, 10, 25, 8
2020/1/15, 27, 12, 14, 9
2020/1/16, 36, , , 
2019/10/1, 18, 12, 23, 7
2019/10/2, 17, 13, 18, 9
2019/10/3, 25, 14, 20, 6
2019/10/4, 31, 16, 16, 7
2019/10/5, 49, 11, 21, 5
2019/10/6, 31, 22, 12, 8
2019/10/7, 59, 12, 19, 6
2019/10/8, 26, 10, 23, 6
2019/10/9, 21, 11, 23, 5
2019/10/10, 20, 10, 20, 5
2019/10/11, 19, 10, 22, 4
2019/10/12, 21, 14, 26, 3
2019/10/13, 29, 15, 21, 8
2019/10/14, 28, 10, 24, 7
2019/10/15, 19, 8, 18, 5
2019/10/16, 15, 11, 20, 7
2019/10/17, 24, 8, 25, 4
2019/10/18, 14, 9, 24, 4
2019/10/19, 16, 17, 11, 8
2019/10/20, 46, 12, 18, 6
2019/10/21, 31, 15, 19, 8
2019/10/22, 42, 22, 7, 14
2019/10/23, 56, 20, 23, 7
2019/10/24, 43, 10, 20, 5
2019/10/25, 22, 9, 21, 4
2019/10/26, 12, 11, 23, 5
2019/10/27, 26, 17, 18, 11
2019/10/28, 40, 14, 26, 12
2019/10/29, 34, 23, 12, 15
2019/10/30, 61, 24, 8, 16
2019/10/31, 66, 17, 13, 6
2019/11/1, 46, 9, 27, 2
2019/11/2, 17, 9, 17, 5
2019/11/3, 23, 10, 21, 5
2019/11/4, 19, 14, 19, 8
2019/11/5, 31, 17, 13, 14
2019/11/6, 41, 12, 20, 8
2019/11/7, 31, 15, 14, 11
2019/11/8, 37, 16, 17, 10
2019/11/9, 45, 18, 13, 8
2019/11/10, 55, 13, 19, 7
2019/11/11, 36, 8, 24, 6
2019/11/12, 17, 10, 18, 9
2019/11/13, 26, 11, 17, 8
2019/11/14, 30, 26, 10, 13
2019/11/15, 68, 12, 16, 8
2019/11/16, 35, 18, 14, 9
2019/11/17, 55, 23, 20, 12
2019/11/18, 57, 14, 23, 12
2019/11/19, 29, 25, 9, 17
2019/11/20, 67, 29, 3, 16
2019/11/21, 78, 16, 18, 9
