date, pm25, o3, so2, co
2017/12/3, 45, 29, 2, 1
2017/12/4, 54, 24, , 1
2017/12/5, 27, 23, , 1
2017/12/6, 25, 21, , 1
2017/12/7, 25, 22, 2, 1
2017/12/8, 25, 21, , 1
2017/12/9, 10, 19, 2, 1
2017/12/14, 30, , , 
2017/12/15, 29, , , 
2017/12/16, 39, , , 
2017/12/17, 34, 20, 1, 1
2017/12/18, 38, 13, 1, 1
2017/12/19, 54, 22, , 1
2017/12/20, 21, 14, , 1
2017/12/21, 42, , , 
2017/12/22, 64, , , 
2017/12/23, 53, , , 
2017/12/24, 47, , , 
2017/12/25, 23, 29, , 1
2017/12/26, 23, 24, , 1
2017/12/27, 38, 21, , 2
2017/12/28, 44, 18, , 1
2017/12/29, 56, 28, , 1
2017/12/30, 44, 25, , 1
2017/12/31, 40, 25, 1, 1
2017/7/1, 29, 38, , 1
2017/7/2, 31, 47, 3, 1
2017/7/3, 38, 46, , 1
2017/7/4, 50, 40, , 1
2017/7/5, 58, 47, , 1
2017/7/6, 50, 41, , 1
2017/7/7, 44, 34, , 1
2017/7/8, 35, 36, , 1
2017/7/9, 35, 36, , 1
2017/7/10, 43, 34, , 1
2017/7/11, 30, 37, , 1
2017/7/12, 43, 33, , 1
2017/7/13, 39, 30, , 1
2017/7/14, 26, 32, , 1
2017/7/15, 32, 38, 2, 1
2017/7/16, 34, 36, 1, 1
2017/7/17, 28, 42, 1, 1
2017/7/18, 32, 40, , 1
2017/7/19, 42, 33, , 1
2017/7/20, 44, 38, , 1
2017/7/21, 42, 35, 2, 1
2017/7/22, 43, 35, 1, 1
2017/7/23, 29, 35, , 1
2017/7/24, 28, 36, , 1
2017/7/25, 29, 42, 2, 1
2017/7/26, 47, 35, , 1
2017/7/27, 44, 35, , 1
2017/7/28, 35, 28, , 1
2017/7/29, 33, 33, , 1
2017/7/30, 34, 31, , 1
2017/7/31, 38, 32, , 1
2017/8/1, 49, 39, , 1
2017/8/2, 48, 38, 2, 1
2017/8/3, 39, 25, , 1
2017/8/4, 22, 28, 1, 1
2017/8/5, 29, 27, , 1
2017/8/6, 22, 29, , 1
2017/8/7, 36, 30, , 1
2017/8/8, 36, 40, , 1
2017/8/9, 34, 39, 1, 1
2017/8/10, 43, 36, 1, 1
2017/8/11, 29, 29, , 1
2017/8/12, 24, 32, , 1
2017/8/13, 29, 38, , 1
2017/8/14, 33, 35, , 1
2017/8/15, 45, 28, , 1
2017/8/16, 32, 32, , 1
2017/8/17, 22, 33, , 1
2017/8/18, 35, 40, , 1
2017/8/19, 40, 38, , 2
2017/8/20, 43, 33, , 1
2017/8/21, 43, 32, , 1
2017/8/22, 29, 26, , 1
2017/8/23, 24, 31, , 1
2017/8/24, 32, 36, , 1
2017/8/25, 29, 41, , 
2017/8/26, 41, 46, 2, 
2017/8/27, 46, 43, 1, 
2017/8/28, 37, 42, 2, 
2017/8/29, 39, 40, , 
2017/8/30, 40, 31, 1, 
2017/8/31, 32, 24, , 
2017/9/1, 28, 33, , 
2017/9/2, 31, 35, , 
2017/9/3, 40, 38, 2, 
2017/9/4, 47, , , 
2017/9/9, 36, , , 
2017/9/10, 23, , , 
2017/9/11, 31, 36, , 1
2017/9/12, 33, 23, , 1
2017/9/13, 24, 34, , 1
2017/9/14, 29, 44, , 1
2017/9/15, 39, 40, , 1
2017/9/16, 52, 36, 5, 1
2017/9/17, 46, 35, 1, 1
2017/9/18, 37, 33, , 1
2017/9/19, 46, 35, , 1
2017/9/20, 44, 34, 1, 1
2017/9/21, 53, 40, 2, 1
2017/9/22, 51, 52, 1, 1
2017/9/23, 52, 48, 2, 1
2017/9/24, 49, 47, 2, 1
2017/9/25, 45, 42, , 1
2017/9/26, 49, 26, , 1
2017/9/27, 17, 31, , 1
2017/9/28, 31, 28, , 1
2017/9/29, 27, 27, , 1
2017/9/30, 27, 35, , 1
2017/4/1, 32, 35, 1, 1
2017/4/2, 30, 35, , 1
2017/4/3, 27, 27, , 1
2017/4/4, 31, 32, , 1
2017/4/5, 28, 32, , 1
2017/4/6, 25, 36, , 1
2017/4/7, 21, 41, , 1
2017/4/8, 29, 44, , 1
2017/4/9, 44, 36, , 1
2017/4/10, 45, 25, , 1
2017/4/11, 37, 37, , 1
2017/4/12, 32, 43, 2, 
2017/4/13, 46, 39, 2, 1
2017/4/14, 46, 40, 1, 1
2017/4/15, 42, 36, , 1
2017/4/16, 35, 40, 1, 1
2017/4/17, 23, 41, , 1
2017/4/18, 33, 35, , 1
2017/4/19, 41, 31, , 1
2017/4/20, 42, 29, , 1
2017/4/21, 23, 37, , 1
2017/4/22, 19, 42, , 1
2017/4/23, 32, 48, , 1
2017/4/24, 41, 44, 1, 1
2017/4/25, 38, 42, , 1
2017/4/26, 34, 33, , 1
2017/4/27, 29, 20, , 1
2017/4/28, 31, 25, , 1
2017/4/29, 40, 33, , 1
2017/4/30, 24, 34, 2, 1
2017/5/1, 26, 41, , 1
2017/5/2, 22, 31, 1, 1
2017/5/3, 36, 37, , 1
2017/5/4, 27, 38, 1, 1
2017/5/5, 25, 36, , 1
2017/5/6, 27, 40, 1, 1
2017/5/7, 28, 40, , 1
2017/5/8, 27, 42, , 1
2017/5/9, 44, 40, , 1
2017/5/10, 47, 37, , 1
2017/5/11, 40, 44, 1, 1
2017/5/12, 33, 49, , 1
2017/5/13, 39, 49, , 1
2017/5/14, 39, 47, 1, 1
2017/5/15, 46, 44, 1, 1
2017/5/16, 48, 42, , 1
2017/5/23, 15, 34, , 1
2017/5/24, 16, 35, , 1
2017/5/25, 18, 39, , 1
2017/5/26, 31, 38, , 1
2017/5/27, 34, 39, , 1
2017/5/28, 33, 42, , 
2017/5/29, 25, 38, , 
2017/5/30, 19, 40, , 
2017/5/31, 26, 46, , 
2017/6/1, 32, 56, 1, 1
2017/6/2, 41, 56, , 1
2017/6/3, 45, 48, 2, 1
2017/6/4, 44, 61, 1, 1
2017/6/5, 32, 37, , 1
2017/6/6, 19, 36, , 1
2017/6/7, 24, 46, 2, 1
2017/6/8, 28, 47, 1, 1
2017/6/9, 31, 57, , 1
2017/6/10, 40, 45, , 1
2017/6/11, 45, 40, , 1
2017/6/12, 38, 36, , 
2017/6/13, 31, 30, , 
2017/6/14, 30, 51, , 
2017/6/15, 23, 39, , 1
2017/6/16, 34, , , 
2017/6/17, 32, 38, , 
2017/6/18, 22, 41, , 
2017/6/19, 20, 44, , 
2017/6/20, 24, 46, , 1
2017/6/21, 32, 24, , 1
2017/6/22, 31, 39, , 
2017/6/23, 38, 34, , 
2017/6/24, 21, 30, , 
2017/6/25, 21, 34, , 
2017/6/26, 32, 33, , 
2017/6/27, 30, 43, , 1
2017/6/28, 29, 45, 1, 1
2017/6/29, 43, 37, , 1
2017/6/30, 33, 39, , 1
2017/1/2, 57, 14, , 2
2017/1/3, 25, 26, , 1
2017/1/4, 16, 25, , 1
2017/1/5, 23, 24, , 1
2017/1/6, 48, 25, , 1
2017/1/7, 42, 24, 2, 1
2017/1/8, 28, 21, 1, 1
2017/1/9, 35, 24, , 1
2017/1/10, 39, 19, , 1
2017/1/11, 39, 23, , 1
2017/1/12, 39, 25, , 1
2017/1/13, 35, 17, , 1
2017/1/14, 51, 10, 2, 2
2017/1/15, 80, 8, 1, 2
2017/1/16, 63, 15, , 1
2017/1/17, 21, 27, , 1
2017/1/18, 25, 11, , 1
2017/1/19, 44, 13, , 1
2017/1/20, 26, 27, 1, 1
2017/1/21, 31, 15, 2, 2
2017/1/22, 50, 18, 1, 1
2017/1/23, 38, 22, 11, 1
2017/1/24, 28, 19, 12, 1
2017/1/25, 38, 19, 10, 1
2017/1/26, 22, 23, , 1
2017/1/27, 33, 25, , 1
2017/1/28, 47, 26, , 1
2017/1/29, 28, 28, 1, 1
2017/1/30, 31, 28, , 1
2017/1/31, 29, 26, , 1
2017/2/1, 26, 28, 1, 1
2017/2/2, 22, 28, , 1
2017/2/3, 28, 26, 2, 1
2017/2/4, 33, 17, , 2
2017/2/5, 52, 14, , 1
2017/2/6, 54, 20, 1, 1
2017/2/7, 42, 22, , 1
2017/2/8, 32, 30, , 1
2017/2/9, 37, 26, , 1
2017/2/10, 34, 30, 1, 1
2017/2/11, 53, 32, , 1
2017/2/12, 54, 32, , 1
2017/2/13, 26, 29, , 1
2017/2/14, 32, 32, , 1
2017/2/15, 22, 29, , 1
2017/2/16, 33, 36, 2, 1
2017/2/17, 36, 37, 2, 1
2017/2/18, 53, 31, , 1
2017/2/19, 70, 34, 2, 1
2017/2/20, 61, 21, , 1
2017/2/21, 59, 29, 2, 1
2017/2/22, 51, 18, , 1
2017/2/23, 38, 24, , 1
2017/2/24, 35, 28, , 1
2017/2/25, 28, 30, , 1
2017/2/26, 37, 32, , 1
2017/2/27, 45, 17, , 
2017/2/28, 36, 28, , 1
2017/3/1, 49, 26, , 1
2017/3/2, 28, 33, , 1
2017/3/3, 39, 33, , 1
2017/3/4, 30, 35, , 1
2017/3/5, 43, 27, , 1
2017/3/6, 37, 35, , 
2017/3/7, 25, 35, , 1
2017/3/8, 26, 33, , 1
2017/3/9, 26, 33, , 1
2017/3/10, 22, 31, , 1
2017/3/11, 19, 33, , 1
2017/3/12, 24, 28, , 1
2017/3/13, 42, 31, , 1
2017/3/14, 38, 34, , 1
2017/3/15, 34, 37, , 1
2017/3/16, 36, 25, , 1
2017/3/17, 49, 24, , 1
2017/3/18, 28, 29, , 1
2017/3/19, 31, 31, , 1
2017/3/20, 45, 31, , 1
2017/3/21, 46, 35, , 1
2017/3/22, 29, 28, , 1
2017/3/23, 33, 37, , 1
2017/3/24, 63, 37, , 1
2017/3/25, 36, 21, , 1
2017/3/26, 34, 25, , 1
2017/3/27, 27, 27, , 1
2017/3/28, 30, 28, , 1
2017/3/29, 36, 32, , 1
2017/3/30, 30, 29, , 1
2017/3/31, 24, 38, 1, 1
2020/1/1, , 22, 1, 
2019/10/29, , 13, , 
2019/10/30, , 20, , 
2019/10/31, , 25, 1, 
2019/9/14, , 29, 1, 1
2019/9/15, , 36, 1, 1
2019/5/29, , 37, 1, 
2019/5/30, , 39, 1, 
2018/12/31, , 16, , 
2019/1/24, , 29, 1, 
2019/1/25, , 23, , 
2019/1/27, , 31, 1, 
2019/1/28, , 32, , 
2019/1/29, , 28, , 
2019/1/30, , 24, , 
2019/1/31, , 20, 1, 
2019/2/1, , 18, , 
2019/2/2, , 24, , 
2019/2/3, , 20, , 
2017/12/10, , 19, 1, 1
2017/12/11, , 24, , 1
2017/12/12, , 10, , 1
2017/5/17, , 45, , 1
2017/5/18, , 20, , 1
2017/5/19, , 35, , 1
2017/5/20, , 33, , 1
2017/5/21, , 43, , 1
2017/5/22, , 40, , 1
2017/1/1, , 10, , 1
