date, pm25, o3, so2, co
2019/7/20, 27, 12, , 
2019/7/21, 26, 12, , 
2019/7/22, 22, 9, , 
2019/7/23, 20, 12, , 
2019/7/24, 27, 18, , 
2019/7/25, 35, 17, , 
2019/7/26, 34, 17, , 
2019/7/27, 33, 17, , 
2019/7/28, 29, 19, , 
2019/7/29, 45, 16, , 
2019/7/30, 51, 17, , 
2019/7/31, 51, 16, , 
2019/8/1, 37, 12, , 
2019/8/2, 22, 11, , 
2019/8/3, 20, 15, , 
2019/8/4, 24, 12, , 
2019/8/5, 25, 15, , 
2019/8/6, 21, 16, , 
2019/8/7, 39, 14, , 
2019/8/8, 49, 15, , 
2019/8/9, 52, 15, , 
2019/8/10, 46, 14, , 
2019/8/11, 35, 16, , 
2019/8/12, 42, 15, , 
2019/8/13, 37, 12, , 
2019/8/14, 28, 17, , 
2019/8/15, 24, 16, , 
2019/8/16, 28, 12, , 
2019/8/17, 25, 9, , 
2019/8/18, 20, 10, , 
2019/8/19, 27, 8, , 
2019/8/20, 56, 11, , 
2019/8/21, 39, 14, , 
2019/8/22, 37, 14, , 
2019/8/23, 33, 12, , 
2019/8/24, 30, 8, , 
2019/8/25, 25, 9, , 
2019/8/26, 28, 9, , 
2019/8/27, 23, 12, , 
2019/8/28, 36, 16, , 
2019/8/29, 41, 19, , 
2019/8/30, 42, 10, , 
2019/9/5, 57, 20, , 
2019/9/6, 47, 21, , 
2019/9/7, 47, 18, , 
2019/9/8, 55, 16, , 
2019/9/9, 42, 17, , 
2019/9/10, 50, 16, , 
2019/9/11, 37, 15, , 
2019/9/12, 35, 16, , 
2019/9/13, 28, 15, , 
2019/9/14, 26, 11, , 
2019/9/15, 29, 14, , 
2019/9/16, 32, 21, , 
2019/9/17, 50, 22, , 
2019/9/18, 60, 18, , 
2019/9/19, 38, 17, , 
2019/9/20, 51, 14, , 
2019/9/21, 41, 14, , 
2019/9/22, 34, 14, , 
2019/9/23, 33, 18, , 
2019/9/24, 46, 16, , 
2019/9/25, 46, 18, , 
2019/9/26, 53, 17, , 
2019/9/27, 54, 17, , 
2019/9/28, 39, 15, , 
2019/9/29, 27, 16, , 
2019/9/30, 36, 17, , 
2019/4/1, 23, 19, , 
2019/4/2, 31, 25, , 
2019/4/3, 68, 20, , 
2019/4/4, 40, 14, , 
2019/4/5, 24, 8, , 
2019/4/6, 30, 14, , 
2019/4/7, 28, 12, , 
2019/4/8, 27, 18, , 
2019/4/9, 23, 21, , 
2019/4/10, 44, 17, , 
2019/4/11, 34, 17, , 
2019/4/12, 33, 13, , 
2019/4/13, 37, 18, , 
2019/4/14, 33, 19, , 
2019/4/15, 21, 31, , 
2019/4/16, 79, 23, , 
2019/4/17, 68, 19, , 
2019/4/18, 50, 18, , 
2019/4/19, 29, 19, , 
2019/4/20, 20, 20, , 
2019/4/21, 27, 23, , 
2019/4/22, 38, 23, , 
2019/4/23, 38, 20, , 
2019/4/24, 40, 22, , 
2019/4/25, 45, 19, , 
2019/4/26, 27, 23, , 
2019/4/27, 38, 24, , 
2019/4/28, 43, 21, , 
2019/4/29, 57, 15, , 
2019/4/30, 44, 14, , 
2019/5/1, 34, 13, , 
2019/5/2, 36, 12, , 
2019/5/3, 31, 10, , 
2019/5/4, 24, 15, , 
2019/5/5, 25, 20, , 
2019/5/6, 31, 26, , 
2019/5/7, 53, 17, , 
2019/5/8, 40, 15, , 
2019/5/9, 31, 12, , 
2019/5/10, 28, 15, , 
2019/5/11, 34, 12, , 
2019/5/12, 22, 13, , 
2019/5/13, 32, 19, , 
2019/5/14, 33, 23, , 
2019/5/15, 45, 22, , 
2019/5/16, 69, 22, , 
2019/5/17, 114, 22, , 
2019/5/18, 75, 20, , 
2019/5/19, 58, 21, , 
2019/5/20, 52, 19, , 
2019/5/21, 46, 19, , 
2019/5/22, 51, 17, , 
2019/5/23, 33, 22, , 
2019/5/24, 41, 20, , 
2019/5/25, 66, 17, , 
2019/5/26, 92, 19, , 
2019/5/27, 92, 19, , 
2019/5/28, 69, 19, , 
2019/5/29, 73, 13, , 
2019/5/30, 54, 12, , 
2019/5/31, 36, 17, , 
2019/6/1, 44, 21, , 
2019/6/2, 50, 24, , 
2019/6/3, 62, 26, , 
2019/6/4, 69, 15, , 
2019/6/5, 56, 7, , 
2019/6/6, 41, 10, , 
2019/6/7, 34, 12, , 
2019/6/8, 37, 12, , 
2019/6/9, 40, 11, , 
2019/6/10, 43, 12, , 
2019/6/12, 44, 14, , 
2019/6/13, 44, 22, , 
2019/6/14, 38, 18, , 
2019/6/15, 39, 14, , 
2019/6/16, 27, 9, , 
2019/6/17, 14, 9, , 
2019/6/18, 17, 10, , 
2019/6/19, 21, 8, , 
2019/6/20, 52, 8, , 
2019/6/21, 68, 8, , 
2019/6/22, 56, 9, , 
2019/6/23, 50, 8, , 
2019/6/24, 69, 10, , 
2019/6/25, 76, 19, , 
2019/6/26, 60, 17, , 
2019/6/27, 60, 17, , 
2019/6/28, 43, 13, , 
2019/6/29, 25, 13, , 
2019/6/30, 23, 14, , 
2019/1/1, 43, 10, , 
2019/1/2, 27, 9, , 
2019/1/3, 23, 12, , 
2019/1/4, 25, 11, , 
2019/1/5, 24, 13, , 
2019/1/6, 35, 15, , 
2019/1/7, 45, 13, , 
2019/1/8, 45, 15, , 
2019/1/9, 24, 16, , 
2019/1/10, 33, 15, , 
2019/1/11, 57, 16, , 
2019/1/12, 27, 15, , 
2019/1/13, 30, 9, , 
2019/1/14, 26, 10, , 
2019/1/15, 36, 13, , 
2019/1/16, 59, 15, , 
2019/1/17, 61, 11, , 
2019/1/18, 84, 16, , 
2019/1/19, 70, 13, , 
2019/1/20, 57, 14, , 
2019/1/21, 37, 15, , 
2019/1/22, 39, 17, , 
2019/1/23, 43, 14, , 
2019/1/24, 21, 15, , 
2019/1/25, 28, 16, , 
2019/1/26, 41, 14, , 
2019/1/27, 51, 17, , 
2019/1/28, 50, 12, , 
2019/1/29, 42, 15, , 
2019/1/30, 26, 16, , 
2019/1/31, 36, 13, , 
2019/2/1, 33, 14, , 
2019/2/2, 37, 12, , 
2019/2/3, 31, 14, , 
2019/2/4, 30, 13, , 
2019/2/5, 32, 12, , 
2019/2/6, 36, 20, , 
2019/2/7, 52, 14, , 
2019/2/8, 44, 18, , 
2019/2/9, 31, 16, , 
2019/2/10, 46, 12, , 
2019/2/11, 42, 12, , 
2019/2/12, 34, 16, , 
2019/2/13, 30, 15, , 
2019/2/14, 62, 17, , 
2019/2/15, 51, 14, , 
2019/2/16, 29, 12, , 
2019/2/17, 34, 14, , 
2019/2/18, 25, 14, , 
2019/2/19, 28, 9, , 
2019/2/20, 42, 9, , 
2019/2/21, 31, 9, , 
2019/2/22, 26, 9, , 
2019/2/23, 26, 16, , 
2019/2/24, 32, 19, , 
2019/2/25, 27, 16, , 
2019/2/26, 31, 9, , 
2019/2/27, 40, 8, , 
2019/2/28, 35, 8, , 
2019/3/1, 53, 8, , 
2019/3/2, 25, 10, , 
2019/3/3, 21, 11, , 
2019/3/4, 16, 16, , 
2019/3/5, 16, 19, , 
2019/3/6, 20, 23, , 
2019/3/7, 47, 19, , 
2019/3/8, 42, 17, , 
2019/3/9, 39, 13, , 
2019/3/10, 45, 7, , 
2019/3/11, 33, 20, , 
2019/3/12, 51, 18, , 
2019/3/13, 34, 17, , 
2019/3/14, 46, 13, , 
2019/3/15, 42, 15, , 
2019/3/16, 33, 16, , 
2019/3/17, 34, 20, , 
2019/3/18, 53, 23, , 
2019/3/19, 75, 25, , 
2019/3/20, 68, 21, , 
2019/3/21, 69, 20, , 
2019/3/22, 56, 24, , 
2019/3/23, 65, 25, , 
2019/3/24, 55, 19, , 
2019/3/25, 39, 20, , 
2019/3/26, 47, 22, , 
2019/3/27, 50, 24, , 
2019/3/28, 128, 20, , 
2019/3/29, 58, 19, , 
2019/3/30, 26, 14, , 
2019/3/31, 18, 12, , 
2018/10/1, 26, 14, , 
2018/10/2, 31, 15, , 
2018/10/3, 39, 16, , 
2018/10/4, 34, 21, , 
2018/10/5, 51, 14, , 
2018/10/6, 46, 13, , 
2018/10/7, 37, 11, , 
2018/10/8, 34, , , 
2018/10/16, 26, 13, , 
2018/10/17, 34, 17, , 
2018/10/18, 40, 13, , 
2018/10/19, 33, 10, , 
2018/10/20, 35, 15, , 
2018/10/21, 27, 15, , 
2018/10/22, 32, 10, , 
2018/10/23, 32, 15, , 
2018/10/24, 42, 16, , 
2018/10/25, 33, 11, , 
2018/10/26, 17, 12, , 
2018/10/27, 26, 16, , 
2018/10/28, 47, 17, , 
2018/10/29, 53, 18, , 
2018/10/30, 54, 18, , 
2018/10/31, 44, 13, , 
2018/11/1, 42, 9, , 
2018/11/2, 33, 14, , 
2018/11/3, 30, 11, , 
2018/11/4, 28, 8, , 
2018/11/5, 28, 9, , 
2018/11/6, 26, 8, , 
2018/11/7, 24, 10, , 
2018/11/8, 27, 8, , 
2018/11/9, 30, 12, , 
2018/11/10, 27, 13, , 
2018/11/11, 37, 10, , 
2018/11/12, 42, 6, , 
2018/11/13, 17, 3, , 
2018/11/14, 20, 6, , 
2018/11/15, 16, 12, , 
2018/11/16, 31, 17, , 
2018/11/17, 53, 17, , 
2018/11/18, 56, 14, , 
2018/11/19, 56, 14, , 
2018/11/20, 63, 12, , 
2018/11/21, 40, 13, , 
2018/11/22, 47, 11, , 
2018/11/23, 37, 8, , 
2018/11/24, 22, 8, , 
2018/11/25, 32, 7, , 
2018/11/26, 24, 12, , 
2018/11/27, 24, 13, , 
2018/11/28, 36, 13, , 
2018/11/29, 56, 13, , 
2018/11/30, 80, 13, , 
2018/12/1, 60, 9, , 
2018/12/2, 46, 11, , 
2018/12/3, 31, 11, , 
2018/12/4, 24, 13, , 
2018/12/5, 24, 12, , 
2018/12/6, 33, 13, , 
2018/12/7, 41, 11, , 
2018/12/8, 39, 10, , 
2018/12/9, 16, 8, , 
2018/12/10, 15, 10, , 
2018/12/11, 30, 11, , 
2018/12/12, 48, 10, , 
2018/12/13, 40, 13, , 
2018/12/14, 19, 13, , 
2018/12/15, 23, 10, , 
2018/12/16, 23, 10, , 
2018/12/17, 29, 13, , 
2018/12/18, 40, 11, , 
2018/12/19, 42, 14, , 
2018/12/20, 20, 10, , 
2018/12/21, 54, 12, , 
2018/12/22, 35, 13, , 
2018/12/23, 43, 12, , 
2018/12/24, 44, 13, , 
2018/12/25, 55, 14, , 
2018/12/26, 36, 13, , 
2018/12/27, 31, 12, , 
2018/12/28, 19, 12, , 
2018/12/29, 17, 7, , 
2018/12/30, 15, , , 
2018/7/1, 24, 11, , 
2018/7/2, 25, 13, , 
2018/7/3, 32, 13, , 
2018/7/4, 34, 13, , 
2018/7/5, 31, 14, , 
2018/7/6, 30, 12, , 
2018/7/7, 21, 10, , 
2018/7/8, 24, 10, , 
2018/7/9, 24, 16, , 
2018/7/10, 34, 22, , 
2018/7/11, 41, 14, , 
2018/7/12, 43, 13, , 
2018/7/13, 44, 13, , 
2018/7/14, 42, 15, , 
2018/7/15, 38, 12, , 
2018/7/16, 33, 15, , 
2018/7/17, 32, 14, , 
2018/7/18, 37, 12, , 
2018/7/19, 41, 14, , 
2018/7/20, 41, 13, , 
2018/7/21, 41, 14, , 
2018/7/22, 60, 17, , 
2018/7/23, 41, 19, , 
2018/7/24, 38, 15, , 
2018/7/25, 35, 14, , 
2018/7/26, 32, 14, , 
2018/7/27, 34, 17, , 
2018/7/28, 36, 13, , 
2018/7/29, 35, 11, , 
2018/7/30, 28, 10, , 
2018/7/31, 29, 9, , 
2018/8/1, 17, 8, , 
2018/8/2, 20, 10, , 
2018/8/3, 23, 10, , 
2018/8/4, 32, 9, , 
2018/8/5, 29, 9, , 
2018/8/6, 32, 12, , 
2018/8/7, 47, 10, , 
2018/8/8, 46, 6, , 
2018/8/9, 36, 10, , 
2018/8/10, 22, 14, , 
2018/8/11, 28, 15, , 
2018/8/12, 45, 13, , 
2018/8/13, 41, 13, , 
2018/8/14, 36, 13, , 
2018/8/15, 26, 8, , 
2018/8/16, 31, 8, , 
2018/8/17, 26, 7, , 
2018/8/18, 20, 8, , 
2018/8/19, 25, 6, , 
2018/8/20, 24, 6, , 
2018/8/21, 24, 13, , 
2018/8/22, 38, 18, , 
2018/8/23, 51, 16, , 
2018/8/24, 54, 15, , 
2018/8/25, 42, 13, , 
2018/8/26, 39, 11, , 
2018/8/27, 32, 5, , 
2018/8/28, 30, 10, , 
2018/8/29, 22, 12, , 
2018/8/30, 22, 9, , 
2018/8/31, 25, 9, , 
2018/9/1, 27, 9, , 
2018/9/2, 28, 10, , 
2018/9/3, 29, 8, , 
2018/9/4, 33, 9, , 
2018/9/5, 41, 10, , 
2018/9/6, 35, 16, , 
2018/9/7, 44, 12, , 
2018/9/8, 35, 11, , 
2018/9/9, 26, 11, , 
2018/9/10, 23, 11, , 
2018/9/11, 24, 10, , 
2018/9/12, 33, 10, , 
2018/9/13, 26, 13, , 
2018/9/14, 32, 11, , 
2018/9/15, 30, 10, , 
2018/9/16, 27, 11, , 
2018/9/17, 30, 12, , 
2018/9/18, 31, 15, , 
2018/9/19, 37, 16, , 
2018/9/20, 45, 14, , 
2018/9/21, 33, 16, , 
2018/9/22, 36, 12, , 
2018/9/23, 31, 12, , 
2018/9/24, 32, 10, , 
2018/9/25, 37, 12, , 
2018/9/26, 40, 7, , 
2018/9/27, 34, 7, , 
2018/9/28, 34, 14, , 
2018/9/29, 30, 10, , 
2018/9/30, 25, 15, , 
2018/4/1, 37, 14, , 
2018/4/2, 41, 13, , 
2018/4/3, 35, 12, , 
2018/4/4, 28, 28, , 
2018/4/5, 76, 21, , 
2018/4/6, 70, 13, , 
2018/4/7, 23, 14, , 
2018/4/8, 26, 12, , 
2018/4/9, 36, 11, , 
2018/4/10, 27, 23, , 
2018/4/11, 46, 22, , 
2018/4/12, 52, 18, , 
2018/4/13, 58, 20, , 
2018/4/14, 42, 18, , 
2018/4/15, 29, 19, , 
2018/4/16, 19, 22, , 
2018/4/17, 33, 22, , 
2018/4/18, 53, 19, , 
2018/4/19, 42, 21, , 
2018/4/20, 51, 19, , 
2018/4/21, 41, 18, , 
2018/4/22, 39, 19, , 
2018/4/23, 26, 18, , 
2018/4/24, 27, 20, , 
2018/4/25, 35, 20, , 
2018/4/26, 44, 19, , 
2018/4/27, 29, , , 
2018/4/29, 41, 22, , 
2018/4/30, 43, 24, , 
2018/5/1, 42, 23, , 
2018/5/2, 42, 22, , 
2018/5/3, 37, 22, , 
2018/5/4, 44, 19, , 
2018/5/5, 44, 20, , 
2018/5/6, 40, 24, , 
2018/5/7, 46, 25, , 
2018/5/8, 53, 23, , 
2018/5/9, 49, 24, , 
2018/5/10, 51, 20, , 
2018/5/11, 63, 24, , 
2018/5/12, 60, 22, , 
2018/5/13, 57, 12, , 
2018/5/14, 35, 10, , 9
2018/5/15, 15, 11, , 9
2018/5/16, 21, 12, , 9
2018/5/17, 25, 21, , 9
2018/5/18, 56, 17, , 9
2018/5/19, 51, 13, , 9
2018/5/20, 25, 11, , 9
2018/5/21, 24, 10, , 
2018/5/22, 28, 11, , 9
2018/5/23, 23, 10, , 9
2018/5/24, 24, 13, , 9
2018/5/25, 26, 10, , 
2018/5/26, 22, 10, , 
2018/5/27, 18, 10, , 9
2018/5/28, 18, 11, , 9
2018/5/29, 23, 9, , 9
2018/5/30, 26, 9, , 
2018/5/31, 29, 10, , 
2018/6/1, 29, 11, , 
2018/6/2, 37, 14, , 
2018/6/3, 39, 20, , 
2018/6/4, 44, 20, , 9
2018/6/5, 48, 18, , 9
2018/6/6, 35, 19, , 9
2018/6/7, 43, 18, , 9
2018/6/8, 28, 17, , 9
2018/6/9, 28, 13, , 9
2018/6/10, 25, 13, , 9
2018/6/11, 29, 11, , 9
2018/6/12, 38, 11, , 
2018/6/13, 34, 10, , 
2018/6/14, 25, 9, , 
2018/6/15, 45, 7, , 
2018/6/16, 31, 8, , 
2018/6/17, 50, 11, , 9
2018/6/18, 53, 16, , 9
2018/6/19, 60, 16, , 
2018/6/20, 71, 13, , 
2018/6/21, 54, 9, , 
2018/6/22, 59, 8, , 
2018/6/23, 55, 7, , 
2018/6/24, 34, 13, , 9
2018/6/25, 38, 17, , 
2018/6/26, 28, 10, , 
2018/6/27, 29, 12, , 
2018/6/28, 25, 15, , 
2018/6/29, 29, 17, , 
2018/6/30, 31, 14, , 
2018/1/1, 44, 15, , 
2018/1/2, 25, 15, , 
2018/1/3, 36, 15, , 
2018/1/4, 34, 14, , 
2018/1/5, 46, 8, , 
2018/1/6, 63, 16, , 
2018/1/7, 40, 13, , 
2018/1/8, 20, 14, , 
2018/1/9, 26, 13, , 
2018/1/10, 19, 11, , 
2018/1/11, 16, 14, , 
2018/1/12, 21, 11, , 
2018/1/13, 24, 13, , 
2018/1/14, 27, 15, , 
2018/1/15, 42, 15, , 
2018/1/16, 49, 14, , 
2018/1/17, 37, 15, , 
2018/1/18, 32, 16, , 
2018/1/19, 49, 16, , 
2018/1/20, 55, 18, , 
2018/1/21, 57, 12, , 
2018/1/22, 40, 15, , 
2018/1/23, 20, 13, , 
2018/1/24, 47, 17, , 
2018/1/25, 33, 16, , 
2018/1/26, 40, 15, , 
2018/1/29, 20, 14, , 
2018/1/30, 29, 16, , 
2018/1/31, 33, 18, , 
2018/2/1, 45, 16, , 
2018/2/2, 30, 14, , 
2018/2/3, 20, 14, , 
2018/2/4, 25, 15, , 
2018/2/5, 35, 16, , 
2018/2/6, 43, 10, , 
2018/2/7, 33, 15, , 
2018/2/8, 19, 11, , 
2018/2/9, 37, 11, , 
2018/2/10, 32, 9, , 
2018/2/11, 24, 7, , 
2018/2/12, 17, 8, , 
2018/2/13, 25, 8, , 
2018/2/14, 25, 10, , 
2018/2/15, 24, 12, , 
2018/2/16, 27, , , 
2018/2/18, 28, 13, , 
2018/2/19, 32, 9, , 
2018/2/20, 33, 7, , 
2018/2/21, 31, 12, , 
2018/2/22, 45, 15, , 
2018/2/23, 53, 14, , 
2018/2/24, 38, 11, , 
2018/2/25, 23, 11, , 
2018/2/26, 22, 13, , 
2018/2/27, 26, 14, , 
2018/2/28, 36, 12, , 
2018/3/1, 34, 18, , 
2018/3/2, 52, 21, , 
2018/3/3, 60, 21, , 
2018/3/4, 81, 20, , 
2018/3/5, 62, 16, , 
2018/3/6, 37, 17, , 
2018/3/7, 28, 19, , 
2018/3/8, 38, 21, , 
2018/3/9, 45, 21, , 
2018/3/10, 51, 16, , 
2018/3/11, 42, 17, , 
2018/3/12, 33, 21, , 
2018/3/13, 49, 24, , 
2018/3/14, 57, 21, , 
2018/3/15, 56, 22, , 
2018/3/16, 50, 17, , 
2018/3/17, 38, 14, , 
2018/3/18, 31, 11, , 
2018/3/19, 21, 20, , 
2018/3/20, 44, 19, , 
2018/3/21, 25, 20, , 
2018/3/22, 38, 22, , 
2018/3/23, 57, 23, , 
2018/3/24, 46, 19, , 
2018/3/25, 49, 15, , 
2018/3/26, 34, 16, , 
2018/3/27, 34, 19, , 
2018/3/28, 30, 17, , 
2018/3/29, 46, 15, , 
2018/3/30, 32, 19, , 
2018/3/31, 23, 22, , 
2017/10/1, 32, 17, , 
2017/10/2, 31, 14, , 
2017/10/3, 28, 15, , 
2017/10/4, 29, 14, , 
2017/10/5, 28, 11, , 
2017/10/6, 28, , , 
2017/10/9, 25, 8, , 
2017/10/10, 29, 10, , 
2017/10/11, 33, 11, , 
2017/10/12, 32, 12, , 
2017/10/13, 35, 12, , 
2017/10/14, 33, 11, , 
2017/10/15, 32, 11, , 
2017/10/16, 36, 14, , 
2017/10/17, 57, 15, , 
2017/10/18, 69, 16, , 
2017/10/19, 37, 15, , 
2017/10/20, 34, 15, , 
2017/10/21, 27, 12, , 
2017/10/22, 31, 12, , 
2017/10/23, 26, 16, , 
2017/10/24, 21, 15, , 
2017/10/25, 22, 17, , 
2017/10/26, 34, 19, , 
2017/10/27, 60, 14, , 
2017/10/28, 30, 12, , 
2017/10/29, 26, 15, , 
2017/10/30, 30, 20, , 
2017/10/31, 52, 19, , 
2017/11/1, 57, 15, , 
2017/11/2, 48, 15, , 
2017/11/3, 45, 17, , 
2017/11/4, 52, 16, , 
2017/11/5, 54, 13, , 
2017/11/6, 49, 13, , 
2017/11/7, 43, 10, , 
2017/11/8, 43, 3, , 
2017/11/9, 56, 13, , 
2017/11/10, 33, 12, , 
2017/11/11, 41, 14, , 
2017/11/12, 40, 14, , 
2017/11/13, 44, 15, , 
2017/11/14, 35, 15, , 
2017/11/15, 40, 16, , 
2017/11/16, 59, 18, , 
2017/11/17, 61, 16, , 
2017/11/18, 57, 14, , 
2017/11/19, 25, 13, , 
2017/11/20, 34, 9, , 
2017/11/21, 28, 11, , 
2017/11/22, 35, 10, , 
2017/11/23, 43, 15, , 
2017/11/24, 39, 12, , 
2017/11/25, 54, 15, , 
2017/11/26, 47, 15, , 
2017/11/27, 36, 15, , 
2017/11/28, 59, 13, , 
2017/11/29, 99, 14, , 
2017/11/30, 47, 10, , 
2017/12/1, 60, 12, , 
2017/12/2, 34, 10, , 
2017/12/3, 54, 12, , 
2017/12/4, 54, 15, , 
2017/12/5, 44, 12, , 
2017/12/6, 23, 11, , 
2017/12/7, 17, 10, , 
2017/12/8, 16, 11, , 
2017/12/9, 15, 13, , 
2017/12/10, 26, 13, , 
2017/12/11, 45, 15, , 
2017/12/12, 39, 14, , 
2017/12/13, 34, 15, , 
2017/12/14, 60, 13, , 
2017/12/15, 71, 14, , 
2017/12/16, 34, 15, , 
2017/12/17, 46, 10, , 
2017/12/18, 34, 7, , 
2017/12/19, 34, 10, , 
2017/12/20, 23, 11, , 
2017/12/21, 29, 9, , 
2017/12/22, 41, 9, , 
2017/12/23, 41, 9, , 
2017/12/24, 40, 13, , 
2017/12/25, 19, 13, , 
2017/12/26, 29, 10, , 
2017/12/27, 34, 8, , 
2017/12/28, 31, 10, , 
2017/12/29, 36, 12, , 
2017/12/30, 34, 10, , 
2017/12/31, 38, 11, , 
2017/7/1, 48, 11, , 
2017/7/2, 58, 11, , 
2017/7/3, 76, 14, , 
2017/7/4, 84, 11, , 
2017/7/5, 55, 11, , 
2017/7/6, 35, 11, , 
2017/7/7, 43, 9, , 
2017/7/8, 26, 13, , 
2017/7/9, 29, 10, , 
2017/7/10, 21, 10, , 
2017/7/11, 21, 14, , 
2017/7/12, 37, 11, , 
2017/7/13, 28, 7, , 
2017/7/14, 31, 10, , 
2017/7/15, 26, 11, , 
2017/7/16, 26, 10, , 
2017/7/17, 20, 11, , 
2017/7/18, 24, 13, , 
2017/7/19, 26, 14, , 
2017/7/20, 29, 13, , 
2017/7/21, 44, 9, , 
2017/7/22, 23, 11, , 
2017/7/23, 17, 12, , 
2017/7/24, 31, 13, , 
2017/7/25, 45, 15, , 
2017/7/26, 34, 15, , 
2017/7/27, 32, 17, , 
2017/7/28, 43, 13, , 
2017/7/29, 56, 15, , 
2017/7/30, 34, 18, , 
2017/7/31, 30, 18, , 
2017/8/1, 34, 15, , 
2017/8/2, 33, 9, , 
2017/8/3, 20, 7, , 
2017/8/4, 17, 8, , 
2017/8/5, 27, 7, , 
2017/8/6, 39, 9, , 
2017/8/7, 48, 7, , 
2017/8/8, 26, 9, , 
2017/8/9, 33, 12, , 
2017/8/10, 32, 10, , 
2017/8/11, 26, 11, , 
2017/8/12, 27, 12, , 
2017/8/13, 39, 10, , 
2017/8/14, 38, 11, , 
2017/8/15, 31, 9, , 
2017/8/16, 31, 11, , 
2017/8/17, 34, 10, , 
2017/8/18, 60, 15, , 
2017/8/19, 51, 16, , 
2017/8/20, 46, 13, , 
2017/8/21, 34, 11, , 
2017/8/22, 37, 13, , 
2017/8/23, 42, 12, , 
2017/8/24, 46, 15, , 
2017/8/25, 31, 12, , 
2017/8/26, 20, 15, , 
2017/8/27, 29, 17, , 
2017/8/28, 37, 14, , 
