date, pm25, pm10, o3, no2, so2, co, aqi
2018/1/23, 150, 80, 20, 21, 29, , 130
2018/1/24, 165, 87, 20, 24, 32, , 128
2018/1/25, 169, 72, 25, 20, 27, , 111
2018/1/26, 157, 75, 18, 15, 14, , 119
2018/1/27, 162, 123, 12, 21, 21, , 231
2018/1/28, 231, 115, 20, 25, 40, , 177
2018/1/29, 207, 189, 13, 29, 46, 4, 251
2018/1/30, 277, 124, 22, 25, 38, , 169
2018/1/31, 199, 137, 19, 25, 41, , 214
2018/2/1, 225, 92, 15, 17, 23, , 119
2018/2/2, 136, 133, 3, 28, 42, , 218
2018/2/3, 239, 108, 18, 26, 38, , 187
2018/2/4, 204, 105, 22, 23, 35, 5, 151
2018/2/5, 175, 133, 18, 24, 48, 31, 179
2018/2/6, 218, 166, 12, 27, 60, 42, 237
2018/2/7, 253, 131, 32, 18, 35, 26, 170
2018/2/8, 180, 187, 26, 22, 41, 31, 222
2018/2/9, 201, 88, 32, 9, 23, 10, 92
2018/2/10, 109, 92, 35, 18, 39, 23, 117
2018/2/11, 136, 53, 35, 13, 34, 16, 77
2018/2/12, 96, 88, 39, 21, 31, 28, 128
2018/2/13, 155, 102, 35, 21, 36, 35, 151
2018/2/14, 169, 88, 39, 18, 37, 27, 135
2018/2/15, 171, 201, 52, 26, 55, 39, 290
2018/2/16, 295, 242, 19, 28, 52, 63, 351
2018/2/17, 351, 212, 32, 28, 48, 45, 339
2018/2/18, 338, 217, 39, 22, 35, 46, 275
2018/2/19, 304, 123, 25, 19, 25, 27, 210
2018/2/20, 217, 138, 48, 21, 37, 41, 211
2018/2/21, 222, 126, 42, 25, 43, 36, 146
2018/2/22, 154, 124, 43, 25, 35, 39, 150
2018/2/23, 171, 133, 34, 11, 12, 13, 146
2018/2/24, 113, 98, 33, 22, 21, 22, 121
2018/2/25, 160, 167, 55, 27, 26, 26, 210
2018/2/26, 219, 257, 19, 30, 32, 53, 304
2018/2/27, 311, 169, 22, 15, 17, 25, 268
2018/2/28, 267, 90, 38, 8, 12, 11, 134
2018/3/1, 154, 72, 40, 11, 12, 9, 114
2018/3/2, 152, 87, 26, 7, 9, 9, 142
2018/3/3, 178, 107, 18, 11, 7, 11, 163
2018/3/4, 185, 55, 36, 9, 9, 5, 67
2018/3/5, 102, 74, 36, 16, 14, 11, 107
2018/3/6, 152, 77, 36, 11, 12, 11, 108
2018/3/7, 164, 86, 39, 16, 10, 12, 135
2018/3/8, 169, 86, 19, 20, 9, 13, 143
2018/3/9, 173, 125, 38, 17, 11, 16, 206
2018/3/10, 215, 135, 47, 24, 15, 20, 219
2018/3/11, 229, 137, 64, 25, 17, 18, 216
2018/3/12, 226, 142, 66, 21, 20, 21, 205
2018/3/13, 230, 86, 52, 13, 11, 9, 131
2018/3/14, 171, 129, 30, 10, 5, 7, 136
2018/3/15, 138, 36, 41, 10, 5, 3, 45
2018/3/16, 70, 60, 24, 16, 7, 8, 90
2018/3/17, 142, 70, 29, 11, 3, 12, 117
2018/3/18, 164, 88, 62, 11, 5, 12, 148
2018/3/19, 179, 43, 38, 8, 5, 6, 50
2018/3/20, 93, 46, 39, 11, 11, 8, 59
2018/3/21, 97, 86, 44, 24, 14, 14, 112
2018/3/22, 164, 99, 53, 19, 17, 16, 136
2018/3/23, 167, 63, 61, 15, 11, 15, 90
2018/3/24, 129, 76, 72, 16, 12, 14, 104
2018/3/25, 155, 96, 68, 18, 17, 19, 118
2018/3/26, 167, 101, 66, 13, 20, 29, 124
2018/3/27, 161, 160, 64, 19, 19, 24, 177
2018/3/28, 167, 114, 37, 11, 8, 8, 113
2018/3/29, 105, 56, 57, 11, 8, 9, 71
2018/3/30, 94, 106, 56, 15, 12, 11, 141
2018/3/31, 177, 127, 79, 13, 15, 10, 165
2020/1/1, , 112, 9, 31, 15, 11, 
2019/4/19, , 82, 47, 23, 11, 9, 
2018/9/27, , 74, 54, 17, 6, , 
2018/1/2, , 48, 17, 15, 21, , 
