date, pm25, pm10, o3, no2, co
2020/1/2, 151, 60, 4, 27, 
2020/1/3, 144, 54, 11, 25, 
2020/1/4, 127, 52, 12, 23, 
2020/1/5, 119, 35, 14, 21, 
2020/1/6, 76, 41, 3, 17, 
2020/1/7, 91, 34, 2, 22, 
2020/1/8, 80, 38, 2, 22, 
2020/1/9, 89, 55, 2, 38, 
2020/1/10, 124, 62, 5, 38, 
2020/1/11, 151, 50, 13, 25, 
2020/1/12, 119, 53, 2, 27, 
2020/1/13, 132, 62, 1, 23, 
2020/1/14, 154, , , , 
2019/10/1, 61, 25, 26, 14, 
2019/10/2, 46, , , , 
2019/10/9, 38, 30, 23, 22, 
2019/10/10, 63, 33, 29, 27, 
2019/10/11, 61, 51, 30, 29, 
2019/10/12, 102, 58, 21, 19, 
2019/10/13, 127, 62, 28, 23, 
2019/10/14, 149, 46, 26, 14, 
2019/10/15, 107, 4, 32, 25, 
2019/10/16, 17, 29, 27, 23, 
2019/10/17, 61, 26, 18, 20, 
2019/10/18, 42, 30, 21, 13, 
2019/10/19, 68, 15, 32, 10, 
2019/10/20, 50, 19, 30, 11, 
2019/10/21, 50, 16, 28, 26, 
2019/10/22, 78, 34, 21, 27, 
2019/10/23, 74, 48, 19, 21, 
2019/10/24, 155, 31, 21, 22, 
2019/10/25, 68, 36, 19, 21, 
2019/10/26, 82, 33, 25, 22, 
2019/10/27, 63, 56, 15, 26, 
2019/10/28, 137, 41, 14, 18, 
2019/10/29, 107, 14, 16, 16, 
2019/10/30, 17, 13, 14, 16, 
2019/10/31, 25, 14, 16, 16, 
2019/11/1, 30, 16, 21, 10, 
2019/11/2, 55, 8, 16, 12, 
2019/11/3, 34, 14, 15, 16, 
2019/11/4, 25, 21, 9, 19, 
2019/11/5, 68, 19, 7, 18, 
2019/11/6, 42, 25, 16, 21, 
2019/11/7, 65, 14, 20, 20, 
2019/11/8, 50, 15, 25, 21, 
2019/11/9, 38, 20, 21, 23, 
2019/11/10, 55, 16, 10, 18, 
2019/11/11, 42, 12, 7, 20, 
2019/11/12, 50, 8, 18, 14, 
2019/11/13, 30, 12, 20, 17, 
2019/11/14, 25, 10, 24, 18, 
2019/11/15, 38, 22, 21, 22, 
2019/11/16, 68, 7, 24, 18, 
2019/11/17, 17, 21, 27, 22, 
2019/11/18, 59, 6, 27, 13, 
2019/11/19, 9, 19, 15, 26, 
2019/11/20, 61, 32, 10, 23, 
2019/11/21, 91, 27, 22, 17, 
2019/11/22, 72, 10, 23, 8, 
2019/11/23, 30, 10, 26, 5, 
2019/11/24, 30, 12, 24, 22, 
2019/11/25, 25, 25, 5, 22, 
2019/11/26, 61, 26, 9, 18, 
2019/11/27, 74, 26, 5, 18, 
2019/11/28, 74, 30, 2, 18, 
2019/11/29, 85, 31, 7, 19, 
2019/11/30, 78, 24, 13, 15, 
2019/12/1, 57, 18, 15, 17, 
2019/12/2, 59, 13, 15, 24, 
2019/12/3, 30, 20, 19, 27, 
2019/12/4, 50, 43, 7, 24, 
2019/12/5, 89, 54, 1, 22, 
2019/12/6, 114, 55, 7, 25, 
2019/12/7, 122, 56, 7, 24, 
2019/12/8, 129, 63, 2, 21, 
2019/12/9, 151, 51, 6, 26, 
2019/12/10, 104, 24, 15, 32, 
2019/12/11, 55, 20, 17, 26, 
2019/12/12, 57, 18, 15, 26, 
2019/12/13, 57, 31, 9, 26, 
2019/12/14, 72, 43, 3, 21, 
2019/12/15, 99, 51, 1, 19, 
2019/12/16, 124, 53, 4, 19, 
2019/12/17, 122, 63, , 14, 
2019/12/18, 104, 41, 7, 17, 
2019/12/19, 78, 25, 13, 17, 
2019/12/20, 53, 13, 18, 15, 
2019/12/21, 30, 11, 20, 14, 
