date, pm25, pm10, o3
2020/1/2, 17, , 
2020/1/3, 15, , 
2020/1/4, 15, , 
2020/1/5, 18, , 
2020/1/6, 13, , 
2020/1/7, 11, , 
2020/1/8, 9, , 
2020/1/9, 21, , 
2020/1/10, 16, , 
2020/1/11, 17, , 
2020/1/12, 11, , 
2020/1/13, 11, , 
2020/1/14, 16, , 
2020/1/15, 22, , 
2019/10/1, 17, , 17
2019/10/2, 28, , 21
2019/10/3, 19, , 
2019/10/4, 19, , 
2019/10/5, 29, , 
2019/10/6, 32, , 
2019/10/7, 27, , 
2019/10/8, 12, , 
2019/10/9, 17, , 
2019/10/10, 18, , 
2019/10/11, 33, , 
2019/10/12, 49, , 
2019/10/13, 43, , 
2019/10/14, 25, , 
2019/10/15, 38, , 
2019/10/16, 41, , 
2019/10/17, 21, , 
2019/10/18, 27, , 
2019/10/19, 20, , 
2019/10/20, 22, , 
2019/10/21, 19, , 
2019/10/22, 19, , 
2019/10/23, 40, , 
2019/10/24, 45, , 
2019/10/25, 31, , 
2019/10/26, 20, , 
2019/10/27, 15, , 
2019/10/28, 34, , 
2019/10/29, 18, , 
2019/10/30, 22, , 
2019/10/31, 41, , 
2019/11/1, 46, , 
2019/11/2, 45, , 
2019/11/3, 56, , 
2019/11/4, 56, , 
2019/11/5, 62, , 
2019/11/6, 54, , 
2019/11/7, 57, , 
2019/11/8, 53, , 
2019/11/9, 57, , 
2019/11/10, 55, , 
2019/11/11, 33, , 
2019/11/12, 55, , 
2019/11/13, 45, , 
2019/11/14, 69, , 
2019/11/15, 37, , 
2019/11/16, 45, , 
2019/11/17, 37, , 
2019/11/18, 36, , 
2019/11/19, 21, , 
2019/11/20, 19, , 
2019/11/21, 36, , 
2019/11/22, 57, , 
2019/11/23, 83, , 
2019/11/24, 76, , 
2019/11/25, 27, , 
2019/11/26, 27, , 
2019/11/27, 14, , 
2019/11/28, 14, , 
2019/11/29, 33, , 
2019/11/30, 60, , 
2019/12/1, 36, , 
2019/12/2, 61, , 
2019/12/3, 66, , 
2019/12/4, 66, , 
2019/12/5, 59, , 
2019/12/6, 69, , 
2019/12/7, 65, , 
2019/12/8, 62, , 
2019/12/9, 45, , 
2019/12/10, 42, , 
2019/12/11, 60, , 
2019/12/12, 27, , 
2019/12/13, 63, , 
2019/12/14, 39, , 
2019/12/15, 58, , 
2019/12/16, 39, , 
2019/12/17, 54, , 
2019/12/18, 49, , 
2019/12/19, 16, , 
2019/12/20, 11, , 
2019/12/21, 15, , 
2019/12/22, 27, , 
2019/12/23, 33, , 
2019/12/24, 32, , 
2019/12/25, 21, , 
2019/12/26, 41, , 
2019/12/27, 31, , 
2019/12/28, 39, , 
2019/7/1, 15, , 
2019/7/2, 9, , 
2019/7/3, 12, , 
2019/7/4, 21, , 
2019/7/5, 18, , 
2019/7/6, 9, , 
2019/7/7, 14, , 
2019/7/8, 18, , 
2019/7/9, 19, , 
2019/7/10, 8, , 
2019/7/11, 7, , 
2019/7/12, 9, , 
2019/7/13, 11, , 
2019/7/14, 11, , 
2019/7/15, 10, , 
2019/7/16, 7, , 
2019/7/17, 8, , 25
2019/7/18, 9, , 28
2019/7/19, 14, , 37
2019/7/20, 13, , 36
2019/7/21, 15, , 33
2019/7/22, 10, , 3
2019/7/23, 10, , 28
2019/7/24, 12, , 45
2019/7/25, 14, , 36
2019/7/26, 14, , 29
2019/7/27, 9, , 34
2019/7/28, 10, , 23
2019/7/29, 14, , 29
2019/7/30, 13, , 31
2019/7/31, 13, , 25
2019/8/1, 7, , 16
2019/8/2, 6, , 36
2019/8/3, 13, , 41
2019/8/4, 32, , 42
2019/8/5, 33, , 35
2019/8/6, 27, , 26
2019/8/7, 18, , 19
2019/8/8, 8, , 27
2019/8/9, 13, , 19
2019/8/10, 17, , 30
2019/8/11, 15, , 35
2019/8/12, 17, , 38
2019/8/13, 17, , 36
2019/8/14, 12, , 32
2019/8/15, 11, , 32
2019/8/16, 18, , 25
2019/8/17, 15, , 30
2019/8/18, 9, , 34
2019/8/19, 12, , 31
2019/8/20, 18, , 19
2019/8/21, 14, , 35
2019/8/22, 16, , 34
2019/8/23, 19, , 31
2019/8/24, 17, , 33
2019/8/25, 12, , 38
2019/8/26, 30, , 44
2019/8/27, 18, , 57
2019/8/28, 21, , 26
2019/8/29, 21, , 27
2019/8/30, 18, , 24
2019/8/31, 14, , 28
2019/9/1, 9, , 31
2019/9/2, 13, , 28
2019/9/3, 14, , 34
2019/9/4, 16, , 33
2019/9/5, 24, , 30
2019/9/6, 17, , 16
2019/9/7, 13, , 21
2019/9/8, 10, , 22
2019/9/9, 14, , 24
2019/9/10, 13, , 28
2019/9/11, 19, , 27
2019/9/12, 18, , 28
2019/9/13, 16, , 25
2019/9/14, 17, , 25
2019/9/15, 16, , 23
2019/9/16, 12, , 20
2019/9/17, 11, , 25
2019/9/18, 12, , 25
2019/9/19, 15, , 21
2019/9/20, 16, , 22
2019/9/21, 21, , 14
2019/9/22, 17, , 30
2019/9/23, 18, , 22
2019/9/24, 17, , 27
2019/9/25, 26, , 19
2019/9/26, 21, , 28
2019/9/27, 16, , 26
2019/9/28, 16, , 18
2019/9/29, 13, , 21
2019/9/30, 11, , 23
2019/4/1, 24, , 
2019/4/2, 16, , 
2019/4/3, 8, , 
2019/4/4, 14, , 
2019/4/5, 11, , 
2019/4/6, 18, , 
2019/4/7, 8, , 
2019/4/8, 9, , 
2019/4/9, 11, , 
2019/4/10, 7, , 
2019/4/11, 8, , 
2019/4/12, 6, , 
2019/4/13, 10, , 
2019/4/14, 16, , 
2019/4/15, 15, , 
2019/4/16, 11, , 
2019/4/17, 7, , 
2019/4/18, 14, , 
2019/4/19, 10, , 
2019/4/20, 14, , 
2019/4/21, 15, , 
2019/4/22, 18, , 
2019/4/23, 11, , 
2019/4/24, 15, , 
2019/4/25, 19, , 
2019/4/26, 19, , 
2019/4/27, 11, , 
2019/4/28, 10, , 
2019/4/29, 10, , 
2019/4/30, 13, , 
2019/5/1, 15, , 
2019/5/2, 15, , 
2019/5/3, 14, , 
2019/5/4, 14, , 
2019/5/5, 16, , 
2019/5/6, 15, , 
2019/5/7, 17, , 
2019/5/8, 20, , 
2019/5/9, 15, , 
2019/5/10, 14, , 
2019/5/11, 15, , 
2019/5/12, 12, , 
2019/5/13, 15, , 
2019/5/14, 9, , 
2019/5/15, 13, , 
2019/5/16, 11, , 
2019/5/17, 11, , 
2019/5/18, 12, , 
2019/5/19, 10, , 
2019/5/20, 12, , 
2019/5/21, 8, , 
2019/5/22, 13, , 
2019/5/23, 16, , 
2019/5/24, 14, , 
2019/5/25, 8, , 
2019/5/26, 13, , 
2019/5/27, 14, , 
2019/5/28, 36, , 
2019/5/29, 27, , 
2019/5/30, 18, , 
2019/5/31, 20, , 
2019/6/1, 12, , 
2019/6/2, 15, , 
2019/6/3, 12, , 
2019/6/4, 11, , 
2019/6/5, 7, , 
2019/6/6, 8, , 
2019/6/7, 8, , 
2019/6/8, 11, , 
2019/6/9, 9, , 
2019/6/10, 10, , 
2019/6/11, 9, , 
2019/6/12, 20, , 
2019/6/13, 15, , 
2019/6/14, 8, , 
2019/6/15, 10, , 
2019/6/16, 11, , 
2019/6/17, 6, , 
2019/6/18, 7, , 
2019/6/19, 9, , 
2019/6/20, 8, , 
2019/6/21, 11, , 
2019/6/22, 13, , 
2019/6/23, 8, , 
2019/6/24, 13, , 
2019/6/25, 13, , 
2019/6/26, 9, , 
2019/6/27, 9, , 
2019/6/28, 15, , 
2019/6/29, 14, , 
2019/6/30, 14, , 
2019/1/1, 54, , 
2019/1/2, 55, , 
2019/1/3, 18, , 
2019/1/4, 19, , 
2019/1/5, 35, , 
2019/1/6, 10, , 
2019/1/7, 16, , 
2019/1/8, 25, , 
2019/1/9, 19, , 
2019/1/10, 17, , 
2019/1/11, 25, , 
2019/1/12, 37, , 
2019/1/13, 33, , 
2019/1/14, 34, , 
2019/1/15, 36, , 
2019/1/16, 40, , 
2019/1/17, 24, , 
2019/1/18, 13, , 
2019/1/19, 29, , 
2019/1/20, 17, , 
2019/1/21, 26, , 
2019/1/22, 13, , 
2019/1/23, 17, , 
2019/1/24, 24, , 
2019/1/25, 30, , 
2019/1/26, 50, , 
2019/1/27, 43, , 
2019/1/28, 26, , 
2019/1/29, 35, , 
2019/1/30, 37, , 
2019/1/31, 58, , 
2019/2/1, 43, , 
2019/2/2, 23, , 
2019/2/3, 12, , 
2019/2/4, 10, , 
2019/2/5, 37, , 
2019/2/6, 35, , 
2019/2/7, 34, , 
2019/2/8, 45, , 
