date, pm25, pm10, so2
2017/1/2, 21, , 
2017/1/3, 11, , 5
2017/1/4, 16, , 4
2017/1/5, 27, , 3
2017/1/6, 45, , 2
2017/1/7, 20, , 3
2017/1/8, 19, , 11
2017/1/9, 23, , 2
2017/1/10, 31, , 1
2017/1/11, 33, , 1
2017/1/12, 31, , 3
2017/1/13, 42, , 4
2017/1/14, 50, , 
2017/1/15, 31, , 2
2017/1/16, 36, , 
2017/1/17, 35, , 
2017/1/18, 29, , 3
2017/1/19, 44, , 
2017/1/20, 31, , 
2017/1/21, 28, , 
2017/1/22, 18, , 
2017/1/23, 14, , 
2017/1/24, 28, , 
2017/1/25, 35, , 
2017/1/26, 23, , 
2017/1/27, 25, , 
2017/1/28, 20, , 
2017/1/29, 24, , 
2017/1/30, 28, , 
2017/1/31, 44, , 
2017/2/1, 31, , 
2017/2/2, 36, , 
2017/2/3, 56, , 9
2017/2/4, 16, , 3
2017/2/5, 46, , 2
2017/2/6, 57, , 
2017/2/7, 46, , 
2017/2/8, 33, , 
2017/2/9, 16, , 6
2017/2/10, 18, , 
2017/2/11, 38, , 
2017/2/12, 36, , 18
2017/2/13, 33, , 1
2017/2/14, 40, , 
2017/2/15, 39, , 1
2017/2/16, 26, , 1
2017/2/17, 49, , 
2017/2/18, 75, , 
2017/2/19, 74, , 3
2017/2/20, 55, , 2
2017/2/21, 36, , 
2017/2/22, 19, , 2
2017/2/23, 23, , 3
2017/2/24, 33, , 
2017/2/25, 22, , 1
2017/2/26, 18, , 3
2017/2/27, 33, , 1
2017/2/28, 36, , 
2017/3/1, 23, , 10
2017/3/2, 34, , 1
2017/3/3, 35, , 7
2017/3/4, 31, , 
2017/3/5, 36, , 2
2017/3/6, 32, , 
2017/3/7, 17, , 
2017/3/8, 29, , 6
2017/3/9, 45, , 
2017/3/10, 36, , 2
2017/3/11, 17, , 7
2017/3/12, 24, , 12
2017/3/13, 32, , 
2017/3/14, 10, , 
2017/3/15, 26, , 4
2017/3/16, 32, , 2
2017/3/17, 57, , 
2017/3/18, 38, , 15
2017/3/19, 18, , 1
2017/3/20, 32, , 
2017/3/21, 42, , 
2017/3/22, 43, , 
2017/3/23, 27, , 
2017/3/24, 34, , 
2017/3/25, 21, , 
2017/3/26, 16, , 
2017/3/27, 20, , 
2017/3/28, 34, , 5
2017/3/29, 49, , 1
2017/3/30, 41, , 
2017/3/31, 28, , 
2020/1/1, , 20, 1
2019/10/7, , 16, 10
2019/10/27, , 18, 3
2019/12/1, , 10, 2
2019/12/25, , 26, 5
2019/8/3, , 11, 2
2019/9/2, , 10, 1
2019/4/20, , 9, 1
2018/12/31, , 17, 1
2018/10/14, , 17, 1
2019/10/6, , , 5
2019/11/28, , , 2
2019/11/29, , , 2
2019/8/1, , , 1
2019/8/2, , , 10
2018/10/12, , , 2
2018/10/13, , , 1
2018/8/29, , , 2
2018/4/19, , , 3
2018/1/1, , , 25
2018/1/2, , , 27
2018/1/3, , , 20
2018/1/4, , , 2
2018/1/6, , , 11
2018/1/8, , , 7
2018/1/9, , , 2
2018/1/12, , , 
2018/1/18, , , 1
2018/1/19, , , 1
2018/1/20, , , 1
2018/1/21, , , 5
2018/1/22, , , 2
2018/1/23, , , 
2018/1/24, , , 
2018/1/27, , , 1
2017/11/8, , , 4
2017/11/9, , , 12
2017/11/10, , , 9
2017/11/11, , , 4
2017/11/12, , , 3
2017/11/13, , , 12
2017/12/15, , , 3
2017/12/16, , , 4
2017/12/24, , , 3
2017/12/25, , , 6
2017/12/26, , , 5
2017/12/27, , , 2
2017/12/28, , , 2
2017/12/30, , , 10
2017/9/12, , , 12
2017/9/14, , , 4
