date, pm10, o3, no2
2020/1/2, 15, 12, 5
2020/1/3, 11, , 
2020/1/4, 13, , 
2020/1/5, 12, 10, 7
2020/1/6, 13, 22, 9
2020/1/7, 19, 7, 8
2020/1/8, 16, , 
2020/1/10, 11, , 
2020/1/15, 20, , 
2019/10/1, 26, 57, 14
2019/10/2, 33, 32, 9
2019/10/3, 28, 49, 4
2019/10/4, 22, 52, 7
2019/10/5, 36, 23, 2
2019/10/6, 15, 22, 3
2019/10/7, 12, 22, 4
2019/10/8, 11, 27, 4
2019/10/9, 12, 36, 5
2019/10/10, 15, 39, 7
2019/10/11, 21, 43, 8
2019/10/12, 24, 43, 7
2019/10/13, 26, 41, 6
2019/10/14, 29, 21, 2
2019/10/15, 24, 24, 3
2019/10/16, 15, 38, 4
2019/10/17, 22, 40, 7
2019/10/18, 26, 30, 2
2019/10/19, 15, 20, 1
2019/10/20, 15, 17, 7
2019/10/21, 19, 23, 5
2019/10/22, 20, 28, 3
2019/10/23, 16, 29, 5
2019/10/24, 23, 42, 11
2019/10/25, 29, 36, 3
2019/10/26, 26, 41, 7
2019/10/27, 26, 37, 5
2019/10/28, 21, 36, 12
2019/10/29, 25, 36, 
2019/10/30, 25, 30, 
2019/10/31, 23, 27, 
2019/11/1, 17, , 
2019/11/2, 19, , 
2019/11/3, 25, 35, 
2019/11/4, 22, 31, 
2019/11/5, 23, 21, 
2019/11/6, 12, 26, 
2019/11/7, 15, 23, 
2019/11/8, 16, 10, 
2019/11/9, 18, 26, 
2019/11/10, 15, 23, 
2019/11/11, 13, 21, 
2019/11/12, 11, 30, 
2019/11/13, 19, 26, 
2019/11/14, 23, 19, 
2019/11/15, 14, 22, 
2019/11/16, 17, 28, 
2019/11/17, 16, 24, 
2019/11/18, 14, 25, 2
2019/11/19, 19, 30, 5
2019/11/20, 19, 32, 4
2019/11/21, 16, 12, 9
2019/11/22, 28, , 
2019/11/23, 39, 18, 
2019/11/24, 19, 17, 2
2019/11/25, 19, 28, 4
2019/11/26, 22, 13, 14
2019/11/27, 31, 17, 7
2019/11/28, 13, 27, 2
2019/11/29, 19, , 
2019/11/30, 18, , 
2019/12/1, 16, 18, 3
2019/12/2, 13, 25, 3
2019/12/3, 18, 22, 7
2019/12/4, 22, 17, 13
2019/12/5, 24, 16, 7
2019/12/6, 12, 27, 8
2019/12/7, 16, 32, 7
2019/12/8, 15, 19, 12
2019/12/9, 20, 2, 13
2019/12/10, 20, 21, 12
2019/12/11, 19, 21, 8
2019/12/12, 18, 18, 14
2019/12/13, 18, 23, 3
2019/12/14, 16, 20, 4
2019/12/15, 15, 24, 11
2019/12/16, 24, 18, 8
2019/12/17, 16, 14, 10
2019/12/18, 14, 22, 4
2019/12/19, 11, 16, 11
2019/12/20, 18, , 
2019/12/21, 21, , 
2019/12/22, 14, , 
2019/12/23, 20, , 
2019/12/24, 13, , 
2019/12/25, 16, 11, 10
2019/12/26, 21, 18, 4
2019/12/27, 16, 29, 3
2019/12/28, 17, , 
2019/7/1, 38, 26, 18
2019/7/2, 45, 24, 15
2019/7/3, 46, 7, 10
