date, pm10, o3, no2, so2
2020/1/2, 21, 26, 9, 
2020/1/3, 9, 21, 13, 
2020/1/4, 17, 23, 12, 
2020/1/5, 22, 25, 17, 
2020/1/6, 11, 22, 15, 
2020/1/7, 19, 22, 10, 
2020/1/8, 13, 23, 9, 
2020/1/9, 5, 27, 21, 
2020/1/10, 10, 25, 13, 
2020/1/11, 18, 28, 6, 
2020/1/12, 11, 24, 15, 
2020/1/13, 10, 26, 8, 
2020/1/14, 5, 29, 11, 
2020/1/15, 10, 14, 18, 
2020/1/16, 13, , , 
2019/10/1, 10, 24, 18, 
2019/10/2, 9, 17, 12, 
2019/10/3, 11, 21, 13, 
2019/10/4, 12, 19, 11, 
2019/10/5, 16, 17, 10, 
2019/10/6, 7, 14, 14, 
2019/10/7, 10, 20, 14, 
2019/10/8, 8, 22, 10, 
2019/10/9, 11, 23, 11, 
2019/10/10, 8, 22, 9, 
2019/10/11, 13, 25, 10, 
2019/10/12, 11, 28, 7, 
2019/10/13, 13, 30, 14, 
2019/10/14, 12, 25, 21, 
2019/10/15, 16, 22, 9, 
2019/10/16, 10, 22, 13, 
2019/10/22, 14, 12, 15, 
2019/10/23, 21, 27, 15, 
2019/10/24, 20, 26, 10, 
2019/10/25, 10, 28, 7, 
2019/10/26, 7, 26, 14, 
2019/10/27, 11, 20, 18, 
2019/10/28, 15, 16, 22, 
2019/10/29, 22, 9, 20, 
2019/10/30, 20, 15, 20, 
2019/10/31, 21, 17, 12, 
2019/11/1, 18, 26, 7, 
2019/11/2, 8, 25, 10, 
2019/11/5, 10, 8, 19, 
2019/11/6, 19, 22, 16, 
2019/11/7, 12, 19, 23, 
2019/11/8, 13, 18, 15, 
2019/11/9, 22, 15, 17, 
2019/11/10, 16, 19, 14, 
2019/11/11, 11, 25, 13, 
2019/11/13, 11, 20, 17, 
2019/11/14, 10, 13, 19, 
2019/11/15, 18, 21, 21, 
2019/11/16, 13, 9, 19, 
2019/11/17, 20, 22, 26, 
2019/11/18, 20, 21, 21, 
2019/11/19, 13, 18, 17, 
2019/11/20, 18, 6, 22, 
2019/11/21, 22, 21, 19, 
2019/11/22, 21, 5, 18, 
2019/11/23, 19, 10, 18, 
2019/11/24, 19, 19, 23, 
2019/11/25, 23, 24, 18, 
2019/11/26, 15, 26, 12, 
2019/11/27, 8, 24, 12, 
2019/11/29, 14, 19, 22, 
2019/11/30, 25, 12, 17, 
2019/12/1, 21, 6, 27, 
2019/12/2, 23, 10, 25, 
2019/12/3, 32, 2, 19, 
2019/12/4, 21, 14, 20, 
2019/12/5, 27, 23, 10, 
2019/12/6, 23, 23, 11, 
2019/12/7, 8, 29, 6, 
2019/12/8, 9, 29, 19, 
2019/12/9, 8, 24, 16, 
2019/12/10, 14, 21, 18, 
2019/12/11, 9, 26, 13, 
2019/12/12, 7, 25, 16, 
2019/12/14, 11, 32, 9, 
2019/12/15, 10, 25, 22, 
2019/12/16, 9, 24, 17, 
2019/12/17, 13, 23, 17, 
2019/12/18, 12, 24, 14, 
2019/12/19, 16, 27, 12, 
2019/12/20, 11, 27, 11, 
2019/12/22, 5, 26, 13, 
2019/12/23, 10, 29, 6, 
2019/12/24, 13, 25, 9, 
2019/12/25, 12, 17, 13, 
2019/12/26, 15, 15, 12, 
2019/12/27, 11, 15, 14, 
2019/12/28, 13, , , 
2019/7/1, 19, 37, 18, 
2019/7/2, 15, 37, 13, 
2019/7/3, 15, 41, 17, 
2019/7/4, 14, 59, 24, 
2019/7/5, 18, 58, 16, 
2019/7/6, 23, 35, 8, 
2019/7/7, 16, 30, 18, 
2019/7/8, 12, 39, 19, 
2019/7/9, 14, 45, 22, 
2019/7/10, 15, 43, 21, 
2019/7/11, 19, 37, 20, 
2019/7/12, 22, 27, 14, 
2019/7/13, 22, 27, 9, 
2019/7/14, 13, 24, 18, 
2019/7/15, 10, 24, 19, 
2019/7/16, 16, 30, 14, 
2019/7/17, 25, 39, 20, 
2019/7/18, 22, 31, 12, 
2019/7/19, 15, 29, 11, 
2019/7/20, 14, 33, 10, 
2019/7/21, 15, 37, 18, 
2019/7/22, 14, 70, 18, 
2019/7/23, 15, 73, 34, 
2019/7/24, 20, 73, 29, 
2019/7/25, 29, 66, 27, 
2019/7/26, 31, 26, 17, 
2019/7/27, 37, 21, 8, 
2019/7/28, 25, 36, 17, 
2019/7/29, 12, 37, 18, 
2019/7/30, 15, 25, 10, 
2019/7/31, 14, 29, 13, 
2019/8/1, 13, 34, 14, 
2019/8/2, 17, 30, 11, 
2019/8/3, 23, 41, 7, 
2019/8/4, 14, 34, 15, 
2019/8/5, 12, 30, 13, 
2019/8/6, 13, 27, 12, 
2019/8/8, 12, 26, 18, 
2019/8/9, 14, 32, 7, 
2019/8/10, 12, 27, 7, 
2019/8/11, 11, 25, 13, 
2019/8/12, 12, 28, 11, 
2019/8/13, 11, 29, 11, 
2019/8/14, 10, 23, 9, 
2019/8/15, 10, 25, 11, 
2019/8/16, 12, 23, 7, 
2019/8/17, 10, 19, 7, 
2019/8/18, 5, 27, 12, 
2019/8/19, 10, 33, 17, 
2019/8/20, 14, 42, 19, 
2019/8/21, 18, 49, 25, 
2019/8/22, 17, 67, 20, 
2019/8/23, 20, 55, 15, 
2019/8/24, 21, 68, 20, 
2019/8/25, 20, 45, 23, 
2019/8/26, 24, 65, 25, 
2019/8/27, 26, 50, 28, 
2019/8/28, 20, 35, 22, 
2019/8/29, 26, 41, 23, 
2019/8/30, 17, 47, 20, 
2019/8/31, 17, 32, 10, 
2019/9/1, 17, 31, 20, 
2019/9/2, 10, 24, 14, 
2019/9/3, 15, 30, 12, 
2019/9/4, 16, 24, 16, 
2019/9/5, 15, 30, 18, 
