date, pm25, pm10, no2
2017/3/31, 35, 15, 13
2020/1/2, , 20, 17
2019/9/25, , 24, 14
2018/12/31, , 34, 19
2018/5/5, , 29, 13
2018/5/6, , 34, 16
2017/12/31, , 12, 20
2018/1/17, , 27, 31
2018/2/22, , 53, 28
2017/10/7, , 12, 9
2017/7/1, , 8, 4
2017/7/3, , 25, 18
2017/7/16, , 23, 16
2017/7/23, , 11, 10
2017/7/27, , 19, 15
2017/8/6, , 25, 16
2017/8/10, , 5, 11
2017/8/12, , 12, 11
2017/9/10, , 16, 13
2017/5/7, , 19, 13
2017/5/27, , 39, 15
2017/6/4, , 25, 10
2017/6/8, , 49, 25
2017/1/1, , 51, 25
