date, pm25, pm10, o3, so2
2019/9/18, 51, 13, 19, 1
2019/9/19, 51, 9, 21, 1
2019/9/20, 48, 12, 21, 1
2019/9/21, 48, 13, 19, 1
2019/9/22, 52, 12, 18, 1
2019/9/23, 52, 21, 20, 1
2019/9/24, 54, 21, 24, 1
2019/9/25, 52, 27, 14, 1
2019/9/26, 57, 31, 28, 2
2019/9/27, 63, 26, 28, 1
2019/9/28, 60, , 19, 1
2019/9/30, 51, 15, 17, 1
2019/4/1, 41, 21, 32, 
2019/4/2, 55, 26, 35, 
2019/4/3, 59, 37, 38, 
2019/4/4, 66, 47, 44, 1
2019/4/5, 79, 51, 45, 1
2019/4/6, 95, 47, 41, 1
2019/4/7, 100, 46, 35, 
2019/4/8, 86, 34, 30, 
2019/4/9, 62, 19, 29, 
2019/4/10, 51, 26, 33, 
2019/4/11, 59, 26, 31, 
2019/4/12, 54, 23, 34, 
2019/4/13, 46, 22, 34, 
2019/4/14, 46, 25, 33, 
2019/4/15, 48, 34, 36, 
2019/4/16, 52, 35, 43, 1
2019/4/17, 51, 42, 41, 1
2019/4/18, 54, 41, 44, 1
2019/4/19, 55, 31, 42, 
2019/4/20, 50, 24, 39, 
2019/4/21, 46, 24, 46, 
2019/4/22, 54, 39, 50, 1
2019/4/23, 67, 55, 50, 1
2019/4/24, 82, 66, 38, 
2019/4/25, 82, 55, 40, 1
2019/4/26, 79, 56, 42, 1
2019/4/27, 83, 51, 41, 
2019/4/28, 76, 38, 42, 1
2019/4/29, 58, 37, 44, 1
2019/4/30, 53, 38, 43, 
2019/5/1, 56, 35, 34, 
2019/5/2, 61, 21, 34, 
2019/5/3, 47, 21, 33, 
2019/5/4, 44, 26, 34, 1
2019/5/5, 52, 28, 34, 1
2019/5/6, 54, 22, 30, 
2019/5/7, 46, 22, 34, 
2019/5/8, 52, 31, 32, 
2019/5/9, 55, 27, 35, 
2019/5/10, 51, 44, 32, 
2019/5/11, 63, 25, 34, 
2019/5/12, 55, 21, 24, 
2019/5/13, 48, 16, 24, 
2019/5/14, 42, 17, 30, 
2019/5/15, 47, 20, 25, 1
2019/5/16, 44, 19, 29, 1
2019/5/17, 47, 22, 33, 1
2019/5/18, 50, 22, 37, 1
2019/5/19, 51, 22, 35, 1
2019/5/20, 52, 25, 37, 1
2019/5/21, 53, 27, 42, 1
2019/5/22, 53, 26, 40, 1
2019/5/23, 54, 23, 29, 1
2019/5/24, 54, 20, 36, 1
2019/5/25, 54, 17, 29, 1
2019/5/26, 48, 18, 34, 1
2019/5/27, 52, 24, 17, 
2019/5/28, 53, 20, 23, 
2019/5/29, 58, 17, 22, 
2019/5/30, 48, 22, 15, 
2019/5/31, 51, 18, 5, 
2019/6/1, 51, 17, 5, 
2019/6/6, 63, 29, 7, 
2019/6/7, 60, 26, 7, 
2019/6/8, 58, 22, 6, 
2019/6/9, 49, 21, 36, 
2019/6/10, 52, 28, 57, 
2019/6/11, 59, 45, 58, 1
2019/6/12, 74, 48, 60, 
2019/6/13, 76, 35, 49, 
2019/6/14, 63, 22, 43, 
2019/6/15, 52, 21, 53, 
2019/6/16, 50, 19, 42, 
2019/6/17, 52, 16, 34, 
2019/6/18, 47, 18, 43, 
2019/6/19, 46, 23, 75, 
2019/6/20, 51, 23, 82, 
2019/6/21, 56, 19, 52, 1
2019/6/22, 46, 18, 36, 
2019/6/23, 39, 19, 50, 
2019/6/24, 43, 18, 48, 
2019/6/25, 42, 19, 104, 
2019/6/26, 44, , 95, 
2019/1/4, 51, 13, 23, 1
2019/1/5, 54, 13, 23, 1
2019/1/6, 54, 22, 20, 1
2019/1/7, 75, 26, 15, 1
2019/1/8, 82, 28, 19, 2
2019/1/9, 87, 34, 21, 2
2019/1/10, 101, 45, 16, 2
2019/1/11, 131, 34, 17, 1
2019/1/12, 101, 20, 23, 1
2019/1/13, 65, 25, 20, 1
2019/1/14, 79, 26, 14, 
2019/1/15, 81, , 22, 
2019/1/18, 41, 11, 24, 1
2019/1/19, 42, 13, 23, 2
2019/1/20, 51, 20, 24, 2
2019/1/21, 55, 28, 24, 1
2019/1/22, 70, 40, 18, 2
2019/1/23, 87, 39, 23, 3
2019/1/24, 88, 54, 20, 4
2019/1/25, 150, 21, 22, 2
2019/1/26, 74, 28, 20, 1
2019/1/27, 103, 22, 23, 1
2019/1/28, 81, 32, 24, 2
2019/1/29, 93, 47, 22, 2
2019/1/30, 93, 33, 18, 2
2019/1/31, 89, 22, 15, 3
2019/2/1, 65, 19, 18, 2
2019/2/2, 51, 15, 22, 2
2019/2/3, 47, 21, 18, 2
2019/2/4, 55, 11, 17, 1
2019/2/5, 42, 15, 23, 1
2019/2/6, 51, 18, 18, 2
2019/2/7, 63, 29, 22, 2
2019/2/8, 87, 26, 23, 2
2019/2/9, 78, 21, 24, 2
2019/2/10, 69, , 23, 2
2019/2/13, 41, 14, 26, 1
2019/2/14, 52, 18, 26, 1
2019/2/15, 61, 17, 20, 1
2019/2/16, 63, 26, 19, 1
2019/2/17, 80, 30, 19, 1
2019/2/18, 85, 27, 17, 1
2019/2/19, 74, 27, 23, 2
2019/2/20, 73, 13, 31, 1
2019/2/21, 46, 17, 29, 1
2019/2/22, 46, 20, 26, 1
2019/2/23, 44, 32, 25, 2
2019/2/24, 81, 36, 21, 2
2019/2/25, 93, 20, 22, 1
2019/2/26, 57, 17, 29, 1
2019/2/27, 55, 33, 28, 1
2019/2/28, 77, 16, 29, 1
2019/3/1, 46, 11, 30, 1
2019/3/2, 40, 21, 31, 1
2019/3/3, 55, 24, 24, 1
2019/3/4, 60, 15, 24, 1
2019/3/5, 50, 16, 29, 1
2019/3/6, 49, 22, 29, 1
2019/3/7, 56, 22, 27, 2
2019/3/8, 55, 19, 29, 1
2019/3/9, 53, 16, 30, 1
2019/3/10, 50, 12, 31, 1
2019/3/11, 44, 11, 29, 1
2019/3/12, 38, 16, 30, 1
2019/3/13, 44, 24, 25, 1
2019/3/14, 54, 20, 22, 1
2019/3/15, 52, 15, 21, 1
2019/3/16, 44, 13, 27, 1
2019/3/17, 43, 19, 24, 1
2019/3/18, 52, 15, 32, 1
2019/3/19, 43, 13, 26, 1
2019/3/20, 40, 17, 31, 1
2019/3/21, 49, 15, 28, 1
2019/3/22, 44, 13, 34, 1
2019/3/23, 38, 16, 33, 1
2019/3/24, 51, , 34, 
2019/3/25, 51, 13, 32, 
2019/3/26, 41, 11, 28, 
2019/3/27, 36, 14, 30, 
2019/3/28, 41, 14, 28, 
2019/3/29, 45, 18, 33, 
2019/3/30, 58, 18, 35, 
2019/3/31, 56, 13, 33, 
2018/10/1, 36, 25, 22, 
2018/10/2, 42, 11, 22, 
2018/10/3, 29, 12, 23, 
2018/10/4, 47, 14, 16, 
2018/10/5, 49, 23, 29, 1
2018/10/6, 58, 28, 23, 1
2018/10/7, 60, 22, 22, 1
2018/10/8, 58, 19, 20, 1
2018/10/9, 52, 32, 24, 1
2018/10/10, 61, 39, 22, 1
2018/10/11, 66, 37, 20, 1
2018/10/12, 64, 31, 20, 1
2018/10/13, 63, 43, 28, 1
2018/10/14, 73, 41, 25, 1
2018/10/15, 67, 51, 24, 1
2018/10/16, 68, 51, 16, 2
2018/10/17, 75, 53, 23, 2
2018/10/18, 81, 60, 15, 1
2018/10/19, 81, 33, 12, 1
2018/10/20, 61, 43, 9, 1
2018/10/21, 63, 30, 16, 1
2018/10/22, 57, 22, 18, 1
2018/10/23, 49, 12, 22, 1
2018/10/24, 43, 11, 21, 1
2018/10/25, 43, 13, 22, 1
2018/10/26, 48, 16, 21, 1
2018/10/27, 51, 14, 18, 1
2018/10/28, 49, 10, 15, 1
2018/10/29, 41, , 16, 1
2018/10/31, 56, 38, 17, 1
2018/11/1, 72, 35, 16, 1
2018/11/2, 70, 35, 11, 1
2018/11/3, 68, 22, 15, 1
2018/11/4, 56, 22, 9, 1
2018/11/5, 54, 32, 10, 1
2018/11/6, 64, 32, 12, 1
2018/11/7, 65, 21, 7, 1
2018/11/8, 58, 22, 4, 1
2018/11/9, 60, 24, 11, 1
2018/11/10, 62, 23, 11, 1
2018/11/11, 65, 23, 10, 1
2018/11/12, 67, 23, 9, 1
2018/11/13, 61, 16, 10, 1
2018/11/14, 36, , 11, 1
2018/11/17, 55, 26, 17, 1
2018/11/18, 47, 14, 14, 1
2018/11/19, 34, 14, 13, 1
2018/11/20, 32, 16, 15, 1
2018/11/21, 39, 18, 16, 1
2018/11/22, 44, 16, 20, 1
2018/11/23, 41, 22, 10, 2
2018/11/24, 49, 31, 5, 2
2018/11/25, 73, 27, 19, 1
2018/11/26, 62, 18, 19, 1
2018/11/27, 37, 23, 16, 1
2018/11/28, 44, 15, 18, 1
2018/11/29, 34, 17, 19, 1
2018/11/30, 32, 20, 14, 1
2018/12/1, 36, 23, 11, 3
2018/12/2, 50, , 11, 1
2018/12/4, 47, 23, 20, 1
2018/12/5, 42, 18, 16, 1
2018/12/6, 55, 19, 17, 1
2018/12/7, 60, 17, 18, 1
2018/12/8, 50, 17, 15, 1
2018/12/9, 46, 19, 12, 1
2018/12/10, 48, 21, 10, 1
2018/12/11, 51, 23, 10, 1
2018/12/12, 48, 17, 12, 1
2018/12/13, 42, 16, 12, 1
2018/12/14, 40, 19, 10, 1
2018/12/15, 44, 18, 20, 1
2018/12/16, 45, 16, 21, 1
2018/12/17, 40, 22, 13, 2
2018/12/18, 52, 36, 15, 1
2018/12/19, 66, 30, 19, 2
2018/12/20, 54, 28, 15, 2
2018/12/21, 52, 31, 14, 1
2018/12/22, 60, 21, 19, 1
2018/12/23, 50, 18, 13, 1
2018/12/24, 42, 21, 18, 1
2018/12/25, 49, 21, 21, 1
2018/12/26, 45, 18, 13, 1
2018/12/27, 31, , , 
2018/7/1, 35, 11, 15, 4
2018/7/2, 33, 8, 17, 4
2018/7/3, 34, 8, 24, 4
2018/7/4, 44, 12, 30, 4
2018/7/5, 55, 12, 30, 4
2018/7/6, 50, 11, 30, 4
2018/7/7, 52, , 26, 4
2018/7/10, 58, 21, 32, 4
2018/7/11, 58, 22, 33, 4
2018/7/12, 55, 18, 36, 4
2018/7/13, 51, , 31, 4
2018/7/14, 52, , 32, 4
2018/7/16, 51, 16, 64, 4
2018/7/17, 48, , 50, 4
2018/7/21, 48, 20, 50, 4
2018/7/22, 49, 23, 42, 4
2018/7/23, 59, 33, 66, 4
2018/7/24, 54, 19, 48, 4
2018/7/25, 53, 20, 53, 4
2018/7/26, 50, 22, 60, 4
2018/7/27, 53, 27, 54, 3
2018/7/28, 60, 32, 35, 1
2018/7/29, 65, , 204, 4
2018/7/31, 58, 32, 37, 4
2018/8/1, 52, 37, 42, 4
2018/8/2, 51, 50, 33, 4
2018/8/3, 56, 28, 46, 4
2018/8/4, 40, 34, 28, 4
2018/8/5, 40, 25, 26, 4
2018/8/6, 35, 19, 30, 4
2018/8/7, 37, 19, 37, 4
2018/8/8, 42, 25, 32, 4
2018/8/9, 43, 31, 34, 4
2018/8/10, 42, 24, 20, 4
2018/8/11, 41, 11, 24, 4
2018/8/12, 39, 12, 22, 5
2018/8/13, 41, 17, 31, 2
2018/8/14, 48, 15, 27, 4
2018/8/15, 46, 10, 28, 4
2018/8/16, 32, 12, 29, 4
2018/8/17, 42, 12, 32, 4
2018/8/18, 41, , 30, 5
2018/8/20, 51, 19, 25, 5
2018/8/21, 45, 14, 28, 5
2018/8/22, 39, 19, 31, 5
2018/8/23, 44, 29, 34, 2
2018/8/24, 54, 24, 25, 
2018/8/25, 56, 22, 11, 1
2018/8/26, 50, , 26, 350
2018/8/29, 49, 10, 27, 
2018/8/30, 49, 15, 23, 
2018/8/31, 50, 19, 33, 1
2018/9/1, 54, 14, 32, 1
2018/9/2, 50, 10, 27, 1
2018/9/3, 44, 16, 27, 
2018/9/4, 45, 17, 33, 
2018/9/5, 52, 27, 29, 
2018/9/6, 55, 36, 22, 
2018/9/7, 54, 35, 18, 
2018/9/8, 55, 22, 27, 
2018/9/9, 55, 20, 29, 
2018/9/10, 42, 23, 33, 
2018/9/11, 61, 22, 25, 
2018/9/12, 53, 12, 21, 
2018/9/13, 38, 16, 26, 
2018/9/14, 47, 23, 21, 
2018/9/15, 49, 13, 24, 
2018/9/16, 42, 13, 31, 
2018/9/17, 44, 24, 37, 1
2018/9/18, 52, 35, 42, 1
2018/9/19, 64, 28, 35, 
2018/9/20, 56, 41, 47, 1
2018/9/21, 62, 32, 35, 
2018/9/22, 56, 26, 22, 
2018/9/23, 38, , 20, 
2018/9/25, 28, 6, 24, 
2018/9/26, 23, 9, 25, 
2018/9/27, 34, 8, 21, 
2018/9/28, 31, 7, 24, 
2018/9/29, 27, 7, 26, 1
2018/9/30, 28, , 23, 1
2018/4/1, 46, 11, 24, 
2018/4/2, 39, 12, 34, 1
2018/4/3, 45, 17, 36, 1
2018/4/4, 61, 18, 37, 1
2018/4/5, 56, 21, 31, 
2018/4/6, 57, 11, 33, 
2018/4/7, 34, 11, 34, 1
2018/4/8, 36, 19, 35, 1
2018/4/9, 56, 28, 34, 
2018/4/10, 65, 17, 32, 
2018/4/11, 47, 10, 34, 
2018/4/12, 26, 17, 39, 1
2018/4/13, 40, 19, 36, 1
2018/4/14, 45, 20, 43, 1
2018/4/15, 56, 22, 28, 1
2018/4/16, 58, 37, 32, 1
2018/4/17, 77, 21, 33, 
2018/4/18, 60, 14, 35, 
2018/4/19, 37, 10, 34, 
2018/4/20, 16, 13, 38, 
2018/4/21, 17, 13, 35, 
2018/4/22, 22, 10, 34, 
2018/4/23, 19, 18, 29, 
2018/4/24, 20, 10, 26, 
2018/4/25, 21, 9, 30, 
2018/4/26, 29, 9, 30, 
2018/4/27, 20, 8, 33, 
2018/4/28, 22, 12, 32, 1
2018/4/29, 45, 21, 36, 1
2018/4/30, 59, 25, 37, 
2018/5/1, 51, 13, 32, 1
2018/5/2, 31, 14, 36, 
2018/5/3, 26, 27, 35, 
2018/5/4, 41, 16, 36, 1
2018/5/5, 18, 13, 34, 1
2018/5/6, 19, 14, 37, 1
2018/5/7, 22, 23, 38, 1
2018/5/8, 24, 28, 31, 1
2018/5/9, 29, 30, 36, 1
2018/5/10, 34, 33, 37, 1
2018/5/11, 39, 38, 43, 1
2018/5/12, 37, 27, 39, 1
2018/5/13, 41, 34, 38, 1
2018/5/14, 42, 36, 29, 1
2018/5/15, 49, 19, 39, 1
2018/5/16, 48, 17, 29, 
2018/5/17, 45, 14, 32, 
2018/5/18, 38, 12, 33, 
2018/5/19, 28, 12, 34, 
2018/5/20, 21, 12, 31, 1
2018/5/21, 22, 16, 30, 1
2018/5/22, 27, 13, 35, 
2018/5/23, 27, 13, 37, 
2018/5/24, 32, 20, 34, 1
2018/5/25, 31, 21, 33, 1
2018/5/26, 36, 18, 36, 1
2018/5/27, 42, 22, 38, 1
2018/5/28, 41, 32, 37, 3
2018/5/29, 43, 48, 43, 
2018/5/30, 79, 35, 35, 
2018/5/31, 43, 25, 37, 
2018/6/1, 33, 26, 40, 
2018/6/2, 64, 18, 36, 
2018/6/3, 51, 16, 45, 
2018/6/4, 38, 18, 28, 
2018/6/5, 39, 12, 25, 
2018/6/6, 18, 12, 31, 
2018/6/7, 21, 21, 37, 
2018/6/8, 27, 20, 30, 
2018/6/9, 31, 16, 30, 
2018/6/10, 28, 18, 36, 
2018/6/11, 31, 24, 32, 
2018/6/12, 41, 16, 32, 
2018/6/13, 29, 17, 29, 1
2018/6/14, 38, 8, 31, 4
2018/6/15, 22, 19, 33, 4
2018/6/16, 47, 21, 41, 4
2018/6/17, 54, 27, 42, 4
2018/6/18, 58, 26, 38, 4
2018/6/19, 51, 27, 35, 4
2018/6/20, 52, 38, 47, 4
2018/6/21, 52, 32, 28, 2
2018/6/22, 51, 17, 30, 4
2018/6/23, 42, 13, 22, 4
2018/6/24, 45, 11, 23, 4
2018/6/25, 40, 10, 29, 4
2018/6/26, 41, 13, 36, 4
2018/6/27, 49, 16, 33, 4
2018/6/28, 47, 20, 34, 4
2018/6/29, 55, 17, 23, 4
2018/6/30, 43, 13, 20, 4
2018/2/13, 98, 51, 20, 3
2018/2/14, 154, 22, 19, 6
2018/2/15, 78, 33, 27, 2
2018/2/16, 107, 27, 22, 2
2018/2/17, 104, 22, 22, 2
2018/2/18, 83, 16, 29, 1
2018/2/19, 64, 17, 24, 2
2018/2/20, 70, 21, 22, 2
2018/2/21, 78, 21, 27, 1
2018/2/22, 75, 19, 26, 2
2018/2/23, 70, 19, 24, 3
2018/2/24, 73, , 28, 2
2018/2/25, 71, 21, 24, 
2018/2/26, 72, 19, 28, 
2018/2/27, 70, 18, 28, 
2018/2/28, 64, 11, 25, 
2018/3/1, 53, 11, 24, 
2018/3/2, 55, 22, 28, 
2018/3/3, 75, 23, 31, 
2018/3/4, 81, 36, 35, 
2018/3/5, 116, 31, 37, 1
2018/3/6, 102, 28, 44, 6
2018/3/7, 90, 33, 34, 
2018/3/8, 96, 33, 31, 1
2018/3/9, 94, 25, 22, 
2018/3/10, 100, 20, 20, 
2018/3/11, 79, 15, 24, 
2018/3/12, 66, 17, 24, 1
2018/3/13, 67, 10, 21, 
2018/3/14, 46, 8, 23, 
2018/3/15, 35, 8, 27, 
2018/3/16, 29, 12, 26, 
2018/3/17, 30, 14, 28, 
2018/3/18, 41, 15, 29, 
2018/3/19, 50, 26, 31, 
2018/3/20, 80, 13, 30, 
2018/3/21, 43, 15, 30, 1
2018/3/22, 48, 15, 21, 
2018/3/23, 62, 18, 25, 
2018/3/24, 65, , 33, 2
2018/3/26, 97, 20, 29, 2
2018/3/27, 68, 12, 28, 
2018/3/28, 43, 14, 31, 
2018/3/29, 44, 14, 33, 
2018/3/30, 46, 12, 28, 
2018/3/31, 51, 12, 29, 
2020/1/2, , 19, 19, 2
2019/10/6, , 12, 20, 1
2019/10/14, , 18, 20, 1
2019/10/30, , 22, 15, 1
2019/11/4, , 18, 15, 1
2019/11/14, , 21, 14, 2
2019/11/21, , 22, 14, 2
2019/7/2, , 16, 25, 
2019/7/14, , 10, 31, 1
2019/8/26, , 35, 40, 1
2019/8/29, , 29, 57, 1
2019/9/29, , 14, 17, 1
2019/6/5, , 33, 7, 
2019/1/3, , 13, 24, 1
2019/1/17, , 12, 18, 2
2019/2/12, , 10, 29, 1
2018/10/30, , 21, 17, 1
2018/11/15, , 15, 12, 1
2018/11/16, , 26, 7, 1
2018/12/3, , 26, 13, 1
2018/7/20, , 18, 42, 4
2018/7/30, , 39, 154, 4
2018/8/19, , 22, 42, 5
2018/8/28, , 9, 26, 
2018/9/24, , 7, 27, 
2018/2/12, , 31, 25, 2
2018/3/25, , 31, 16, 1
2019/7/1, , , 29, 
2019/6/2, , , 5, 
2019/6/3, , , 12, 
2019/6/4, , , 6, 
2019/6/27, , , 27, 
2019/6/28, , , 29, 
2019/6/29, , , 33, 
2019/6/30, , , 37, 
2019/2/11, , , 25, 1
2018/7/8, , , 18, 4
2018/7/9, , , 26, 4
2018/7/15, , , 52, 4
2018/7/18, , , 40, 4
2018/7/19, , , 44, 4
2018/8/27, , , 27, 
2018/1/1, , , 16, 1
2018/1/2, , , 19, 1
2018/1/3, , , 19, 
2018/1/4, , , 19, 
2018/1/5, , , 19, 
2018/1/6, , , 20, 
2018/1/7, , , 23, 
2018/1/8, , , 23, 
2018/1/9, , , 22, 
2018/1/10, , , 14, 1
2018/1/11, , , 13, 1
2018/1/12, , , 19, 
2018/1/13, , , 16, 1
2018/1/14, , , 17, 
2018/1/15, , , 17, 
2018/1/16, , , 20, 1
2018/1/17, , , 14, 1
2018/1/18, , , 20, 2
2018/1/19, , , 21, 1
2018/1/20, , , 16, 1
2018/1/21, , , 20, 2
2018/1/22, , , 23, 1
2018/1/23, , , 22, 
2018/1/24, , , 21, 1
2018/1/25, , , 13, 2
2018/1/26, , , 19, 2
2018/1/27, , , 19, 1
2018/1/28, , , 23, 1
2018/1/29, , , 26, 
2018/1/30, , , 26, 
2018/1/31, , , 22, 
2018/2/1, , , 19, 
2018/2/2, , , 19, 2
2018/2/3, , , 18, 1
2018/2/4, , , 24, 1
2018/2/5, , , 26, 
2018/2/6, , , 26, 
2018/2/7, , , 25, 1
2018/2/8, , , 19, 2
2018/2/9, , , 20, 1
2018/2/10, , , 18, 
2018/2/11, , , 22, 1
2017/10/1, , , 21, 18
2017/10/2, , , 23, 18
2017/10/3, , , 20, 8
2017/10/4, , , 19, 
2017/10/5, , , 23, 
2017/10/6, , , 20, 
2017/10/7, , , 18, 
2017/10/8, , , 18, 
2017/10/9, , , 15, 
2017/10/10, , , 18, 
2017/10/11, , , 20, 
2017/10/12, , , 19, 
2017/10/13, , , 23, 
2017/10/14, , , 14, 
2017/10/15, , , 21, 
2017/10/16, , , 25, 
2017/10/17, , , 19, 
2017/10/18, , , 16, 
2017/10/19, , , 19, 1
2017/10/20, , , 18, 1
2017/10/21, , , 17, 
2017/10/23, , , 11, 1
2017/10/24, , , 17, 1
2017/10/25, , , 14, 
2017/10/26, , , 22, 1
2017/10/27, , , 18, 
2017/10/28, , , 22, 
2017/10/29, , , 23, 
2017/10/30, , , 17, 
2017/10/31, , , 25, 
2017/11/1, , , 18, 
2017/11/2, , , 21, 
2017/11/3, , , 17, 1
2017/11/4, , , 15, 1
2017/11/5, , , 14, 1
2017/11/6, , , 11, 1
2017/11/7, , , 11, 1
2017/11/8, , , 14, 1
2017/11/9, , , 17, 1
2017/11/10, , , 12, 1
