date, pm25, pm10
2019/7/16, 95, 43
2019/7/17, 72, 51
2019/7/18, 78, 45
2019/7/19, 80, 32
2019/7/20, 71, 33
2019/7/21, 77, 38
2019/7/22, 68, 27
2019/7/23, 60, 
2019/7/31, 82, 50
2019/8/1, 80, 50
2019/8/2, 97, 41
2019/8/3, 80, 38
2019/8/4, 82, 40
2019/8/5, 77, 50
2019/8/6, 82, 56
2019/8/7, 89, 45
2019/8/8, 80, 44
2019/8/9, 79, 37
2019/8/10, 76, 33
2019/8/11, 76, 40
2019/8/12, 67, 40
2019/8/13, 77, 46
2019/8/14, 91, 38
2019/8/15, 80, 32
2019/8/16, 67, 30
2019/8/17, 61, 23
2019/8/18, 65, 34
2019/8/19, 67, 24
2019/8/20, 76, 24
2019/8/21, 73, 40
2019/8/22, 72, 49
2019/8/23, 72, 40
2019/8/24, 82, 26
2019/8/25, 61, 30
2019/8/26, 70, 34
2019/8/27, 87, 30
2019/8/28, 71, 31
2019/8/29, 79, 32
2019/8/30, 67, 23
2019/8/31, 76, 25
2019/9/1, 67, 28
2019/9/2, 66, 32
2019/9/3, 76, 42
2019/9/4, 69, 47
2019/9/5, 75, 44
2019/9/6, 63, 34
2019/9/7, 76, 37
2019/9/8, 78, 53
2019/9/9, 94, 46
2019/9/10, 77, 47
2019/9/11, 81, 42
2019/9/12, 67, 43
2019/9/13, 72, 54
2019/9/14, 91, 49
2019/9/15, 84, 56
2019/9/16, 105, 55
2019/1/1, 75, 15
2019/1/2, 56, 26
2019/1/3, 55, 19
2019/1/4, 84, 18
2019/1/5, 98, 17
2019/1/6, 69, 24
2019/1/7, 98, 26
2019/1/8, 82, 30
2019/1/9, 77, 39
2019/1/10, 111, 23
2019/1/11, 101, 26
2019/1/12, 105, 20
2019/1/13, 83, 32
2019/1/14, 78, 21
2019/1/15, 76, 21
2019/1/16, 80, 23
2019/1/17, 58, 35
2019/1/18, 103, 23
2019/1/19, 67, 14
2019/1/20, 91, 35
2019/1/21, 98, 24
2019/1/22, 82, 32
2019/1/23, 109, 26
2019/1/24, 75, 26
2019/1/25, 89, 15
2019/1/26, 91, 18
2019/1/27, 87, 20
2019/1/28, 74, 17
2019/1/29, 71, 19
2019/1/30, 81, 21
2019/1/31, 84, 18
2019/2/1, 76, 
2019/2/3, 65, 14
2019/2/4, 80, 19
2019/2/5, 78, 34
2019/2/6, 110, 17
2019/2/7, 78, 
2019/2/8, 92, 
2019/2/9, 111, 
2019/2/10, 99, 
2019/2/11, 93, 
2019/2/12, 63, 
2019/2/13, 120, 
2019/2/14, 112, 138
2019/2/15, 88, 21
2019/2/16, 65, 21
2019/2/17, 73, 13
2019/2/18, 82, 
2019/2/19, 59, 10
2019/2/20, 81, 3
2019/2/21, 86, 2
2019/2/22, 91, 4
2019/2/23, 79, 5
2019/2/24, 109, 6
2019/2/25, 107, 2
2019/2/26, 102, 8
2019/2/27, 85, 35
2019/2/28, 98, 36
2019/3/1, 86, 25
2019/3/2, 77, 25
2019/3/3, 76, 31
2019/3/4, 83, 27
2019/3/5, 102, 30
2019/3/6, 96, 16
2019/3/7, 64, 30
2019/3/8, 67, 20
2019/3/9, 74, 35
