date, pm10, o3, no2, so2
2020/1/7, 28, 18, 14, 20
2020/1/8, 39, 14, 20, 32
2020/1/9, 51, 12, 23, 30
2020/1/10, 66, 17, 17, 22
2020/1/11, 58, 13, 13, 8
2020/1/12, 59, 9, 11, 4
2020/1/13, 51, 10, 11, 20
2020/1/14, 27, 5, 17, 77
2020/1/15, 30, 3, 16, 77
2020/1/16, 22, , , 
2019/10/1, 14, 33, 8, 1
2019/10/2, 21, 31, 6, 
2019/10/3, 19, 14, 7, 6
2019/10/4, 15, 23, 6, 14
2019/10/5, 13, 22, 5, 11
2019/10/6, 17, 22, 8, 14
2019/10/7, 10, 23, 6, 23
2019/10/8, 16, 25, 5, 2
2019/10/9, 15, 27, 5, 2
2019/10/10, 15, 25, 8, 22
2019/10/11, 15, 28, 7, 6
2019/10/12, 14, 26, 7, 2
2019/10/13, 32, 28, 9, 4
2019/10/14, 22, 28, 11, 4
2019/10/15, 16, 29, 12, 3
2019/10/16, 16, 33, 11, 9
2019/10/17, 22, 33, 10, 5
2019/10/18, 28, 31, 8, 3
2019/10/19, 29, 29, 7, 2
2019/10/20, 26, 24, 12, 6
2019/10/21, 24, 26, 14, 18
2019/10/22, 25, 27, 14, 17
2019/10/23, 26, 29, 13, 8
2019/10/24, 29, 24, 16, 22
2019/10/25, 28, 28, 13, 16
2019/10/26, 31, 27, 13, 17
2019/10/27, 29, 27, 17, 22
2019/10/28, 36, 34, 14, 15
2019/10/29, 46, 25, 21, 23
2019/10/31, 61, 7, 9, 16
2019/11/1, 14, 19, 5, 2
2019/11/2, 19, 25, 1, 1
2019/11/3, 11, 27, 3, 1
2019/11/4, 13, 27, 5, 1
2019/11/5, 11, 26, 3, 1
2019/11/6, 11, 26, 2, 1
2019/11/7, 16, 26, 4, 
2019/11/8, 18, 27, 4, 
2019/11/9, 13, 26, 4, 1
2019/11/10, 10, 21, 7, 7
2019/11/11, 17, 23, 4, 1
2019/11/12, 16, 13, 6, 
2019/11/13, 22, 15, 6, 
2019/11/19, 38, 4, 19, 2
2019/11/20, 54, , , 
2019/11/22, 22, 9, 9, 4
2019/11/23, 27, 7, 10, 2
2019/11/24, 41, 6, 14, 4
2019/11/25, 47, 8, 13, 17
2019/11/26, 29, 19, 9, 5
2019/11/27, 27, 22, 4, 2
2019/11/28, 17, 18, 12, 1
2019/11/29, 17, 21, 6, 4
2019/11/30, 14, 22, 10, 12
2019/12/1, 29, 22, 9, 3
2019/12/2, 24, 16, 9, 17
2019/12/3, 16, 16, 10, 11
2019/12/4, 29, 9, 16, 5
2019/12/5, 57, 6, 12, 4
2019/12/6, 45, 4, 16, 21
2019/12/7, 60, 7, 14, 17
2019/12/8, 51, 4, 16, 5
2019/12/9, 63, 4, 17, 7
2019/12/10, 69, 8, 16, 13
2019/12/11, 47, 6, 15, 11
2019/12/12, 50, 21, 7, 4
2019/12/13, 25, 22, 8, 7
2019/12/14, 30, 12, 11, 5
2019/12/15, 39, 9, 16, 3
2019/12/16, 46, 1, 11, 1
2019/12/17, 53, 3, 16, 4
2019/12/18, 60, 4, 12, 3
2019/12/19, 40, 20, 7, 2
2019/12/20, 32, 23, 4, 1
2019/12/21, 19, 26, 2, 1
2019/12/22, 19, 21, 14, 3
2019/12/23, 27, 18, 6, 2
2019/12/24, 17, 20, 3, 3
2019/12/25, 9, 18, 4, 2
2019/12/26, 9, 20, 5, 2
2019/12/27, 10, 18, 4, 3
2019/12/28, 12, , , 
2019/7/1, 17, 47, 7, 11
2019/7/2, 25, 47, 7, 9
2019/7/3, 32, 47, 7, 16
2019/7/4, 26, 42, 6, 3
2019/7/5, 33, 43, 5, 6
2019/7/6, 24, 41, 5, 2
2019/7/7, 24, 44, 7, 13
2019/7/8, 21, 35, 6, 2
2019/7/9, 23, 29, 7, 15
2019/7/10, 30, 35, 4, 20
2019/7/11, 12, 20, 4, 
2019/7/12, 14, 29, 6, 1
2019/7/13, 18, 30, 4, 8
2019/7/14, 19, 35, 4, 8
2019/7/15, 13, 27, 7, 8
2019/7/16, 17, 38, 5, 5
2019/7/17, 17, 37, 5, 5
2019/7/18, 13, 36, 6, 6
2019/7/19, 21, 40, 5, 12
2019/7/20, 24, 45, 6, 12
2019/7/21, 25, 44, 7, 19
2019/7/22, 28, 38, 5, 12
2019/7/23, 31, 34, 6, 16
2019/7/24, 16, 37, 7, 6
2019/7/25, 13, 37, 6, 3
2019/7/26, 20, 39, 4, 1
2019/7/27, 20, 37, 3, 
2019/7/28, 33, 36, 4, 3
2019/7/29, 15, 32, 4, 7
2019/7/30, 32, 40, 6, 13
2019/7/31, 22, 43, 5, 7
2019/8/1, 27, 46, 6, 7
2019/8/2, 22, 29, 5, 
2019/8/3, 28, 40, 6, 
2019/8/6, 16, 43, 6, 5
2019/8/7, 21, 44, 7, 2
2019/8/8, 25, 45, 8, 12
2019/8/9, 28, 51, 5, 19
2019/8/10, 28, 47, 6, 9
2019/8/11, 29, 39, 5, 7
2019/8/12, 22, 44, 7, 5
2019/8/13, 17, 46, 6, 12
2019/8/14, 31, 30, 5, 17
2019/8/15, 25, 38, 6, 15
2019/8/16, 15, 40, 5, 6
2019/8/17, 16, 42, 5, 5
2019/8/18, 17, 41, 7, 5
2019/8/19, 17, 39, 5, 5
2019/8/20, 22, 42, 6, 7
2019/8/21, 20, 43, 7, 7
2019/8/22, 21, 45, 3, 5
2019/8/23, 26, 44, 5, 6
2019/8/24, 27, 43, 5, 4
2019/8/25, 31, 34, 8, 9
2019/8/26, 23, 40, 7, 5
2019/8/27, 25, 40, 6, 4
2019/8/28, 19, 43, 8, 5
2019/8/29, 25, 39, 7, 7
2019/8/30, 21, 40, 5, 4
2019/8/31, 22, 41, 4, 6
2019/9/1, 19, 40, 7, 8
2019/9/2, 14, 43, 7, 10
2019/9/3, 18, 41, 7, 23
2019/9/4, 27, 43, 6, 9
2019/9/5, 27, 44, 5, 8
2019/9/6, 30, 29, 5, 1
2019/9/7, 33, 38, 5, 2
2019/9/8, 26, 35, 8, 1
2019/9/9, 16, 39, 6, 7
2019/9/10, 25, 37, 7, 3
2019/9/11, 18, 35, 6, 3
2019/9/12, 15, 35, 6, 2
2019/9/13, 22, 43, 5, 6
2019/9/14, 22, 39, 6, 1
2019/9/15, 20, 37, 7, 1
2019/9/16, 18, 37, 9, 6
2019/9/17, 16, 35, 9, 25
2019/9/18, 19, 21, 9, 22
2019/9/19, 20, 30, 5, 12
2019/9/20, 13, 32, 7, 5
2019/9/21, 11, 35, 6, 3
2019/9/22, 18, 32, 6, 2
2019/9/23, 21, 20, 9, 1
2019/9/24, 30, 28, 6, 5
2019/9/25, 24, 27, 6, 4
2019/9/26, 21, 26, 8, 10
2019/9/27, 10, 29, 7, 2
2019/9/28, 21, 29, 7, 3
2019/9/29, 15, 31, 8, 1
2019/9/30, 16, 34, 8, 6
2019/4/1, 22, 37, 9, 3
2019/4/2, 27, 36, 5, 2
2019/4/3, 32, 38, 6, 2
2019/4/4, 25, 40, 4, 2
2019/4/5, 25, 40, 4, 2
2019/4/6, 24, 38, 4, 2
2019/4/7, 27, 29, 6, 1
2019/4/8, 27, 27, 5, 3
2019/4/9, 15, 35, 6, 3
2019/4/10, 15, 32, 7, 2
2019/4/11, 17, 31, 7, 1
2019/4/12, 12, 33, 5, 5
2019/4/13, 16, 30, 3, 7
2019/4/14, 9, 24, 6, 2
2019/4/15, 10, 30, 7, 3
2019/4/16, 17, 43, 8, 3
2019/4/17, 21, 34, 8, 3
2019/4/18, 24, 35, 7, 4
2019/4/19, 15, 41, 5, 2
2019/4/20, 22, 41, 6, 2
2019/4/21, 19, 42, 6, 2
2019/4/22, 24, 37, 2, 2
2019/4/23, 18, 41, 4, 2
2019/4/24, 24, 34, 6, 1
2019/4/25, 37, 36, 5, 1
2019/4/26, 55, 33, 4, 1
2019/4/27, 54, 34, 3, 
2019/4/28, 27, 36, 4, 1
2019/4/29, 6, 32, 5, 1
2019/4/30, 15, 14, 5, 1
2019/5/1, 14, 41, 6, 4
2019/5/2, 17, 38, 7, 1
2019/5/3, 19, 38, 5, 1
2019/5/4, 18, 35, 1, 1
2019/5/5, 16, 33, 3, 2
2019/5/6, 17, 25, 4, 8
2019/5/7, 9, 33, 7, 11
2019/5/8, 18, 31, 6, 1
2019/5/9, 23, 34, 6, 5
2019/5/10, 19, 35, 6, 3
2019/5/11, 11, 38, 4, 1
2019/5/12, 12, 30, 8, 1
2019/5/13, 13, 32, 5, 1
2019/5/14, 23, 27, 7, 4
2019/5/15, 18, 24, 7, 7
2019/5/16, 19, 30, 6, 8
2019/5/17, 16, 33, 6, 4
2019/5/18, 20, 37, 6, 1
2019/5/19, 19, 37, 6, 1
2019/5/20, 16, 34, 6, 
2019/5/21, 17, 36, 6, 
2019/5/22, 12, 34, 6, 6
2019/5/23, 14, 32, 4, 3
2019/5/24, 14, 33, 6, 1
2019/5/25, 19, 36, 4, 
2019/5/26, 17, 35, 5, 
2019/5/27, 17, 45, 5, 1
2019/5/28, 23, 35, 4, 1
2019/5/29, 20, 35, 6, 2
2019/5/30, 13, 23, 6, 10
2019/5/31, 17, 26, 5, 7
2019/6/1, 21, 31, 4, 4
2019/6/2, 19, 35, 3, 
2019/6/3, 17, 30, 4, 
2019/6/4, 11, 32, 4, 1
2019/6/5, 15, 32, 5, 
2019/6/6, 18, 34, 5, 2
2019/6/7, 23, 34, 5, 1
