date, pm25, pm10
2020/1/2, 207, 82
2020/1/3, 179, 57
2020/1/4, 146, 55
2020/1/5, 122, 70
2020/1/6, 155, 70
2020/1/7, 164, 73
2020/1/8, 171, 60
2020/1/9, 154, 61
2020/1/10, 146, 73
2020/1/11, 159, 70
2020/1/12, 167, 82
2020/1/13, 166, 84
2020/1/14, 165, 74
2020/1/15, 154, 70
2020/1/16, 168, 
2019/10/3, 18, 4
2019/10/4, 16, 
2019/10/15, 37, 7
2019/10/16, 29, 7
2019/10/17, 28, 
2019/10/23, 157, 84
2019/10/24, 140, 97
2019/10/25, 160, 76
2019/10/26, 140, 66
2019/10/27, 134, 64
2019/10/28, 148, 
2019/10/31, 114, 71
2019/11/1, 132, 86
2019/11/2, 165, 
2019/11/4, 132, 69
2019/11/5, 123, 86
2019/11/6, 155, 78
2019/11/7, 140, 92
2019/11/8, 154, 82
2019/11/9, 152, 70
2019/11/10, 115, 70
2019/11/11, 129, 78
2019/11/12, 148, 74
2019/11/13, 131, 74
2019/11/14, 97, 82
2019/11/15, 125, 75
2019/11/16, 132, 75
2019/11/17, 137, 84
2019/11/18, 143, 96
2019/11/19, 163, 95
2019/11/20, 164, 94
2019/11/21, 166, 88
2019/11/22, 160, 95
2019/11/23, 165, 93
2019/11/24, 171, 85
2019/11/25, 163, 94
2019/11/26, 167, 101
2019/11/27, 166, 94
2019/11/28, 154, 114
2019/11/29, 169, 
2019/12/1, 166, 76
2019/12/2, 148, 77
2019/12/3, 153, 83
2019/12/4, 161, 95
2019/12/5, 170, 91
2019/12/6, 164, 104
2019/12/7, 157, 124
2019/12/8, 161, 90
2019/12/9, 154, 76
2019/12/10, 142, 67
2019/12/11, 144, 78
2019/12/12, 165, 57
2019/12/13, 145, 48
2019/12/14, 113, 61
2019/12/15, 144, 63
2019/12/16, 140, 58
2019/12/17, 135, 65
2019/12/18, 144, 65
2019/12/19, 151, 96
2019/12/20, 165, 91
2019/12/21, 170, 84
2019/12/22, 142, 78
2019/12/23, 143, 74
2019/12/24, 159, 91
2019/12/25, 160, 83
2019/12/26, 157, 79
2019/12/27, 155, 90
2019/12/28, 177, 90
2019/12/29, 183, 
2019/7/1, 38, 5
2019/7/2, 16, 
2019/7/5, 25, 2
2019/7/6, 8, 2
2019/7/7, 8, 3
2019/7/8, 10, 2
2019/7/9, 8, 2
2019/7/10, 9, 2
2019/7/11, 6, 1
2019/7/12, 2, 
2019/4/1, 44, 
2019/4/2, 78, 
2019/4/4, 62, 
2019/4/6, 7, 
2019/4/7, 94, 
2019/4/8, 115, 
2019/4/9, 128, 
2019/4/10, 124, 
2019/4/11, 117, 
2019/4/12, 131, 
2019/4/13, 125, 
2019/4/14, 125, 
2019/4/19, 98, 
2019/4/20, 125, 
2019/4/21, 150, 
2019/4/22, 154, 
2019/4/23, 150, 
2019/4/24, 148, 
2019/4/25, 139, 
2019/4/26, 135, 
2019/4/27, 142, 
2019/4/28, 139, 
2019/4/29, 156, 
2019/5/3, 143, 
2019/5/4, 102, 
2019/5/5, 112, 
2019/5/6, 142, 
2019/5/7, 156, 
2019/5/8, 160, 
2019/5/9, 167, 
2019/5/10, 162, 
2019/5/11, 148, 
2019/5/12, 106, 
2019/6/8, 2, 1
2019/6/9, 1, 1
2019/6/10, 2, 1
2019/6/11, 1, 1
2019/6/12, 1, 1
2019/6/13, 1, 1
2019/6/14, 1, 1
2019/6/15, 1, 1
2019/6/16, 1, 
2019/6/20, 21, 7
2019/6/21, 22, 3
2019/6/22, 13, 4
2019/6/23, 15, 5
2019/6/24, 17, 5
2019/6/25, 18, 7
2019/6/26, 24, 5
2019/6/27, 18, 7
2019/6/28, 24, 8
2019/6/29, 26, 8
2019/6/30, 27, 13
2019/2/6, 98, 
2019/2/7, 40, 
2019/2/8, 60, 
2019/2/9, 45, 
2019/2/12, 131, 
2019/2/13, 135, 
2019/2/14, 152, 
2019/2/15, 130, 
2019/2/16, 93, 
2019/2/17, 76, 
2019/2/18, 94, 
2019/2/19, 89, 
2019/2/20, 107, 
2019/2/21, 118, 
2019/2/22, 106, 
2019/2/23, 97, 
2019/2/24, 99, 
2019/2/25, 71, 
2019/2/26, 86, 
2019/2/27, 69, 
2019/2/28, 50, 
2019/3/1, 86, 
2019/3/2, 107, 
2019/3/3, 106, 
2019/3/4, 115, 
2019/3/5, 98, 
2019/3/6, 90, 
2019/3/7, 104, 
2019/3/8, 108, 
2019/3/9, 107, 
2019/3/10, 108, 
2019/3/11, 102, 
2019/3/12, 114, 
2019/3/13, 128, 
2019/3/14, 106, 
2019/3/15, 107, 
2019/3/16, 115, 
2019/3/17, 123, 
2019/3/18, 123, 
2019/3/19, 114, 
2019/3/20, 101, 
2019/3/21, 95, 
2019/3/22, 116, 
2019/3/23, 128, 
2019/3/24, 146, 
2019/3/25, 118, 
2019/3/26, 30, 
2019/3/27, 43, 
2019/3/28, 60, 
2019/3/29, 45, 
2019/3/30, 37, 
2019/3/31, 54, 
2018/10/1, 128, 82
2018/10/2, 129, 79
2018/10/3, 132, 87
2018/10/4, 141, 90
2018/10/5, 139, 87
2018/10/6, 133, 92
2018/10/7, 135, 104
2018/10/8, 135, 87
2018/10/9, 142, 91
2018/10/10, 149, 90
2018/10/11, 131, 92
2018/10/12, 115, 72
2018/10/13, 95, 105
2018/10/14, 127, 96
2018/10/15, 137, 90
2018/10/16, 143, 73
2018/10/17, 156, 83
2018/10/18, 146, 74
2018/10/19, 131, 77
2018/10/20, 136, 75
2018/10/21, 134, 91
2018/10/22, 130, 103
2018/10/23, 140, 133
2018/10/24, 149, 105
2018/10/25, 151, 153
2018/10/26, 152, 144
2018/10/27, 147, 125
2018/10/28, 140, 108
2018/10/29, 139, 149
2018/10/30, 147, 197
2018/10/31, 155, 135
2018/11/1, 150, 121
2018/11/2, 140, 108
2018/11/3, 146, 146
2018/11/4, 155, 168
2018/11/5, 159, 132
2018/11/6, 156, 101
2018/11/7, 153, 94
2018/11/8, 154, 83
2018/11/9, 148, 77
2018/11/10, 137, 86
2018/11/11, 136, 93
2018/11/12, 144, 98
2018/11/13, 159, 104
2018/11/14, 159, 139
2018/11/15, 164, 154
2018/11/16, 166, 118
2018/11/17, 165, 112
2018/11/18, 168, 118
2018/11/19, 178, 127
2018/11/20, 188, 126
2018/11/21, 186, 139
2018/11/22, 182, 128
2018/11/23, 176, 119
2018/11/24, 172, 177
2018/11/25, 180, 120
2018/11/26, 165, 124
2018/11/27, 166, 129
2018/11/28, 171, 112
2018/11/29, 166, 93
2018/11/30, 157, 83
2018/12/1, 153, 87
2018/12/2, 157, 92
2018/12/3, 165, 89
2018/12/4, 163, 95
2018/12/5, 172, 81
2018/12/6, 156, 73
2018/12/7, 147, 75
2018/12/8, 152, 75
2018/12/9, 153, 60
2018/12/10, 132, 62
2018/12/11, 127, 58
2018/12/12, 125, 72
2018/12/13, 143, 72
2018/12/14, 144, 67
2018/12/15, 146, 68
2018/12/16, 144, 63
2018/12/17, 159, 52
2018/12/18, 105, 71
2018/12/19, 149, 63
2018/12/20, 155, 51
2018/12/21, 151, 63
2018/8/20, 82, 51
2018/8/21, 73, 46
2018/8/22, 58, 35
2018/8/23, 56, 38
2018/8/24, 55, 32
2018/8/25, 61, 52
2018/8/26, 75, 28
2018/8/27, 51, 30
2018/8/28, 64, 33
2018/8/29, 62, 35
2018/8/30, 61, 38
2018/8/31, 61, 38
2018/9/1, 66, 55
2018/9/2, 69, 55
2018/9/3, 82, 61
2018/9/4, 78, 54
2018/9/5, 79, 44
2018/9/6, 75, 50
2018/9/7, 68, 47
2018/9/8, 71, 48
2018/9/9, 73, 35
2018/9/10, 64, 38
2018/9/11, 72, 54
2018/9/12, 85, 61
2018/9/13, 87, 63
2018/9/14, 98, 60
2018/9/15, 100, 55
2018/9/16, 90, 57
2018/9/17, 87, 61
2018/9/18, 89, 58
2018/9/19, 88, 59
2018/9/20, 91, 38
2018/9/21, 71, 54
2018/9/22, 85, 56
2018/9/23, 82, 65
2018/9/24, 98, 73
2018/9/25, 106, 70
2018/9/26, 111, 69
2018/9/27, 100, 74
2018/9/28, 108, 71
2018/9/29, 117, 75
2018/9/30, 119, 89
2017/4/10, 163, 354
2017/4/11, 181, 365
2017/4/12, 193, 402
2017/4/14, 183, 338
2017/4/15, 113, 52
2017/4/16, 138, 208
2017/4/17, 141, 130
2017/4/18, 152, 147
2017/4/19, 152, 138
2017/4/20, 141, 97
2017/4/21, 123, 92
2017/4/22, 117, 52
2017/4/23, 108, 73
2017/4/24, 115, 136
2017/4/25, 141, 193
2017/4/26, 139, 278
2017/4/27, 138, 213
2017/4/28, 152, 198
2017/4/29, 154, 106
2017/4/30, 117, 176
2017/5/1, 121, 77
2017/5/2, 125, 104
2017/5/3, 135, 120
2017/5/4, 122, 81
2017/5/5, 99, 62
2017/5/11, 125, 87
2017/5/12, 115, 73
2017/5/13, 97, 68
2017/5/14, 83, 46
2017/5/15, 90, 48
2017/5/16, 104, 63
2017/5/17, 99, 35
2017/5/18, 106, 53
2017/5/19, 98, 76
2017/5/20, 113, 87
2017/5/21, 123, 101
2017/5/22, 97, 76
2017/5/23, 117, 93
2017/5/24, 130, 117
2017/5/25, 124, 100
2017/5/26, 123, 81
2017/6/1, 70, 79
2017/6/2, 92, 89
2017/1/2, 98, 58
2017/1/3, 127, 75
2017/1/4, 149, 75
2017/1/5, 154, 65
2017/1/6, 138, 74
2017/1/7, 153, 71
2017/1/8, 149, 86
2017/1/9, 162, 73
2017/1/10, 155, 70
2017/1/11, 152, 75
2017/1/12, 161, 79
2017/1/13, 171, 
2017/1/18, 147, 85
2017/1/19, 154, 95
2017/1/20, 166, 87
2017/1/21, 163, 83
2017/1/22, 164, 82
2017/1/23, 168, 81
2017/1/24, 167, 88
2017/1/25, 164, 88
2017/1/26, 162, 60
2017/1/27, 130, 63
2017/1/28, 116, 86
2017/1/29, 169, 62
2017/1/30, 117, 
2017/2/1, 162, 71
2017/2/2, 154, 78
2017/2/3, 159, 86
2017/2/4, 162, 84
2017/2/5, 157, 92
2017/2/6, 173, 71
2017/2/7, 149, 71
2017/2/8, 145, 76
2017/2/9, 148, 73
2017/2/10, 144, 84
2017/2/11, 156, 85
2017/2/12, 155, 86
2017/2/13, 157, 82
2017/2/14, 157, 82
2017/2/15, 163, 90
2017/2/16, 171, 82
2017/2/17, 162, 84
2017/2/18, 160, 80
2017/2/19, 162, 80
2017/2/20, 163, 73
2017/2/21, 145, 84
2017/2/22, 156, 61
2017/2/23, 126, 46
2017/2/24, 123, 53
2017/2/25, 152, 
2020/1/1, , 116
2019/10/2, , 5
2019/10/14, , 9
2019/10/22, , 113
2019/10/30, , 67
2019/11/3, , 63
2019/11/30, , 85
2019/7/4, , 15
2019/6/7, , 1
2019/6/19, , 8
2018/12/22, , 64
2018/12/23, , 60
2018/8/19, , 70
2017/4/9, , 261
2017/5/9, , 71
2017/5/10, , 95
2017/1/1, , 39
2017/1/17, , 88
2017/1/31, , 77
