date, pm10, no2
2019/3/25, 27, 13
2019/3/26, 14, 16
2019/3/27, 17, 20
2019/3/28, 17, 42
2019/3/29, 30, 44
2019/3/30, 29, 37
2019/3/31, 27, 56
2018/10/1, 13, 16
2018/10/2, 12, 26
2018/10/3, 20, 24
2018/10/4, 17, 35
2018/10/5, 26, 31
2018/10/6, 23, 17
2018/10/7, 9, 16
2018/10/8, 25, 20
2018/10/9, 35, 23
2018/10/10, 38, 28
2018/10/11, 20, 26
2018/10/12, 20, 24
2018/10/13, 20, 47
2018/10/14, 32, 33
2018/10/15, 30, 34
2018/10/16, 32, 32
2018/10/17, 33, 30
2018/10/18, 31, 30
2018/10/19, 39, 18
2018/10/20, 41, 16
2018/10/21, 41, 16
2018/10/22, 19, 17
2018/10/23, 22, 17
2018/10/24, 18, 18
2018/10/25, 13, 23
2018/10/26, 24, 14
2018/10/27, 11, 11
2018/10/28, 6, 13
2018/10/29, 1, 26
2018/10/30, 12, 28
2018/10/31, 11, 22
2018/11/1, 9, 21
2018/11/2, 21, 14
2018/11/3, 13, 19
2018/11/4, 27, 27
2018/11/5, 34, 29
2018/11/6, 12, 31
2018/11/7, 14, 26
2018/11/8, 17, 36
2018/11/9, 28, 47
2018/11/10, 28, 39
2018/11/11, 21, 54
2018/11/12, 28, 33
2018/11/13, 15, 17
2018/11/14, 27, 42
2018/11/15, 32, 33
2018/11/16, 25, 
2018/11/17, 12, 
2018/11/18, 23, 26
2018/11/19, 24, 28
2018/11/20, 25, 34
2018/11/21, 29, 38
2018/11/22, 39, 37
2018/11/23, 27, 39
2018/11/24, 21, 29
2018/11/25, 22, 36
2018/11/26, 22, 27
2018/11/27, 15, 45
2018/11/28, 33, 41
2018/11/29, 26, 47
2018/11/30, 21, 40
2018/12/1, 27, 28
2018/12/2, 11, 36
2018/12/3, 18, 46
2018/12/4, 22, 45
2018/12/5, 33, 47
2018/12/6, 33, 45
2018/12/7, 29, 36
2018/12/8, 14, 24
2018/12/9, 10, 34
2018/12/10, 10, 28
2018/12/11, 11, 36
2018/12/12, 22, 34
2018/12/13, 27, 34
2018/12/14, 29, 34
2018/12/15, 28, 32
2018/12/16, 20, 51
2018/12/17, 23, 39
2018/12/18, 22, 42
2018/12/19, 15, 44
2018/12/20, 21, 37
2018/12/21, 14, 39
2018/12/22, 20, 42
2018/12/23, 28, 31
2018/12/24, 13, 20
2018/12/25, 6, 30
2018/12/26, 19, 37
2018/12/27, 41, 40
2018/12/28, 47, 24
2018/12/29, 28, 23
2018/12/30, 22, 
2018/7/1, 35, 29
2018/7/2, 31, 25
2018/7/3, 20, 37
2018/7/10, 16, 13
2018/7/11, 13, 23
2018/7/12, 18, 35
2018/7/13, 22, 28
2018/7/14, 25, 27
2018/7/26, 26, 55
2018/7/27, 37, 25
2018/7/28, 20, 27
2018/7/29, 22, 26
2018/7/30, 19, 28
2018/7/31, 23, 20
2018/8/1, 19, 24
2018/8/2, 23, 31
2018/8/3, 26, 23
2018/8/4, 28, 19
2018/8/5, 25, 45
2018/8/6, 29, 33
2018/8/7, 28, 29
2018/8/8, 27, 29
2018/8/9, 19, 18
2018/8/10, 10, 12
2018/8/11, 8, 22
2018/8/12, 16, 27
2018/8/13, 18, 11
2018/8/14, 6, 10
2018/8/15, 9, 25
2018/8/16, 17, 16
2018/8/17, 14, 9
2018/8/18, 11, 12
2018/8/19, 10, 17
2018/8/20, 15, 15
2018/8/21, 15, 26
2018/8/22, 21, 31
2018/8/23, 22, 16
2018/8/24, 11, 12
2018/8/25, 11, 12
2018/8/26, 5, 27
2018/8/27, 16, 23
2018/8/28, 17, 25
2018/8/29, 20, 17
2018/8/30, 13, 15
2018/8/31, 13, 10
2018/9/1, 12, 12
2018/9/2, 14, 17
2018/9/3, 14, 20
2018/9/4, 14, 32
2018/9/5, 25, 26
2018/9/6, 19, 17
2018/9/7, 16, 18
2018/9/8, 11, 32
2018/9/9, 21, 29
2018/9/10, 20, 34
2018/9/11, 22, 49
2018/9/12, 33, 35
2018/9/13, 29, 17
2018/9/14, 15, 13
2018/9/15, 10, 31
2018/9/16, 19, 35
2018/9/17, 29, 37
2018/9/18, 27, 38
2018/9/19, 29, 37
2018/9/20, 30, 42
2018/9/21, 29, 20
2018/9/22, 11, 28
2018/9/23, 17, 8
2018/9/24, 5, 14
2018/9/25, 10, 24
2018/9/26, 18, 41
2018/9/27, 32, 35
2018/9/28, 29, 16
2018/9/29, 19, 28
2018/9/30, 27, 18
2018/4/1, 9, 20
2018/4/2, 15, 20
2018/4/3, 17, 28
2018/4/4, 23, 21
2018/4/5, 10, 20
2018/4/6, 15, 17
2018/4/7, 11, 26
2018/4/8, 21, 21
2018/4/9, 16, 23
2018/4/10, 10, 28
2018/4/11, 16, 34
2018/4/12, 16, 34
2018/4/13, 15, 32
2018/4/14, 20, 21
2018/4/15, 18, 17
2018/4/16, 11, 19
2018/4/17, 15, 36
2018/4/18, 26, 40
2018/4/19, 30, 42
2018/4/20, 31, 36
2018/4/21, 29, 40
2018/4/22, 27, 27
2018/4/23, 27, 32
2018/4/24, 30, 33
2018/4/25, 33, 16
2018/4/26, 12, 25
2018/4/27, 18, 16
2018/4/28, 16, 33
2018/4/29, 25, 24
2018/4/30, 12, 13
2018/5/1, 8, 16
2018/5/2, 11, 14
2018/5/3, 14, 14
2018/5/4, 17, 18
2018/5/5, 22, 20
2018/5/6, 25, 27
2018/5/7, 29, 22
2018/5/8, 21, 19
2018/5/9, 21, 13
2018/5/10, 16, 18
2018/5/11, 17, 36
2018/5/12, 26, 13
2018/5/13, 6, 18
2018/5/14, 7, 18
2018/5/15, 11, 22
2018/5/16, 33, 17
2018/5/17, 18, 17
2018/5/18, 22, 16
2018/5/19, 19, 14
2018/5/20, 16, 32
2018/5/21, 19, 26
2018/5/22, 17, 25
2018/5/23, 10, 35
2018/5/24, 22, 44
2018/5/25, 25, 39
2018/5/26, 28, 26
2018/5/27, 21, 31
2018/5/28, 27, 30
2018/5/29, 29, 32
2018/5/30, 29, 29
2018/5/31, 25, 26
2018/6/1, 20, 25
2018/6/2, 22, 38
2018/6/3, 32, 27
2018/6/4, 26, 25
2018/6/5, 20, 29
2018/6/6, 24, 28
2018/6/7, 24, 22
2018/6/8, 18, 33
2018/6/9, 27, 31
2018/6/10, 29, 27
2018/6/11, 24, 19
2018/6/12, 16, 14
2018/6/13, 16, 13
2018/6/14, 16, 15
2018/6/15, 13, 13
2018/6/16, 13, 13
2018/6/17, 15, 13
2018/6/18, 14, 13
2018/6/19, 18, 26
2018/6/20, 24, 25
2018/6/21, 27, 9
2018/6/22, 17, 9
2018/6/23, 14, 10
2018/6/24, 14, 11
2018/6/25, 18, 15
2018/6/26, 18, 16
2018/6/27, 18, 13
2018/6/28, 18, 22
2018/6/29, 21, 31
2018/6/30, 30, 36
2018/1/1, 11, 27
2018/1/2, 12, 29
2018/1/3, 14, 37
2018/1/4, 19, 32
2018/1/5, 16, 28
2018/1/6, 16, 15
2018/1/7, 19, 24
2018/1/8, 26, 29
2018/1/9, 21, 39
2018/1/10, 19, 34
2018/1/11, 22, 22
2018/1/12, 18, 27
2018/1/13, 30, 25
2018/1/14, 30, 32
2018/1/15, 33, 32
2018/1/16, 16, 24
2018/1/17, 9, 32
2018/1/18, 13, 35
2018/1/19, 13, 29
2018/1/20, 12, 24
2018/1/21, 11, 33
2018/1/22, 22, 39
2018/1/23, 17, 36
2018/1/24, 25, 48
2018/1/25, 24, 24
2018/1/26, 8, 24
2018/1/27, 16, 20
2018/1/28, 15, 33
2018/1/29, 22, 36
2018/1/30, 19, 28
2018/1/31, 19, 25
2018/2/1, 11, 27
2018/2/2, 12, 22
2018/2/3, 11, 25
2018/2/4, 23, 25
2018/2/5, 20, 29
2018/2/6, 27, 30
2018/2/7, 23, 22
2018/2/8, 26, 32
2018/2/9, 36, 20
2018/2/10, 12, 29
2018/2/11, 15, 27
2018/2/12, 10, 
2018/2/13, 15, 
2018/2/14, 17, 23
2018/2/15, 15, 23
2018/2/16, 19, 26
2018/2/17, 17, 13
2018/2/18, 8, 23
2018/2/19, 17, 17
2018/2/20, 22, 
2018/2/22, 34, 19
2018/2/23, 30, 21
2018/2/24, 38, 16
2018/2/25, 25, 13
2018/2/26, 12, 16
2018/2/27, 20, 27
2018/2/28, 37, 26
2018/3/1, 22, 30
2018/3/2, 26, 33
2018/3/3, 22, 37
2018/3/4, 29, 29
2018/3/5, 23, 25
2018/3/6, 12, 26
2018/3/7, 10, 24
2018/3/8, 18, 19
2018/3/9, 13, 13
2018/3/10, 7, 12
2018/3/11, 9, 22
2018/3/12, 9, 24
2018/3/13, 10, 21
2018/3/14, 20, 22
2018/3/15, 8, 35
2018/3/16, 24, 17
2018/3/17, 7, 14
2018/3/18, 14, 12
2018/3/19, 18, 12
2018/3/20, 24, 11
2018/3/21, 12, 14
2018/3/22, 15, 17
2018/3/23, 13, 24
2018/3/24, 26, 26
2018/3/25, 24, 17
2018/3/26, 19, 23
2018/3/27, 32, 23
2018/3/28, 20, 19
2018/3/29, 7, 27
2018/3/30, 15, 19
2018/3/31, 12, 15
2017/10/1, 15, 34
2017/10/2, 19, 33
2017/10/3, 16, 43
2017/10/4, 19, 43
2017/10/5, 22, 19
2017/10/6, 10, 26
2017/10/7, 11, 26
2017/10/8, 17, 31
2017/10/9, 14, 35
2017/10/10, 16, 50
2017/10/11, 24, 34
2017/10/12, 21, 49
2017/10/13, 27, 38
2017/10/14, 21, 33
2017/10/15, 22, 38
2017/10/16, 18, 36
2017/10/17, 15, 43
2017/10/18, 21, 45
2017/10/19, 21, 48
2017/10/20, 25, 38
2017/10/21, 20, 17
2017/10/22, 5, 31
2017/10/23, 12, 27
2017/10/24, 13, 40
2017/10/25, 21, 51
2017/10/26, 25, 33
2017/10/27, 24, 15
2017/10/28, 10, 22
2017/10/29, 17, 13
2017/10/30, 12, 23
2017/10/31, 17, 33
2017/11/1, 35, 55
2017/11/2, 36, 52
2017/11/3, 39, 31
2017/11/4, 24, 17
2017/11/5, 7, 16
2017/11/6, 9, 20
2017/11/7, 15, 28
2017/11/8, 21, 25
2017/11/9, 18, 32
2017/11/10, 24, 27
2017/11/11, 24, 25
2017/11/12, 17, 16
2017/11/13, 6, 17
2017/11/14, 13, 25
2017/11/15, 21, 28
2017/11/16, 32, 26
2017/11/17, 34, 21
2017/11/18, 20, 28
2017/11/19, 28, 34
2017/11/20, 22, 51
2017/11/21, 44, 38
2017/11/22, 33, 44
2017/11/23, 24, 45
2017/11/24, 21, 23
2017/11/25, 10, 21
2017/11/26, 10, 43
2017/11/27, 28, 37
2017/11/28, 30, 40
2017/11/29, 23, 27
2017/11/30, 14, 26
2017/12/1, 12, 16
2017/12/2, 16, 17
2017/12/3, 18, 39
2017/12/4, 33, 31
2017/12/5, 31, 31
2017/12/6, 28, 35
2017/12/7, 31, 30
2017/12/8, 15, 26
2017/12/9, 12, 19
2017/12/10, 11, 34
2017/12/11, 16, 35
2017/12/12, 16, 33
2017/12/13, 27, 34
2017/12/14, 20, 35
2017/12/15, 13, 22
2017/12/16, 9, 24
2017/12/17, 16, 26
2017/12/18, 21, 31
2017/12/19, 23, 35
2017/12/20, 23, 38
2017/12/21, 24, 42
2017/12/22, 26, 21
2017/12/23, 13, 17
2017/12/24, 13, 26
2017/12/25, 23, 29
2017/12/26, 13, 19
2017/12/27, 7, 20
2017/12/28, 10, 29
2017/12/29, 24, 29
2017/12/30, 18, 
2017/7/1, 6, 14
2017/7/2, 9, 20
2017/7/3, 9, 37
2017/7/4, 17, 59
2017/7/5, 26, 58
2017/7/6, 23, 65
2017/7/7, 27, 57
2017/7/8, 32, 36
2017/7/9, 20, 37
2017/7/10, 21, 41
2017/7/11, 22, 36
2017/7/12, 15, 20
2017/7/13, 9, 14
2017/7/14, 8, 14
2017/7/15, 10, 13
2017/7/16, 11, 45
2017/7/17, 19, 64
2017/7/18, 25, 62
2017/7/19, 24, 51
2017/7/20, 17, 38
2017/7/21, 14, 37
2017/7/22, 22, 27
2017/7/23, 15, 25
2017/7/24, 10, 22
2017/7/25, 11, 38
2017/7/26, 17, 47
2017/7/27, 19, 39
2017/7/28, 14, 38
2017/7/29, 17, 39
2017/7/30, 21, 43
2017/7/31, 23, 37
2017/8/1, 22, 53
2017/8/2, 26, 58
2017/8/3, 34, 32
2017/8/4, 16, 29
2017/8/5, 13, 11
2017/8/6, 5, 39
2017/8/7, 13, 25
2017/8/8, 12, 27
2017/8/9, 11, 20
2017/8/10, 7, 21
2017/8/11, 7, 22
2017/8/12, 9, 16
2017/8/16, 15, 32
2017/8/17, 16, 26
2017/8/18, 15, 15
2017/8/19, 5, 10
2017/8/20, 6, 26
2017/8/21, 10, 42
2017/8/22, 16, 44
2017/8/23, 22, 36
2017/8/24, 23, 56
2017/8/25, 21, 46
2017/8/26, 18, 37
2017/8/27, 19, 51
2017/8/28, 27, 36
2017/8/29, 25, 36
2017/8/30, 24, 20
2017/8/31, 8, 15
2017/9/1, 8, 14
2017/9/2, 4, 20
2017/9/3, 8, 37
2017/9/4, 17, 49
2017/9/5, 22, 22
2017/9/6, 13, 
2017/9/11, 10, 18
2017/9/12, 7, 37
2017/9/13, 14, 29
2017/9/14, 10, 34
2017/9/15, 15, 22
2017/9/16, 8, 22
2017/9/17, 10, 22
2017/9/18, 8, 20
2017/9/19, 7, 20
2017/9/20, 8, 39
2017/9/21, 19, 42
2017/9/22, 21, 37
2017/9/23, 18, 29
2017/9/24, 15, 35
2017/9/25, 18, 30
2017/9/26, 16, 32
2017/9/27, 19, 28
2017/9/28, 17, 
2017/9/29, 21, 
2017/9/30, 22, 43
2017/4/1, 12, 27
2017/4/2, 13, 25
2017/4/3, 17, 25
2017/4/4, 20, 22
2017/4/5, 27, 18
2017/4/6, 31, 28
2017/4/7, 20, 36
2017/4/8, 26, 51
2017/4/9, 36, 49
2017/4/10, 29, 19
2017/4/11, 25, 30
2017/4/12, 23, 34
2017/4/13, 27, 26
2017/4/14, 19, 20
2017/4/15, 16, 15
2017/4/16, 10, 18
2017/4/17, 12, 12
2017/4/18, 12, 13
2017/4/19, 12, 15
2017/4/20, 15, 30
2017/4/21, 21, 28
2017/4/22, 22, 13
2017/4/23, 17, 41
2017/4/24, 27, 39
2017/4/25, 25, 20
2017/4/26, 7, 18
2017/4/27, 10, 22
2017/4/28, 12, 26
2017/4/29, 17, 35
2017/4/30, 19, 22
2017/5/1, 10, 31
2017/5/2, 12, 33
2017/5/3, 15, 35
2017/5/4, 12, 37
2017/5/5, 12, 23
2017/5/6, 13, 28
2017/5/7, 14, 13
2017/5/8, 15, 16
2017/5/9, 11, 48
2017/5/10, 25, 34
2017/5/11, 21, 36
2017/5/12, 20, 32
2017/5/13, 22, 28
2017/5/14, 16, 22
2017/5/15, 11, 47
2017/5/16, 24, 60
2017/5/17, 30, 63
2017/5/18, 33, 26
2017/5/19, 10, 22
2017/5/20, 8, 23
2017/5/21, 13, 50
2017/5/22, 25, 34
2017/5/23, 21, 20
2017/5/24, 14, 13
2017/5/25, 12, 44
2017/5/26, 27, 42
2017/5/27, 23, 43
2017/5/28, 22, 65
2017/5/29, 28, 41
2017/5/30, 23, 32
2017/5/31, 19, 45
2017/6/1, 26, 44
2017/6/2, 26, 30
2017/6/3, 20, 11
2017/6/4, 8, 17
2017/6/5, 12, 29
2017/6/6, 17, 25
2017/6/7, 13, 48
2017/6/8, 25, 40
2017/6/9, 22, 21
2017/6/10, 13, 42
2017/6/11, 22, 32
2017/6/12, 22, 29
2017/6/13, 20, 36
2017/6/14, 24, 52
2017/6/15, 29, 20
2017/6/16, 15, 12
2017/6/17, 13, 28
2017/6/18, 15, 55
2017/6/19, 27, 60
2017/6/20, 28, 52
2017/6/21, 29, 67
2017/6/22, 40, 38
2017/6/23, 32, 19
2017/6/24, 20, 23
2017/6/25, 12, 34
2017/6/26, 19, 53
2017/6/27, 29, 30
2017/6/28, 16, 32
2017/6/29, 14, 42
2017/6/30, 20, 16
2017/1/2, 28, 20
2017/1/3, 18, 30
2017/1/4, 27, 27
2017/1/5, 18, 27
2017/1/6, 17, 25
2017/1/7, 28, 21
2017/1/8, 24, 32
2017/1/9, 26, 39
2017/1/10, 31, 39
2017/1/11, 31, 38
2017/1/12, 40, 33
2017/1/13, 13, 24
2017/1/14, 12, 21
2017/1/15, 15, 19
2017/1/16, 19, 13
2017/1/17, 15, 21
2017/1/18, 22, 36
2017/1/19, 42, 43
2017/1/20, 65, 38
2017/1/21, 70, 29
2017/1/22, 70, 35
2017/1/23, 73, 29
2017/1/24, 68, 33
2017/1/25, 46, 43
2017/1/26, 71, 50
2017/1/27, 60, 45
2017/1/28, 64, 35
2017/1/29, 47, 46
2017/1/30, 25, 44
2017/1/31, 27, 45
2017/2/1, 33, 56
2017/2/2, 34, 47
2017/2/3, 22, 47
2017/2/4, 22, 34
2017/2/5, 19, 25
2017/2/6, 13, 39
2017/2/7, 31, 29
2017/2/8, 22, 28
2017/2/9, 32, 39
2017/2/10, 39, 47
2017/2/11, 32, 27
2017/2/12, 28, 35
2017/2/13, 43, 39
2017/2/14, 51, 55
2017/2/15, 49, 55
2017/2/16, 46, 42
2017/2/17, 42, 28
2017/2/18, 24, 33
2017/2/19, 34, 39
2017/2/20, 31, 43
2017/2/21, 38, 44
2017/2/22, 31, 47
2017/2/23, 40, 26
2017/2/24, 18, 22
2017/2/25, 13, 37
2017/2/26, 35, 42
2017/2/27, 41, 41
2017/2/28, 20, 40
2017/3/1, 17, 36
2017/3/2, 19, 47
2017/3/3, 27, 39
2017/3/4, 13, 34
2017/3/5, 13, 35
2017/3/6, 18, 38
2017/3/7, 16, 57
2017/3/8, 36, 47
2017/3/9, 29, 27
2017/3/10, 16, 50
2017/3/11, 29, 45
2017/3/12, 31, 28
2017/3/13, 29, 28
2017/3/14, 44, 31
2017/3/15, 32, 59
2017/3/16, 47, 63
2017/3/17, 46, 40
2017/3/18, 35, 27
2017/3/19, 17, 39
2017/3/20, 18, 41
2017/3/21, 18, 44
2017/3/22, 19, 37
2017/3/23, 15, 41
2017/3/24, 19, 32
2017/3/25, 30, 37
2017/3/26, 15, 46
2017/3/27, 23, 53
2017/3/28, 26, 27
2017/3/29, 13, 61
2017/3/30, 32, 66
2017/3/31, 29, 36
