date, pm25, o3
2020/1/2, 29, 
2020/1/3, 34, 
2020/1/4, 19, 
2020/1/5, 21, 
2020/1/6, 24, 
2020/1/7, 27, 
2020/1/8, 20, 
2020/1/9, 23, 
2020/1/10, 36, 
2020/1/11, 11, 
2020/1/12, 23, 
2020/1/13, 28, 
2020/1/14, 32, 
2020/1/15, 41, 
2019/10/1, 43, 14
2019/10/2, 16, 12
2019/10/3, 13, 18
2019/10/4, 18, 24
2019/10/5, 18, 25
2019/10/6, 24, 24
2019/10/7, 29, 28
2019/10/8, 29, 32
2019/10/9, 35, 32
2019/10/10, 28, 21
2019/10/11, 28, 27
2019/10/12, 15, 27
2019/10/13, 20, 18
2019/10/14, 13, 
2019/10/16, 14, 19
2019/10/17, 16, 23
2019/10/18, 21, 27
2019/10/19, 28, 28
2019/10/20, 48, 24
2019/10/21, 31, 18
2019/10/22, 19, 22
2019/10/23, 25, 23
2019/10/24, 25, 19
2019/10/25, 27, 16
2019/10/26, 29, 25
2019/10/27, 25, 23
2019/10/28, 43, 18
2019/10/29, 27, 16
2019/10/31, 17, 15
2019/11/1, 26, 
2019/11/2, 27, 
2019/11/3, 20, 
2019/11/4, 30, 
2019/11/5, 27, 
2019/11/6, 41, 
2019/11/7, 17, 
2019/11/8, 22, 
2019/11/9, 32, 
2019/11/10, 51, 
2019/11/11, 15, 
2019/11/12, 15, 
2019/11/13, 20, 
2019/11/14, 34, 
2019/11/15, 40, 
2019/11/16, 21, 
2019/11/17, 33, 
2019/11/18, 50, 
2019/11/19, 32, 
2019/11/20, 53, 
2019/11/21, 23, 
2019/11/22, 16, 
2019/11/23, 45, 
2019/11/24, 39, 
2019/11/25, 42, 
2019/11/26, 62, 
2019/11/27, 19, 
2019/11/28, 17, 
2019/11/29, 24, 
2019/11/30, 22, 
2019/12/1, 24, 
2019/12/2, 19, 
2019/12/3, 21, 
2019/12/4, 26, 
2019/12/5, 25, 
2019/12/6, 26, 
2019/12/7, 32, 
2019/12/8, 38, 
2019/12/9, 35, 
2019/12/10, 22, 
2019/12/11, 33, 
2019/12/12, 35, 
2019/12/13, 35, 
2019/12/14, 52, 
2019/12/15, 21, 
2019/12/16, 44, 
2019/12/17, 26, 
2019/12/18, 20, 
2019/12/19, 35, 
2019/12/20, 56, 
2019/12/21, 40, 
2019/12/22, 36, 
2019/12/23, 45, 
2019/12/24, 55, 
2019/12/25, 38, 
2019/12/26, 41, 
2019/12/27, 27, 
2019/12/28, 31, 
2019/7/1, 34, 50
2019/7/2, 40, 41
2019/7/3, 33, 41
2019/7/4, 45, 34
2019/7/5, 49, 35
2019/7/6, 40, 29
2019/7/7, 47, 29
2019/7/8, 32, 50
2019/7/9, 43, 48
2019/7/10, 45, 36
2019/7/11, 22, 36
2019/7/12, 31, 46
2019/7/13, 50, 32
2019/7/14, 26, 36
2019/7/15, 45, 22
2019/7/16, 41, 33
2019/7/17, 35, 27
2019/7/18, 41, 33
2019/7/19, 45, 32
2019/7/20, 31, 30
2019/7/21, 20, 28
2019/7/22, 14, 28
2019/7/23, 25, 29
2019/7/24, 27, 39
2019/7/25, 42, 46
2019/7/26, 49, 42
2019/7/27, 55, 46
2019/7/28, 52, 27
2019/7/29, 43, 31
2019/7/30, 24, 30
2019/7/31, 23, 34
2019/8/1, 34, 35
2019/8/2, 40, 45
2019/8/3, 49, 42
2019/8/4, 43, 41
2019/8/5, 35, 44
2019/8/6, 19, 33
2019/8/7, 27, 27
2019/8/8, 23, 
2019/8/9, 24, 
2019/8/12, 46, 41
2019/8/13, 48, 15
2019/8/14, 25, 29
2019/8/15, 25, 38
2019/8/16, 33, 34
2019/8/17, 30, 33
2019/8/18, 31, 30
2019/8/19, 30, 
2019/8/20, 37, 37
2019/8/21, 31, 30
2019/8/22, 23, 25
2019/8/23, 27, 25
2019/8/24, 32, 32
2019/8/25, 29, 19
2019/8/26, 26, 35
2019/8/27, 24, 28
2019/8/28, 23, 34
2019/8/29, 28, 29
2019/8/30, 24, 27
2019/8/31, 28, 25
2019/9/1, 31, 30
2019/9/2, 39, 26
2019/9/3, 38, 24
2019/9/4, 20, 36
2019/9/5, 23, 18
2019/9/6, 35, 28
2019/9/7, 20, 16
2019/9/8, 28, 30
2019/9/9, 25, 37
2019/9/10, 43, 36
2019/9/11, 50, 20
2019/9/12, 21, 27
2019/9/13, 25, 27
2019/9/14, 19, 30
2019/9/15, 29, 30
