date, pm25, pm10
2020/1/2, 35, 34
2020/1/3, 62, 51
2020/1/4, 77, 29
2020/1/5, 62, 23
2020/1/6, 48, 8
2020/1/7, 17, 11
2020/1/8, 26, 23
2020/1/9, 45, 43
2020/1/10, 79, 35
2020/1/11, 70, 16
2020/1/12, 39, 28
2020/1/13, 56, 48
2020/1/14, 90, 53
2020/1/15, 91, 23
2020/1/16, 53, 
2019/10/8, 27, 8
2019/10/9, 16, 11
2019/10/10, 19, 16
2019/10/11, 46, 6
2019/10/12, 14, 9
2019/10/13, 19, 10
2019/10/14, 25, 17
2019/10/15, 42, 18
2019/10/16, 41, 38
2019/10/17, 84, 48
2019/10/18, 101, 29
2019/10/19, 71, 41
2019/10/20, 86, 55
2019/10/21, 99, 64
2019/10/22, 114, 57
2019/10/23, 104, 57
2019/10/24, 102, 53
2019/10/25, 97, 40
2019/10/26, 80, 43
2019/10/27, 74, 32
2019/10/28, 69, 48
2019/10/29, 92, 19
2019/10/30, 43, 17
2019/10/31, 45, 14
2019/11/1, 31, 9
2019/11/2, 21, 8
2019/11/3, 8, 28
2019/11/4, 44, 22
2019/11/5, 42, 20
2019/11/6, 30, 30
2019/11/7, 53, 46
2019/11/8, 88, 36
2019/11/9, 67, 39
2019/11/10, 80, 36
2019/11/11, 74, 36
2019/11/12, 69, 57
2019/11/13, 103, 
2019/11/15, 76, 42
2019/11/16, 79, 34
2019/11/17, 71, 34
2019/11/18, 67, 40
2019/11/19, 75, 51
2019/11/20, 84, 16
2019/11/21, 33, 12
2019/11/22, 22, 15
2019/11/23, 26, 16
2019/11/24, 32, 18
2019/11/25, 43, 33
2019/11/26, 67, 40
2019/11/27, 74, 70
2019/11/28, 113, 
2019/12/15, 39, 20
2019/12/16, 45, 24
2019/12/17, 52, 43
2019/12/18, 85, 47
2019/12/19, 98, 54
2019/12/20, 103, 64
2019/12/21, 86, 60
2019/12/22, 60, 28
2019/12/23, 39, 43
2019/12/24, 75, 18
2019/12/25, 41, 9
2019/12/26, 24, 5
2019/12/27, 13, 7
2019/12/28, 20, 
2019/7/1, 13, 9
2019/7/2, 17, 13
2019/7/3, 31, 9
2019/7/4, 23, 9
2019/7/5, 17, 6
2019/7/6, 11, 7
2019/7/7, 15, 9
2019/7/8, 26, 6
2019/7/9, 11, 6
2019/7/10, 12, 6
2019/7/11, 14, 10
2019/7/12, 24, 5
2019/7/13, 11, 5
2019/7/14, 13, 9
2019/7/15, 22, 9
2019/7/16, 28, 8
2019/7/17, 20, 7
2019/7/18, 15, 7
2019/7/19, 16, 8
2019/7/20, 25, 6
2019/7/21, 18, 8
2019/7/22, 23, 8
2019/7/23, 19, 7
2019/7/24, 17, 9
2019/7/25, 22, 8
2019/7/26, 21, 8
2019/7/27, 25, 7
2019/7/28, 18, 8
2019/7/29, 20, 12
2019/7/30, 31, 11
2019/7/31, 33, 10
2019/8/1, 27, 8
2019/8/2, 17, 11
2019/8/3, 29, 15
2019/8/4, 41, 6
2019/8/5, 15, 5
2019/8/6, 12, 8
2019/8/7, 19, 7
2019/8/8, 14, 9
2019/8/9, 18, 15
2019/8/10, 41, 9
2019/8/11, 26, 9
2019/8/12, 26, 8
2019/8/13, 21, 9
2019/8/14, 19, 16
2019/8/15, 30, 12
2019/8/16, 31, 6
2019/8/17, 11, 8
2019/8/18, 15, 8
2019/8/19, 15, 8
2019/8/20, 16, 10
2019/8/21, 19, 8
2019/8/22, 14, 9
2019/8/23, 20, 9
2019/8/24, 24, 10
2019/8/25, 27, 12
2019/8/26, 22, 9
2019/8/27, 16, 10
2019/8/28, 14, 10
2019/8/29, 18, 8
2019/8/30, 11, 12
2019/8/31, 19, 10
2019/9/1, 19, 8
2019/9/2, 20, 11
2019/9/3, 26, 11
2019/9/4, 30, 6
2019/9/5, 12, 10
2019/9/6, 31, 14
2019/9/7, 39, 14
2019/9/8, 34, 8
2019/9/9, 14, 11
2019/9/10, 20, 10
2019/9/11, 16, 9
2019/9/12, 17, 12
2019/9/13, 23, 12
2019/9/14, 24, 7
2019/9/15, 12, 7
2019/9/16, 11, 9
2019/9/17, 13, 8
2019/9/18, 14, 5
2019/9/19, 7, 7
2019/9/20, 11, 5
2019/9/21, 7, 5
2019/9/22, 8, 6
2019/9/23, 13, 12
2019/9/24, 25, 8
2019/9/25, 13, 
2019/4/6, 3, 1
2019/4/7, 5, 13
2019/4/8, 38, 16
2019/4/9, 41, 32
2019/4/10, 66, 44
2019/4/11, 58, 50
2019/4/12, 91, 55
2019/4/13, 106, 41
2019/4/14, 79, 15
2019/4/15, 47, 20
2019/4/16, 56, 28
2019/4/17, 62, 15
2019/4/18, 36, 14
2019/4/19, 31, 13
2019/4/20, 28, 10
2019/4/21, 23, 10
2019/4/22, 23, 18
2019/4/23, 44, 21
2019/4/24, 43, 16
2019/4/25, 32, 6
2019/4/26, 19, 9
2019/4/27, 30, 
2019/5/1, 13, 9
2019/5/2, 21, 15
2019/5/3, 41, 30
2019/5/4, 71, 25
2019/5/5, 48, 36
2019/5/6, 54, 29
2019/5/7, 57, 3
2019/5/8, 8, 10
2019/5/9, 30, 8
2019/5/10, 18, 
2019/5/14, 78, 21
2019/5/15, 60, 15
2019/5/16, 45, 14
2019/5/17, 34, 17
2019/5/18, 43, 12
2019/5/19, 25, 29
2019/5/20, 68, 24
2019/5/21, 48, 11
2019/5/22, 22, 5
2019/5/23, 12, 10
2019/5/24, 27, 10
2019/5/25, 27, 9
2019/5/26, 26, 7
2019/5/27, 20, 23
2019/5/28, 51, 15
2019/5/29, 28, 26
2019/5/30, 57, 26
2019/5/31, 67, 18
2019/6/1, 51, 12
2019/6/2, 27, 12
2019/6/3, 26, 18
2019/6/4, 53, 21
2019/6/5, 54, 8
2019/6/6, 12, 9
2019/6/7, 13, 9
2019/6/8, 14, 8
2019/6/9, 18, 8
2019/6/10, 19, 9
2019/6/11, 16, 9
2019/6/12, 12, 9
2019/6/13, 11, 10
2019/6/14, 21, 15
2019/6/15, 30, 12
2019/6/16, 29, 9
2019/6/17, 20, 8
2019/6/18, 15, 11
2019/6/19, 23, 10
2019/6/20, 19, 12
2019/6/21, 23, 9
2019/6/22, 15, 8
2019/6/23, 17, 8
2019/6/24, 15, 9
2019/6/25, 22, 7
2019/6/26, 13, 9
2019/6/27, 15, 8
2019/6/28, 18, 4
2019/6/29, 4, 4
2019/6/30, 6, 7
2020/1/1, , 18
2019/10/7, , 12
2019/11/14, , 45
2019/12/14, , 15
2019/4/5, , 1
2019/4/30, , 7
2019/5/13, , 29
