date, pm25, pm10, no2, so2
2019/4/8, , 9, 6, 
2019/4/13, , 12, 4, 
2019/4/14, , 14, 5, 
2018/12/31, , 14, , 
2018/11/10, , 12, 4, 
2018/11/11, , 8, 4, 
2018/11/12, , 15, 4, 
2018/11/13, , 16, 4, 
2018/11/14, , 11, 2, 
2018/11/15, , 10, 3, 
2018/11/16, , 13, 4, 
2018/11/17, , 11, 3, 
2018/11/18, , 11, 4, 
2018/11/19, , 8, 4, 
2018/11/20, , 7, 4, 
2018/11/21, , 7, 3, 
2018/11/22, , 9, 3, 
2018/12/5, , 17, 3, 
2018/7/1, , 12, 4, 
2018/7/2, , 19, 6, 
2018/7/3, , 14, 9, 
2018/7/4, , 19, 11, 
2018/7/5, , 18, 7, 
2018/7/6, , 23, 8, 
2018/7/7, , 15, 6, 
2018/7/8, , 8, 1, 
2018/7/9, , 14, 2, 
2018/7/10, , 15, 5, 
2018/7/11, , 16, 9, 
2018/7/12, , 16, 9, 
2018/7/13, , 24, 9, 
2018/7/14, , 13, 2, 
2018/7/15, , 11, 3, 
2018/7/16, , 14, 6, 
2018/7/17, , 17, 9, 
2018/7/18, , 15, 10, 
2018/7/19, , 12, 7, 
2018/7/20, , 12, 9, 
2018/7/21, , 15, 6, 
2018/7/22, , 9, 2, 
2018/4/1, , 15, 2, 
2018/4/2, , 11, 5, 
2018/4/3, , 12, 5, 
2018/4/4, , 12, 5, 
2018/4/5, , 20, 7, 
2018/4/6, , 23, 4, 
2018/6/21, , 11, 10, 
2018/6/22, , 11, 8, 
2018/6/23, , 14, 4, 
2018/6/24, , 8, 5, 
2018/6/25, , 11, 5, 
2018/6/26, , 12, 12, 1
2018/6/27, , 27, 10, 
2018/6/28, , 24, 10, 
2018/6/29, , 15, 8, 
2018/6/30, , 23, 4, 
2018/1/1, , 8, , 
2018/1/2, , 12, 1, 
2018/1/3, , 4, , 
2018/1/4, , 8, , 
2018/1/5, , 13, , 
2018/1/6, , 32, 1, 
2018/1/7, , 27, 1, 
2018/1/8, , 24, 2, 
2018/1/9, , 18, 3, 
2018/1/10, , 11, 2, 
2018/1/11, , 22, 3, 
2018/1/12, , 15, 2, 
2018/1/13, , 13, , 
2018/1/14, , 8, , 
2018/1/15, , 10, , 
2018/1/16, , 15, , 
2018/1/17, , 22, , 
2018/1/18, , 15, , 
2018/1/19, , 22, , 
2018/1/21, , 14, , 
2018/1/22, , 8, 1, 
2018/1/23, , 7, 1, 
2018/1/24, , 11, 3, 
2018/1/25, , 13, 3, 
2018/1/26, , 15, 3, 
2018/1/27, , 16, , 
2018/1/28, , 10, , 
2018/1/29, , 10, , 
2018/1/30, , 15, , 
2018/1/31, , 18, , 
2018/2/1, , 21, , 
2018/2/2, , 20, 3, 
2018/2/3, , 10, 2, 
2018/2/4, , 9, 1, 
2018/2/5, , 11, 3, 
2018/2/6, , 10, 2, 
2018/2/7, , 19, 2, 
2018/2/8, , 13, 2, 
2018/2/9, , 7, 5, 
2018/2/10, , 11, 2, 
2018/2/11, , 6, , 
2018/2/12, , 7, 1, 
2018/2/13, , 8, , 
2018/2/14, , 12, , 
2018/2/15, , 15, 4, 
2018/2/16, , 14, 4, 
2018/2/17, , 14, 1, 
2018/2/18, , 15, 1, 
2018/2/19, , 16, 1, 
2018/2/20, , 19, , 
2018/2/21, , 18, 3, 
2018/2/22, , 13, 4, 
2018/2/23, , 10, 4, 
2018/2/24, , 13, 4, 
2018/2/25, , 9, 3, 
2018/2/26, , 9, 3, 
2018/2/27, , 11, 2, 
2018/2/28, , 14, , 
2018/3/1, , 15, 1, 
2018/3/2, , 18, 1, 
2018/3/3, , 24, 1, 
2018/3/4, , 17, , 
2018/3/5, , 17, 5, 
2018/3/6, , 16, 5, 
2018/3/7, , 5, 1, 
2018/3/8, , 10, 4, 
2018/3/9, , 14, 5, 
2018/3/10, , 7, 3, 
2018/3/11, , 9, 1, 
2018/3/12, , 13, 5, 
2018/3/13, , 15, 2, 
2018/3/14, , 17, 4, 
2018/3/15, , 17, 5, 
2018/3/16, , 15, 5, 
2018/3/17, , 14, 4, 
2018/3/18, , 10, 1, 
2018/3/19, , 15, 3, 
2018/3/20, , 16, 4, 
2018/3/21, , 18, 4, 
2018/3/22, , 16, 3, 
2018/3/23, , 13, 2, 
2018/3/24, , 8, 1, 
2018/3/25, , 6, 3, 
2018/3/26, , 13, 4, 
2018/3/29, , 9, 4, 
2018/3/30, , 9, 2, 
2018/3/31, , 8, 2, 
2017/11/27, , 7, 1, 
2017/11/28, , 8, 2, 
2017/11/29, , 14, 6, 
2017/11/30, , 8, 2, 
2017/12/1, , 7, 1, 
2017/12/2, , 8, 2, 
2017/12/3, , 14, 5, 
2017/12/4, , 8, 1, 
2017/12/5, , 11, 2, 
2017/12/6, , 14, 1, 
2017/12/7, , 10, 1, 
2017/12/8, , 8, , 
2017/12/9, , 11, 1, 
2017/12/10, , 16, 2, 
2017/12/11, , 14, 4, 
2017/12/12, , 15, 3, 
2017/12/13, , 11, 3, 
2017/12/14, , 14, 2, 
2017/12/15, , 11, 3, 
2017/12/16, , 12, 2, 
2017/12/17, , 11, 4, 
2017/12/18, , 22, 3, 
2017/12/19, , 22, 3, 
2017/12/20, , 21, 3, 
2017/12/21, , 17, 3, 
2017/12/22, , 16, , 
2017/12/23, , 9, , 
2017/12/24, , 8, , 
2017/12/25, , 7, 1, 
2017/12/26, , 15, 2, 
2017/12/27, , 14, 3, 
2017/12/28, , 18, 1, 
2017/12/29, , 14, 2, 
2017/12/30, , 6, 2, 
2017/8/1, , 11, 3, 
2017/8/13, , 13, 4, 
2017/9/10, , 12, 5, 
2017/4/17, , 14, 6, 
2017/1/1, , 8, , 
2017/2/19, , 22, 2, 
2018/4/7, , , 3, 
2018/4/8, , , 6, 
2018/4/9, , , 3, 
2018/4/10, , , 3, 
2018/4/16, , , 3, 
2018/4/17, , , 3, 
2018/4/18, , , 6, 
2018/4/19, , , 5, 
2018/4/20, , , 3, 
2018/4/21, , , 2, 
2018/4/22, , , 8, 
2018/4/23, , , 6, 
2018/4/24, , , 5, 
2018/4/25, , , 8, 
2018/4/26, , , 5, 
2018/4/27, , , , 
2018/4/28, , , , 
2018/4/29, , , 2, 
2018/4/30, , , 5, 
2018/5/1, , , 5, 
2018/5/2, , , 9, 
2018/5/3, , , 8, 
2018/5/4, , , 5, 
2018/5/5, , , 3, 
2018/5/6, , , 5, 
2018/5/7, , , 7, 
2018/5/8, , , 7, 
2018/5/9, , , 6, 
2018/5/10, , , 1, 
2018/5/11, , , 2, 
2018/5/12, , , , 
2018/5/13, , , 3, 
2018/5/14, , , 1, 
2018/5/15, , , 3, 
2018/5/16, , , 7, 
2018/5/17, , , 8, 
2018/5/18, , , 4, 
2018/5/19, , , 3, 
2018/5/20, , , 5, 
2018/5/21, , , 5, 
2018/5/22, , , 5, 
2018/5/23, , , 4, 
2018/5/24, , , 5, 
2018/5/25, , , 4, 
2018/5/26, , , 2, 
2018/5/27, , , 8, 
2018/5/28, , , 10, 
2018/5/29, , , 11, 
2018/5/30, , , 11, 1
2018/5/31, , , 8, 
2018/6/1, , , 1, 
2018/6/2, , , 2, 
2018/6/3, , , 2, 
2018/6/4, , , 5, 
2018/6/5, , , 7, 
2018/6/6, , , 7, 
2018/6/7, , , 9, 
2018/6/8, , , 6, 
2018/6/9, , , 6, 
2018/6/10, , , 8, 
2018/6/11, , , 3, 
2018/6/12, , , 5, 
2018/6/13, , , 7, 
2018/6/14, , , 7, 
2018/6/15, , , 4, 
2018/6/16, , , 4, 
2018/6/17, , , 3, 
2018/6/18, , , 6, 
2018/6/19, , , 10, 
2018/6/20, , , 8, 
