date, pm25, pm10
2020/1/2, 13, 12
2020/1/3, 20, 14
2020/1/4, 45, 8
2020/1/5, 8, 13
2020/1/6, 24, 11
2020/1/7, 17, 7
2020/1/8, 14, 7
2020/1/9, 18, 9
2020/1/10, 23, 3
2020/1/11, 6, 8
2020/1/12, 11, 9
2020/1/13, 11, 20
2020/1/14, 47, 39
2020/1/15, 101, 9
2020/1/16, 25, 
2019/10/1, 8, 6
2019/10/2, 15, 9
2019/10/3, 14, 4
2019/10/4, 11, 6
2019/10/5, 15, 5
2019/10/6, 12, 2
2019/10/7, 5, 3
2019/10/8, 7, 3
2019/10/9, 11, 3
2019/10/10, 15, 3
2019/10/11, 7, 5
2019/10/12, 18, 4
2019/10/13, 14, 5
2019/10/14, 11, 5
2019/10/15, 12, 4
2019/10/16, 16, 4
2019/10/17, 17, 2
2019/10/18, 7, 2
2019/10/19, 6, 1
2019/10/20, 6, 3
2019/10/21, 8, 2
2019/10/22, 7, 5
2019/10/23, 7, 6
2019/10/24, 10, 7
2019/10/25, 9, 1
2019/10/26, 5, 1
2019/10/27, 5, 3
2019/10/28, 6, 7
2019/10/29, 32, 7
2019/10/30, 10, 9
2019/10/31, 15, 15
2019/11/1, 20, 5
2019/11/2, 9, 3
2019/11/3, 7, 2
2019/11/4, 5, 1
2019/11/5, 5, 2
2019/11/6, 6, 2
2019/11/7, 5, 3
2019/11/8, 11, 2
2019/11/9, 5, 2
2019/11/10, 6, 2
2019/11/11, 5, 1
2019/11/12, 5, 3
2019/11/13, 9, 2
2019/11/14, 6, 2
2019/11/15, 6, 1
2019/11/16, 5, 2
2019/11/17, 5, 1
2019/11/18, 5, 4
2019/11/19, 9, 8
2019/11/20, 11, 12
2019/11/21, 21, 3
2019/11/22, 6, 2
2019/11/23, 5, 3
2019/11/24, 7, 4
2019/11/25, 7, 4
2019/11/26, 6, 3
2019/11/27, 6, 6
2019/11/28, 8, 3
2019/11/29, 5, 2
2019/11/30, 5, 1
2019/12/1, 5, 1
2019/12/2, 5, 2
2019/12/3, 6, 3
2019/12/4, 5, 1
2019/12/5, 5, 1
2019/12/6, 5, 1
2019/12/7, 5, 3
2019/12/8, 6, 12
2019/12/9, 21, 9
2019/12/10, 13, 7
2019/12/11, 11, 3
2019/12/12, 5, 2
2019/12/13, 5, 5
2019/12/14, 6, 3
2019/12/15, 9, 3
2019/12/16, 5, 5
2019/12/17, 5, 7
2019/12/18, 10, 11
2019/12/19, 13, 17
2019/12/20, 23, 9
2019/12/21, 19, 12
2019/12/22, 17, 15
2019/12/23, 15, 4
2019/12/25, 7, 6
2019/12/26, 10, 8
2019/12/27, 12, 11
2019/12/28, 21, 11
2019/12/29, 22, 
2019/7/1, 5, 3
2019/7/2, 9, 10
2019/7/3, 30, 12
2019/7/4, 38, 9
2019/7/5, 34, 11
2019/7/6, 41, 10
2019/7/7, 39, 4
2019/7/8, 15, 3
2019/7/9, 11, 4
2019/7/10, 10, 2
2019/7/11, 9, 1
2019/7/12, 6, 1
2019/7/13, 6, 2
2019/7/14, 6, 1
2019/7/15, 7, 1
2019/7/16, 8, 1
2019/7/17, 6, 4
2019/7/18, 11, 2
2019/7/19, 8, 6
2019/7/20, 22, 6
2019/7/21, 20, 4
2019/7/22, 10, 2
2019/7/23, 5, 2
2019/7/24, 6, 2
2019/7/25, 7, 5
2019/7/26, 16, 4
2019/7/27, 9, 2
2019/7/28, 8, 4
2019/7/29, 11, 6
2019/7/30, 22, 3
2019/7/31, 13, 5
2019/8/1, 13, 2
2019/8/2, 8, 4
2019/8/3, 10, 7
2019/8/4, 22, 4
2019/8/5, 16, 5
2019/8/6, 15, 3
2019/8/7, 9, 11
2019/8/8, 35, 6
2019/8/9, 26, 1
2019/8/10, 8, 3
2019/8/11, 10, 4
2019/8/12, 17, 8
2019/8/13, 24, 6
2019/8/14, 24, 3
2019/8/15, 7, 2
2019/8/16, 10, 6
2019/8/17, 24, 4
2019/8/18, 15, 2
2019/8/19, 6, 3
2019/8/20, 10, 3
2019/8/21, 9, 5
2019/8/22, 13, 4
2019/8/23, 9, 2
2019/8/24, 5, 1
2019/8/25, 6, 2
2019/8/26, 6, 1
2019/8/27, 5, 4
2019/8/28, 13, 7
2019/8/29, 24, 9
2019/8/30, 34, 3
2019/8/31, 10, 6
2019/9/1, 17, 6
2019/9/2, 21, 4
2019/9/3, 14, 4
2019/9/4, 11, 5
2019/9/5, 13, 8
2019/9/6, 23, 7
2019/9/7, 17, 7
2019/9/8, 22, 2
2019/9/9, 6, 2
2019/9/10, 5, 2
2019/9/11, 5, 2
2019/9/12, 7, 5
2019/9/13, 12, 5
