date, pm25, no2, co
2019/4/5, 33, 14, 3
2019/4/6, 49, 13, 3
2019/4/7, 49, 14, 3
2019/4/8, 57, 17, 3
2019/4/9, 64, 15, 2
2019/4/10, 41, 19, 2
2019/4/11, 36, 18, 2
2019/4/12, 47, 11, 2
2019/4/13, 52, 12, 3
2019/4/14, 49, 11, 2
2019/4/15, 34, 10, 1
2019/4/16, 31, 14, 2
2019/4/17, 31, 18, 3
2019/4/18, 48, 10, 2
2019/4/19, 52, 7, 1
2019/4/20, 39, 8, 2
2019/4/21, 42, 16, 2
2019/4/22, 52, 17, 3
2019/4/23, 45, 13, 2
2019/4/24, 30, 17, 2
2019/4/25, 41, 15, 2
2019/4/26, 44, 5, 2
2019/4/27, 25, 11, 2
2019/4/28, 34, 14, 2
2019/4/29, 34, 22, 3
2019/4/30, 60, 14, 2
2019/5/1, 44, 17, 3
2019/5/2, 60, 18, 2
2019/5/3, 64, 20, 4
2019/5/4, 68, 7, 2
2019/5/5, 38, 13, 2
2019/5/6, 33, 16, 2
2019/5/7, 40, 15, 2
2019/5/8, 35, 12, 2
2019/5/9, 38, 15, 2
2019/5/10, 53, 9, 2
2019/5/11, 30, 5, 1
2019/5/12, 26, 12, 1
2019/5/13, 30, 18, 3
2019/5/14, 43, 15, 2
2019/5/15, 38, 23, 3
2019/5/16, 38, 22, 3
2019/5/17, 58, 11, 1
2019/5/18, 35, 8, 2
2019/5/19, 46, 10, 1
2019/5/20, 51, 10, 1
2019/5/21, 22, 15, 1
2019/5/22, 27, 13, 1
2019/5/23, 42, 10, 2
2019/5/24, 35, 6, 1
2019/5/25, 24, 5, 2
2019/5/26, 45, 8, 2
2019/5/27, 29, 17, 2
2019/5/28, 50, 16, 2
2019/5/29, 48, 17, 3
2019/5/30, 53, 15, 3
2019/5/31, 53, 13, 2
2019/6/1, 56, 9, 3
2019/6/2, 67, 10, 1
2019/6/3, 30, 11, 1
2019/6/4, 28, 13, 2
2019/6/5, 57, 14, 2
2019/6/6, 42, 18, 3
2019/6/7, 52, 11, 2
2019/6/8, 48, 5, 
2019/6/9, 34, 12, 2
2019/6/10, 39, 11, 1
2019/6/11, 28, 10, 1
2019/6/12, 41, 11, 1
2019/6/13, 26, 9, 1
2019/6/14, 34, 9, 1
2019/6/15, 38, 6, 1
2019/6/16, 55, 14, 3
2019/6/17, 49, 20, 4
2019/6/18, 66, 14, 2
2019/6/19, 53, 18, 3
2019/6/20, 49, 13, 2
2019/6/21, 34, 8, 1
2019/6/22, 30, 6, 1
2019/6/23, 30, 15, 2
2019/6/24, 44, 16, 3
2019/6/25, 56, 15, 3
2019/6/26, 53, 20, 3
2019/6/27, 45, 18, 2
2019/6/28, 47, 11, 2
2019/6/29, 60, 5, 2
2019/6/30, 45, 10, 1
2019/1/1, 34, 15, 2
2019/1/2, 31, 20, 2
2019/1/3, 34, 25, 3
2019/1/4, 56, 16, 3
2019/1/5, 39, 9, 1
2019/1/6, 45, 18, 2
2019/1/7, 20, 32, 6
2019/1/8, 71, 13, 2
2019/1/9, 37, 11, 1
2019/1/10, 9, 16, 2
2019/1/14, 35, 30, 4
2019/1/15, 52, 24, 4
2019/1/16, 55, 21, 2
2019/1/17, 26, 29, 4
2019/1/18, 64, 18, 2
2019/1/19, 47, 7, 2
2019/1/20, 22, 8, 2
2019/1/21, 19, 15, 3
2019/1/22, 36, 23, 4
2019/1/23, 44, 14, 2
2019/1/24, 37, 13, 2
2019/1/25, 27, 16, 3
2019/1/26, 37, 18, 4
2019/1/27, 41, 17, 2
2019/1/28, 35, 31, 3
2019/1/29, 54, 14, 2
2019/1/30, 39, 13, 1
2019/1/31, 31, 26, 3
2019/2/1, 43, 24, 3
2019/2/2, 72, 27, 4
2019/2/3, 94, 39, 6
2019/2/4, 78, 35, 5
2019/2/5, 72, 20, 2
2019/2/6, 34, 18, 3
2019/2/7, 41, 17, 3
2019/2/8, 44, 7, 1
2019/2/9, 17, 11, 2
2019/2/10, 28, 21, 3
2019/2/11, 44, 13, 2
2019/2/12, 25, 14, 2
2019/2/13, 29, 17, 2
2019/2/14, 37, 35, 5
2019/2/15, 60, 11, 2
2019/2/16, 36, 14, 2
2019/2/17, 31, 17, 2
2019/2/18, 35, 17, 2
2019/2/19, 25, 26, 3
2019/2/20, 42, 22, 3
2019/2/21, 38, 19, 2
2019/2/22, 44, 19, 3
2019/2/23, 41, 11, 2
2019/2/24, 44, 5, 1
2019/2/25, 16, 13, 2
2019/2/26, 25, 16, 2
2019/2/27, 28, 20, 3
2019/2/28, 35, 23, 3
2019/3/1, 47, 14, 3
2019/3/2, 47, 13, 3
2019/3/3, 53, 16, 2
2019/3/4, 39, 15, 2
2019/3/5, 40, 15, 1
2019/3/6, 35, 20, 2
2019/3/7, 45, 30, 3
2019/3/8, 58, 26, 4
2019/3/9, 71, 15, 3
2019/3/10, 56, 13, 2
2019/3/11, 48, 17, 2
2019/3/12, 30, 32, 4
2019/3/13, 51, 21, 3
2019/3/14, 51, 20, 4
2019/3/15, 63, 5, 2
2019/3/16, 16, 7, 2
2019/3/17, 25, 22, 3
2019/3/18, 27, 21, 3
2019/3/19, 35, 22, 5
2019/3/20, 58, 19, 3
2019/3/21, 47, 10, 3
2019/3/22, 27, 5, 1
2019/3/23, 22, 9, 2
2019/3/24, 30, 17, 2
2019/3/25, 39, 12, 1
2019/3/26, 28, 13, 2
2019/3/27, 32, 18, 3
2019/3/28, 47, 21, 3
2019/3/29, 58, 22, 5
2019/3/30, 64, 9, 2
2019/3/31, 53, 13, 2
2018/10/1, 58, 18, 2
2018/10/2, 55, 19, 2
2018/10/3, 33, 30, 4
2018/10/4, 62, 13, 2
2018/10/5, 30, 10, 2
2018/10/6, 37, 10, 3
2018/10/7, 49, 9, 2
2018/10/8, 32, 18, 2
2018/10/9, 45, 13, 2
2018/10/10, 43, 13, 2
2018/10/11, 34, 12, 2
2018/10/12, 27, 11, 1
2018/10/15, 48, 12, 1
2018/10/16, 22, 14, 2
2018/10/17, 34, 16, 1
2018/10/18, 23, 19, 2
2018/10/19, 40, 9, 2
2018/10/20, 37, 7, 1
2018/10/21, 18, 17, 2
2018/10/22, 32, 21, 2
2018/10/23, 43, 13, 1
2018/10/24, 26, 16, 1
2018/10/25, 26, 21, 3
2018/10/26, 36, 5, 1
2018/10/27, 24, 8, 1
2018/10/28, 26, 14, 1
2018/10/29, 36, 19, 2
2018/10/30, 29, 27, 5
2018/10/31, 48, 25, 3
2018/11/1, 67, 11, 2
2018/11/2, 42, 7, 1
2018/11/3, 21, 13, 2
2018/11/4, 33, 13, 2
2018/11/5, 32, 19, 3
2018/11/6, 35, 13, 2
2018/11/7, 33, 15, 2
2018/11/8, 28, 13, 1
2018/11/9, 34, 8, 1
2018/11/10, 20, 12, 2
2018/11/11, 28, 28, 5
2018/11/12, 61, 18, 2
2018/11/13, 44, 15, 1
2018/11/14, 18, 17, 1
2018/11/15, 18, 11, 1
2018/11/16, 23, 11, 2
2018/11/17, 42, 15, 2
2018/11/18, 29, 27, 4
2018/11/19, 66, 18, 3
2018/11/20, 53, 15, 1
2018/11/21, 30, 6, 1
2018/11/22, 13, 22, 2
2018/11/23, 29, 28, 3
2018/11/24, 57, 13, 2
2018/11/25, 36, 19, 3
2018/11/26, 49, 9, 1
2018/11/27, 14, 9, 1
2018/11/28, 13, 12, 1
2018/11/29, 18, 28, 5
2018/11/30, 44, 19, 4
2018/12/1, 55, 18, 4
2018/12/2, 49, 12, 2
2018/12/3, 31, 14, 2
2018/12/4, 29, 25, 3
2018/12/5, 58, 21, 3
2018/12/6, 51, 17, 2
2018/12/7, 43, 20, 3
2018/12/8, 50, 21, 3
2018/12/9, 60, 23, 3
2018/12/10, 73, 29, 3
2018/12/11, 88, 21, 3
2018/12/12, 70, 22, 3
2018/12/13, 51, 29, 4
2018/12/14, 64, 20, 4
2018/12/15, 50, 6, 2
2018/12/16, 30, 15, 3
2018/12/17, 29, 14, 2
2018/12/18, 16, 27, 4
2018/12/19, 44, 36, 8
2018/12/20, 80, 15, 3
2018/12/21, 38, 8, 3
2018/12/22, 32, 8, 2
2018/12/23, 25, 16, 4
2018/12/24, 44, 8, 2
2018/12/25, 20, 20, 4
2018/12/26, 39, 19, 4
2018/12/27, 49, 17, 3
2018/12/28, 46, 8, 3
2018/12/29, 28, 16, 3
2018/12/30, 28, , 
2018/7/1, 75, 21, 4
2018/7/2, 83, 23, 4
2018/7/3, 89, 13, 3
2018/7/4, 88, 8, 1
2018/7/5, 58, 11, 2
2018/7/6, 39, 7, 1
2018/7/7, 24, 9, 2
2018/7/8, 42, 14, 2
2018/7/9, 47, 15, 2
2018/7/10, 56, 14, 2
2018/7/11, 53, 15, 2
2018/7/12, 50, 15, 2
2018/7/13, 53, 7, 2
2018/7/14, 52, 8, 2
2018/7/15, 46, 14, 3
2018/7/16, 62, 14, 2
2018/7/17, 63, 13, 2
2018/7/18, 40, 13, 1
2018/7/19, 37, 12, 2
2018/7/20, 43, 6, 1
2018/7/21, 34, 3, 1
2018/7/22, 38, 4, 1
2018/7/23, 49, 2, 1
2018/7/24, 47, 5, 1
2018/7/25, 39, 9, 2
2018/7/26, 34, 16, 3
2018/7/27, 59, 15, 4
2018/7/28, 65, 8, 3
2018/7/29, 37, 14, 2
2018/7/30, 45, 14, 3
2018/7/31, 46, 9, 2
2018/8/1, 44, 9, 2
2018/8/2, 30, 11, 2
2018/8/3, 44, 6, 3
2018/8/4, 28, 8, 3
2018/8/5, 51, 16, 4
2018/8/6, 74, 12, 3
2018/8/7, 67, 17, 3
2018/8/8, 58, 15, 3
2018/8/9, 54, 17, 4
2018/8/10, 64, 15, 3
2018/8/11, 52, 6, 3
2018/8/12, 49, 11, 3
2018/8/13, 33, 19, 3
2018/8/14, 50, 11, 3
2018/8/15, 57, 14, 4
2018/8/16, 76, 15, 4
2018/8/17, 87, 8, 3
2018/8/21, 31, 10, 3
2018/8/22, 33, 14, 3
2018/8/23, 42, 16, 4
2018/8/24, 52, 10, 3
2018/8/25, 40, 7, 3
2018/8/26, 49, 12, 4
2018/8/27, 69, 10, 4
2018/8/28, 83, 9, 4
2018/8/29, 71, 12, 3
2018/8/30, 48, 8, 3
2018/8/31, 34, 5, 3
2018/9/1, 36, 9, 4
2018/9/2, 43, 7, 4
2018/9/3, 56, 15, 3
2018/9/4, 43, 20, 4
2018/9/5, 59, 11, 3
2018/9/6, 63, 12, 3
2018/9/7, 48, 6, 3
2018/9/8, 34, 5, 2
2018/9/9, 27, 6, 2
2018/9/10, 21, 14, 4
2018/9/11, 38, 14, 4
2018/9/12, 47, 8, 4
2018/9/13, 24, 10, 3
2018/9/14, 29, 13, 4
2018/9/15, 38, 13, 4
2018/9/16, 46, 13, 4
2018/9/17, 41, 10, 3
2018/9/18, 31, 12, 3
2018/9/19, 43, 10, 3
2018/9/20, 26, 7, 2
2018/9/21, 27, 7, 3
2018/9/22, 29, 7, 3
2018/9/23, 23, 7, 2
2018/9/24, 30, 13, 3
2018/9/25, 32, 11, 3
2018/9/26, 41, 11, 3
2018/9/27, 24, 12, 4
2018/9/28, 26, 14, 4
2018/9/29, 33, 8, 3
2018/9/30, 28, 23, 4
2018/4/1, 34, 21, 3
2018/4/2, 35, 26, 4
2018/4/3, 51, 20, 6
2018/4/4, 51, 12, 3
2018/4/5, 21, 18, 5
2018/4/6, 52, 8, 2
2018/4/7, 28, 7, 3
2018/4/8, 20, 17, 2
2018/4/9, 33, 16, 2
2018/4/10, 59, 23, 3
2018/4/11, 52, 25, 3
2018/4/12, 73, 18, 3
2018/4/13, 66, 11, 3
2018/4/14, 62, 3, 
2018/4/15, 38, 8, 2
2018/4/16, 29, 9, 2
2018/4/17, 24, 11, 2
2018/4/18, 29, 18, 2
2018/4/19, 33, 13, 2
2018/4/20, 26, 15, 3
2018/4/21, 30, 13, 3
2018/4/22, 32, 28, 4
2018/4/23, 51, 19, 4
2018/4/24, 48, 23, 4
2018/4/25, 45, 20, 4
2018/4/26, 44, 24, 4
2018/4/27, 39, 16, 4
2018/4/28, 63, 9, 3
2018/4/29, 35, 14, 3
2018/4/30, 34, 25, 3
2018/5/1, 50, 14, 2
2018/5/2, 51, 16, 2
2018/5/3, 58, 16, 2
2018/5/4, 59, 9, 2
2018/5/5, 32, 13, 2
2018/5/6, 46, 17, 2
2018/5/7, 46, 18, 2
2018/5/8, 45, 23, 3
2018/5/9, 53, 18, 3
2018/5/10, 46, 19, 2
2018/5/11, 37, 13, 3
2018/5/12, 38, 7, 2
2018/5/13, 34, 18, 3
2018/5/14, 59, 17, 2
2018/5/15, 72, 13, 2
2018/5/16, 47, 22, 3
2018/5/17, 54, 13, 2
2018/5/18, 40, 8, 2
2018/5/19, 33, 9, 2
2018/5/20, 45, 15, 2
2018/5/21, 36, 24, 4
2018/5/22, 53, 19, 3
2018/5/23, 57, 19, 2
2018/5/24, 48, 12, 2
2018/5/25, 56, 12, 3
2018/5/26, 65, 6, 2
2018/5/27, 49, 11, 2
2018/5/28, 42, 18, 3
2018/5/29, 64, 18, 2
2018/5/30, 57, 17, 2
2018/5/31, 57, 23, 3
2018/6/1, 62, 11, 2
2018/6/2, 48, , 
2018/6/4, 39, 13, 1
2018/6/5, 37, 12, 1
2018/6/6, 30, 11, 1
2018/6/7, 34, 18, 2
2018/6/8, 48, 14, 2
2018/6/9, 48, 15, 2
2018/6/10, 42, 16, 2
2018/6/11, 43, 15, 1
2018/6/12, 41, 14, 1
2018/6/13, 50, 11, 1
2018/6/14, 41, 7, 1
2018/6/15, 24, 6, 2
2018/6/16, 46, 10, 2
2018/6/17, 54, 12, 2
2018/6/18, 68, 12, 1
2018/6/19, 43, 16, 2
2018/6/20, 41, 18, 2
2018/6/21, 48, 13, 2
2018/6/22, 44, 9, 1
2018/6/23, 42, 10, 2
2018/6/24, 62, 12, 1
2018/6/25, 29, 10, 1
2018/6/26, 32, 8, 1
2018/6/27, 34, 14, 2
2018/6/28, 50, 18, 2
2018/6/29, 46, 17, 2
2018/6/30, 51, 11, 3
2018/1/1, 16, 19, 5
2018/1/2, 34, 39, 9
2018/1/3, 64, 16, 5
2018/1/4, 29, 13, 5
2018/1/5, 19, 9, 
2018/1/6, 15, 16, 5
2018/1/7, 27, 34, 7
2018/1/8, 60, 22, 6
2018/1/9, 64, 28, 7
2018/1/10, 41, 41, 12
2018/1/11, 81, 24, 9
2018/1/12, 51, 10, 6
2018/1/13, 29, 7, 
2018/1/14, 17, 14, 6
2018/1/15, 28, 31, 6
2018/1/16, 66, 25, 4
2018/1/17, 67, 28, 3
2018/1/18, 60, 29, 4
2018/1/19, 67, 21, 3
2018/1/20, 42, 22, 4
2018/1/21, 62, 28, 5
2018/1/22, 98, 19, 4
2018/1/23, 46, 13, 2
2018/1/24, 16, 18, 2
2018/1/25, 19, 25, 3
2018/1/26, 29, 16, 10
2018/1/27, 47, 14, 3
2018/1/28, 35, 13, 5
2018/1/29, 35, 14, 4
2018/1/30, 26, 19, 3
2018/1/31, 25, 28, 4
2018/2/1, 28, 17, 3
2018/2/9, 72, , 7
2018/2/10, 74, , 9
2018/2/11, 58, 18, 4
2018/2/12, 35, 19, 2
2018/2/13, 34, 30, 3
2018/2/14, 57, 27, 4
2018/2/15, 83, 21, 3
2018/2/16, 38, 16, 3
2018/2/17, 32, 13, 3
2018/2/18, 38, 30, 4
2018/2/19, 59, 23, 4
2018/2/20, 63, 13, 2
2018/2/21, 51, 13, 2
2018/2/22, 24, 21, 4
2018/2/23, 51, 14, 4
2018/2/24, 51, 11, 4
2018/2/25, 36, 22, 5
2018/2/26, 45, 28, 5
2018/2/27, 38, 26, 4
2018/2/28, 48, 28, 4
2018/3/1, 57, 10, 2
2018/3/2, 23, 6, 2
2018/3/3, 24, 5, 1
2018/3/4, 19, 14, 2
2018/3/5, 21, 18, 3
2018/3/6, 32, 9, 
2018/3/7, 17, 20, 3
2018/3/8, 29, 14, 2
2018/3/9, 34, 12, 2
2018/3/10, 22, 13, 2
2018/3/11, 24, 16, 2
2018/3/12, 31, 16, 2
2018/3/13, 24, 12, 2
2018/3/14, 26, 14, 3
2018/3/15, 35, 15, 2
2018/3/16, 30, 10, 2
2018/3/17, 28, 12, 3
2018/3/18, 21, 25, 3
2018/3/19, 36, 26, 3
2018/3/20, 32, 9, 2
2018/3/21, 24, 19, 5
2018/3/22, 33, 24, 3
2018/3/23, 27, 13, 3
2018/3/24, 24, 7, 2
2018/3/25, 22, 17, 3
2018/3/26, 33, 31, 3
2018/3/27, 48, 29, 3
2018/3/28, 65, 26, 5
2018/3/29, 78, 25, 6
2018/3/30, 62, 8, 
2018/3/31, 30, 8, 
2017/10/1, 26, 19, 1
2017/10/2, 30, 18, 1
2017/10/3, 34, 20, 1
2017/10/4, 37, 15, 2
2017/10/5, 53, 19, 4
2017/10/6, 48, 17, 3
2017/10/7, 55, 8, 1
2017/10/8, 26, 11, 1
2017/10/9, 35, 18, 3
2017/10/10, 25, 16, 2
2017/10/11, 40, 8, 1
2017/10/12, 25, 11, 1
2017/10/13, 30, 10, 2
2017/10/14, 25, 7, 2
2017/10/15, 34, 12, 1
2017/10/16, 16, 18, 2
2017/10/17, 28, 25, 3
2017/10/18, 42, 22, 3
2017/10/19, 46, 22, 3
2017/10/20, 36, 28, 4
2017/10/21, 38, 21, 5
2017/10/22, 45, 12, 3
2017/10/23, 33, 7, 3
2017/10/24, 38, 21, 4
2017/10/25, 37, 18, 3
2017/10/26, 48, 19, 3
2017/10/27, 40, 11, 2
2017/10/28, 35, 6, 2
2017/10/29, 25, 10, 3
2017/10/30, 20, 15, 4
2017/10/31, 29, 25, 6
2017/11/1, 41, 21, 4
2017/11/2, 49, 13, 4
2017/11/3, 33, 9, 4
2017/11/4, 22, 12, 4
2017/11/5, 36, 10, 4
2017/11/6, 41, 14, 4
2017/11/7, 24, 9, 4
2017/11/8, 24, 19, 3
2017/11/9, 28, 12, 1
2017/11/10, 24, 11, 2
2017/11/11, 33, 24, 4
2017/11/12, 52, 28, 4
2017/11/13, 61, 22, 3
2017/11/14, 51, 20, 3
2017/11/15, 46, 15, 2
2017/11/16, 31, 15, 2
2017/11/17, 20, 25, 4
2017/11/18, 46, 6, 2
2017/11/19, 29, 12, 3
2017/11/20, 32, 22, 4
2017/11/21, 42, 19, 6
2017/11/22, 39, 12, 5
2017/11/23, 35, 26, 5
2017/11/24, 53, 23, 5
2017/11/25, 56, 10, 4
2017/11/26, 23, 16, 4
2017/11/27, 30, 20, 5
2017/11/28, 33, 18, 3
2017/11/29, 41, 23, 3
2017/11/30, 32, 23, 4
2017/12/1, 42, 22, 4
2017/12/2, 35, 22, 5
2017/12/3, 64, 21, 5
2017/12/4, 80, 15, 3
2017/12/5, 47, 13, 2
2017/12/6, 26, 19, 2
2017/12/7, 33, 17, 3
2017/12/8, 31, 17, 3
2017/12/9, 44, 11, 2
2017/12/10, 42, 23, 4
2017/12/11, 40, 20, 3
2017/12/12, 50, 12, 2
2017/12/13, 20, 25, 4
2017/12/14, 26, 39, 6
2017/12/15, 41, , 
2017/12/19, 35, 18, 2
2017/12/20, 30, 26, 3
2017/12/21, 30, 27, 5
2017/12/22, 50, 19, 5
2017/12/23, 57, 8, 2
2017/12/24, 21, 6, 
2017/12/25, 19, 11, 3
2017/12/26, 20, 20, 4
2017/12/27, 31, 19, 3
2017/12/28, 15, 17, 4
2017/12/29, 26, 24, 5
2017/12/30, 52, 7, 4
2017/12/31, 31, 10, 4
2017/7/1, 42, 5, 3
2017/7/2, 35, 12, 3
2017/7/3, 39, 9, 4
2017/7/4, 36, 13, 3
2017/7/5, 56, 11, 3
2017/7/6, 29, 12, 4
2017/7/7, 29, 11, 4
2017/7/8, 38, 7, 3
2017/7/9, 26, 15, 4
2017/7/10, 45, 11, 5
2017/7/11, 50, 14, 5
2017/7/12, 61, 12, 5
2017/7/13, 58, 5, 4
2017/7/14, 33, 1, 5
2017/7/15, 33, , 5
2017/7/16, 31, , 4
2017/7/17, 47, , 3
2017/7/18, 35, 15, 4
2017/7/19, 52, 23, 4
2017/7/20, 60, 15, 3
2017/7/21, 39, 11, 3
2017/7/22, 50, 7, 4
2017/7/23, 64, 11, 3
2017/7/24, 29, 13, 3
2017/7/25, 28, 13, 2
2017/7/26, 26, 22, 4
2017/7/27, 42, 21, 5
2017/7/28, 60, 7, 3
2017/7/29, 19, 9, 3
2017/7/30, 23, 22, 4
2017/7/31, 41, 22, 4
2017/8/1, 54, 29, 6
2017/8/2, 71, 23, 5
2017/8/3, 52, 9, 3
2017/8/4, 32, 7, 3
2017/8/5, 21, 7, 2
2017/8/6, 20, 17, 3
2017/8/7, 36, 15, 3
2017/8/8, 33, 20, 3
2017/8/9, 45, 21, 4
2017/8/10, 51, 14, 3
2017/8/11, 31, 13, 3
2017/8/12, 33, 10, 3
2017/8/13, 32, 15, 3
2017/8/14, 38, 24, 5
2017/8/15, 52, 19, 4
2017/8/16, 51, 15, 3
2017/8/17, 39, 13, 4
2017/8/18, 47, 8, 3
2017/8/19, 32, 9, 4
2017/8/20, 33, 16, 4
2017/8/21, 58, 13, 4
2017/8/22, 64, 14, 3
2017/8/23, 29, 18, 4
2017/8/24, 43, 14, 3
2017/8/25, 33, 10, 3
2017/8/26, 30, 8, 3
2017/8/27, 34, 11, 3
2017/8/28, 35, 9, 3
2017/8/29, 31, 10, 4
2017/8/30, 29, 15, 4
2017/8/31, 44, 12, 3
