date, pm10, o3, no2, so2, co
2020/1/2, 13, 6, 15, 1, 
2020/1/3, 19, 24, 6, 1, 
2020/1/4, 10, 24, 12, 2, 
2020/1/5, 10, 5, 15, 2, 
2020/1/6, 18, 8, 25, 3, 
2020/1/7, 27, 11, 19, 2, 
2020/1/8, 20, 7, 13, 1, 
2020/1/9, 18, 27, 7, 1, 
2020/1/10, 10, 25, 13, 2, 
2020/1/11, 14, 18, 15, 4, 
2020/1/12, 20, 7, 18, 2, 
2020/1/13, 20, 15, 17, 2, 
2020/1/14, 23, 14, 26, 1, 
2020/1/15, 29, , 21, 1, 
2020/1/16, 26, , , , 
2019/10/1, 15, 24, 3, 1, 
2019/10/2, 14, 32, 5, 1, 
2019/10/3, 9, 26, 10, 3, 
2019/10/4, 11, 30, 2, 2, 
2019/10/5, 10, 33, 2, 2, 
2019/10/6, 11, 33, 4, 2, 
2019/10/7, 11, 31, 9, 3, 
2019/10/8, 12, 31, 3, 2, 
2019/10/9, 10, 34, 9, 2, 
2019/10/10, 15, 31, 16, 3, 
2019/10/11, 29, 35, 11, 2, 
2019/10/12, 30, 37, 2, 3, 
2019/10/13, 24, 36, 5, 2, 
2019/10/14, 24, 31, 11, 2, 
2019/10/15, 13, 28, 15, 2, 
2019/10/16, 14, 27, 16, 2, 
2019/10/17, 17, 22, 14, 2, 
2019/10/18, 15, 33, 8, 3, 
2019/10/19, 13, 32, 3, 2, 
2019/10/20, 7, 26, 10, 3, 
2019/10/21, 11, 25, 10, 2, 
2019/10/22, 12, 23, 13, 2, 
2019/10/23, 9, 29, 15, 1, 
2019/10/24, 8, 7, 19, 3, 
2019/10/25, 22, 25, 13, 3, 
2019/10/26, 18, 28, 15, 2, 
2019/10/27, 18, 21, 18, 2, 
2019/10/28, 23, 20, 15, 2, 
2019/10/29, 22, 14, 16, 2, 
2019/10/30, 21, 29, 12, 2, 
2019/10/31, 14, 14, 11, , 
2019/11/1, 12, 28, 7, 2, 
2019/11/2, 10, 34, 8, 2, 
2019/11/3, 9, 23, 9, 1, 
2019/11/4, 8, 24, 14, 1, 
2019/11/5, 9, 26, 12, 1, 
2019/11/6, 9, 20, 13, 1, 
2019/11/7, 9, 16, 18, 1, 
