date, pm10, no2, co
2019/7/26, 29, 22, 
2019/7/27, 21, 19, 
2019/7/28, 17, 18, 
2019/7/29, 6, 18, 
2019/7/30, 17, 26, 
2019/7/31, 29, 22, 
2019/8/1, 24, 24, 
2019/8/2, 16, 22, 
2019/8/3, 14, 18, 
2019/8/4, 10, 25, 
2019/8/5, 21, 19, 
2019/8/6, 12, 21, 
2019/8/7, 18, 21, 
2019/8/8, 13, 23, 
2019/8/9, 14, 20, 
2019/8/10, 15, 16, 
2019/8/11, 10, 16, 
2019/8/12, 15, 21, 
2019/8/13, 10, 22, 
2019/8/14, 10, 16, 
2019/8/15, 9, 17, 
2019/8/16, 11, 20, 
2019/8/17, 14, 20, 
2019/8/18, 13, 26, 
2019/8/19, 12, 19, 
2019/8/20, 20, 21, 
2019/8/21, 7, 18, 
2019/8/22, 20, 17, 
2019/8/23, 24, 18, 
2019/8/24, 23, 18, 
2019/8/25, 18, 17, 
2019/8/26, 20, 19, 
2019/8/27, 19, 20, 
2019/8/28, 21, 22, 
2019/8/29, 21, 20, 
2019/8/30, 18, 20, 
2019/8/31, 24, 23, 
2019/9/1, 15, 24, 
2019/9/2, 14, 21, 
2019/9/3, 12, 20, 
2019/9/4, 17, 21, 
2019/9/5, 23, 23, 
2019/9/6, 15, 19, 
2019/9/7, 8, 13, 
2019/9/8, 8, 23, 
2019/9/9, 7, 16, 
2019/9/10, 12, 17, 
2019/9/11, 25, 19, 
2019/9/12, 12, 23, 
2019/9/13, 15, 17, 
2019/9/14, 18, 15, 
2019/9/15, 17, 23, 
2019/9/16, 20, 21, 
2019/9/17, 20, 21, 
2019/9/18, 16, 22, 
2019/9/19, 19, 22, 
2019/9/20, 17, 17, 
2019/9/21, 17, 18, 
2019/9/22, 15, 24, 
2019/9/23, 14, 17, 
2019/9/24, 12, 18, 
2019/9/25, 14, 17, 
2019/9/26, 11, 17, 
2019/9/27, 14, 20, 
2019/9/28, 10, 13, 
2019/9/29, 10, 17, 
2019/9/30, 14, 22, 
2019/4/1, 34, 20, 
2019/4/2, 15, 15, 
2019/4/3, 12, 15, 
2019/4/4, 14, 15, 
2019/4/5, 16, 11, 
2019/4/6, 10, 11, 
2019/4/7, 12, 14, 
2019/4/8, 12, 16, 
2019/4/9, 18, 23, 
2019/4/10, 41, 21, 
2019/4/11, 37, 20, 
2019/4/12, 28, 15, 
2019/4/13, 27, 11, 
2019/4/14, 24, 16, 
2019/4/15, 16, 18, 
2019/4/16, 11, 19, 
2019/4/17, 18, 23, 
2019/4/18, 13, 20, 
2019/4/19, 12, 15, 
2019/4/20, 18, 12, 
2019/4/21, 14, 14, 
2019/4/22, 15, 15, 
2019/4/23, 10, 11, 
2019/4/24, 12, 15, 
2019/4/25, 17, 17, 
2019/4/26, 19, 14, 
2019/4/27, 6, 11, 
2019/4/28, 7, 23, 
2019/4/29, 11, 25, 
2019/4/30, 7, 12, 
2019/5/1, 11, 19, 
2019/5/2, 14, 21, 
2019/5/3, 9, 14, 
2019/5/4, 7, 10, 
2019/5/5, 7, 19, 
2019/5/6, 11, 17, 
2019/5/7, 11, 20, 
2019/5/8, 12, 20, 
2019/5/9, 7, 16, 
2019/5/10, 9, 12, 
2019/5/11, 7, 14, 
2019/5/12, 3, 22, 
2019/5/13, 11, 17, 
2019/5/14, 10, 22, 
2019/5/15, 14, 15, 
2019/5/16, 13, 16, 
2019/5/17, 8, 12, 
2019/5/18, 7, 12, 
2019/5/19, 11, 23, 
2019/5/20, 9, 22, 
2019/5/21, 6, 22, 
2019/5/22, 12, 19, 
2019/5/23, 11, 20, 
2019/5/24, 14, 14, 
2019/5/25, 16, 11, 
2019/5/26, 9, 21, 
2019/5/27, 25, 20, 
2019/5/28, 8, 28, 
2019/5/29, 9, 13, 
2019/5/30, 9, 19, 
2019/5/31, 11, 14, 
2019/6/1, 10, 15, 
2019/6/2, 11, 22, 
2019/6/3, 15, 21, 
2019/6/4, 22, 20, 
2019/6/5, 22, 19, 
2019/6/6, 25, 21, 
2019/6/7, 17, 18, 
2019/6/8, 11, 13, 
2019/6/9, 18, 16, 
2019/6/10, 22, 16, 
2019/6/11, 26, 17, 
2019/6/12, 29, 14, 
2019/6/13, 17, 27, 
2019/6/14, 29, 20, 
2019/6/15, 33, 14, 
2019/6/16, 7, 16, 
2019/6/17, 14, 18, 
2019/6/18, 16, 25, 
2019/6/19, 16, 11, 
2019/6/20, 11, 14, 
2019/6/21, 13, 14, 
2019/6/22, 11, 12, 
2019/6/23, 10, 16, 
2019/6/24, 15, 20, 
2019/6/25, 16, 27, 
2019/6/26, 25, 23, 
2019/6/27, 45, 23, 
2019/6/28, 20, 17, 
2019/6/29, 17, 19, 
2019/6/30, 20, 22, 
2019/1/1, 19, 10, 
2019/1/2, 10, 14, 
2019/1/3, 17, 23, 
2019/1/4, 19, 26, 
2019/1/5, 9, 19, 
2019/1/6, 9, 32, 
2019/1/7, 15, 19, 
2019/1/8, 9, 18, 
2019/1/9, 11, 21, 
2019/1/10, 14, 26, 
2019/1/11, 16, 34, 
2019/1/12, 33, 25, 
2019/1/13, 14, 15, 
2019/1/14, 8, 27, 
2019/1/15, 20, 29, 
2019/1/16, 16, 29, 
2019/1/17, 22, 28, 
2019/1/18, 18, 33, 
2019/1/19, 35, 25, 
2019/1/20, 30, 30, 
2019/1/21, 54, 26, 
2019/1/22, 47, 26, 
2019/1/23, 46, 22, 
2019/1/24, 52, 28, 
2019/1/25, 44, 27, 
2019/1/26, 29, 24, 
2019/1/27, 13, 34, 
2019/1/28, 20, 29, 
2019/1/29, 21, 30, 
2019/1/30, 37, 35, 
2019/1/31, 37, 29, 
2019/2/1, 46, 36, 
2019/2/2, 36, 16, 
2019/2/3, 9, 26, 
2019/2/4, 24, 29, 
2019/2/5, 35, 35, 
2019/2/6, 44, 39, 
2019/2/7, 36, 33, 
2019/2/8, 18, 30, 
2019/2/9, 25, 16, 
2019/2/10, 12, 17, 
2019/2/11, 16, 17, 
2019/2/12, 15, 26, 
2019/2/13, 25, 29, 
2019/2/14, 27, 25, 
2019/2/15, 19, 28, 
2019/2/16, 23, 24, 
2019/2/17, 16, 32, 
2019/2/18, 27, 32, 
2019/2/19, 36, 29, 
2019/2/20, 51, 29, 
2019/2/21, 45, 22, 
2019/2/22, 22, 21, 
2019/2/23, 14, 22, 
2019/2/24, 22, 25, 
2019/2/25, 26, 25, 
2019/2/26, 23, 28, 
2019/2/27, 23, 17, 
2019/2/28, 21, 31, 
2019/3/1, 22, 24, 
2019/3/2, 22, 18, 
2019/3/3, 8, 16, 
2019/3/4, 10, 20, 
2019/3/5, 12, 19, 
2019/3/6, 13, 20, 
2019/3/7, 17, 20, 
2019/3/8, 8, 16, 
2019/3/9, 8, 12, 
2019/3/10, 6, 17, 
2019/3/11, 8, 15, 
2019/3/12, 11, 22, 
2019/3/13, 11, 22, 
2019/3/14, 9, 23, 
2019/3/15, 8, 15, 
2019/3/16, 7, 9, 
2019/3/17, 3, 23, 
2019/3/18, 7, 22, 
2019/3/19, 13, 20, 
2019/3/20, 16, 22, 
2019/3/21, 21, 25, 
2019/3/22, 25, 19, 
2019/3/23, 25, 17, 
2019/3/24, 30, 16, 
2019/3/25, 22, 20, 
2019/3/26, 9, 20, 
2019/3/27, 17, 18, 
2019/3/28, 9, 17, 
2019/3/29, 15, 15, 
2019/3/30, 15, 13, 
2019/3/31, 16, 23, 
2018/10/1, 20, 23, 
2018/10/2, 9, 21, 
2018/10/3, 12, 19, 
2018/10/4, 15, 21, 
2018/10/5, 15, 20, 
2018/10/6, 16, 18, 
2018/10/7, 11, 17, 
2018/10/8, 25, 14, 
2018/10/9, 23, 16, 
2018/10/10, 14, 26, 
2018/10/11, 18, 25, 
2018/10/12, 20, 21, 
2018/10/13, 18, 13, 
2018/10/14, 18, 26, 
2018/10/15, 20, 27, 
2018/10/16, 23, 25, 
2018/10/17, 25, 25, 
2018/10/18, 30, 24, 
2018/10/19, 47, 20, 
2018/10/20, 39, 18, 
2018/10/21, 18, 24, 
2018/10/22, 20, 19, 
2018/10/23, 20, 12, 
2018/10/24, 4, 19, 
2018/10/25, 11, 14, 
2018/10/26, 12, 22, 
2018/10/27, 15, 14, 
2018/10/28, 8, 14, 
2018/10/29, 13, 14, 
2018/10/30, 4, 25, 
2018/10/31, 17, 14, 
2018/11/1, 13, 18, 
2018/11/2, 28, 17, 
2018/11/3, 33, 12, 
2018/11/4, 14, 22, 
2018/11/5, 9, 18, 
2018/11/6, 3, 24, 
2018/11/7, 15, 23, 
2018/11/8, 25, 16, 
2018/11/9, 29, 15, 
2018/11/10, 15, 16, 
2018/11/11, 13, 20, 
2018/11/12, 20, 22, 
2018/11/13, 18, 19, 
2018/11/14, 25, 16, 
2018/11/15, 14, 18, 
2018/11/16, 23, 19, 
2018/11/17, 26, 19, 
2018/11/18, 28, 25, 
2018/11/19, 26, 19, 
2018/11/20, 20, 17, 
2018/11/21, 26, 18, 
2018/11/22, 23, 17, 
2018/11/23, 23, 16, 
2018/11/24, 20, 12, 
2018/11/25, 17, 14, 
2018/11/26, 9, 19, 
2018/11/27, 19, 23, 
2018/11/28, 18, 24, 
2018/11/29, 27, 25, 
2018/11/30, 33, 18, 
2018/12/1, 18, 16, 
2018/12/2, 9, 19, 
2018/12/3, 10, 21, 
2018/12/4, 9, 23, 
2018/12/5, 11, 22, 
2018/12/6, 13, 21, 
2018/12/7, 13, 11, 
2018/12/8, 2, 14, 
2018/12/9, 6, 20, 
2018/12/10, 7, 24, 
2018/12/11, 15, 29, 
2018/12/12, 19, 25, 
2018/12/13, 23, 20, 
2018/12/14, 19, 21, 
2018/12/15, 32, 22, 
2018/12/16, 22, 30, 
2018/12/17, 29, 24, 
2018/12/18, 17, 28, 
2018/12/19, 25, 29, 
2018/12/20, 19, 26, 
2018/12/21, 19, 19, 
2018/12/22, 13, 20, 
2018/12/23, 10, 10, 
2018/12/24, 5, 16, 
2018/12/25, 13, 23, 
2018/12/26, 11, 28, 
2018/12/27, 16, 26, 
2018/12/28, 23, 24, 
2018/12/29, 35, 17, 
2018/12/30, 12, , 
2018/7/1, 10, 22, 
2018/7/2, 15, 25, 
2018/7/3, 17, 22, 
2018/7/4, 18, 22, 
2018/7/5, 14, 23, 
2018/7/6, 8, 22, 
2018/7/7, 12, 21, 
2018/7/8, 14, 24, 
2018/7/9, 18, 23, 
2018/7/10, 19, 23, 
2018/7/11, 14, 23, 
2018/7/12, 14, 24, 
2018/7/13, 13, 21, 
2018/7/14, 17, 14, 
2018/7/15, 13, 21, 
2018/7/16, 13, 23, 
2018/7/17, 13, 28, 
2018/7/18, 16, 27, 
2018/7/19, 20, 28, 
2018/7/20, 20, 22, 
2018/7/21, 16, 24, 
2018/7/22, 9, 23, 
2018/7/23, 18, 22, 
2018/7/24, 18, 26, 
2018/7/25, 19, 24, 
2018/7/26, 15, 24, 
2018/7/27, 17, 23, 
2018/7/28, 17, 17, 
2018/7/29, 15, 26, 
2018/7/30, 17, 27, 
2018/7/31, 19, 29, 
2018/8/1, 24, 25, 
2018/8/2, 22, 27, 
2018/8/3, 25, 27, 
2018/8/4, 24, 21, 
2018/8/5, 21, 27, 
2018/8/6, 24, 23, 
2018/8/7, 20, 22, 
2018/8/8, 18, 23, 
2018/8/9, 13, 22, 
2018/8/10, 9, 20, 
2018/8/11, 8, 20, 
2018/8/12, 13, 20, 
2018/8/13, 13, 19, 
2018/8/14, 9, 16, 
2018/8/15, 10, 19, 
2018/8/16, 10, 27, 
2018/8/17, 13, 24, 
2018/8/18, 15, 21, 
2018/8/19, 17, 30, 
2018/8/20, 21, 28, 
2018/8/21, 23, 27, 
2018/8/22, 24, 21, 
2018/8/23, 19, 23, 
2018/8/24, 14, 19, 
2018/8/25, 11, 21, 
2018/8/26, 4, 20, 
2018/8/27, 10, 22, 
2018/8/28, 15, 21, 
2018/8/29, 18, 26, 
2018/8/30, 9, 20, 
2018/8/31, 19, 22, 
2018/9/1, 11, 15, 
2018/9/2, 10, 18, 
2018/9/3, 13, 16, 
2018/9/4, 9, 19, 
2018/9/5, 21, 23, 
2018/9/6, 20, 24, 
2018/9/7, 16, 20, 
2018/9/8, 14, 18, 
2018/9/9, 13, 24, 
2018/9/10, 14, 24, 
2018/9/11, 16, 23, 
2018/9/12, 17, 27, 
2018/9/13, 25, 20, 
2018/9/14, 11, 18, 
2018/9/15, 18, 16, 
2018/9/16, 18, 21, 
2018/9/17, 20, 21, 
2018/9/18, 19, 20, 
2018/9/19, 12, 20, 
2018/9/20, 16, 23, 
2018/9/21, 18, 15, 
2018/9/22, 9, 13, 
2018/9/23, 6, 21, 
2018/9/24, 8, 20, 
2018/9/25, 11, 21, 
2018/9/26, 12, 22, 
2018/9/27, 12, 27, 
2018/9/28, 21, 16, 
2018/9/29, 15, 17, 
2018/9/30, 14, 24, 
2018/4/1, 5, 16, 
2018/4/2, 3, 23, 
2018/4/3, 24, 18, 
2018/4/4, 16, 22, 
2018/4/5, 15, 21, 
2018/4/6, 15, 22, 
2018/4/7, 18, 15, 
2018/4/8, 15, 19, 
2018/4/9, 18, 24, 
2018/4/10, 13, 20, 
2018/4/11, 24, 15, 
2018/4/12, 9, 20, 
2018/4/13, 10, 19, 
2018/4/14, 11, 16, 
2018/4/15, 27, 23, 
2018/4/27, 30, 16, 
2018/4/28, 20, 14, 
2018/4/29, 25, 21, 
2018/4/30, 16, 14, 
2018/5/1, 9, 24, 
2018/5/2, 29, 23, 
2018/5/3, 42, 17, 
2018/5/4, 23, 14, 
2018/5/5, 22, 15, 
2018/5/6, 14, 23, 
2018/5/7, 17, 20, 
2018/5/8, 18, 30, 
2018/5/9, 17, 16, 
2018/5/10, 15, 12, 
2018/5/11, 9, 16, 
2018/5/12, 17, 16, 
2018/5/13, 9, 25, 
2018/5/14, 19, 24, 
2018/5/15, 12, 28, 
2018/5/16, 11, 25, 
2018/5/17, 10, 24, 
2018/5/18, 14, 16, 
2018/5/19, 13, 16, 
2018/5/20, 10, 16, 
2018/5/21, 10, 25, 
2018/5/22, 12, 19, 
2018/5/23, 12, 17, 
2018/5/24, 17, 18, 
2018/5/25, 12, 18, 
2018/5/26, 11, 14, 
2018/5/27, 14, 24, 
2018/5/28, 18, 24, 
2018/5/29, 18, 25, 
2018/5/30, 19, 16, 
2018/5/31, 20, 22, 
2018/6/1, 12, 17, 
2018/6/2, 11, 16, 
2018/6/3, 10, 20, 
2018/6/4, 14, 21, 
2018/6/5, 18, 24, 
2018/6/6, 17, 18, 
2018/6/7, 12, 20, 
2018/6/8, 16, 17, 
2018/6/9, 18, 11, 
2018/6/10, 14, 19, 
2018/6/11, 20, 19, 
2018/6/12, 18, 20, 
2018/6/13, 8, 16, 
2018/6/14, 9, 19, 
2018/6/15, 11, 18, 
2018/6/16, 14, 16, 
2018/6/17, 17, 25, 
2018/6/18, 15, 21, 
2018/6/19, 15, 19, 
2018/6/20, 14, 21, 
2018/6/21, 20, 22, 
2018/6/22, 18, 17, 
2018/6/23, 14, 17, 
2018/6/24, 11, 21, 
2018/6/25, 10, 21, 
2018/6/26, 13, 22, 
2018/6/27, 13, 29, 
2018/6/28, 9, 21, 
2018/6/29, 8, 20, 
2018/6/30, 20, 16, 
2018/1/1, 9, 28, 
2018/1/2, 14, 13, 
2018/1/3, 5, 22, 
2018/1/4, 7, 22, 
2018/1/5, 9, 23, 
2018/1/6, 9, 21, 
2018/1/7, 23, 24, 
2018/1/8, 26, 17, 
2018/1/9, 9, 25, 
2018/1/10, 18, 20, 
2018/1/11, 33, 20, 
2018/1/12, 22, 22, 
2018/1/13, 30, 16, 
2018/1/14, 18, 22, 
2018/1/15, 22, 23, 
2018/1/16, 28, 17, 
2018/1/17, 8, 27, 
2018/1/18, 14, 29, 
2018/1/19, 11, 29, 
2018/1/20, 13, 19, 
2018/1/21, 11, 27, 
2018/1/22, 15, 37, 
2018/1/23, 22, 25, 
2018/1/24, 9, 24, 
2018/1/25, 16, 26, 
2018/1/26, 23, 27, 
2018/1/27, 30, 22, 
2018/1/28, 22, 27, 
2018/1/29, 26, 23, 
2018/1/30, 20, 26, 
2018/1/31, 18, 28, 
2018/2/1, 23, 31, 
2018/2/2, 13, 28, 
2018/2/3, 23, 28, 
2018/2/4, 25, 34, 
2018/2/5, 23, 33, 
2018/2/6, 39, 21, 
2018/2/7, 42, 23, 
2018/2/8, 48, 24, 
2018/2/9, 38, 27, 
2018/2/10, 46, 26, 
2018/2/11, 21, 28, 
2018/2/12, 14, 31, 
2018/2/13, 21, 28, 
2018/2/14, 30, 30, 
2018/2/15, 41, 36, 
2018/2/16, 32, 20, 
2018/2/17, 24, 18, 
2018/2/18, 19, 22, 
2018/2/19, 28, 24, 
2018/2/20, 39, 27, 
2018/2/21, 47, 21, 
2018/2/22, 35, 26, 
2018/2/23, 49, 20, 
2018/2/24, 34, 15, 
2018/2/25, 19, 25, 
2018/2/26, 33, 26, 
2018/2/27, 50, 27, 
2018/2/28, 50, 30, 
2018/3/1, 56, 35, 
2018/3/2, 71, 25, 
2018/3/3, 56, 24, 
2018/3/4, 40, 32, 
2018/3/5, 46, 30, 
2018/3/6, 64, 28, 
2018/3/7, 10, 25, 
2018/3/8, 11, 28, 
2018/3/9, 18, 27, 
2018/3/10, 15, 14, 
2018/3/11, 7, 24, 
2018/3/12, 16, 20, 
2018/3/13, 11, 19, 
2018/3/14, 15, 22, 
2018/3/15, 14, 29, 
2018/3/16, 10, 16, 
2018/3/17, 22, 14, 
2018/3/18, 22, 17, 
2018/3/19, 33, 27, 
2018/3/20, 38, 27, 
2018/3/21, 33, 27, 
2018/3/22, 25, 29, 
2018/3/23, 31, 24, 
2018/3/24, 21, 17, 
2018/3/25, 18, 30, 
2018/3/26, 44, 28, 
2018/3/27, 30, 29, 
2018/3/28, 11, 28, 
2018/3/29, 14, 22, 
2018/3/30, 13, 22, 
2018/3/31, 11, 11, 
2017/10/1, 7, 17, 
2017/10/2, 11, 22, 
2017/10/3, 9, 21, 
2017/10/4, 12, 16, 
2017/10/5, 10, 22, 
2017/10/6, 8, 18, 
2017/10/7, 7, 18, 
2017/10/8, 12, 25, 
2017/10/9, 12, 22, 
2017/10/10, 13, 16, 
2017/10/11, 13, 22, 
2017/10/12, 19, 23, 
2017/10/13, 23, 18, 
2017/10/14, 17, 18, 
2017/10/15, 14, 22, 
2017/10/16, 21, 23, 
2017/10/17, 18, 26, 
2017/10/18, 21, 26, 
2017/10/19, 19, 29, 
2017/10/20, 21, 23, 
2017/10/21, 22, 18, 
2017/10/22, 7, 24, 
2017/10/23, 7, 25, 
2017/10/24, 8, 25, 
2017/10/25, 12, 16, 
2017/10/26, 13, 23, 
2017/10/27, 11, 20, 
2017/10/28, 8, 6, 
2017/10/29, 6, 24, 
2017/10/30, 11, 26, 
2017/10/31, 18, 18, 
2017/11/1, 13, 22, 
2017/11/2, 15, 28, 
2017/11/3, 16, 18, 
2017/11/4, 8, 13, 
2017/11/5, 10, 26, 
2017/11/6, 7, 21, 
2017/11/7, 15, 21, 
2017/11/8, 18, 22, 
2017/11/9, 16, 25, 
2017/11/10, 13, 21, 
2017/11/11, 7, 15, 
2017/11/12, 7, 28, 
2017/11/13, 14, 24, 
2017/11/14, 14, 26, 
2017/11/15, 22, 19, 
2017/11/16, 22, 20, 
2017/11/17, 23, 18, 
2017/11/18, 28, 17, 
2017/11/19, 11, 28, 
2017/11/20, 11, 27, 
2017/11/21, 13, , 
2017/11/23, 15, 30, 
2017/11/24, 18, 18, 
2017/11/25, 15, 19, 
2017/11/26, 11, 31, 
2017/11/27, 12, 28, 
2017/11/28, 19, 24, 
2017/11/29, 19, 30, 
2017/11/30, 15, 27, 
2017/12/1, 16, 23, 
2017/12/2, 24, 23, 
2017/12/3, 26, 29, 
2017/12/4, 25, 34, 
2017/12/5, 18, 22, 
2017/12/6, 16, 29, 
2017/12/7, 15, 24, 
2017/12/8, 23, 24, 
2017/12/9, 17, 19, 
2017/12/10, 25, 35, 
2017/12/11, 29, 34, 
2017/12/12, 12, 27, 
2017/12/13, 11, 22, 
2017/12/14, 11, 31, 
2017/12/15, 17, 26, 
2017/12/16, 20, 20, 
2017/12/17, 15, 38, 
2017/12/18, 19, 33, 
2017/12/19, 38, 34, 
2017/12/20, 28, 35, 
2017/12/21, 21, 32, 
2017/12/22, 23, 27, 
2017/12/23, 19, 16, 
2017/12/24, 11, 18, 
2017/12/25, 20, , 
2017/12/27, 28, 28, 
2017/12/28, 17, 26, 
2017/12/29, 17, 24, 
2017/12/30, 23, , 
2017/7/1, 7, 14, 
2017/7/2, 7, 21, 
2017/7/3, 7, 23, 
2017/7/4, 12, 27, 
2017/7/5, 14, 29, 
2017/7/6, 19, 29, 
2017/7/7, 20, 18, 
2017/7/8, 13, 17, 
2017/7/9, 14, 24, 
2017/7/10, 20, 20, 
2017/7/11, 9, 19, 
2017/7/12, 9, 21, 
2017/7/13, 9, 21, 
2017/7/14, 15, 21, 
2017/7/15, 8, 14, 
2017/7/16, 9, 23, 
2017/7/17, 14, 17, 
2017/7/18, 15, 21, 
2017/7/19, 12, 23, 
2017/7/20, 15, 20, 
2017/7/21, 12, 18, 
2017/7/22, 14, 16, 
2017/7/23, 10, 25, 
2017/7/24, 10, 21, 
2017/7/25, 5, 25, 
2017/7/26, 8, 25, 
2017/7/27, 10, 22, 
2017/7/28, 10, 20, 
2017/7/29, 11, 16, 
2017/7/30, 10, 25, 
2017/7/31, 16, 28, 
2017/8/1, 27, 24, 
2017/8/2, 17, 25, 
2017/8/3, 22, 24, 
2017/8/4, 26, 20, 
2017/8/5, 14, 17, 
2017/8/6, 8, 17, 
2017/8/7, 10, 17, 
2017/8/8, 11, 18, 
2017/8/9, 9, 21, 
2017/8/10, 20, 24, 
2017/8/11, 5, 19, 
2017/8/12, 5, 16, 
2017/8/13, 9, 19, 
2017/8/14, 10, 16, 
2017/8/15, 12, 20, 
2017/8/16, 10, 22, 
2017/8/17, 16, 21, 
2017/8/18, 19, 24, 
2017/8/19, 7, 18, 
2017/8/20, 6, 22, 
2017/8/21, 13, 24, 
2017/8/22, 14, 25, 
2017/8/23, 18, 27, 
2017/8/24, 16, 22, 
2017/8/25, 12, 20, 
2017/8/26, 18, 20, 
2017/8/27, 14, 20, 
2017/8/28, 16, 19, 
2017/8/29, 18, 18, 
2017/8/30, 19, 19, 
2017/8/31, 16, 28, 
2017/9/1, 7, 25, 
2017/9/2, 8, 22, 
2017/9/3, 5, 22, 
2017/9/4, 9, 21, 
2017/9/5, 12, , 
2017/9/11, 8, 23, 
2017/9/12, 9, 20, 
2017/9/13, 9, 23, 
2017/9/14, 9, 22, 
2017/9/15, 10, 23, 
2017/9/16, 9, 17, 
2017/9/17, 9, 19, 
2017/9/18, 7, 31, 
2017/9/19, 9, 27, 
2017/9/20, 10, 23, 
2017/9/21, 11, 20, 
2017/9/22, 13, 17, 
2017/9/23, 16, 16, 
2017/9/24, 15, 22, 
2017/9/25, 19, 24, 
2017/9/26, 13, 22, 
2017/9/27, 21, 24, 
2017/9/28, 19, 25, 
2017/9/29, 20, 19, 
2017/9/30, 19, 15, 
2017/4/1, 15, 19, 
2017/4/2, 17, 22, 
2017/4/3, 38, 27, 
2017/4/4, 13, 26, 
2017/4/5, 11, 28, 
2017/4/6, 17, 28, 
2017/4/7, 22, 20, 
2017/4/8, 27, 16, 
2017/4/9, 13, 22, 
2017/4/10, 10, 27, 
2017/4/11, 27, 22, 
2017/4/12, 19, 30, 
2017/4/13, 18, 21, 
2017/4/14, 22, 19, 
2017/4/15, 13, 18, 
2017/4/16, 9, 19, 
2017/4/17, 5, 28, 
2017/4/18, 9, 23, 
2017/4/19, 17, 31, 
2017/4/20, 20, 27, 
2017/4/21, 15, 19, 
2017/4/22, 20, 17, 
2017/4/23, 11, 17, 
2017/4/24, 15, 21, 
2017/4/25, 20, 21, 
2017/4/26, 19, 21, 
