date, pm25, o3
2020/1/2, 18, 16
2020/1/3, 26, 17
2020/1/4, 19, 14
2020/1/5, 15, 16
2020/1/6, 19, 17
2020/1/7, 31, 15
2020/1/8, 17, 16
2020/1/9, 37, 17
2020/1/10, 36, 16
2020/1/11, 34, 16
2020/1/12, 9, 16
2020/1/13, 21, 15
2020/1/14, 45, 18
2020/1/15, 20, 12
2020/1/16, 24, 
2019/10/7, 28, 15
2019/10/8, 13, 16
2019/10/9, 18, 16
2019/10/10, 18, 17
2019/10/11, 15, 11
2019/10/12, 19, 11
2019/10/13, 19, 18
2019/10/14, 22, 19
2019/10/15, 25, 13
2019/10/16, 21, 15
2019/10/17, 7, 15
2019/10/18, 19, 14
2019/10/19, 28, 14
2019/10/20, 21, 11
2019/10/21, 25, 6
2019/10/22, 23, 11
2019/10/23, 12, 15
2019/10/24, 18, 14
2019/10/25, 24, 12
2019/10/26, 32, 14
2019/10/27, 16, 15
2019/10/28, 19, 11
2019/10/29, 32, 6
2019/10/30, 33, 9
2019/10/31, 16, 13
2019/11/1, 13, 12
2019/11/2, 31, 13
2019/11/3, 23, 1
2019/11/4, 29, 18
2019/11/5, 33, 16
2019/11/6, 26, 17
2019/11/7, 44, 14
2019/11/8, 16, 14
2019/11/9, 29, 17
2019/11/10, 43, 18
2019/11/11, 42, 15
2019/11/12, 17, 14
2019/11/13, 17, 18
2019/11/14, 32, 18
2019/11/15, 42, 15
2019/11/16, 44, 15
2019/11/17, 22, 15
2019/11/18, 33, 15
2019/11/19, 42, 12
2019/11/20, 43, 16
2019/11/21, 45, 14
2019/11/22, 32, 18
2019/11/23, 32, 17
2019/11/24, 15, 17
2019/11/25, 20, 19
2019/11/26, 30, 18
2019/11/27, 48, 11
2019/11/28, 11, 16
2019/12/2, 9, 13
2019/12/3, 10, 15
2019/12/4, 17, 15
2019/12/5, 14, 16
2019/12/6, 19, 15
2019/12/7, 22, 16
2019/12/8, 35, 18
2019/12/9, 33, 16
2019/12/10, 24, 15
2019/12/11, 12, 13
2019/12/12, 36, 17
2019/12/13, 53, 16
2019/12/14, 19, 15
2019/12/15, 20, 14
2019/12/16, 43, 13
2019/12/17, 46, 16
2019/12/18, 15, 16
2019/12/19, 40, 16
2019/12/20, 50, 16
2019/12/21, 61, 19
2019/12/22, 71, 18
2019/12/23, 60, 18
2019/12/24, 47, 18
2019/12/25, 62, 16
2019/12/26, 57, 16
2019/12/27, 58, 15
2019/12/28, 54, 
2019/7/1, 21, 20
2019/7/2, 29, 20
2019/7/3, 26, 18
2019/7/4, 23, 16
2019/7/5, 26, 15
2019/7/6, 31, 15
2019/7/7, 22, 13
2019/7/8, 13, 16
2019/7/9, 22, 16
2019/7/10, 29, 15
2019/7/11, 26, 17
2019/7/12, 22, 20
2019/7/13, 35, 22
2019/7/14, 33, 18
2019/7/15, 36, 17
2019/7/16, 45, 12
2019/7/17, 35, 13
2019/7/18, 22, 17
2019/7/19, 30, 15
2019/7/20, 45, 15
2019/7/21, 54, 13
2019/7/22, 21, 11
2019/7/23, 23, 16
2019/7/24, 22, 18
2019/7/25, 26, 22
2019/7/26, 26, 20
2019/7/27, 32, 20
2019/7/28, 36, 19
2019/7/29, 36, 20
2019/7/30, 34, 17
2019/7/31, 27, 18
2019/8/1, 29, 19
2019/8/2, 19, 17
2019/8/3, 25, 20
2019/8/4, 36, 20
2019/8/5, 38, 20
2019/8/6, 45, 19
2019/8/7, 39, 18
2019/8/8, 30, 17
2019/8/9, 32, 18
2019/8/10, 35, 17
2019/8/11, 24, 18
2019/8/12, 34, 16
2019/8/13, 26, 17
2019/8/14, 21, 20
2019/8/15, 30, 17
2019/8/16, 26, 18
2019/8/17, 25, 18
2019/8/18, 24, 20
2019/8/19, 30, 18
2019/8/20, 27, 17
2019/8/21, 20, 17
2019/8/22, 30, 12
2019/8/23, 19, 13
2019/8/24, 15, 15
2019/8/25, 16, 11
2019/8/26, 12, 10
2019/8/27, 10, 14
2019/8/28, 15, 16
2019/8/29, 18, 18
2019/8/30, 28, 18
2019/8/31, 40, 17
2019/9/1, 36, 15
2019/9/2, 29, 17
2019/9/3, 33, 18
2019/9/4, 34, 17
2019/9/5, 27, 17
2019/9/6, 27, 18
2019/9/7, 31, 19
2019/9/8, 32, 19
2019/9/9, 31, 15
2019/9/10, 24, 18
2019/9/11, 35, 21
2019/9/12, 42, 10
2019/9/13, 10, 10
2019/9/14, 13, 17
2019/9/15, 12, 19
2019/9/16, 18, 14
2019/9/17, 29, 18
2019/9/18, 11, 12
2019/4/6, 18, 16
2019/4/7, 23, 17
2019/4/8, 14, 19
2019/4/9, 15, 22
2019/4/10, 20, 18
2019/4/11, 21, 13
2019/4/12, 12, 18
2019/4/13, 14, 10
2019/4/14, 11, 18
2019/4/15, 11, 20
2019/4/16, 13, 23
2019/4/17, 19, 21
2019/4/18, 28, 15
2019/4/19, 13, 16
2019/4/20, 9, 14
2019/4/21, 13, 18
2019/4/22, 17, 19
2019/4/23, 16, 17
2019/4/24, 19, 20
2019/4/25, 23, 19
2019/4/26, 19, 21
2019/4/27, 17, 19
2019/4/28, 24, 16
2019/4/29, 16, 17
2019/4/30, 33, 13
2019/5/1, 36, 14
2019/5/2, 22, 17
2019/5/3, 19, 16
2019/5/4, 15, 12
2019/5/5, 9, 18
2019/5/6, 16, 16
2019/5/7, 23, 18
2019/5/8, 26, 15
2019/5/9, 19, 15
2019/5/10, 16, 10
2019/5/11, 13, 10
2019/5/12, 5, 10
2019/5/13, 8, 15
2019/5/14, 12, 18
2019/5/15, 20, 22
2019/5/16, 34, 18
2019/5/17, 24, 20
2019/5/18, 32, 20
2019/5/19, 43, 18
2019/5/20, 23, 17
2019/5/21, 16, 18
2019/5/22, 14, 17
2019/5/23, 34, 18
2019/5/24, 31, 19
2019/5/25, 31, 18
2019/5/26, 33, 16
2019/5/27, 25, 16
2019/5/28, 30, 16
2019/5/29, 26, 15
2019/5/30, 22, 20
2019/5/31, 18, 19
2019/6/1, 42, 18
2019/6/2, 46, 17
2019/6/3, 20, 18
2019/6/4, 24, 15
2019/6/5, 48, 19
2019/6/6, 31, 16
2019/6/7, 28, 18
2019/6/8, 27, 13
2019/6/9, 6, 11
2019/6/10, 10, 15
2019/6/11, 11, 17
2019/6/12, 14, 17
2019/6/13, 11, 16
2019/6/14, 15, 21
2019/6/15, 21, 16
2019/6/16, 32, 14
2019/6/17, 23, 13
2019/6/18, 20, 10
2019/6/19, 13, 19
2019/6/20, 13, 18
2019/6/21, 14, 15
2019/6/22, 23, 16
2019/6/23, 15, 14
2019/6/24, 36, 17
2019/6/25, 17, 21
2019/6/26, 27, 22
2019/6/28, 32, 18
2019/6/29, 50, 20
2019/1/1, 14, 9
2019/1/2, 14, 7
2019/1/3, 19, 3
2019/1/4, 8, 14
2019/1/5, 15, 14
2019/1/6, 20, 11
2019/1/7, 14, 12
2019/1/8, 21, 13
2019/1/9, 12, 12
2019/1/10, 16, 14
2019/1/11, 22, 11
2019/1/12, 21, 12
2019/1/13, 17, 13
2019/1/14, 15, 14
2019/1/15, 26, 13
2019/1/16, 14, 6
2019/1/17, 15, 4
2019/1/18, 13, 3
2019/1/19, 12, 15
2019/1/20, 15, 15
2019/1/21, 18, 14
2019/1/22, 11, 12
2019/1/23, 12, 12
2019/1/24, 19, 15
2019/1/25, 20, 15
2019/1/26, 14, 14
2019/1/27, 20, 13
2019/1/28, 17, 11
2019/1/29, 25, 16
2019/1/30, 14, 15
2019/1/31, 14, 11
2019/2/1, 25, 11
2019/2/2, 22, 15
2019/2/3, 25, 14
2019/2/4, 27, 13
2019/2/5, 22, 10
2019/2/6, 27, 5
2019/2/7, 17, 16
2019/2/8, 12, 15
2019/2/9, 17, 14
2019/2/10, 15, 10
2019/2/11, 8, 10
2019/2/12, 7, 16
2019/2/13, 16, 16
2019/2/14, 12, 16
2019/2/15, 28, 16
2019/2/16, 16, 13
2019/2/17, 13, 13
2019/2/18, 17, 15
2019/2/19, 25, 14
2019/2/20, 12, 12
2019/2/21, 13, 12
2019/2/22, 21, 13
2019/2/23, 19, 16
2019/2/24, 10, 18
2019/2/25, 16, 18
2019/2/26, 15, 16
2019/2/27, 25, 15
2019/2/28, 35, 13
2019/3/1, 13, 11
2019/3/2, 17, 11
2019/3/3, 14, 17
2019/3/4, 24, 17
2019/3/5, 15, 17
2019/3/6, 21, 18
2019/3/7, 18, 15
2019/3/8, 21, 14
2019/3/9, 19, 13
2019/3/10, 13, 18
2019/3/11, 13, 19
2019/3/12, 13, 21
2019/3/13, 20, 20
2019/3/14, 32, 18
2019/3/15, 25, 19
2019/3/16, 13, 18
2019/3/17, 14, 18
2019/3/18, 21, 19
2019/3/19, 19, 21
2019/3/20, 22, 19
2019/3/21, 12, 18
2018/10/1, 21, 15
2018/10/2, 22, 15
2018/10/3, 26, 15
2018/10/4, 27, 10
2018/10/5, 11, 10
2018/10/6, 23, 14
2018/10/7, 28, 13
2018/10/8, 25, 12
2018/10/9, 10, 9
2018/10/10, 11, 12
2018/10/11, 6, 15
2018/10/12, 16, 13
2018/10/13, 18, 11
2018/10/14, 13, 11
2018/10/15, 23, 8
2018/10/16, 9, 15
2018/10/17, 9, 14
2018/10/18, 15, 17
2018/10/19, 11, 14
2018/10/20, 11, 13
2018/10/21, 11, 12
2018/10/22, 8, 17
2018/10/23, 15, 13
2018/10/24, 12, 11
2018/10/25, 11, 6
2018/10/26, 10, 9
2018/10/27, 7, 15
2018/10/28, 12, 14
2018/10/29, 10, 15
2018/10/30, 17, 16
2018/10/31, 25, 15
2018/11/1, 21, 12
2018/11/2, 7, 14
2018/11/3, 15, 13
2018/11/4, 19, 10
2018/11/6, 5, 14
2018/11/7, 6, 10
2018/11/8, 12, 5
2018/11/9, 7, 14
2018/11/10, 13, 12
2018/11/11, 9, 9
2018/11/12, 10, 9
2018/11/13, 11, 10
2018/11/14, 17, 11
2018/11/15, 9, 13
2018/11/19, 24, 12
2018/11/20, 14, 14
2018/11/21, 16, 12
2018/11/22, 20, 12
2018/11/23, 16, 9
2018/11/24, 8, 13
2018/11/25, 21, 8
2018/11/26, 10, 10
2018/11/27, 5, 12
2018/11/28, 9, 11
2018/11/29, 14, 5
2018/11/30, 16, 4
2018/12/1, 12, 5
2018/12/2, 8, 14
2018/12/3, 12, 10
2018/12/4, 10, 10
2018/12/5, 19, 11
2018/12/6, 17, 12
2018/12/7, 20, 11
2018/12/8, 17, 9
2018/12/9, 18, 12
2018/12/10, 16, 11
2018/12/11, 15, 11
2018/12/12, 25, 8
2018/12/13, 27, 3
2018/12/14, 10, 10
2018/12/15, 5, 9
2018/12/16, 6, 15
2018/12/17, 14, 13
2018/12/18, 17, 9
2018/12/19, 17, 5
2018/12/20, 10, 14
2018/12/21, 6, 11
2018/12/22, 15, 10
2018/12/23, 11, 13
2018/12/24, 16, 9
2018/12/25, 20, 10
2018/12/26, 18, 9
2018/12/27, 14, 8
2018/12/28, 7, 14
2018/12/29, 16, 6
2018/12/30, 18, 
2018/7/1, 40, 18
2018/7/2, 33, 16
2018/7/3, 32, 18
2018/7/4, 57, 10
2018/7/5, 16, 13
2018/7/6, 38, 16
2018/7/7, 18, 18
2018/7/8, 20, 24
2018/7/9, 27, 22
2018/7/10, 33, 20
2018/7/11, 48, 20
2018/7/12, 29, 20
2018/7/13, 39, 18
2018/7/14, 37, 17
2018/7/15, 42, 18
2018/7/16, 42, 16
2018/7/17, 28, 13
2018/7/18, 17, 19
2018/7/19, 30, 21
2018/7/20, 33, 16
2018/7/21, 13, 15
2018/7/22, 17, 16
2018/7/23, 18, 13
2018/7/24, 9, 16
2018/7/25, 13, 20
2018/7/26, 38, 19
2018/7/27, 50, 18
2018/7/28, 34, 17
2018/7/29, 36, 15
2018/7/30, 31, 13
2018/7/31, 10, 16
2018/8/1, 14, 10
2018/8/2, 10, 10
2018/8/3, 9, 17
2018/8/4, 24, 16
2018/8/5, 44, 20
2018/8/6, 49, 16
2018/8/7, 30, 15
2018/8/8, 26, 16
2018/8/9, 30, 21
2018/8/10, 34, 15
2018/8/11, 38, 16
2018/8/12, 38, 18
2018/8/13, 20, 16
2018/8/14, 29, 18
2018/8/15, 42, 18
2018/8/16, 50, 18
2018/8/17, 60, 14
2018/8/18, 27, 12
2018/8/19, 30, 11
2018/8/20, 13, 12
2018/8/21, 15, 17
2018/8/22, 32, 13
2018/8/23, 30, 17
2018/8/24, 26, 17
2018/8/25, 24, 15
2018/8/26, 42, 17
2018/8/27, 57, 18
2018/8/28, 46, 20
2018/8/29, 42, 14
2018/8/30, 25, 18
2018/8/31, 21, 16
2018/9/1, 22, 15
2018/9/2, 24, 14
2018/9/3, 31, 15
2018/9/4, 31, 18
2018/9/5, 33, 17
2018/9/6, 22, 19
2018/9/7, 20, 13
2018/9/8, 7, 8
2018/9/9, 2, 8
2018/9/10, 9, 7
2018/9/11, 12, 9
2018/9/12, 7, 8
2018/9/13, 7, 7
2018/9/14, 4, 7
2018/9/15, 5, 9
2018/9/16, 5, 10
2018/9/17, 3, 10
2018/9/26, 12, 10
2018/9/27, 6, 15
2018/9/28, 9, 15
2018/9/29, 13, 14
2018/9/30, 21, 15
2018/5/8, 23, 23
2018/5/9, 23, 25
2018/5/10, 32, 19
2018/5/11, 28, 23
2018/5/12, 39, 23
2018/5/13, 35, 21
2018/5/14, 43, 17
2018/5/23, 22, 18
2018/5/24, 25, 21
2018/5/25, 29, 19
2018/5/26, 22, 12
2018/5/27, 22, 12
2018/5/28, 13, 8
2018/5/29, 13, 12
2018/5/30, 10, 9
2018/5/31, 17, 14
2018/6/1, 22, 19
2018/6/2, 26, 14
2018/6/3, 4, 11
2018/6/4, 19, 19
2018/6/5, 18, 21
2018/6/6, 30, 17
2018/6/7, 33, 19
2018/6/8, 36, 20
2018/6/9, 43, 19
2018/6/10, 28, 18
2018/6/11, 12, 12
2018/6/12, 14, 16
2018/6/13, 23, 12
2018/6/14, 18, 20
2018/6/15, 30, 24
2018/6/16, 27, 24
2018/6/17, 42, 19
2018/6/18, 51, 21
2018/6/19, 37, 18
2018/6/20, 21, 16
2018/6/21, 22, 14
2018/6/22, 4, 18
2018/6/23, 13, 12
2018/6/24, 23, 14
2018/6/25, 26, 16
2018/6/26, 23, 15
2018/6/27, 16, 14
2018/6/28, 19, 19
2018/6/29, 35, 21
2018/6/30, 43, 22
2020/1/1, , 18
2019/10/6, , 15
2019/11/29, , 12
2019/11/30, , 12
2019/12/1, , 8
2019/6/30, , 17
2019/4/5, , 17
2019/6/27, , 20
2018/12/31, , 13
2018/11/5, , 7
2018/11/16, , 12
2018/11/17, , 10
2018/11/18, , 14
2018/9/18, , 17
2018/9/19, , 18
2018/9/20, , 14
2018/9/21, , 12
2018/9/22, , 8
2018/9/23, , 8
2018/9/24, , 8
2018/9/25, , 11
2018/4/1, , 19
2018/4/2, , 17
2018/4/3, , 15
2018/4/4, , 19
2018/4/5, , 20
2018/4/6, , 24
2018/4/7, , 20
2018/4/8, , 21
2018/4/9, , 17
2018/4/10, , 20
