date, pm10, o3, no2, so2, co
2020/1/6, 15, 2, 7, 2, 7
2020/1/7, 21, 2, 15, 2, 8
2020/1/8, 27, 6, 17, 2, 8
2020/1/9, 25, 26, 16, 2, 4
2020/1/10, 19, 27, 12, 2, 3
2020/1/11, 17, 30, 8, 2, 3
2020/1/12, 18, 31, 8, 2, 3
2020/1/13, 16, 98, 13, 2, 4
2020/1/14, 17, 138, 15, 2, 
2020/1/15, 23, 26, 16, 2, 
2019/10/3, 36, 36, 19, 2, 9
2019/10/4, 34, 24, 16, 2, 10
2019/10/5, 39, 32, 12, 2, 11
2019/10/6, 31, 29, 19, 2, 11
2019/10/7, 45, 35, 15, 2, 11
2019/10/8, 27, 33, 13, 2, 11
2019/10/9, 29, 31, 14, 2, 11
2019/10/10, 27, 31, 11, 2, 11
2019/10/11, 24, 30, 8, 2, 12
2019/10/12, 24, 34, 9, 2, 12
2019/10/13, 35, 31, 6, 2, 11
2019/10/14, 36, 32, 9, 2, 9
2019/10/15, 13, 32, 13, 2, 8
2019/10/16, 19, 30, 19, 2, 9
2019/10/17, 34, 23, 18, 2, 10
2019/10/18, 38, 24, 8, 2, 10
2019/10/19, 23, 33, 5, 2, 9
2019/10/20, 12, 30, 13, 2, 8
2019/10/21, 15, 30, 13, 2, 8
2019/10/22, 16, 31, 8, 2, 7
2019/10/23, 25, 31, 13, 2, 8
2019/10/24, 23, 29, 17, 3, 8
2019/10/25, 24, 32, 14, 2, 7
2019/10/26, 8, 36, 11, 2, 8
2019/10/27, 17, 32, 16, 2, 10
2019/10/28, 30, 23, 13, 2, 11
2019/10/29, 32, 20, 17, 2, 11
2019/10/30, 36, 17, 16, 2, 12
2019/10/31, 37, 18, 9, 2, 11
2019/11/1, 31, 21, 3, 2, 11
2019/11/2, 34, 31, 2, 2, 9
2019/11/3, 24, 29, 5, 2, 9
2019/11/4, 19, 31, 7, 2, 9
2019/11/5, 20, 22, 15, 3, 8
2019/11/6, 19, 26, 13, 3, 9
2019/11/7, 27, 24, 12, 3, 7
2019/11/8, 10, 27, 11, 3, 7
2019/11/9, 22, 31, 4, 3, 7
2019/11/10, 12, 21, 13, 3, 9
2019/11/11, 22, 23, 13, 3, 9
2019/11/12, 22, 27, 7, 3, 8
2019/11/13, 34, 29, 6, 3, 7
2019/11/14, 14, 28, 11, 3, 6
2019/11/15, 17, 28, 11, 3, 6
2019/11/16, 20, 31, 5, 3, 7
2019/11/17, 35, 29, 11, 3, 8
2019/11/18, 16, 26, 16, 3, 8
2019/11/19, 22, 16, 19, 3, 8
2019/11/20, 25, 12, 18, 3, 9
2019/11/21, 26, 26, 6, 2, 9
2019/11/22, 21, 34, 4, 2, 8
2019/11/23, 11, 28, 10, 3, 8
2019/11/24, 17, 4, 15, 3, 10
2019/11/25, 26, 10, 13, 2, 9
2019/11/26, 22, 23, 13, 1, 7
2019/11/27, 24, 21, 18, 1, 7
2019/11/28, 21, 15, 19, 1, 7
2019/11/29, 24, 18, 16, 1, 7
2019/11/30, 24, 29, 8, 1, 6
2019/12/1, 18, 21, 17, 1, 6
2019/12/2, 12, 27, 16, 1, 8
2019/12/3, 17, 24, 13, 1, 7
2019/12/4, 27, 18, 17, 1, 6
2019/12/5, 21, 26, 9, 1, 
2019/12/6, 29, 26, 11, 1, 7
2019/12/7, 31, 23, 13, 2, 7
2019/12/8, 27, 19, 14, 1, 7
2019/12/9, 20, 15, 19, 2, 7
2019/12/10, 22, 22, 16, 2, 6
2019/12/11, 14, 28, 10, 2, 5
2019/12/12, 10, 30, 9, 2, 7
2019/12/15, 41, 16, 18, 2, 8
2019/12/17, 14, 21, 17, 2, 8
2019/12/18, 30, 21, 19, 2, 8
2019/12/19, 25, 27, 3, 1, 8
2019/12/20, 39, 25, 3, 1, 5
2019/12/21, 31, 29, 8, 1, 5
2019/12/22, 23, 16, 18, 2, 6
2019/12/23, 22, 20, 17, 2, 6
2019/12/24, 17, 25, 12, 2, 5
2019/12/25, 13, 12, 16, 2, 7
2019/12/26, 26, 1, 15, 2, 
2019/12/27, 24, , 7, 2, 
2019/7/1, 41, 39, 8, 2, 13
2019/7/2, 30, 36, 8, 2, 15
2019/7/3, 32, 35, 9, 2, 15
2019/7/4, 23, 31, 11, 2, 15
2019/7/5, 27, 20, 14, 2, 15
