date, pm10, no2, co
2019/12/19, 21, 19, 
2019/12/20, 16, 14, 
2019/12/21, 10, 8, 
2019/12/22, 9, 16, 
2019/12/23, 9, 11, 
2019/12/24, 12, 11, 
2019/12/25, 10, 15, 
2019/12/26, 9, 13, 
2019/12/27, 11, 13, 
2019/12/28, 10, , 
2019/7/1, 22, 16, 
2019/7/2, 12, 17, 
2019/7/3, 10, 19, 
2019/7/4, 14, 17, 
2019/7/5, 14, 14, 
2019/7/6, 18, 6, 
2019/7/7, 15, 16, 
2019/7/8, 9, 15, 
2019/7/9, 11, 18, 
2019/7/10, 15, 18, 
2019/7/11, 19, 21, 
2019/7/12, 19, 11, 
2019/7/13, 22, 8, 
2019/7/14, 12, 19, 
2019/7/15, 10, 15, 
2019/7/16, 12, 15, 
2019/7/17, 11, 22, 
2019/7/18, 15, 22, 
2019/7/19, 20, 12, 
2019/7/20, 19, 10, 
2019/7/21, 18, 25, 
2019/7/22, 13, 27, 
2019/7/23, 18, 19, 
2019/7/24, 20, 17, 
2019/7/25, 24, 8, 
2019/7/26, 20, 5, 
2019/7/27, 17, , 
2019/7/29, 31, 24, 
2019/7/30, 17, 20, 
2019/7/31, 18, 28, 
2019/8/1, 15, 22, 
2019/8/2, 22, 15, 
2019/8/3, 22, 14, 
2019/8/4, 12, 20, 
2019/8/5, 12, 25, 
2019/8/6, 23, 22, 
2019/8/7, 16, 22, 
2019/8/8, 16, 20, 
2019/8/9, 17, 9, 
2019/8/10, 14, 13, 
2019/8/11, 13, 18, 
2019/8/12, 16, 18, 
2019/8/13, 15, 24, 
2019/8/14, 11, 16, 
2019/8/15, 12, 23, 
2019/8/16, 13, 13, 
2019/8/17, 14, 9, 
2019/8/18, 9, 21, 
2019/8/19, 11, 23, 
2019/8/20, 16, 25, 
2019/8/21, 18, 31, 
2019/8/22, 19, 29, 
2019/8/23, 22, 14, 
2019/8/24, 24, 20, 
2019/8/25, 25, 18, 
2019/8/26, 28, 19, 
2019/8/27, 26, 29, 
2019/8/28, 26, 26, 
2019/8/29, 25, 29, 
2019/8/30, 21, 26, 
2019/8/31, 29, 14, 
2019/9/1, 18, 22, 
2019/9/2, 9, 21, 
2019/9/3, 13, 19, 
2019/9/4, 19, 15, 
2019/9/5, 15, 22, 
2019/9/6, 13, 18, 
2019/9/7, 14, 14, 
2019/9/8, 11, 21, 
2019/9/9, 15, 28, 
2019/9/10, 17, 21, 
2019/9/11, 14, 19, 
2019/9/12, 18, 17, 
2019/9/13, 17, 22, 
2019/9/14, 13, 15, 
2019/9/15, 16, 23, 
2019/9/16, 17, 16, 
2019/9/17, 16, 18, 
2019/9/18, 14, 22, 
2019/9/19, 14, 29, 
2019/9/20, 17, 17, 
2019/9/21, 19, 29, 
2019/9/22, 17, , 
2019/9/24, 22, 22, 
2019/9/25, 13, 17, 
2019/9/26, 15, 19, 
2019/9/27, 11, 10, 
2019/9/28, 11, 5, 
2019/9/29, 9, 13, 
2019/9/30, 7, 15, 
2019/4/1, 12, 16, 
2019/4/2, 15, 23, 
2019/4/3, 22, 22, 
2019/4/4, 20, 23, 
2019/4/5, 36, 16, 
2019/4/6, 50, 12, 
2019/4/7, 31, 24, 
2019/4/8, 27, 8, 
2019/4/9, 24, 10, 
2019/4/10, 12, 10, 
2019/4/11, 10, 10, 
2019/4/12, 9, 8, 
2019/4/13, 11, 9, 
2019/4/14, 15, 10, 
2019/4/15, 15, 10, 
2019/4/16, 16, 13, 
2019/4/17, 21, 16, 
2019/4/18, 21, , 
2019/4/24, 28, 15, 
2019/4/25, 14, 21, 
2019/4/26, 12, 16, 
2019/4/27, 26, 11, 
2019/4/28, 10, 24, 
2019/4/29, 18, 20, 
2019/4/30, 30, 11, 
2019/5/1, 31, 24, 
2019/5/2, 24, 21, 
2019/5/3, 17, 14, 
2019/5/4, 9, 13, 
2019/5/5, 11, 25, 
2019/5/6, 15, 22, 
2019/5/7, 14, 17, 
2019/5/8, 15, 18, 
2019/5/9, 12, 24, 
2019/5/10, 12, 13, 
2019/5/11, 15, 10, 
2019/5/12, 10, 17, 
2019/5/13, 11, 12, 
2019/5/14, 11, 11, 
2019/5/15, 9, 15, 
2019/5/16, 9, 10, 
2019/5/17, 13, 18, 
2019/5/18, 18, 19, 
2019/5/19, 20, 22, 
2019/5/20, 23, 16, 
2019/5/21, 25, 19, 
2019/5/22, 18, 29, 
2019/5/23, 12, 28, 
2019/5/24, 21, 16, 
2019/5/25, 16, 10, 
2019/5/26, 12, 20, 
2019/5/27, 13, 18, 
2019/5/28, 14, 18, 
2019/5/29, 9, 8, 
2019/5/30, 11, 20, 
2019/5/31, 17, 22, 
2019/6/1, 19, 11, 
2019/6/2, 18, 23, 
2019/6/3, 13, 14, 
2019/6/4, 22, 23, 
2019/6/5, 15, 22, 
2019/6/6, 19, 12, 
2019/6/7, 13, 8, 
2019/6/8, 10, 6, 
2019/6/9, 7, 7, 
2019/6/10, 10, 22, 
2019/6/11, 17, 18, 
2019/6/12, 31, 20, 
2019/6/13, 11, 20, 
2019/6/14, 10, 18, 
2019/6/15, 23, 13, 
2019/6/16, 16, 16, 
2019/6/17, 14, 21, 
2019/6/18, 16, 22, 
2019/6/19, 19, 21, 
2019/6/20, 18, 19, 
2019/6/21, 19, 8, 
2019/6/22, 11, 5, 
2019/6/23, 11, 10, 
2019/6/24, 14, 18, 
2019/6/25, 18, 23, 
2019/6/26, 26, 12, 
2019/6/27, 19, 16, 
2019/6/28, 11, 16, 
2019/6/29, 17, 12, 
2019/6/30, 18, 19, 
2019/1/1, 35, 16, 
2019/1/2, 20, 26, 
2019/1/3, 13, 16, 
2019/1/4, 16, 11, 
2019/1/5, 8, 13, 
2019/1/6, 9, 20, 
2019/1/7, 11, 12, 
2019/1/8, 10, 16, 
2019/1/9, 8, 24, 
2019/1/10, 12, 18, 
2019/1/11, 19, 12, 
2019/1/12, 12, 7, 
2019/1/13, 8, 13, 
2019/1/14, 10, 16, 
2019/1/15, 15, 16, 
2019/1/16, 17, 20, 
2019/1/17, 12, 30, 
2019/1/18, 11, 23, 
2019/1/19, 21, 19, 
2019/1/20, 30, 26, 
2019/1/21, 44, 21, 
2019/1/22, 32, 18, 
2019/1/23, 38, 19, 
2019/1/24, 50, 23, 
2019/1/25, 46, 17, 
2019/1/26, 24, 8, 
2019/1/27, 6, 18, 
2019/1/28, 8, 25, 
2019/1/29, 14, 16, 
2019/1/30, 17, 22, 
2019/1/31, 16, 18, 
2019/2/1, 21, 18, 
2019/2/2, 39, 16, 
2019/2/3, 50, 21, 
2019/2/4, 16, 24, 
2019/2/5, 16, 23, 
2019/2/6, 24, 19, 
2019/2/7, 20, 14, 
2019/2/8, 13, 10, 
2019/2/9, 9, 7, 
2019/2/10, 11, 14, 
2019/2/11, 12, 20, 
2019/2/12, 15, 24, 
2019/2/13, 29, 33, 
2019/2/14, 25, 30, 
2019/2/15, 22, 28, 
2019/2/16, 15, 25, 
2019/2/17, 34, 29, 
2019/2/18, 27, 23, 
2019/2/19, 27, 27, 
2019/2/20, 21, 24, 
2019/2/21, 32, 12, 
2019/2/22, 35, 13, 
2019/2/23, 15, 25, 
2019/2/24, 19, 38, 
2019/2/25, 28, 39, 
2019/2/26, 39, 38, 
2019/2/27, 39, 30, 
2019/2/28, 47, 23, 
2019/3/1, 53, 18, 
2019/3/2, 18, 6, 
2019/3/3, 17, 13, 
2019/3/4, 7, 22, 
2019/3/5, 10, 14, 
2019/3/6, 13, 15, 
2019/3/7, 9, 19, 
2019/3/8, 11, 11, 
2019/3/9, 13, 10, 
2019/3/10, 9, 19, 
2019/3/11, 8, 14, 
2019/3/12, 10, 14, 
2019/3/13, 9, 15, 
2019/3/14, 12, 15, 
2019/3/15, 11, 13, 
2019/3/16, 10, 10, 
2019/3/17, 8, 19, 
2019/3/18, 10, 28, 
2019/3/19, 15, 32, 
2019/3/20, 20, 28, 
2019/3/21, 34, 22, 
2019/3/22, 47, 18, 
2019/3/23, 46, 16, 
2019/3/24, 27, 19, 
2019/3/25, 11, 20, 
2019/3/26, 14, 21, 
2019/3/27, 16, 24, 
2019/3/28, 20, 31, 
2019/3/29, 26, 22, 
2019/3/30, 26, 13, 
2019/3/31, 32, 12, 
2018/10/1, 18, 18, 
2018/10/2, 12, 10, 
2018/10/3, 13, 23, 
2018/10/4, 18, 22, 
2018/10/5, 16, 27, 
2018/10/6, 17, 15, 
2018/10/7, 24, 29, 
2018/10/8, 12, 29, 
2018/10/9, 23, 19, 
2018/10/10, 37, 26, 
2018/10/11, 32, 31, 
2018/10/12, 24, 23, 
2018/10/13, 17, 17, 
2018/10/14, 25, 38, 
2018/10/15, 26, 38, 
2018/10/16, 33, 33, 
2018/10/17, 36, 21, 
2018/10/18, 41, 21, 
2018/10/19, 16, 26, 
2018/10/20, 20, 23, 
2018/10/21, 28, 27, 
2018/10/22, 25, 16, 
2018/10/23, 16, 17, 
2018/10/24, 11, 19, 
2018/10/25, 10, 19, 
2018/10/26, 16, 17, 
2018/10/27, 14, 7, 
2018/10/28, 9, 8, 
2018/10/29, 8, 10, 
2018/10/30, 10, 8, 
2018/10/31, 7, 19, 
2018/11/1, 14, 26, 
2018/11/2, 19, 22, 
2018/11/3, 20, 11, 
2018/11/4, 28, 12, 
2018/11/5, 28, 17, 
2018/11/6, 34, 25, 
2018/11/7, 26, 30, 
2018/11/8, 16, 19, 
2018/11/9, 31, 11, 
2018/11/10, 25, 7, 
2018/11/11, 12, 18, 
2018/11/12, 7, 23, 
2018/11/13, 19, 26, 
2018/11/14, 16, 18, 
2018/11/15, 18, 17, 
2018/11/16, 20, 11, 
2018/11/17, 24, 14, 
2018/11/18, 28, 7, 
2018/11/19, 16, 8, 
2018/11/20, 13, 12, 
2018/11/21, 29, 12, 
2018/11/22, 39, 16, 
2018/11/23, 45, 14, 
2018/11/24, 29, 10, 
2018/11/25, 25, 11, 
2018/11/26, 31, 15, 
2018/11/27, 20, 16, 
2018/11/28, 24, 15, 
2018/11/29, 22, 19, 
2018/11/30, 14, 16, 
2018/12/1, 19, 9, 
2018/12/2, 8, 21, 
2018/12/3, 10, 23, 
2018/12/4, 15, 23, 
2018/12/5, 19, 19, 
2018/12/6, 17, 16, 
2018/12/7, 10, 11, 
2018/12/8, 7, 8, 
2018/12/9, 9, 16, 
2018/12/10, 10, 18, 
2018/12/11, 12, 14, 
2018/12/12, 12, 10, 
2018/12/13, 11, 11, 
2018/12/14, 13, 11, 
2018/12/15, 20, 11, 
2018/12/16, 20, 21, 
2018/12/17, 19, 20, 
2018/12/18, 17, 17, 
2018/12/19, 11, 17, 
2018/12/20, 18, 16, 
2018/12/21, 8, 17, 
2018/12/22, 8, 14, 
2018/12/23, 11, 13, 
2018/12/24, 9, 10, 
2018/12/25, 8, 13, 
2018/12/26, 17, 24, 
2018/12/27, 15, 24, 
2018/12/28, 19, 20, 
2018/12/29, 28, 9, 
2018/12/30, 13, , 
2018/7/1, 8, 13, 
2018/7/2, 7, 32, 
2018/7/3, 18, 31, 
2018/7/4, 606, 21, 
2018/7/5, 448, 18, 
2018/7/6, 17, 11, 
2018/7/7, 16, 8, 
2018/7/8, 13, 15, 
2018/7/9, 14, 16, 
2018/7/10, 13, 20, 
2018/7/11, 16, 19, 
2018/7/12, 20, 18, 
2018/7/13, 26, 12, 
2018/7/14, 17, 9, 
2018/7/15, 9, 20, 
2018/7/16, 12, 31, 
2018/7/17, 20, 17, 
2018/7/18, 25, 17, 
2018/7/19, 14, 15, 
2018/7/20, 19, 12, 
2018/7/21, 21, 12, 
2018/7/22, 31, 23, 
2018/7/23, 18, 27, 
2018/7/24, 18, 21, 
2018/7/25, 21, 12, 
2018/7/26, 20, 12, 
2018/7/27, 21, 15, 
2018/7/28, 22, 13, 
2018/7/29, 17, 27, 
2018/7/30, 16, 30, 
2018/7/31, 21, 20, 
2018/8/1, 18, 16, 
2018/8/2, 16, 28, 
2018/8/3, 20, 16, 
2018/8/4, 18, 8, 
2018/8/5, 9, 19, 
2018/8/6, 10, 30, 
2018/8/7, 15, 27, 
2018/8/8, 28, 17, 
2018/8/9, 29, 22, 
2018/8/10, 14, , 
2018/8/13, 13, 18, 
2018/8/14, 19, 26, 
2018/8/15, 13, 27, 
2018/8/16, 17, 21, 
2018/8/17, 22, 23, 
2018/8/18, 16, 17, 
2018/8/19, 18, 18, 
2018/8/20, 18, 13, 
2018/8/21, 11, 25, 
2018/8/22, 12, 31, 
2018/8/23, 36, 19, 
2018/8/24, 22, 14, 
2018/8/25, 9, 12, 
2018/8/26, 8, 15, 
2018/8/27, 11, 18, 
2018/8/28, 15, 27, 
2018/8/29, 20, 21, 
2018/8/30, 28, 24, 
2018/8/31, 13, 17, 
2018/9/1, 13, 11, 
2018/9/2, 12, 16, 
2018/9/3, 14, 15, 
2018/9/4, 23, 13, 
2018/9/5, 18, 22, 
2018/9/6, 21, 24, 
2018/9/7, 31, 20, 
2018/9/8, 10, 22, 
2018/9/9, 13, 28, 
2018/9/10, 17, 21, 
2018/9/11, 19, 21, 
2018/9/12, 19, 16, 
2018/9/13, 13, 23, 
2018/9/14, 14, 21, 
2018/9/15, 20, 18, 
2018/9/16, 16, 39, 
2018/9/17, 15, 36, 
2018/9/18, 26, 30, 
2018/9/19, 30, 29, 
2018/9/20, 24, 19, 
2018/9/21, 23, 14, 
2018/9/22, 13, 10, 
2018/9/23, 10, 20, 
2018/9/24, 8, 26, 
2018/9/25, 11, 26, 
2018/9/26, 13, 33, 
2018/9/27, 18, 24, 
2018/9/28, 26, 24, 
2018/9/29, 16, 19, 
2018/9/30, 16, 21, 
2018/4/1, 21, 14, 
2018/4/2, 38, 19, 
2018/4/3, 24, 28, 
2018/4/4, 11, 18, 
2018/4/5, 12, 22, 
2018/4/6, 16, 13, 
2018/4/7, 15, 14, 
2018/4/8, 22, 19, 
2018/4/9, 31, 14, 
2018/4/10, 30, 9, 
2018/4/11, 28, 15, 
2018/4/12, 30, 24, 
2018/4/13, 36, 18, 
2018/4/14, 46, 15, 
2018/4/15, 36, 24, 
2018/4/16, 27, 31, 
2018/4/17, 18, 37, 
2018/4/18, 29, 25, 
2018/4/19, 38, 37, 
2018/4/20, 26, 22, 
2018/4/21, 38, 12, 
2018/4/22, 18, 22, 
2018/4/23, 20, 23, 
2018/4/24, 17, 19, 
2018/4/25, 24, 27, 
2018/4/26, 10, 24, 
2018/4/27, 13, 24, 
2018/4/28, 14, 16, 
2018/4/29, 22, 16, 
2018/4/30, 17, 11, 
2018/5/1, 7, 20, 
2018/5/2, 14, 26, 
2018/5/3, 16, 19, 
2018/5/4, 14, 10, 
2018/5/5, 12, 9, 
2018/5/6, 12, 17, 
2018/5/7, 14, 16, 
2018/5/8, 18, 16, 
2018/5/9, 23, 14, 
2018/5/10, 31, 16, 
2018/5/11, 17, 10, 
2018/5/12, 17, 8, 
2018/5/13, 20, 13, 
2018/5/14, 17, 15, 
2018/5/15, 19, 24, 
2018/5/16, 25, 15, 
2018/5/17, 27, 19, 
2018/5/18, 25, 16, 
2018/5/19, 29, 11, 
2018/5/20, 25, 6, 
2018/5/21, 10, 16, 
2018/5/22, 15, 11, 
2018/5/23, 19, 14, 
2018/5/24, 16, 16, 
2018/5/25, 20, 10, 
2018/5/26, 18, 7, 
2018/5/27, 19, 17, 
2018/5/28, 23, 15, 
2018/5/29, 29, 21, 
2018/5/30, 24, 21, 
2018/5/31, 19, 29, 
2018/6/1, 35, 19, 
2018/6/2, 34, 17, 
2018/6/3, 29, 24, 
2018/6/4, 21, 22, 
2018/6/5, 20, 14, 
2018/6/6, 17, 19, 
2018/6/7, 16, 28, 
2018/6/8, 26, 28, 
2018/6/9, 29, 17, 
2018/6/10, 35, 16, 
2018/6/11, 20, 19, 
2018/6/12, 11, 19, 
2018/6/13, 11, 21, 
2018/6/14, 15, 19, 
2018/6/15, 27, 23, 
2018/6/16, 15, 12, 
2018/6/17, 21, 19, 
2018/6/18, 14, 21, 
2018/6/19, 21, 22, 
2018/6/20, 24, 17, 
2018/6/21, 15, 14, 
2018/6/22, 10, 10, 
2018/6/23, 14, 11, 
2018/6/24, 13, 16, 
2018/6/25, 15, 20, 
2018/6/26, 19, 13, 
2018/6/27, 22, 14, 
2018/6/28, 12, 19, 
2018/6/29, 14, 5, 
2018/6/30, 13, 5, 
2018/1/1, 37, 19, 
2018/1/2, 12, 12, 
2018/1/3, 8, 20, 
2018/1/4, 12, 22, 
2018/1/5, 13, 20, 
2018/1/6, 15, 5, 
2018/1/7, 12, 11, 
2018/1/8, 8, 14, 
2018/1/9, 16, 23, 
2018/1/10, 22, 26, 
2018/1/11, 22, 13, 
2018/1/12, 33, 8, 
2018/1/13, 35, 9, 
2018/1/14, 23, 14, 
2018/1/15, 19, 27, 
2018/1/16, 10, 23, 
2018/1/17, 10, 14, 
2018/1/18, 11, 31, 
2018/1/19, 14, 21, 
2018/1/20, 16, 20, 
2018/1/21, 18, 22, 
2018/1/22, 15, 22, 
2018/1/23, 19, 12, 
2018/1/24, 11, 28, 
2018/1/25, 7, 31, 
2018/1/26, 17, 19, 
2018/1/27, 35, 7, 
2018/1/28, 17, 14, 
2018/1/29, 10, 25, 
2018/1/30, 13, 18, 
2018/1/31, 17, 22, 
2018/2/1, 9, 21, 
2018/2/2, 13, 19, 
2018/2/3, 12, 12, 
2018/2/4, 12, 12, 
2018/2/5, 15, 19, 
2018/2/6, 14, 21, 
2018/2/7, 21, 33, 
2018/2/8, 34, 27, 
2018/2/9, 54, 25, 
2018/2/10, 50, 11, 
2018/2/11, 24, 23, 
2018/2/12, 9, 27, 
2018/2/13, 19, 28, 
2018/2/14, 17, 21, 
2018/2/15, 20, 33, 
2018/2/16, 26, 24, 
2018/2/17, 26, 23, 
2018/2/18, 23, 28, 
2018/2/19, 25, 23, 
2018/2/20, 36, 20, 
2018/2/21, 42, 14, 
2018/2/22, 21, 11, 
2018/2/23, 20, 8, 
2018/2/24, 14, 8, 
2018/2/25, 8, 13, 
2018/2/26, 8, 22, 
2018/2/27, 10, 10, 
2018/2/28, 19, 9, 
2018/3/1, 22, 11, 
2018/3/2, 29, 13, 
2018/3/3, 40, 14, 
2018/3/4, 46, 33, 
2018/3/5, 40, 24, 
2018/3/6, 38, 37, 
2018/3/7, 60, 21, 
2018/3/8, 46, 25, 
2018/3/9, 15, 17, 
2018/3/10, 24, 15, 
2018/3/11, 15, 34, 
2018/3/12, 20, 21, 
2018/3/13, 15, 24, 
2018/3/14, 10, 9, 
2018/3/15, 17, 9, 
2018/3/16, 25, 4, 
2018/3/17, 10, 4, 
2018/3/18, 10, 19, 
2018/3/19, 14, 19, 
2018/3/20, 18, 32, 
2018/3/21, 16, 25, 
2018/3/22, 28, 30, 
2018/3/23, 15, 17, 
2018/3/24, 23, 19, 
2018/3/25, 20, 26, 
2018/3/26, 26, 21, 
2018/3/27, 22, 14, 
2018/3/28, 23, 27, 
2018/3/29, 18, 12, 
2018/3/30, 19, 14, 
2018/3/31, 18, 13, 
2017/12/26, 7, 16, 
2017/12/27, 5, 18, 
2017/12/28, 10, 14, 
2017/12/29, 15, 11, 
2017/12/30, 9, , 
2017/7/1, 17, 9, 
2017/7/2, 17, 22, 
2017/7/3, 11, 18, 
2017/7/4, 22, 14, 
2017/7/5, 14, 19, 
2017/7/6, 18, 28, 
2017/7/7, 21, 13, 
2017/7/8, 29, 6, 
2017/7/9, 13, 18, 
2017/7/10, 15, 20, 
2017/7/11, 23, 16, 
2017/7/12, 16, 9, 
2017/7/13, 13, , 
2017/4/1, 37, 19, 
2017/4/2, 43, 22, 
2017/4/3, 20, 21, 
2017/4/4, 17, 30, 
2017/4/5, 25, 20, 
2017/4/6, 19, 19, 
2017/4/7, 18, 19, 
2017/4/8, 19, 24, 
2017/4/9, 30, 23, 
2017/4/10, 31, 22, 
2017/4/11, 13, 23, 
2017/4/12, 23, 22, 
2017/4/13, 21, 14, 
2017/4/14, 14, 14, 
2017/4/15, 25, 12, 
2017/4/16, 14, 15, 
2017/4/17, 17, 16, 
2017/4/18, 12, 17, 
2017/4/19, 9, 34, 
2017/4/20, 14, 29, 
2017/4/21, 34, 12, 
2017/4/22, 23, 11, 
2017/4/23, 9, 26, 
2017/4/24, 13, 26, 
2017/4/25, 18, 31, 
2017/4/26, 12, 32, 
2017/4/27, 16, 32, 
2017/4/28, 20, 21, 
2017/4/29, 21, 10, 
2017/4/30, 16, 6, 
2017/5/1, 16, 11, 
2017/5/2, 17, 10, 
2017/5/3, 18, 11, 
2017/5/4, 11, 19, 
2017/5/5, 9, 10, 
2017/5/6, 23, 13, 
2017/5/7, 23, 20, 
2017/5/8, 13, 26, 
2017/5/9, 9, 23, 
2017/5/10, 15, 17, 
2017/5/11, 17, 27, 
2017/5/12, 18, 19, 
2017/5/13, 21, 12, 
2017/5/14, 13, 25, 
2017/5/15, 12, 23, 
2017/5/16, 13, 19, 
2017/5/17, 18, 25, 
2017/5/18, 20, 21, 
2017/5/19, 43, 16, 
2017/5/20, 18, 19, 
2017/5/21, 10, 23, 
2017/5/22, 13, 26, 
2017/5/23, 19, 21, 
2017/5/24, 17, 11, 
2017/5/25, 16, 16, 
2017/5/26, 16, 9, 
2017/5/27, 12, 14, 
2017/5/28, 9, 22, 
2017/5/29, 18, 28, 
2017/5/30, 30, 18, 
2017/5/31, 23, 29, 
2017/6/1, 12, 27, 
2017/6/2, 16, 12, 
2017/6/3, 17, 9, 
2017/6/4, 26, 12, 
2017/6/5, 12, 15, 
2017/6/6, 11, 18, 
2017/6/7, 12, 19, 
2017/6/8, 15, 23, 
2017/6/9, 13, 21, 
2017/6/10, 18, 15, 
2017/6/11, 15, 20, 
2017/6/12, 20, 22, 
2017/6/13, 17, 25, 
2017/6/14, 16, 24, 
2017/6/16, 28, 13, 
2017/6/17, 13, 11, 
2017/6/18, 18, 26, 
2017/6/19, 15, 27, 
2017/6/20, 21, 12, 
2017/6/21, 14, 23, 
2017/6/22, 16, 19, 
2017/6/23, 31, 10, 
2017/6/24, 19, 8, 
2017/6/25, 14, 18, 
2017/6/26, 11, 13, 
2017/6/27, 13, 13, 
2017/6/28, 20, 21, 
2017/6/29, 20, 19, 
2017/6/30, 23, 14, 
2017/1/2, 32, 19, 
2017/1/3, 12, 16, 
2017/1/4, 13, 18, 
2017/1/5, 10, 28, 
2017/1/6, 16, 19, 
2017/1/7, 18, 20, 
2017/1/8, 22, 25, 
2017/1/9, 21, 23, 
2017/1/10, 18, 18, 
2017/1/11, 18, 21, 
2017/1/12, 14, 22, 
2017/1/13, 14, 16, 
2017/1/14, 10, 16, 
2017/1/15, 9, 30, 
2017/1/16, 22, 29, 
2017/1/17, 31, 27, 
2017/1/18, 35, 29, 
2017/1/19, 26, 33, 
2017/1/20, 31, 22, 
2017/1/21, 28, 19, 
2017/1/22, 33, 30, 
2017/1/23, 46, 32, 
2017/1/24, 57, 24, 
2017/1/25, 44, 22, 
2017/1/26, 42, 28, 
2017/1/27, 33, 26, 
2017/1/28, 31, 19, 
2017/1/29, 34, 27, 
2017/1/30, 30, 24, 
2017/1/31, 22, 18, 
2017/2/1, 24, 20, 
2017/2/2, 18, 28, 
2017/2/3, 24, 22, 
2017/2/4, 18, 15, 
2017/2/5, 23, 12, 
2017/2/6, 39, 12, 
2017/2/7, 25, 13, 
2017/2/8, 32, 14, 
2017/2/9, 36, 15, 
2017/2/10, 48, 14, 
2017/2/11, 59, 12, 
2017/2/12, 55, 19, 
2017/2/13, 57, 24, 
2017/2/14, 59, 40, 
2017/2/15, 60, 37, 
2017/2/16, 49, 26, 
2017/2/17, 33, 25, 
2017/2/18, 19, 17, 
2017/2/19, 25, 22, 
2017/2/20, 26, 22, 
2017/2/21, 13, 18, 
2017/2/22, 15, 22, 
2017/2/23, 10, 22, 
2017/2/24, 8, 19, 
2017/2/25, 15, 12, 
2017/2/26, 12, 16, 
2017/2/27, 9, 19, 
2017/2/28, 6, 26, 
2017/3/1, 11, 23, 
2017/3/2, 10, 25, 
2017/3/3, 13, 19, 
2017/3/4, 11, 10, 
2017/3/5, 10, 22, 
2017/3/6, 11, 24, 
2017/3/7, 23, 22, 
2017/3/8, 22, 24, 
2017/3/9, 14, 34, 
2017/3/10, 15, 17, 
2017/3/11, 20, 9, 
2017/3/12, 17, 28, 
2017/3/13, 22, 28, 
2017/3/14, 27, 23, 
2017/3/15, 32, 36, 
2017/3/16, 26, 26, 
2017/3/17, 39, 12, 
2017/3/18, 18, 12, 
2017/3/19, 10, 20, 
2017/3/20, 13, 28, 
2017/3/21, 11, 22, 
2017/3/22, 13, 13, 
2017/3/23, 21, 17, 
2017/3/24, 21, 30, 
2017/3/25, 15, 12, 
2017/3/26, 20, 32, 
2017/3/27, 20, 39, 
2017/3/28, 26, 30, 
2017/3/29, 35, 30, 
2017/3/30, 28, 29, 
2017/3/31, 20, 24, 
2020/1/1, , 17, 
2019/7/28, , 18, 
2019/9/23, , 19, 
2019/4/22, , 7, 
2019/4/23, , 10, 
