date, pm25, pm10, o3, no2
2020/1/2, 24, 5, , 4
2020/1/3, 18, 4, , 4
2020/1/4, 13, 6, , 7
2020/1/5, 26, 4, , 4
2020/1/6, 14, 3, , 7
2020/1/7, 10, 4, , 4
2020/1/8, 16, 6, , 6
2020/1/9, 17, 10, , 13
2020/1/10, 36, 6, , 6
2020/1/11, 22, 3, , 4
2020/1/12, 10, 4, , 5
2020/1/13, 14, 5, , 8
2020/1/14, 16, 5, , 6
2020/1/15, 19, , , 
2019/10/1, 11, 6, , 7
2019/10/2, 16, 6, , 5
2019/10/3, 17, 5, , 9
2019/10/4, 15, 6, , 5
2019/10/5, 15, 6, , 7
2019/10/6, 11, 5, , 10
2019/10/7, 11, 12, , 12
2019/10/8, 18, 14, , 13
2019/10/9, 36, 15, , 10
2019/10/10, 41, 7, , 11
2019/10/11, 24, 6, , 6
2019/10/12, 19, 5, , 6
2019/10/13, 17, 12, , 10
2019/10/14, 29, 13, , 13
2019/10/15, 32, 4, , 8
2019/10/16, 11, 4, , 6
2019/10/17, 12, 5, , 8
2019/10/18, 23, 6, , 8
2019/10/19, 22, 4, , 3
2019/10/20, 10, 6, , 7
2019/10/21, 14, 6, , 6
2019/10/22, 17, 10, , 8
2019/10/23, 20, 10, , 8
2019/10/24, 32, 11, , 7
2019/10/25, 41, 9, , 4
2019/10/26, 13, 7, , 5
2019/10/27, 12, 9, , 13
2019/10/28, 32, 23, , 10
2019/10/29, 28, 22, , 12
2019/10/30, 24, 7, , 8
2019/10/31, 15, 13, , 16
2019/11/1, 25, 6, , 8
2019/11/2, 23, 12, , 7
2019/11/3, 43, 23, , 11
2019/11/4, 27, 18, , 11
2019/11/5, 22, 17, , 12
2019/11/6, 22, 25, , 12
2019/11/7, 34, 7, , 10
2019/11/8, 31, 10, , 7
2019/11/9, 42, 3, , 5
2019/11/10, 11, 4, , 6
2019/11/11, 18, 4, , 9
2019/11/12, 16, 5, , 10
2019/11/13, 18, 6, , 9
2019/11/14, 24, 8, , 8
2019/11/15, 28, 13, , 6
2019/11/16, 31, 6, , 7
2019/11/17, 24, 6, , 7
2019/11/18, 22, 9, , 7
2019/11/19, 39, 14, , 10
2019/11/20, 55, 11, , 9
2019/11/21, 34, 9, , 9
2019/11/22, 30, 25, , 7
2019/11/23, 51, 23, , 8
2019/11/24, 49, 29, , 10
2019/11/25, 62, 14, , 14
2019/11/26, 53, 5, , 12
2019/11/27, 18, 4, , 9
2019/11/28, 17, 4, , 7
2019/11/29, 14, 6, , 10
2019/11/30, 16, 4, , 4
