date, pm25, pm10
2019/1/15, 78, 21
2019/1/16, 105, 31
2019/1/17, 118, 24
2019/1/18, 85, 16
2019/1/19, 74, 21
2019/1/20, 88, 22
2019/1/21, 93, 31
2019/1/22, 120, 24
2019/1/23, 96, 23
2019/1/24, 72, 26
2019/1/25, 100, 21
2019/1/26, 85, 13
2019/1/27, 93, 22
2019/1/28, 113, 17
2019/1/29, 99, 24
2019/1/30, 87, 22
2019/1/31, 96, 34
2019/2/1, 123, 
2019/2/3, 141, 23
2019/2/4, 78, 46
2019/2/5, 158, 37
2019/2/6, 126, 45
2019/2/7, 139, 46
2019/2/8, 154, 51
2019/2/9, 160, 
2019/2/12, 45, 26
2019/2/13, 89, 28
2019/2/14, 94, 34
2019/2/16, 89, 44
2019/2/17, 57, 31
2019/2/18, 47, 54
2019/2/19, 65, 45
2019/2/20, 60, 56
2019/2/21, 66, 41
2019/2/22, 136, 49
2019/2/23, 156, 48
2019/2/24, 142, 52
2019/2/25, 161, 45
2019/2/26, 172, 31
2019/2/27, 135, 
2018/7/1, 36, 13
2018/7/2, 38, 20
2018/7/3, 45, 12
2018/7/4, 34, 17
2018/7/5, 47, 13
2018/7/6, 41, 14
2018/7/7, 37, 15
2018/7/8, 29, 9
2018/7/9, 32, 10
2018/7/10, 42, 10
2018/7/11, 31, 9
2018/7/12, 30, 
2018/7/17, 98, 5
2018/7/18, 30, 9
2018/7/19, 30, 
2018/7/22, 16, 14
2018/7/23, 52, 14
2018/7/24, 40, 22
2018/7/25, 61, 16
2018/7/26, 45, 17
2018/7/27, 52, 17
2018/7/28, 40, 14
2018/7/29, 33, 23
2018/7/30, 54, 19
2018/7/31, 48, 21
2018/8/1, 48, 15
2018/8/2, 47, 16
2018/8/3, 51, 
2018/8/5, 44, 12
2018/8/6, 38, 8
2018/8/7, 23, 10
2018/8/8, 30, 9
2018/8/9, 37, 6
2018/8/10, 23, 9
2018/8/11, 49, 
2018/8/24, 22, 8
2018/8/25, 26, 
2018/8/27, 55, 17
2018/8/28, 46, 19
2018/8/29, 52, 
2018/4/4, 88, 31
2018/4/5, 41, 53
2018/4/6, 60, 53
2018/4/7, 68, 55
2018/4/8, 42, 35
2018/4/9, 42, 40
2018/4/10, 40, 46
2018/4/11, 55, 24
2018/4/12, 50, 33
2018/4/13, 48, 27
2018/4/14, 56, 42
2018/4/15, 70, 32
2018/4/16, 71, 31
2018/4/17, 64, 28
2018/4/18, 51, 30
2018/4/19, 58, 37
2018/4/20, 66, 38
2018/4/21, 74, 37
2018/4/22, 68, 37
2018/4/23, 69, 36
2018/4/24, 80, 44
2018/4/25, 88, 38
2018/4/26, 74, 26
2018/4/27, 50, 27
2018/4/28, 55, 41
2018/4/29, 77, 42
2018/4/30, 80, 35
2018/5/1, 77, 33
2018/5/2, 67, 44
2018/5/3, 81, 39
2018/5/4, 76, 38
2018/5/5, 58, 31
2018/5/6, 53, 36
2018/5/7, 76, 41
2018/5/8, 88, 32
2018/5/9, 64, 29
2018/5/10, 62, 35
2018/5/11, 67, 32
2018/5/12, 67, 36
2018/5/13, 72, 30
2018/5/14, 73, 34
2018/5/15, 99, 27
2018/5/16, 64, 39
2018/5/17, 72, 42
2018/5/18, 70, 39
2018/5/19, 86, 30
2018/5/20, 67, 24
2018/5/21, 55, 20
2018/5/22, 51, 36
2018/5/23, 75, 28
2018/5/24, 40, 34
2018/5/25, 115, 35
2018/5/26, 76, 35
2018/5/27, 76, 39
2018/5/28, 93, 39
2018/5/29, 83, 34
2018/5/30, 61, 31
2018/5/31, 58, 24
2018/6/1, 46, 21
2018/6/2, 55, 21
2018/6/3, 41, 35
2018/6/4, 78, 32
2018/6/5, 62, 19
2018/6/6, 44, 18
2018/6/7, 41, 16
2018/6/8, 38, 7
2018/6/9, 44, 7
2018/6/10, 34, 6
2018/6/11, 23, 7
2018/6/12, 22, 5
2018/6/13, 16, 9
2018/6/14, 38, 9
2018/6/15, 26, 9
2018/6/16, 30, 9
2018/6/17, 30, 10
2018/6/18, 38, 15
2018/6/19, 41, 17
2018/6/20, 48, 13
2018/6/21, 37, 25
2018/6/22, 79, 19
2018/6/23, 47, 22
2018/6/24, 48, 22
2018/6/25, 60, 18
2018/6/26, 53, 18
2018/6/27, 44, 15
2018/6/28, 38, 21
2018/6/29, 58, 11
2018/6/30, 41, 12
2018/1/1, 27, 32
2018/1/2, 19, 28
2018/1/3, 35, 25
2018/1/4, 34, 47
2018/1/5, 59, 30
2018/1/6, 41, 52
2018/1/7, 64, 35
2018/1/8, 42, 41
2018/1/9, 58, 35
2018/1/10, 56, 21
2018/1/11, 33, 14
2018/1/12, 23, 16
2018/1/13, 29, 29
2018/1/14, 37, 38
2018/1/15, 109, 45
2018/1/16, 63, 17
2018/1/17, 31, 21
2018/1/18, 36, 30
2018/1/19, 42, 63
2018/1/20, 81, 48
2018/1/21, 60, 55
2018/1/22, 70, 50
2018/1/23, 60, 42
2018/1/24, 55, 42
2018/1/25, 48, 38
2018/1/26, 52, 21
2018/1/27, 31, 26
2018/1/28, 29, 42
2018/1/29, 58, 23
2018/1/30, 30, 50
2018/1/31, 71, 62
2018/2/1, 87, 38
2018/2/2, 49, 44
2018/2/3, 54, 47
2018/2/4, 45, 46
2018/2/5, 61, 34
2018/2/6, 38, 32
2018/2/7, 57, 27
2018/2/8, 33, 52
2018/2/9, 67, 51
2018/2/10, 65, 50
2018/2/11, 63, 32
