date, pm25, pm10, o3, no2, so2
2020/1/2, 37, 10, 23, 18, 1
2020/1/3, 28, 10, 14, 19, 1
2020/1/4, 28, 6, 16, 16, 1
2020/1/5, 19, 6, 20, 21, 1
2020/1/6, 17, 12, 14, 21, 1
2020/1/7, 34, 16, 20, 25, 1
2020/1/8, 40, 20, 14, 23, 1
2020/1/9, 49, 17, 12, 23, 1
2020/1/10, 41, 9, 17, 22, 1
2020/1/11, 24, 10, 15, 17, 1
2020/1/12, 31, 10, 17, 21, 1
2020/1/13, 29, 11, 17, 25, 1
2020/1/14, 29, 9, 15, 26, 1
2020/1/15, 30, 12, 12, 17, 1
2020/1/16, 32, , , , 
2019/10/1, 24, 11, 16, 9, 1
2019/10/2, 21, 13, 15, 11, 1
2019/10/3, 30, 8, 14, 8, 1
2019/10/4, 19, 9, 15, 3, 
2019/10/5, 17, 10, 18, 8, 1
2019/10/6, 21, 11, 17, 9, 1
2019/10/7, 26, 14, 14, 10, 1
2019/10/8, 34, 11, 15, 9, 1
2019/10/9, 25, 10, 15, 11, 1
2019/10/10, 30, 13, 13, 10, 
2019/10/11, 29, 10, 10, 14, 
2019/10/12, 26, 13, 5, 19, 
2019/10/13, 46, 11, 7, 20, 2
2019/10/14, 38, 13, 14, 14, 2
2019/10/15, 38, 9, 19, 15, 2
2019/10/16, 22, 12, 17, 14, 2
2019/10/17, 25, 11, 12, 22, 3
2019/10/18, 24, 9, 18, 8, 2
2019/10/19, 19, 6, 21, 6, 2
2019/10/20, 13, 11, 11, 20, 3
2019/10/21, 26, 16, 12, 14, 2
2019/10/22, 38, 10, 18, 11, 2
2019/10/23, 23, 12, 14, 11, 2
2019/10/24, 22, 16, 10, 26, 3
2019/10/25, 34, 16, 17, 13, 2
2019/10/26, 44, 9, 17, 10, 2
2019/10/27, 22, 14, 13, 22, 3
2019/10/28, 35, 12, 16, 15, 2
2019/10/29, 26, 11, 18, 14, 2
2019/10/30, 27, 17, 17, 14, 1
2019/10/31, 47, 15, 5, 18, 2
2019/11/1, 45, 8, 18, 15, 2
2019/11/2, 23, 15, 10, 17, 2
2019/11/3, 50, 11, 10, 14, 1
2019/11/4, 35, 10, 15, 17, 1
2019/11/5, 18, 13, 8, 22, 2
2019/11/6, 34, 14, 11, 15, 1
2019/11/7, 38, 21, 17, 23, 2
2019/11/8, 28, 23, 16, 17, 1
2019/11/9, 48, 8, 13, 18, 1
2019/11/10, 23, 13, 20, 9, 
2019/11/11, 22, 23, 23, 10, 
2019/11/12, 28, 18, 14, 16, 
2019/11/13, 25, 16, 12, 16, 
2019/11/14, 21, 23, 20, 15, 2
2019/11/15, 37, 21, 11, 18, 1
2019/11/16, 50, 21, 15, 14, 1
2019/11/17, 65, 21, 10, 31, 2
2019/11/18, 49, 28, 11, 22, 1
2019/11/19, 65, 15, 14, 15, 
2019/11/20, 46, 19, 13, 16, 
2019/11/21, 49, 21, 15, 17, 
2019/11/22, 56, 15, 14, 16, 
2019/11/23, 44, 17, 2, 19, 
2019/11/24, 55, 17, 7, 15, 
2019/11/25, 54, 15, 12, 15, 1
2019/11/26, 40, 25, 15, 21, 
2019/11/27, 49, 23, 11, 20, 
2019/11/28, 49, 26, 8, 27, 
2019/11/29, 48, 23, 10, 22, 
2019/11/30, 46, 15, 10, 22, 
2019/12/1, 50, 15, 7, 22, 
2019/12/2, 50, 15, 9, 20, 
2019/12/3, 46, 12, 18, 21, 
2019/12/4, 35, 12, 12, 18, 
2019/12/5, 30, 6, 15, 16, 
2019/12/6, 16, 8, 12, 17, 
2019/12/7, 24, 8, 21, 16, 
2019/12/8, 22, 13, 23, 15, 
2019/12/9, 33, 14, 17, 15, 
2019/12/10, 33, 8, 16, 21, 1
2019/12/11, 22, 14, 11, 27, 2
2019/12/12, 35, 11, 16, 18, 2
2019/12/13, 29, 7, 18, 19, 2
2019/12/14, 22, 14, 12, 26, 3
2019/12/15, 47, 19, 7, 26, 3
