date, pm25, o3, no2, co
2020/1/2, 26, 24, , 
2020/1/3, 39, 21, , 
2020/1/4, 44, 28, , 
2020/1/5, 13, 27, , 
2020/1/6, 21, 28, , 
2020/1/7, 20, 27, , 
2020/1/8, 21, 25, , 
2020/1/9, 15, 23, , 
2020/1/10, 33, 26, , 
2020/1/11, 27, 26, , 
2020/1/12, 15, 22, , 
2020/1/13, 36, 21, , 
2020/1/14, 43, 23, , 
2020/1/15, 35, 20, , 
2020/1/16, 44, , , 
2019/10/1, 31, 25, , 
2019/10/2, 17, 13, , 
2019/10/3, 11, 24, , 
2019/10/4, 10, 25, , 
2019/10/5, 14, 25, , 
2019/10/6, 18, 26, , 
2019/10/7, 20, 24, , 
2019/10/8, 20, 20, , 
2019/10/9, 21, 24, , 
2019/10/10, 26, 31, , 
2019/10/11, 19, 19, , 
2019/10/12, 20, 31, , 
2019/10/13, 19, 26, , 
2019/10/14, 23, 25, , 
2019/10/15, 23, 33, , 
2019/10/16, 27, 19, , 
2019/10/17, 14, 21, , 
2019/10/18, 12, 25, , 
2019/10/19, 27, 27, , 
2019/10/20, 32, 29, , 
2019/10/21, 36, 30, , 
2019/10/22, 16, 28, , 
2019/10/23, 18, 28, , 
2019/10/24, 21, 13, , 
2019/10/25, 33, 22, , 
2019/10/26, 47, 28, , 
2019/10/27, 16, 30, , 
2019/10/28, 22, 31, , 
2019/10/29, 28, 26, , 
2019/10/30, 38, 19, , 
2019/10/31, 12, 23, , 
2019/11/1, 12, 25, , 
2019/11/2, 25, 26, , 
2019/11/3, 21, 27, , 
2019/11/4, 25, 28, , 
2019/11/5, 27, 28, , 
2019/11/6, 26, 25, , 
2019/11/7, 19, 23, , 
2019/11/8, 13, 25, , 
2019/11/9, 20, 26, , 
2019/11/10, 41, 21, , 
2019/11/11, 25, 29, , 
2019/11/12, 17, 30, , 
2019/11/13, 13, 27, , 
2019/11/14, 28, 26, , 
2019/11/15, 49, 29, , 
2019/11/16, 17, 31, , 
2019/11/17, 21, 30, , 
2019/11/18, 24, 27, , 
2019/11/19, 42, 23, , 
2019/11/20, 38, 29, , 
2019/11/21, 48, 27, , 
2019/11/22, 19, 29, , 
2019/11/23, 21, 23, , 
2019/11/24, 43, 22, , 
2019/11/25, 59, 30, , 
2019/11/26, 43, 29, , 
2019/11/27, 38, 26, , 
2019/11/28, 9, 24, , 
2019/11/29, 8, 27, , 
2019/11/30, 22, 26, , 
2019/12/1, 31, 28, , 
2019/12/2, 24, 30, , 
2019/12/3, 27, 26, , 
2019/12/4, 43, 25, , 
