date, pm25, pm10
2019/8/30, 76, 31
2019/8/31, 57, 
2019/4/1, 74, 12
2019/4/2, 25, 16
2019/4/3, 29, 26
2019/4/4, 47, 40
2019/4/5, 62, 62
2019/4/6, 102, 30
2019/4/7, 55, 23
2019/4/8, 47, 27
2019/4/9, 45, 32
2019/4/10, 51, 25
2019/4/11, 52, 19
2019/4/12, 44, 44
2019/4/13, 82, 42
2019/4/14, 80, 26
2019/4/15, 54, 24
2019/4/16, 56, 12
2019/4/17, 33, 7
2019/4/18, 18, 15
2019/4/19, 31, 21
2019/4/20, 39, 23
2019/4/21, 41, 29
2019/4/22, 56, 45
2019/4/23, 82, 
2019/6/18, 20, 
2019/6/20, 17, 7
2019/6/21, 12, 15
2019/6/22, 23, 21
2019/6/23, 44, 14
2019/6/24, 40, 19
2019/6/25, 43, 
2019/3/27, 35, 12
2019/3/28, 30, 18
2019/3/29, 40, 40
2019/3/30, 75, 50
2019/3/31, 96, 38
2019/8/29, , 53
2019/6/17, , 8
2019/6/19, , 8
2019/3/26, , 13
