date, pm25, pm10, o3, no2, co
2020/1/2, 54, 17, 22, 9, 2
2020/1/3, 23, 22, 18, 11, 2
2020/1/4, 26, 19, 19, 11, 2
2020/1/5, 45, 16, 20, 11, 2
2020/1/6, 42, 28, 18, 11, 2
2020/1/7, 54, 17, 16, 11, 2
2020/1/8, 30, 15, 15, 8, 2
2020/1/9, 19, 14, 24, 14, 3
2020/1/10, 20, 18, 20, 11, 2
2020/1/11, 45, 14, 22, 6, 2
2020/1/12, 31, 19, 19, 8, 2
2020/1/13, 31, 9, 23, 5, 1
2020/1/14, 11, 12, 25, 7, 2
2020/1/15, 15, 18, 16, 8, 2
2020/1/16, 39, , , , 
2019/10/1, 17, 14, 23, 11, 2
2019/10/2, 15, 15, 17, 15, 2
2019/10/3, 22, 14, 15, 12, 3
2019/10/4, 28, 14, 19, 11, 2
2019/10/5, 38, 12, 16, 9, 2
2019/10/6, 35, 14, 14, 11, 2
2019/10/7, 40, 20, 14, 10, 2
2019/10/8, 32, 15, 20, 8, 2
2019/10/9, 22, 14, 18, 9, 1
2019/10/10, 26, 12, 18, 6, 1
2019/10/11, 24, 16, 20, 11, 3
2019/10/12, 27, 21, 24, 8, 2
2019/10/13, 33, 20, 21, 13, 3
2019/10/14, 25, 19, 19, 11, 2
2019/10/17, 18, 11, 25, 7, 2
2019/10/18, 14, 13, 20, 7, 2
2019/10/19, 14, 20, 10, 12, 3
2019/10/20, 38, 23, 16, 8, 2
2019/10/21, 34, 15, 17, 11, 2
2019/10/22, 23, 32, 9, 14, 3
2019/10/23, 61, 25, 21, 11, 2
2019/10/24, 39, 12, 22, 7, 2
2019/10/25, 11, 10, 22, 4, 1
2019/10/26, 8, 17, 23, 9, 2
2019/10/27, 22, 21, 16, 22, 4
2019/10/28, 41, 19, 23, 21, 3
2019/10/29, 36, 25, 13, 17, 3
2019/10/30, 62, 28, 11, 19, 3
2019/10/31, 68, 23, 8, 12, 2
2019/11/1, 50, 10, 25, 5, 2
2019/11/2, 9, 9, 19, 6, 2
2019/11/3, 8, 14, 15, 10, 2
2019/11/4, 16, 16, 11, 14, 2
2019/11/5, 26, 18, 14, 19, 3
2019/11/6, 28, 13, 14, 12, 2
2019/11/7, 31, 19, 15, 15, 4
2019/11/8, 30, 24, 17, 13, 3
2019/11/9, 52, 29, 15, 18, 5
2019/11/10, 66, 14, 17, 10, 2
2019/11/11, 34, 10, 20, 9, 2
2019/11/12, 17, 14, 19, 11, 1
2019/11/13, 22, 16, 11, 14, 4
2019/11/14, 34, 29, 9, 15, 3
2019/11/15, 68, 24, 7, 18, 3
2019/11/16, 58, 29, 8, 17, 4
2019/11/17, 72, 13, 25, 14, 2
2019/11/18, 23, 14, 24, 17, 3
2019/11/19, 24, 36, 4, 24, 5
2019/11/20, 81, 33, 9, 15, 4
2019/11/21, 72, 23, 10, 16, 3
2019/11/22, 54, 21, 6, 15, 3
2019/11/23, 53, 34, 4, 16, 6
2019/11/24, 72, 23, 9, 15, 4
2019/11/25, 47, 15, 15, 13, 2
