date, pm25, o3, no2, so2, co
2020/1/2, 32, 16, 23, 1, 4
2020/1/3, 41, 9, 21, 1, 5
2020/1/4, 45, 23, 7, 1, 2
2020/1/5, 18, 19, 21, 1, 3
2020/1/6, 34, 23, 22, 1, 3
2020/1/7, 31, 23, 16, 1, 2
2020/1/8, 39, 21, 16, 1, 2
2020/1/9, 30, 22, 20, 1, 3
2020/1/10, 40, 31, 8, , 1
2020/1/11, 27, 28, 5, , 1
2020/1/12, 18, 19, 11, , 2
2020/1/13, 33, 10, 14, , 3
2020/1/14, 42, 16, 19, , 4
2020/1/15, 40, , 30, , 6
2020/1/16, 43, , , , 
2019/10/1, 35, 22, 12, 1, 2
2019/10/2, 30, 20, 5, , 1
2019/10/3, 25, 22, 11, , 1
2019/10/4, 26, 20, 11, , 2
2019/10/5, 33, 23, 8, , 1
2019/10/6, 37, 26, 9, , 1
2019/10/7, 23, 17, 16, 1, 2
2019/10/8, 26, 14, 7, , 1
2019/10/9, 35, 18, 6, , 1
2019/10/10, 33, 19, 5, , 1
2019/10/11, 35, 19, 7, 1, 2
2019/10/12, 28, 19, 13, 1, 3
2019/10/13, 42, 24, 14, 1, 3
2019/10/14, 45, 22, 15, 1, 2
2019/10/15, 40, 24, 12, 1, 2
2019/10/16, 43, 29, 7, 1, 1
2019/10/17, 26, 18, 9, , 1
2019/10/18, 24, 22, 15, 1, 3
2019/10/19, 37, 15, 18, 1, 4
2019/10/20, 55, 22, 16, 1, 2
2019/10/21, 38, 17, 13, 1, 2
2019/10/22, 39, 23, 14, , 2
2019/10/23, 32, 28, 17, 1, 2
2019/10/24, 41, 20, 23, 1, 2
2019/10/25, 47, 22, 11, 1, 2
2019/10/26, 40, 23, 8, , 2
2019/10/27, 34, 18, 10, , 1
2019/10/28, 28, 18, 11, 1, 1
2019/10/29, 27, 14, 18, 1, 56
2019/10/30, 39, 27, 8, , 35
2019/10/31, 30, 28, 8, , 1
2019/11/1, 27, 19, 15, 1, 3
2019/11/2, 38, 23, 13, 1, 3
2019/11/3, 48, 22, 19, 1, 3
2019/11/4, 43, 14, 24, 1, 4
2019/11/5, 45, 23, 19, 1, 3
2019/11/6, 42, 19, 23, 1, 3
2019/11/7, 48, 20, 11, , 1
2019/11/8, 21, 19, 15, 1, 2
2019/11/9, 38, 23, 20, 1, 3
2019/11/10, 50, 11, 21, 1, 4
2019/11/11, 61, 19, 15, 1, 2
2019/11/12, 38, 21, 13, 1, 1
2019/11/13, 28, 17, 25, 1, 4
2019/11/14, 46, 23, 22, 1, 3
2019/11/15, 51, 26, 12, , 2
2019/11/16, 29, 20, 12, , 2
2019/11/17, 39, 17, 14, , 2
2019/11/18, 35, 15, 21, 1, 3
2019/11/19, 41, 17, 16, , 2
2019/11/20, 33, 14, 22, 1, 4
2019/11/21, 47, 18, 14, 1, 2
2019/11/22, 47, 24, 15, 1, 3
2019/11/23, 33, 25, 14, 1, 2
2019/11/24, 41, 21, 17, 1, 3
2019/11/25, 56, 22, 23, 1, 5
2019/11/26, 66, 14, 27, 2, 7
2019/11/27, 64, 21, 7, 1, 1
2019/11/28, 28, 21, 9, , 2
2019/11/29, 25, 27, 9, 1, 2
2019/11/30, 28, 23, 20, 1, 3
2019/12/1, 45, 29, 9, , 1
2019/12/2, 28, 25, 18, 1, 2
2019/12/3, 32, 19, 27, 1, 4
2019/12/4, 45, 18, 18, 1, 3
2019/12/5, 46, 13, 21, 1, 3
2019/12/6, 41, 21, 14, 1, 2
2019/12/7, 39, 22, 21, 1, 3
2019/12/8, 46, 27, 18, 1, 2
2019/12/9, 36, 23, 11, 1, 2
2019/12/10, 42, 20, 20, , 3
2019/12/11, 32, 22, 24, , 3
2019/12/12, 47, 10, 28, 1, 4
2019/12/13, 40, 24, 16, 1, 4
2019/12/14, 14, 26, 5, 1, 1
2019/12/15, 19, 24, 18, 1, 3
2019/12/16, 29, 17, 25, 1, 3
2019/12/17, 30, 21, 19, 1, 2
2019/12/18, 27, 22, 13, 1, 2
