date, pm25, pm10, o3, no2, so2
2020/1/3, 5, 8, 5, , 3
2020/1/4, 3, 8, 22, 14, 2
2020/1/5, 2, 25, 30, 15, 1
2020/1/6, 5, 31, 11, 18, 2
2020/1/7, 6, 19, 10, 22, 2
2020/1/8, 5, 14, 11, 21, 2
2020/1/9, 4, 14, 10, 19, 2
2020/1/10, 4, 13, 13, 18, 2
2020/1/11, 4, 10, 12, 14, 2
2020/1/12, 3, 22, 19, 19, 2
2020/1/13, 5, 29, 12, 20, 2
2020/1/14, 6, 25, 12, 22, 2
2020/1/15, 6, 19, 8, 17, 2
2020/1/16, 4, , 3, , 2
2019/10/1, 2, 5, 27, 8, 
2019/10/2, 1, 5, 31, 6, 
2019/10/3, 1, 11, 26, 10, 
2019/10/4, 2, 6, 26, 8, 
2019/10/5, 2, 17, 31, 7, 
2019/10/6, 2, 8, 26, 9, 
2019/10/7, 1, 13, 22, 11, 
2019/10/8, 3, 17, 10, 13, 
2019/10/9, 3, 7, 16, 9, 
2019/10/10, 2, 12, 22, 10, 1
2019/10/11, 2, 13, 24, 9, 
2019/10/12, 3, 14, 27, 7, 
2019/10/13, 3, 15, 14, 13, 1
2019/10/14, 3, 13, 21, 13, 
2019/10/15, 3, 5, 29, 11, 
2019/10/16, 2, 10, 20, 11, 1
2019/10/17, 3, 15, 13, 11, 
2019/10/18, 3, 11, 8, 14, 2
2019/10/19, 3, 8, 20, 10, 
2019/10/20, 2, 7, 24, 13, 
2019/10/21, 2, 14, 14, 10, 
2019/10/22, 3, 19, 11, 10, 
2019/10/23, 3, 16, 9, 14, 
2019/10/24, 3, 12, 13, 10, 
2019/10/25, 2, 13, 16, 9, 
2019/10/26, 2, 13, 19, 7, 
2019/10/27, 2, 24, 19, 12, 1
2019/10/28, 3, 41, 17, 16, 
2019/10/29, 6, 30, 12, 14, 
2019/10/30, 4, 22, 14, 11, 
2019/10/31, 3, 23, 14, 13, 
2019/11/1, 4, 33, 6, 13, 
2019/11/2, 5, 6, 5, 12, 
2019/11/3, 2, 7, 12, 12, 1
2019/11/4, 2, 6, 18, 12, 
2019/11/5, 2, 9, 10, 13, 1
2019/11/6, 3, 10, 8, 13, 1
2019/11/7, 3, 4, 12, 14, 
2019/11/8, 2, 5, 17, 11, 1
2019/11/9, 2, 7, 16, 10, 1
2019/11/10, 2, 7, 13, 15, 1
2019/11/11, 2, 5, 19, 15, 1
2019/11/12, 2, 3, 30, 7, 
2019/11/13, 1, 7, 15, 17, 1
2019/11/14, 2, 7, 20, 16, 1
2019/11/15, 2, 6, 19, 13, 1
2019/11/16, 2, 6, 22, 11, 1
2019/11/17, 2, 7, 17, 17, 1
2019/11/18, 3, 4, 19, 15, 1
2019/11/19, 2, 10, 13, 16, 1
2019/11/20, 3, 12, 10, 15, 1
2019/11/21, 3, 7, 13, 18, 1
2019/11/22, 3, 4, 19, 16, 1
2019/11/23, 2, 5, 23, 11, 1
2019/11/24, 2, 12, 9, 14, 1
2019/11/25, 3, 12, 4, 15, 1
2019/11/26, 4, 10, 5, 17, 1
2019/11/27, 4, 11, 6, 14, 1
2019/11/28, 3, 9, 8, 15, 1
2019/11/29, 3, 6, 12, 15, 1
2019/11/30, 2, 16, 11, 14, 1
2019/12/1, 4, 8, 14, 14, 1
2019/12/2, 3, 12, 7, 17, 1
2019/12/3, 4, 20, 8, 17, 1
2019/12/4, 5, 18, 9, 18, 2
2019/12/5, 5, 19, 8, 18, 2
2019/12/6, 5, 14, 11, 17, 2
2019/12/7, 4, 12, 13, 14, 2
2019/12/8, 4, 25, 12, 19, 2
2019/12/9, 6, 6, 28, 12, 1
2019/12/10, 2, 15, 13, 21, 2
2019/12/11, 4, 19, 12, 18, 1
2019/12/12, 4, 12, 12, 19, 1
2019/12/13, 4, 8, 23, 19, 2
2019/12/14, 3, 15, 8, 16, 2
2019/12/15, 5, 18, 2, 19, 1
2019/12/16, 6, 8, 1, 22, 1
2019/12/17, 5, 8, 2, 20, 1
2019/12/18, 5, 11, 4, 19, 1
2019/12/19, 4, 5, 24, 16, 
2019/12/20, 2, 5, 19, 14, 1
2019/12/21, 2, 5, 20, 12, 1
2019/12/22, 2, 2, 26, 12, 1
2019/12/23, 1, 6, 22, 18, 2
2019/12/24, 3, 4, 30, 10, 1
2019/12/25, 1, 5, 21, 12, 2
2019/12/26, 2, 10, 12, 17, 2
2019/12/27, 3, 21, 13, 16, 2
2019/12/28, 5, , , , 
2019/7/1, 2, 10, 59, 6, 
2019/7/2, 1, 15, 59, 7, 
2019/7/3, 1, 14, 74, 6, 
2019/7/4, 2, 15, 71, 6, 
2019/7/5, 2, 16, 73, 5, 
2019/7/6, 2, 10, 50, 3, 
2019/7/7, 1, 12, 69, 5, 
2019/7/8, 1, 16, 69, 5, 
2019/7/9, 2, 16, 62, 5, 
2019/7/10, 2, 16, 51, 6, 
2019/7/11, 2, 13, 58, 5, 
2019/7/12, 2, 8, 39, 4, 
2019/7/13, 1, 7, 53, 3, 
2019/7/14, 1, 4, 39, 5, 
2019/7/15, 1, 7, 55, 6, 
2019/7/16, 1, 9, 71, 7, 
2019/7/17, 2, 12, 70, 7, 
2019/7/18, 2, 18, 76, 7, 
2019/7/19, 2, 22, 81, 6, 
2019/7/20, 3, 19, 67, 4, 
2019/7/21, 2, 22, 85, 7, 
2019/7/22, 3, 27, 92, 7, 
2019/7/23, 3, 30, 92, 7, 
