date, pm25, pm10, o3, no2, so2
2020/1/2, 129, 47, 18, 8, 2
2020/1/3, 120, 44, 23, 4, 2
2020/1/4, 122, 46, 25, 6, 2
2020/1/5, 133, 54, 29, 6, 2
2020/1/6, 154, 40, 29, 5, 2
2020/1/7, 122, 52, 26, 6, 2
2020/1/8, 145, 56, 31, 5, 2
2020/1/9, 153, 50, 26, 5, 2
2020/1/10, 142, 29, 30, 2, 1
2020/1/11, 85, 21, 26, 4, 2
2020/1/12, 63, 29, 29, 3, 1
2020/1/13, 90, 20, 27, 3, 2
2020/1/14, 69, 31, 32, 5, 2
2020/1/15, 98, 42, 23, 6, 1
2020/1/16, 125, , , , 
2019/10/1, 55, 44, 40, 4, 5
2019/10/2, 62, 51, 47, 5, 4
2019/10/3, 57, 47, 51, 3, 4
2019/10/4, 63, 49, 49, 3, 4
2019/10/5, 70, 63, 51, 3, 4
2019/10/6, 89, 44, 42, 2, 3
2019/10/7, 51, 63, 44, 4, 5
2019/10/8, 74, 60, 43, 3, 5
2019/10/9, 79, 55, 45, 4, 4
2019/10/10, 80, 56, 47, 3, 4
2019/10/11, 75, 81, 39, 4, 4
2019/10/12, 74, 30, 41, 2, 3
2019/10/13, 40, 41, 99, 4, 4
2019/10/14, 54, 45, 41, 6, 10
2019/10/15, 70, 38, 109, 3, 4
2019/10/16, 54, 62, 51, 6, 2
2019/10/17, 85, 73, 42, 9, 3
2019/10/18, 102, 80, 40, 7, 3
2019/10/19, 118, 69, 29, 5, 2
2019/10/20, 111, 18, 35, 4, 2
2019/10/21, 38, 27, 34, 4, 2
2019/10/22, 50, 30, 35, 3, 2
2019/10/23, 54, 47, 83, 5, 2
2019/10/24, 84, 47, 37, 5, 2
2019/10/25, 79, 47, 42, 4, 2
2019/10/26, 80, 47, 30, 6, 3
2019/10/27, 105, 53, 43, 6, 2
2019/10/28, 114, 52, 40, 5, 2
2019/10/29, 89, 54, 36, 7, 2
2019/10/30, 97, 37, 37, 3, 1
2019/10/31, 67, 62, 33, 6, 2
2019/11/1, 110, 35, 31, 3, 2
2019/11/2, 54, 14, 33, 3, 2
2019/11/3, 37, 36, 30, 7, 3
2019/11/4, 92, 50, 33, 8, 3
2019/11/5, 120, 55, 39, 8, 3
2019/11/6, 133, 67, 44, 10, 3
2019/11/7, 187, 75, 47, 9, 4
2019/11/8, 206, 75, 51, 10, 4
2019/11/9, 162, 82, 46, 10, 4
2019/11/10, 159, 84, 38, 10, 3
2019/11/11, 160, 85, 38, 10, 4
2019/11/12, 161, 91, 42, 10, 12
2019/11/13, 165, 90, 31, 13, 2
2019/11/14, 164, 92, 47, 10, 2
2019/11/15, 171, 89, 35, 10, 1
2019/11/16, 167, 56, 34, 5, 1
2019/11/17, 108, 68, 36, 9, 2
2019/11/18, 142, 87, 40, 9, 2
2019/11/19, 166, 94, 41, 8, 2
2019/11/20, 174, 92, 37, 9, 2
2019/11/21, 171, 80, 33, 7, 2
2019/11/22, 160, 66, 27, 8, 2
2019/11/23, 150, 71, 29, 8, 2
2019/11/24, 156, 83, 32, 10, 3
2019/11/25, 164, 105, 33, 10, 2
2019/11/26, 183, 112, 28, 9, 3
2019/11/27, 192, 126, 20, 11, 4
