date, pm25, pm10, o3, no2, so2
2020/1/2, 97, 21, 15, 12, 
2020/1/3, 70, 10, 21, 9, 
2020/1/4, 37, 11, 16, 9, 
2020/1/5, 36, 14, 4, 12, 
2020/1/6, 52, 16, 8, 14, 
2020/1/7, 58, 12, 9, 13, 
2020/1/8, 47, 10, 11, 14, 
2020/1/9, 34, 7, 22, 10, 
2020/1/10, 19, 6, 20, 11, 
2020/1/11, 19, 10, 14, 9, 
2020/1/12, 39, 13, 14, 13, 
2020/1/13, 50, 12, 17, 15, 
2020/1/14, 39, 10, 20, 14, 
2020/1/15, 27, 10, 20, 8, 
2020/1/16, 24, , , , 
2019/10/1, 14, 7, 18, 9, 
2019/10/2, 14, 7, 18, 6, 
2019/10/3, 18, 7, 12, 8, 
2019/10/4, 20, 6, 18, 5, 
2019/10/5, 18, 5, 17, 3, 
2019/10/6, 15, 5, 15, 5, 
2019/10/7, 15, 7, 10, 9, 
2019/10/8, 17, 8, 16, 8, 
2019/10/9, 17, 6, 18, 10, 
2019/10/10, 13, 8, 14, 10, 
2019/10/11, 19, 9, 22, 9, 
2019/10/12, 19, 13, 22, 7, 
2019/10/13, 30, 16, 28, 6, 
2019/10/14, 32, 19, 14, 13, 
2019/10/15, 37, 13, 19, 8, 
2019/10/16, 24, 10, 19, 9, 
2019/10/17, 17, 7, 18, 7, 
2019/10/18, 17, 7, 17, 5, 
2019/10/19, 14, 6, 20, 6, 
2019/10/20, 14, 13, 12, 11, 
2019/10/21, 29, 13, 10, 10, 
2019/10/22, 25, 16, 8, 7, 
2019/10/23, 37, 19, 8, 11, 
2019/10/24, 56, 18, 17, 11, 
2019/10/25, 36, 12, 13, 9, 
2019/10/26, 23, 13, 18, 8, 
2019/10/27, 29, 12, 14, 10, 
2019/10/28, 35, 15, 18, 9, 
2019/10/29, 48, 13, 21, 4, 
2019/10/30, 42, 14, 19, 4, 
2019/10/31, 52, 16, 13, 6, 
2019/11/1, 57, 8, 15, 7, 
2019/11/2, 25, 4, 23, 3, 
2019/11/3, 8, 3, 19, 9, 
2019/11/4, 7, 6, 18, 9, 
2019/11/5, 12, 10, 9, 12, 
2019/11/6, 27, 9, 13, 9, 
2019/11/7, 24, 7, 14, 13, 
2019/11/8, 18, 9, 15, 9, 
2019/11/9, 33, 10, 3, 12, 
2019/11/10, 37, 13, 8, 9, 
2019/11/11, 52, 12, 18, 11, 
2019/11/12, 43, 9, 11, 12, 
2019/11/13, 26, 9, 18, 7, 
2019/11/14, 29, 13, 9, 12, 
2019/11/15, 45, 21, 1, 13, 
2019/11/16, 65, 23, 3, 13, 
2019/11/17, 72, 12, 10, 11, 
2019/11/18, 45, 9, 12, 14, 
2019/11/19, 30, 12, 4, 16, 
2019/11/20, 42, 21, , 14, 
2019/11/21, 62, 30, 6, 11, 
2019/11/22, 82, 19, 10, 13, 
2019/11/23, 61, 24, 1, 13, 
2019/11/24, 67, 31, , 13, 
2019/11/25, 88, 27, 4, 16, 
2019/11/26, 77, 15, 19, 10, 
2019/11/27, 42, 5, 21, 7, 
2019/11/28, 12, 5, 20, 12, 
2019/11/29, 11, 13, 15, 14, 
2019/11/30, 38, 10, 21, 5, 
2019/12/1, 32, 12, 9, 17, 
2019/12/2, 41, 15, 8, 14, 
2019/12/3, 50, 16, 11, 14, 
2019/12/4, 54, 24, 1, 19, 
2019/12/5, 69, 33, 10, 17, 
2019/12/6, 92, 14, 17, 9, 
2019/12/7, 48, 6, 23, 5, 
2019/12/8, 21, 6, 26, 9, 
2019/12/9, 13, 11, 18, 14, 
2019/12/10, 26, 14, 11, 18, 
2019/12/11, 40, 10, 16, 12, 
2019/12/12, 34, 6, 21, 7, 
